dates,nzd0370-0000,nzd0370-0001,nzd0370-0002,nzd0370-0003,nzd0370-0004,nzd0370-0005,nzd0370-0006,nzd0370-0007,nzd0370-0008,nzd0370-0009,nzd0370-0010,nzd0370-0011,nzd0370-0012,nzd0370-0013,nzd0370-0014,nzd0370-0015,nzd0370-0016,satname
1999-08-26 22:06:20+00:00,396.35,376.82,375.85,358.06,348.50,,353.96,347.84,343.31,355.07,374.26,380.22,393.89,406.55,390.62,385.33,370.63,L7
1999-10-13 22:06:24+00:00,379.40,371.03,374.61,361.73,350.16,,345.01,343.57,342.68,358.92,382.52,387.48,396.31,400.87,393.99,379.31,363.06,L7
1999-11-21 22:12:24+00:00,375.61,366.55,367.87,354.11,339.17,360.36,350.30,349.53,347.77,360.84,385.33,388.18,397.81,407.29,396.07,383.82,364.17,L7
2000-01-17 22:06:11+00:00,372.27,365.09,368.43,356.01,339.17,368.55,354.49,352.40,350.67,362.45,386.01,391.39,398.60,406.70,397.09,389.69,373.22,L7
2000-02-25 22:12:13+00:00,364.61,364.23,364.79,360.19,334.50,368.55,354.66,358.18,357.97,365.62,389.93,406.06,400.17,406.75,399.25,391.14,374.08,L7
2000-03-12 22:12:09+00:00,364.61,362.79,366.97,365.05,334.50,378.34,357.69,361.77,361.02,365.49,393.74,408.50,407.51,410.62,404.91,398.96,381.22,L7
2000-07-27 22:04:36+00:00,375.98,367.24,373.11,376.00,358.93,397.94,348.84,357.81,358.08,353.97,405.17,428.57,429.55,422.24,421.88,366.77,402.67,L7
2000-08-19 22:10:38+00:00,375.98,363.49,371.65,374.56,370.31,397.94,347.90,354.81,353.62,352.30,387.84,400.57,391.37,381.52,381.06,355.88,369.78,L7
2000-09-04 22:10:22+00:00,386.25,355.73,369.91,370.52,369.00,367.88,353.36,348.82,344.88,348.61,381.10,374.07,377.56,371.77,369.66,360.43,362.07,L7
2000-09-13 22:04:02+00:00,386.25,355.29,367.98,365.85,369.00,337.83,348.88,339.71,335.43,343.15,369.07,351.98,351.56,346.53,343.56,336.21,333.00,L7
2000-09-20 22:10:03+00:00,386.25,352.44,363.94,362.76,367.44,353.41,352.84,342.16,335.05,342.85,369.62,358.73,356.31,346.53,344.01,338.65,335.75,L7
2000-10-31 22:03:46+00:00,366.44,351.74,364.16,363.94,368.86,360.99,355.70,345.13,336.58,344.14,367.10,358.73,356.87,351.46,346.11,340.67,334.99,L7
