,dates,chi0378-0000,chi0378-0001,chi0378-0002,chi0378-0003,chi0378-0004,chi0378-0005,chi0378-0006,chi0378-0007,chi0378-0008,chi0378-0009,chi0378-0010,chi0378-0011,chi0378-0012,chi0378-0013,chi0378-0014,chi0378-0015,chi0378-0016,chi0378-0017,chi0378-0018,chi0378-0019,chi0378-0020,chi0378-0021,chi0378-0022,chi0378-0023,chi0378-0024,chi0378-0025,chi0378-0026,chi0378-0027,chi0378-0028,chi0378-0029,chi0378-0030,chi0378-0031,chi0378-0032,chi0378-0033,chi0378-0034,chi0378-0035,chi0378-0036,chi0378-0037,chi0378-0038,chi0378-0039,chi0378-0040,chi0378-0041,chi0378-0042,chi0378-0043,chi0378-0044,chi0378-0045,chi0378-0046,chi0378-0047,chi0378-0048,chi0378-0049,chi0378-0050,chi0378-0051,chi0378-0052,chi0378-0053,chi0378-0054,chi0378-0055,chi0378-0056,chi0378-0057,chi0378-0058,chi0378-0059,chi0378-0060,chi0378-0061,chi0378-0062,chi0378-0063,chi0378-0064,chi0378-0065,chi0378-0066,chi0378-0067,chi0378-0068,chi0378-0069,chi0378-0070,chi0378-0071,chi0378-0072,chi0378-0073,chi0378-0074,chi0378-0075,chi0378-0076,chi0378-0077,chi0378-0078,chi0378-0079,chi0378-0080,chi0378-0081,chi0378-0082,chi0378-0083,chi0378-0084,chi0378-0085,chi0378-0086,chi0378-0087,chi0378-0088,chi0378-0089,chi0378-0090,chi0378-0091,chi0378-0092,chi0378-0093,chi0378-0094,chi0378-0095,chi0378-0096,chi0378-0097,chi0378-0098,chi0378-0099,chi0378-0100,chi0378-0101,chi0378-0102,chi0378-0103,chi0378-0104,chi0378-0105,chi0378-0106,chi0378-0107,chi0378-0108,chi0378-0109,chi0378-0110,chi0378-0111,chi0378-0112
0,1986-02-04 14:07:35+00:00,171.2490567605099,174.9619005486004,178.24670499860986,190.44057525858506,202.51542110595443,192.13630470229361,168.1802002510957,173.9980477378634,178.38733656592484,201.4708924111361,206.91583486069163,203.9571104040658,211.48947011193735,195.0216003267267,190.9007483459656,189.5334500259264,162.94758361605525,111.21921534870975,120.69891279284343,151.55239781877194,158.6489860380752,171.62479787754236,172.6998255874457,181.234194820229,,,,,260.480352932781,261.09612829789376,255.65967954821699,262.1628334531893,254.66644923832013,252.62223804797844,256.34843774729353,251.3021307720385,246.03227196689818,268.1124551001119,292.5076865846796,279.15568678663965,258.26601250857254,266.19402971047896,258.7949168177819,242.37424416207116,252.76644518220436,257.9776627771213,242.6185702818667,233.41465289982,257.7465879104478,262.1812542383493,259.1378096251462,265.18558653025354,220.10900194682313,222.8366176077184,243.49198766689773,231.70974637978307,,248.98962557138324,279.64248928025904,,237.64234827392093,239.6979260451802,254.54409717392878,260.4624438335577,261.9529751792022,259.9648550487911,262.30230640338175,255.22077105882425,238.50546085577298,,214.94521051162016,224.3032684180685,250.1004526599923,287.1128965315698,288.8717686503583,266.2636484317029,237.48742084216764,232.68732623596782,235.96816739161343,223.08015644130654,222.07980915565955,214.1158107389593,214.2451526145722,224.10653523364715,220.59572071710306,233.5127435137695,242.35262880622986,,,,259.62754915727686,262.2823631429711,298.53325059409923,283.6772608441729,215.98884341163665,227.723203401023,239.69525775818497,257.25663848538005,261.77735717068134,209.72496243244723,203.12854454993587,212.3425004110201,231.2683951691204,241.70347536232057,244.1379550364174,246.37547855961813,251.91697116149095,258.7521803326847,240.39203632639388,215.88478926682694,228.86251198358244,,214.7674969842257
1,1986-08-15 14:02:17+00:00,166.79421216019878,167.37071327011955,178.25673723325764,188.9204511231433,199.21182465151264,189.9786446848873,177.43512346995513,180.33530780450695,187.07236306685965,204.91065372901932,198.90856669770463,195.7771311010908,206.27671962587027,188.93019694512122,172.748816251614,168.67503645562596,131.3229897064591,96.17525656429179,101.33488451040435,116.7227242939899,126.55967092977554,151.52194631472975,141.88037947803286,147.04365763953516,149.17373513165214,,,,239.12852748970397,236.24801535947455,245.1543707380913,243.80602207759557,243.85061022935403,238.67941480000184,240.9341737795022,235.41155040277707,229.55795511558483,240.99697033448,258.04894504397873,263.83776416486825,235.07782574525913,250.45216222913675,247.74512459126936,222.58650862548333,229.53496011312828,242.6222539852817,225.79152275205195,209.58995085918457,224.21595608759554,241.67467719120148,247.62842115499615,257.2555956638166,209.89672842075584,196.07367523586205,207.64888111525147,207.65843221946176,186.24726940990277,215.1083866301506,255.80368207943465,181.25076189262052,203.91183202757327,237.28509704381582,248.59935512898494,248.72952857792907,241.39678585234407,239.85032004861344,246.5390619387955,241.0039897716759,247.74062796276755,114.11901827040113,175.6043232622846,234.95384497571638,244.9958318348539,275.42987715823995,253.40958603806703,236.18615613230077,212.28113690229756,207.93786104181228,206.43291318707367,199.9765329276863,200.46659773883044,196.25664902372569,200.47333325174966,214.5338076383153,223.310733686867,219.55870222296687,223.3758407343808,165.73339249007796,236.04285299874414,228.56929975330615,233.51583658157955,230.4391714869309,309.58265580100004,306.8452580027833,191.72102871642525,222.44545359882164,236.33314971148258,,260.93048094897506,207.9311593791756,187.9266633659696,192.13469897465689,202.2236051479893,226.60386798243962,229.5123803699567,223.64339154660027,228.23892824762922,242.0288365035829,220.91092263330842,184.25199655402213,210.5420826040704,163.13108084655838,196.28219116883383
2,1986-11-03 13:59:34+00:00,161.7356852841604,170.60076054309852,178.86545441287745,191.17595123068935,194.6424049988918,189.22407453989834,170.7945338951663,179.1473203701927,179.93659734557872,192.09260491845544,199.10910932786982,200.35418646176197,210.57600504324978,208.90779432990297,167.1893754500985,180.66909233667243,159.6504801031443,110.15153452646086,116.14678011280759,127.32806961447244,132.22129428534566,151.19245993581933,137.2350808185928,134.59846397293038,143.60257091382664,156.08825642653213,173.94482297286356,176.01911719396523,222.18415131562165,222.84685773570945,246.5233344319605,240.75300478334745,241.19120986437446,236.21792517620253,234.79320026746655,232.6986761204332,227.11944289150932,,,245.71508494940164,240.96697881013017,247.4968363576823,243.91407129037472,230.52873647154465,234.57882255944781,245.68474110704267,225.60654912971592,214.88844905087072,218.42545933756782,237.78874987343997,245.46472106692016,249.18456508493458,204.01006913994462,192.663660863348,199.7375999472102,204.29989134844925,184.94520738709465,213.13662053436184,245.1328515628478,159.04043853131333,181.95097560417616,215.69831187685398,223.83719211115366,232.05278065044925,222.46760761651262,215.8800895859068,214.32933982128486,214.7887451314927,227.02591833482632,113.20045840428868,216.11866547221558,236.62952211478444,258.77708373826215,281.13156472929836,268.84160875404086,265.42201629170904,233.88642177024315,234.61566444930475,230.26315961620995,218.3399803832446,200.22918671335378,184.9768230308,206.50974821284908,217.12715524117306,215.74411013697318,218.841085490304,225.93080039560942,161.70196150048918,237.50738779421584,229.10351594201464,233.56218638600495,211.97518820942167,308.671565376016,300.75224677342726,199.12511289015595,215.2122484663853,222.83059183754244,232.14198295106235,,207.29157816974805,195.06648281774986,197.23683418917702,201.59707207638735,220.88284185684128,218.73339553684133,209.19742701110246,229.73512965593574,244.9355754867462,224.6839287315431,186.1223500428435,208.01328499352078,166.48395709004478,192.45521219118092
3,1986-12-14 13:53:13+00:00,,,,,,,,,,,,,,,207.7277096130195,187.72992958111456,161.70996407563354,140.42469365939863,143.84419827744404,164.01846578283772,176.48714044556752,167.78010089259521,175.8238229975221,181.3227841826057,184.8405237626078,188.18218199148825,191.51086606929894,211.10693235594005,211.95012150196928,216.22272493103333,236.41915945713583,237.19722972934773,240.72356480956452,247.17178099263225,258.9258637114081,243.06934000751195,238.59190872800883,259.6440543775939,252.89953603304542,254.36899088457574,242.0872627787757,252.1460973224552,249.97386705522507,229.41332285266913,238.68546824537822,255.3353267724612,232.58804095056854,228.8541506909122,243.1552238033338,243.54744670896196,242.21956025715917,253.10664594246734,203.1623880745775,199.2923373327244,224.52509886363433,216.49265783708054,201.0824117560927,221.78873569536734,252.94431261204437,190.80988266352335,188.80620200887336,216.2773184474417,236.5157124040107,226.52790305851386,216.5458347664866,203.8886551104016,205.1265764115953,217.95697581780726,231.52400860958045,,233.27366152198843,238.00623229123931,261.8575267821222,274.25185959748626,279.48004824571365,272.42271227089196,246.1361534535136,238.12595911141605,238.55719834137045,230.8456675172757,228.30289222409843,225.99539109715704,231.56536229358366,235.52706820899857,233.2685213234988,221.93379643298755,226.39413269740146,162.2351676870336,,,249.24479950684366,240.05699080429287,300.3712618272276,289.56633847603337,200.34430259868918,211.22664641045995,217.8472593634441,229.59240490290807,245.7915094965423,202.94751333105165,185.85245187726906,200.09307170274337,213.04013073786768,225.75538469513592,229.43494630131715,226.94021812345505,220.81072274894086,238.26075481139912,216.61295982807644,195.26796840233874,208.99186667178262,186.21233272767046,198.91418782427803
4,1986-12-21 13:59:37+00:00,153.76484589316976,165.46959223657183,173.4663445392826,191.5034696468948,191.8214647775706,186.371027776012,171.76198664725734,167.60932119886303,179.3066712602133,200.16963827504458,191.325447693735,205.49294013786192,217.05111133420166,193.89991719972755,208.2835070399992,185.98134240124094,156.59718291930787,98.02220025427675,143.57025309458726,159.60290146728025,167.22856040029043,167.57853652531782,166.55617200903325,170.65787311342808,182.13876488262176,197.84194918540163,205.21607779905548,203.22884174647277,229.31637841663772,228.81248650502403,244.1671734831122,246.31767708363196,241.06750689185301,247.50848151028669,242.10456099491338,251.47085115805677,244.07642970678032,252.94350601678957,275.6813271905657,268.12017187737035,257.233329052958,254.5023646294432,254.5435242520059,239.54716774434934,246.46530352696618,262.16022477144907,245.79542631348306,235.47494941148744,242.8402121319058,256.19693679445754,257.6773883951904,259.88077766615504,207.98713715177493,211.31578986463717,222.38022640163757,214.59607812869405,205.28238040895596,225.05797887800085,254.21777923806434,185.1153993076823,175.62211294679372,210.7616702095706,227.6679700189847,236.2491619096487,216.54945309784415,212.84498848976028,203.5337029673661,219.20994435113107,217.73788292064245,124.51323009109252,216.96226065513912,223.8589799154856,252.2312915961199,281.1452440784837,281.81426457069324,257.52528763055693,237.81350857329846,230.33420532591833,236.9473728795426,224.64591211764468,226.98543055479752,217.7333167137155,220.92883527591135,236.69251172326773,247.53116499239488,246.8998307055639,269.57501615772287,277.6678570491787,242.52044942175678,248.42814803729823,247.18174803862226,240.87116696928538,304.1658928801358,285.3144192982263,207.57051270283702,221.65089964355798,234.70722235210272,243.96877046134773,241.19533610609443,208.9966397329552,196.96055899780842,206.7643493989751,219.40696578176727,231.18905968612637,232.87962476190927,239.3203102643904,233.53399260317116,245.29551441036728,233.00171937685616,204.40846841229413,214.45145798600976,193.5098786544375,203.73661050714844
5,1986-12-30 13:53:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.800679744747,127.64774619340538,219.32805921951345,225.5819691913124,249.72249822618403,271.14784591505776,273.2727951375882,266.99582833296887,250.05980020111593,246.52868511186247,242.23050268136495,230.6741908782688,230.71534896970195,221.96044400173383,223.70411987949564,221.7243118640448,231.2397824083169,230.07227856802038,247.2248875951773,274.3467271721669,269.860696707781,256.01591507488064,250.9183465532214,255.72274057273964,289.3222949705432,287.4120117441323,194.17766089734522,208.4881070946286,227.4778813427118,238.42804365704217,257.7527097022818,206.42556578148333,196.70674737202808,204.6992355731423,217.7440482571831,225.11392062989339,229.50280883682495,226.07923349224887,225.67084847899395,246.23575776011012,227.96944609394637,204.3430564077628,210.4422595313986,191.45214630880372,200.16097683404598
6,1987-01-06 14:00:06+00:00,146.83473053904103,157.44163494903623,169.8022388889782,180.58560072849096,188.51875538464483,187.05251016531645,167.2248660437802,169.8305332040735,182.5649619163347,192.97130213001364,204.87998586844697,204.22593213940021,202.14999789299426,192.20881884651868,199.66579061228217,190.36570507526272,142.51899610752412,124.52240027414759,129.2287479327996,158.60492186068873,141.84101398572994,165.49720578652102,145.03347599496442,153.30525160640855,161.5667610341852,183.34298604186884,,214.85438123869494,230.00125722747106,230.71020083112387,240.86589152497936,243.9227110446232,240.6246382455659,241.9759696995696,246.12808177856306,243.46750099535308,235.73098518211373,249.99695648269602,269.3009869245999,265.4285356528013,251.86390087753898,260.68512691713016,260.7878475291146,239.29822782614474,249.27224827645193,261.599959507053,233.60032488357604,224.35477079226916,242.90834956463797,249.62574370656787,257.45240470568183,258.5592328618175,208.9958011090649,213.32466257506374,227.79427081700067,222.07215091896768,215.25989922294644,230.86089533976332,258.3439405563563,,182.83800297242036,219.62888152454443,238.41392771080552,243.9357722509873,227.0019364077121,212.4531435715399,205.19655619536854,212.73305415483776,215.06439165757598,134.92782794866798,203.67317709356257,219.9551815458421,251.2423711482512,281.4437522636128,273.71424275592165,258.11790535798855,238.96122435134959,237.84115165554982,232.97048204556125,208.29188218434183,218.99846384209943,218.9777156034369,224.14043306403806,229.96585351047395,246.26088353088403,249.19828062391002,248.0179915921159,281.9031197820334,250.92495162965844,262.8814408488894,234.56789360893424,238.39392892085596,292.571466863192,297.4400027889209,194.06764578280587,210.85582172365548,229.96016345132674,245.93804633490356,247.972183459608,205.7048148831739,199.30122697284142,200.74789730219868,210.92086147355693,233.6942367242738,223.090498989246,221.91240389713812,226.54524926924543,247.17507430312224,230.3346928149976,209.0626058505394,218.3592307255913,191.27540656839278,204.46357998229936
7,1987-02-07 14:01:09+00:00,155.08551967273047,168.36440664000253,179.6313261522524,185.65166962230654,187.78535762067344,182.82152115446547,170.97376636838192,177.61332123290586,183.66796901206135,210.09620735201264,203.6234786472586,206.67770234923938,211.2586303505077,202.5800945428744,196.20410261149533,183.52618940310848,163.03224842819407,126.3273970352134,151.24205233606978,173.32722783355132,,,205.13030304096026,212.01364574770128,,,,,,,273.7246547525235,259.6006998852083,256.9798766521242,257.5104027389989,249.81204154622452,241.63456108433752,243.8692319656417,269.0998987034534,277.7084771327424,269.25135233217406,257.8090483554644,267.35634927046567,261.18665253737333,242.8976508805194,251.05605899526088,260.7640794172138,249.4968013840675,234.0359512998149,253.06433029619134,262.2408268568146,253.95568772878636,267.48951524694064,207.3966651011305,219.1232408945662,232.96594850233166,227.81585917202165,225.8369826146531,238.2958667003916,271.6689020135209,210.47895012949118,225.6244491520344,229.28747516353297,241.45212669339324,247.0433971621353,232.3305074932951,207.70947786166246,200.0704121073315,215.11456007295845,215.37769772761152,136.4613870251878,211.51857996364788,222.9438044024604,257.6095928549423,280.1149869022381,286.04528738914246,273.54295242774896,246.51486200392355,249.04835477522943,251.97366744983538,247.403336594201,257.4026829856446,256.3950077023879,255.66241420353165,,273.12580452544836,276.13374615934765,274.10777950101584,297.2431119236716,,279.3608898293172,272.93670331523526,269.39365323988164,289.85283991053666,285.4525143839576,213.20037786656292,229.55735868562203,238.15653443017908,250.98600555045752,269.11661340609675,220.0915274282798,209.2533612355068,226.69006815329692,238.13913461164123,247.25631315389347,246.3572168533769,248.3063718697189,249.62808108396382,260.4231843007235,240.932581208898,213.95150735382066,226.3391276517556,209.41856368982974,218.26027372056004
8,1998-02-21 14:16:53+00:00,146.71651801152927,161.7032024428991,172.86550219390568,178.85317794690798,189.23794972700125,184.4104953956258,171.58844893524676,166.15584319399608,177.1736450921787,185.89937602865535,193.6609332844471,192.45213350868295,193.99326582820197,183.63243075831133,179.8195894579403,196.3679712754539,165.46080470108168,140.56762391014684,146.56713127085135,172.63357094114764,,164.63810197705251,165.8833534142099,172.77386373071823,180.6939718636333,182.23311339226137,184.1314469651116,191.9733305341828,213.45249104321817,224.65453952910167,226.97777418530805,231.74864793022124,220.53820305316364,237.61914645361486,240.9038487869996,233.83240567833369,240.5509294594039,254.5302529829434,269.5302485936461,270.95870397619944,261.3786805009648,261.1246122935306,265.7816046794067,236.1447025118057,235.1778620072954,252.04007021707667,232.6145020523714,214.77923792444938,240.41000676437307,246.8475112356324,254.09096974892617,259.2398021353375,219.8372643505295,220.43657692738896,235.5939712340757,246.1152807710268,232.15492732494263,240.99234578917103,267.606918405911,218.2494528360425,213.97899380712317,240.62872286364816,249.71156654660757,252.7794865582763,239.72068440354138,237.46389995785384,238.57819182101986,237.12296327893512,230.00074688210023,,210.82721024776708,216.36854766235098,229.41151728892294,246.85460844131546,256.71143642403194,273.9472278244866,238.24630755167755,205.40034371692244,211.06575414212864,207.4441790997862,,217.14923043165714,205.01512658640118,230.0750398075236,224.08792825926633,229.40166773737477,237.81649882318487,248.89165381559596,238.0657817776913,253.16308211934535,228.67656691193082,217.4126271396794,261.39958150646066,288.28442663013055,209.84842808714743,212.24273265513887,236.18421894079242,249.08801422359844,264.7116854694102,232.13117188178728,201.9087711354607,220.2308339457246,206.25839851450183,186.49273529064112,208.9494185845135,217.86776906719274,208.17616444339893,224.26462724051754,223.1712567884556,201.03228394837765,202.02841342872165,205.00185630380903,196.20510864721786
9,1998-03-09 14:17:09+00:00,,,,,,,155.206869425236,160.42566888264832,166.72471816204086,171.92717588516646,169.4455687829231,166.2711183082148,175.82421129452797,152.29259304549277,147.62583396215555,161.58937784505804,137.04573917233995,74.98628328198829,,,137.47130027428835,137.91971085807606,132.8727614324739,157.79364688037373,157.03344632147727,157.30261638946155,153.99601811971786,171.57542164525714,196.07491497155095,208.02554155187008,206.7725306131669,211.65794020134075,218.7060436790042,231.34290344400256,227.82564731259905,227.22684474696854,223.48606623356716,244.57659901375996,247.5014494829427,,244.68588600474158,243.87598045366485,240.8507664919209,,,,,,,,232.60327073036302,234.76150198111998,204.30603893282802,201.55477590343824,214.84266834708077,216.16426279727335,199.97577400205134,222.89481909919232,254.2229826881608,198.4752557930696,192.68864917174673,217.68680009082047,229.3965057631677,233.05892243904094,218.83123430857046,215.77950266676086,213.32748456593714,224.37227011442184,209.23280610155211,135.82565588700407,157.1388974688241,168.99261546530983,187.2112327629299,228.78398463621164,227.77542444141403,228.16265589893166,202.74122446796682,187.5334962922829,195.34992254964868,,,160.85929410715187,184.83704670444956,195.56736565033205,,,,,,,,,,285.9580687471022,177.40327850529786,185.76540585919918,211.08672503710454,211.5389733134503,220.25731577826605,189.67961483512272,175.64732394083964,182.3614065357928,189.94402710024838,198.8279694318044,205.95291395294967,209.09197471560594,204.66589903946644,226.94876038803238,217.89604309804622,188.33581049759334,196.1037428864388,167.97649129417152,191.1270678536606
