dates,satname,nzd0545-0000,nzd0545-0001,nzd0545-0002,nzd0545-0003,nzd0545-0004,nzd0545-0005,nzd0545-0006,nzd0545-0007,nzd0545-0008,nzd0545-0009,nzd0545-0010,nzd0545-0011,nzd0545-0012,nzd0545-0013,nzd0545-0014,nzd0545-0015
1999-07-16 22:13:35+00:00,L7,321.78,425.59,478.67,530.92,,,,572.47,567.18,598.55,605.80,545.19,558.41,619.36,621.41,
1999-08-17 22:13:37+00:00,L7,476.65,315.31,295.61,275.49,,250.72,247.73,234.70,204.15,182.87,157.28,160.14,233.84,229.09,236.27,246.46
1999-11-05 22:13:40+00:00,L7,447.12,524.92,328.97,316.96,292.41,292.00,284.40,275.84,265.76,269.01,263.58,271.32,262.48,261.05,259.10,263.74
1999-12-07 22:13:41+00:00,L7,477.32,524.03,334.26,318.12,309.66,301.11,295.24,307.64,310.68,311.47,301.00,280.45,273.77,269.24,265.80,277.10
1999-12-16 22:07:33+00:00,L7,476.98,318.84,311.77,289.96,289.00,291.82,288.07,278.03,274.26,278.85,277.43,263.99,256.29,251.12,246.84,252.42
2000-05-08 22:06:44+00:00,L7,522.53,338.64,324.36,268.99,,,,252.38,231.47,266.51,181.59,164.48,165.52,250.92,238.05,
2000-07-27 22:05:48+00:00,L7,492.47,290.41,262.02,255.28,,,294.19,385.23,356.93,250.77,330.35,369.54,434.96,424.90,256.01,231.50
2000-08-19 22:11:49+00:00,L7,455.27,340.33,343.95,372.96,,,,291.75,273.55,328.21,424.68,510.46,612.76,562.50,620.02,
2000-09-20 22:11:14+00:00,L7,520.05,317.06,280.48,285.45,,,,282.71,265.68,246.72,255.82,257.11,261.70,255.11,258.27,
2000-10-15 22:04:43+00:00,L7,446.45,524.32,360.34,323.45,323.43,293.94,282.24,276.49,264.89,297.56,293.06,288.20,274.60,269.27,278.82,293.74
2001-01-03 22:05:24+00:00,L7,462.26,524.62,301.34,298.62,294.57,286.72,277.53,271.05,272.91,270.51,272.87,274.02,277.40,267.02,263.30,263.28
2001-02-20 22:05:00+00:00,L7,476.81,336.06,327.68,318.78,312.89,289.88,275.72,260.35,273.48,282.54,289.92,284.10,280.05,269.91,265.18,266.80
2001-02-27 22:11:06+00:00,L7,461.95,375.31,362.03,342.66,337.83,324.89,315.42,311.93,315.12,308.86,317.57,318.75,311.82,289.44,297.36,302.80
2001-04-16 22:10:54+00:00,L7,491.82,315.07,298.72,275.01,,,,267.70,255.36,254.67,255.84,259.05,257.91,249.75,257.48,
2001-06-19 22:10:17+00:00,L7,439.48,481.22,335.57,293.10,,364.11,,308.90,339.06,559.02,556.85,248.61,182.22,264.37,255.39,
2001-07-05 22:10:09+00:00,L7,447.05,525.75,350.18,318.74,248.13,245.77,245.35,244.90,200.22,266.87,153.03,144.05,301.18,289.00,287.09,298.27
2001-09-07 22:09:22+00:00,L7,446.85,525.63,340.73,311.45,,273.17,274.38,264.93,246.75,266.14,265.62,267.91,272.60,274.77,288.21,291.01
2001-11-26 22:09:21+00:00,L7,446.48,525.52,350.23,301.68,295.42,297.47,284.67,284.62,293.19,292.28,296.64,293.57,288.31,281.37,284.93,275.32
2002-01-29 22:09:33+00:00,L7,,524.07,338.10,322.63,353.98,348.89,354.59,359.22,389.31,397.75,410.84,414.51,359.47,312.45,323.96,361.15
2002-03-11 22:03:55+00:00,L7,477.30,371.62,349.15,342.05,342.25,337.36,328.67,332.66,318.98,302.89,299.69,297.81,310.11,293.80,315.84,319.31
2002-03-18 22:09:33+00:00,L7,477.35,348.17,335.57,324.10,316.45,290.67,290.27,275.03,286.43,287.13,288.86,281.68,283.82,266.37,283.67,285.97
2002-04-12 22:03:25+00:00,L7,462.39,524.92,333.47,324.86,327.96,316.50,285.08,288.31,299.39,291.11,293.72,,,,,
2002-05-05 22:09:37+00:00,L7,491.74,294.02,290.50,252.64,,,,246.37,206.40,222.03,164.77,143.62,150.64,218.51,226.83,
2002-07-08 22:09:12+00:00,L7,462.00,525.91,335.96,314.21,261.49,261.07,257.34,262.42,212.18,281.99,271.53,153.63,141.70,258.25,260.55,243.97
2002-08-09 22:08:57+00:00,L7,491.83,289.25,248.05,,,,251.18,263.27,242.20,302.98,300.09,292.66,276.83,286.93,282.17,
2002-09-10 22:08:43+00:00,L7,521.62,363.84,336.84,301.00,,,,300.67,302.16,298.85,300.51,305.04,303.35,285.37,287.54,
2003-02-10 22:03:40+00:00,L7,492.07,329.58,324.02,284.27,281.50,283.97,277.66,272.49,266.37,270.51,263.50,269.70,262.39,254.11,257.99,253.12
2003-02-26 22:03:40+00:00,L7,477.57,361.68,335.60,319.36,303.36,282.77,279.09,270.98,283.36,276.18,279.51,271.46,278.37,264.45,264.52,258.74
2003-03-21 22:09:27+00:00,L7,492.59,390.84,374.09,341.27,363.99,,,314.49,315.76,324.97,316.97,302.59,286.35,278.56,296.13,315.33
2003-05-01 22:03:22+00:00,L7,461.99,524.00,363.84,331.59,,261.30,265.51,249.21,295.45,298.00,286.06,286.13,276.12,269.23,283.58,293.29
2003-05-24 22:09:28+00:00,L7,492.76,332.04,308.36,300.70,288.57,274.65,273.12,271.10,255.08,246.94,271.39,226.20,254.42,256.68,263.86,277.29
2003-08-05 22:02:59+00:00,L7,,,,,,,,,,,,,,,,
2003-08-12 22:09:11+00:00,L7,,516.34,457.87,292.41,298.08,305.93,296.21,277.01,231.46,245.02,283.27,275.51,261.37,277.31,272.13,
2003-08-13 21:51:32+00:00,L5,,533.60,391.30,330.19,,,280.76,269.90,245.62,284.44,276.60,294.14,297.03,283.81,281.23,317.12
2003-10-07 21:58:35+00:00,L5,454.80,532.10,330.75,300.07,291.61,293.58,289.70,283.72,267.09,279.63,285.97,279.42,274.13,260.77,259.53,265.57
2003-10-15 22:08:58+00:00,L7,417.88,326.61,314.69,288.16,273.85,281.31,279.46,276.07,260.44,271.74,269.98,268.76,263.71,258.99,253.03,249.84
2003-11-17 21:53:20+00:00,L5,470.00,315.48,285.36,271.68,278.91,284.82,278.62,275.92,255.07,254.97,262.00,250.40,239.12,235.79,236.05,250.70
2003-12-26 21:59:30+00:00,L5,423.74,533.12,342.54,296.62,302.55,296.94,291.37,283.56,274.35,289.83,294.13,293.58,276.18,260.22,260.49,279.99
2004-03-15 21:59:53+00:00,L5,,,,130.17,,269.16,275.09,274.97,253.86,238.96,251.36,242.80,249.71,245.80,244.10,253.40
2004-03-31 21:59:59+00:00,L5,460.13,532.60,330.79,292.21,274.53,283.02,280.45,279.30,246.67,244.57,264.31,270.19,269.55,257.27,259.44,257.65
