dates,nzd0545-0000,nzd0545-0001,nzd0545-0002,nzd0545-0003,nzd0545-0004,nzd0545-0005,nzd0545-0006,nzd0545-0007,nzd0545-0008,nzd0545-0009,nzd0545-0010,nzd0545-0011,nzd0545-0012,nzd0545-0013,nzd0545-0014,nzd0545-0015,satname
1999-08-17 22:13:37+00:00,477.85,,305.21,281.49,,252.43,248.93,237.70,,,,,241.84,235.95,244.27,252.46,L7
1999-11-05 22:13:40+00:00,447.12,524.92,328.97,316.96,292.41,292.00,284.40,275.84,265.76,269.01,263.58,271.32,262.48,261.05,259.10,263.74,L7
1999-12-07 22:13:41+00:00,474.22,499.23,309.46,302.62,299.33,296.68,292.14,299.89,295.18,286.67,280.33,255.65,253.10,251.53,245.13,261.60,L7
1999-12-16 22:07:33+00:00,480.48,346.84,339.77,307.46,300.67,296.82,291.57,286.78,291.76,306.85,300.76,291.99,279.62,271.12,270.17,269.92,L7
2000-05-08 22:06:44+00:00,,331.44,317.16,,,,,250.13,,259.31,,,,245.78,232.05,,L7
2000-07-27 22:05:48+00:00,495.92,318.01,289.62,272.53,,,297.64,,,278.37,,,,,,248.75,L7
2000-08-19 22:11:49+00:00,,322.33,325.95,,,,,286.12,262.30,310.21,,,,,,,L7
2000-09-20 22:11:14+00:00,522.55,337.06,300.48,297.95,,,,288.96,278.18,266.72,272.49,277.11,278.37,269.40,274.94,,L7
2000-10-15 22:04:43+00:00,441.95,,324.34,300.95,308.43,287.51,277.74,265.24,242.39,261.56,263.06,252.20,244.60,243.56,248.82,271.24,L7
2001-01-03 22:05:24+00:00,465.31,,325.74,313.87,304.74,291.08,280.58,278.68,288.16,294.91,293.20,298.42,297.73,284.45,283.63,278.53,L7
2001-02-20 22:05:00+00:00,475.36,324.46,316.08,311.53,308.06,287.81,274.27,256.73,266.23,270.94,280.25,272.50,270.38,261.62,255.51,259.55,L7
2001-02-27 22:11:06+00:00,459.85,358.51,345.23,332.16,330.83,321.89,313.32,306.68,304.62,292.06,303.57,301.95,297.82,277.44,283.36,292.30,L7
2001-04-16 22:10:54+00:00,494.47,336.27,319.92,288.26,,,,274.32,268.61,275.87,273.51,280.25,275.58,264.89,275.15,,L7
2001-06-19 22:10:17+00:00,439.13,478.42,332.77,291.35,,,,308.02,,,,245.81,,262.37,253.06,,L7
2001-07-05 22:10:09+00:00,443.60,498.15,322.58,301.49,,240.84,,236.28,,239.27,,,278.18,269.29,264.09,281.02,L7
2001-09-07 22:09:22+00:00,445.10,511.63,326.73,302.70,,270.67,,260.56,238.00,252.14,253.95,253.91,260.93,264.77,276.54,282.26,L7
2001-11-26 22:09:21+00:00,448.68,543.12,,312.68,302.75,300.61,286.87,290.12,,,,,302.98,293.94,299.60,286.32,L7
2002-01-29 22:09:33+00:00,,,294.90,295.63,335.98,,349.19,,,,,,323.47,281.59,287.96,334.15,L7
2002-03-11 22:03:55+00:00,475.45,,334.35,332.80,336.08,334.72,326.82,328.04,309.73,288.09,287.36,283.01,297.78,283.23,303.51,310.06,L7
2002-03-18 22:09:33+00:00,475.60,,321.57,315.35,310.62,288.17,288.52,270.65,277.68,273.13,277.19,267.68,272.15,256.37,272.00,277.22,L7
2002-04-12 22:03:25+00:00,458.69,,303.87,306.36,315.63,311.21,281.38,279.06,280.89,261.51,269.05,,,,,,L7
2002-05-05 22:09:37+00:00,494.64,,313.70,267.14,,,,253.62,220.90,245.23,,,,235.08,246.16,,L7
2002-07-08 22:09:12+00:00,461.30,520.31,330.36,310.71,259.16,260.07,256.64,260.67,208.68,276.39,266.86,,,254.25,255.88,240.47,L7
2002-08-09 22:08:57+00:00,486.73,,,,,,246.08,250.52,216.70,262.18,266.09,251.86,242.83,257.79,248.17,,L7
2002-09-10 22:08:43+00:00,518.02,335.04,308.04,283.00,,,,291.67,284.16,270.05,276.51,276.24,279.35,264.80,263.54,,L7
2003-02-10 22:03:40+00:00,494.42,348.38,342.82,296.02,289.33,287.33,280.01,278.37,278.12,289.31,279.17,288.50,278.06,267.54,273.66,264.87,L7
2003-02-26 22:03:40+00:00,479.37,376.08,350.00,328.36,309.36,285.34,280.89,275.48,292.36,290.58,291.51,285.86,290.37,274.74,276.52,267.74,L7
2003-03-21 22:09:27+00:00,488.79,360.44,343.69,322.27,,,,304.99,296.76,294.57,291.64,272.19,261.02,256.85,270.80,296.33,L7
2003-05-01 22:03:22+00:00,458.29,,334.24,313.09,,256.01,261.81,239.96,276.95,268.40,261.39,256.53,251.45,248.09,258.91,274.79,L7
2003-05-24 22:09:28+00:00,495.96,357.64,333.96,316.70,299.24,279.22,276.32,279.10,271.08,272.54,292.72,251.80,275.75,274.97,285.19,293.29,L7
2003-08-12 22:09:11+00:00,,,,270.66,283.58,299.72,291.86,266.13,,210.22,254.27,240.71,232.37,252.45,243.13,,L7
2003-08-13 21:51:32+00:00,,,352.90,306.19,,,275.96,257.90,,246.04,244.60,255.74,265.03,256.38,249.23,293.12,L5
2003-10-07 21:58:35+00:00,,,330.75,300.07,291.61,293.58,289.70,283.72,267.09,279.63,285.97,279.42,274.13,260.77,259.53,265.57,L5
2003-10-15 22:08:58+00:00,,322.61,310.69,285.66,272.18,280.60,278.96,274.82,257.94,267.74,266.65,264.76,260.38,256.13,249.70,247.34,L7
2003-11-17 21:53:20+00:00,473.50,343.48,313.36,289.18,290.58,289.82,282.12,284.67,272.57,282.97,285.33,278.40,262.45,255.79,259.38,268.20,L5
