dates,nzd0545-0000,nzd0545-0001,nzd0545-0002,nzd0545-0003,nzd0545-0004,nzd0545-0005,nzd0545-0006,nzd0545-0007,nzd0545-0008,nzd0545-0009,nzd0545-0010,nzd0545-0011,nzd0545-0012,nzd0545-0013,nzd0545-0014,nzd0545-0015,satname
1999-08-17 22:13:37+00:00,477.85,,305.21,281.49,,252.43,248.93,237.70,,,,,241.84,235.95,244.27,252.46,L7
1999-11-05 22:13:40+00:00,462.49,524.92,317.09,299.23,292.41,272.22,266.66,256.77,265.76,269.01,263.58,271.32,252.16,248.50,251.69,258.10,L7
1999-12-07 22:13:41+00:00,466.40,512.08,314.55,300.36,295.87,280.37,275.16,271.14,280.47,277.84,271.95,263.49,252.47,249.51,249.50,259.27,L7
1999-12-16 22:07:33+00:00,469.92,457.00,320.85,302.13,297.47,284.48,279.26,275.05,284.23,287.51,281.56,272.99,259.26,254.91,254.67,261.93,L7
2000-05-08 22:06:44+00:00,477.35,392.50,322.13,305.04,300.00,296.75,291.86,278.93,293.47,284.28,290.54,273.82,266.36,256.14,249.12,265.76,L7
2000-07-27 22:05:48+00:00,495.92,324.73,303.39,272.53,,,297.64,250.13,,268.84,,,,245.78,232.05,248.75,L7
2000-08-19 22:11:49+00:00,495.92,323.93,310.91,272.53,,,297.64,268.12,262.30,282.63,,,,245.78,232.05,248.75,L7
2000-09-20 22:11:14+00:00,509.24,327.21,308.30,285.24,,,297.64,275.07,270.24,278.65,272.49,277.11,278.37,257.59,253.50,248.75,L7
2000-10-15 22:04:43+00:00,486.81,327.21,311.51,290.48,308.43,287.51,287.69,272.61,260.96,275.23,267.77,264.65,261.49,252.91,251.94,260.00,L7
2001-01-03 22:05:24+00:00,481.43,325.80,313.23,296.32,306.59,289.29,285.32,279.75,267.76,282.35,276.25,275.91,273.57,265.80,269.13,266.17,L7
2001-02-20 22:05:00+00:00,476.29,330.76,316.66,306.07,307.08,288.80,277.53,272.40,268.74,273.53,277.25,275.06,272.77,264.76,265.73,269.77,L7
2001-02-27 22:11:06+00:00,473.00,340.01,322.37,311.29,313.01,297.07,286.48,279.26,275.92,277.24,282.51,280.44,277.78,267.29,269.25,275.40,L7
2001-04-16 22:10:54+00:00,473.75,339.75,326.74,311.45,314.54,300.26,289.39,279.10,281.91,283.45,287.63,288.28,285.38,272.10,274.41,276.79,L7
2001-06-19 22:10:17+00:00,466.82,374.42,327.95,307.43,314.54,300.26,289.39,284.89,281.91,283.45,287.63,279.79,285.38,270.15,270.14,276.79,L7
2001-07-05 22:10:09+00:00,462.48,399.16,327.32,304.96,319.44,283.51,293.79,276.41,279.82,269.54,285.78,275.13,280.49,267.12,266.23,277.62,L7
2001-09-07 22:09:22+00:00,455.58,456.12,325.50,295.95,,255.75,,269.80,253.31,255.76,263.73,259.99,271.56,265.33,267.21,281.64,L7
2001-11-26 22:09:21+00:00,444.13,507.83,327.36,302.06,302.75,270.71,286.87,273.75,238.00,245.70,253.95,249.86,280.70,272.59,273.32,283.20,L7
2002-01-29 22:09:33+00:00,446.89,527.38,310.81,303.67,319.37,285.64,318.03,275.34,238.00,252.14,253.95,253.91,295.79,280.10,288.03,300.91,L7
2002-03-11 22:03:55+00:00,462.06,543.12,314.62,313.70,324.94,317.67,320.96,309.08,309.73,288.09,287.36,283.01,308.08,286.25,297.02,310.18,L7
2002-03-18 22:09:33+00:00,466.58,543.12,316.94,314.12,321.36,307.83,312.85,296.27,293.71,280.61,282.27,275.35,299.10,278.78,290.77,301.94,L7
2002-04-12 22:03:25+00:00,464.61,543.12,313.67,312.56,320.21,308.68,306.56,291.97,289.43,274.24,277.87,275.35,299.10,278.78,290.77,301.94,L7
2002-05-05 22:09:37+00:00,470.61,543.12,313.68,304.99,320.21,308.68,306.56,284.30,272.30,266.99,277.87,275.35,299.10,270.04,281.85,301.94,L7
2002-07-08 22:09:12+00:00,473.14,520.31,316.46,304.67,311.49,298.54,300.51,278.41,259.58,268.87,275.12,275.35,297.80,262.10,273.10,290.48,L7
2002-08-09 22:08:57+00:00,475.40,520.31,320.77,306.47,305.37,298.54,279.89,273.76,252.43,267.75,273.31,267.52,270.92,257.34,265.14,275.92,L7
2002-09-10 22:08:43+00:00,482.50,427.67,315.51,296.51,295.14,286.48,268.15,267.70,248.17,264.75,271.14,265.26,264.78,253.66,257.15,258.85,L7
2003-02-10 22:03:40+00:00,506.22,341.71,325.43,289.51,289.33,287.33,280.01,285.02,281.14,279.68,277.84,282.37,278.71,266.17,268.60,264.87,L7
2003-02-26 22:03:40+00:00,497.27,353.17,333.62,302.46,299.35,286.33,280.45,281.84,284.88,283.31,282.40,283.53,282.59,269.03,271.24,266.31,L7
