,dates,mex0076-0000,mex0076-0001,mex0076-0002,mex0076-0003,mex0076-0004,mex0076-0005,mex0076-0006,mex0076-0007,mex0076-0008,mex0076-0009,mex0076-0010,mex0076-0011,mex0076-0012,mex0076-0013,mex0076-0014,mex0076-0015,mex0076-0016,mex0076-0017,mex0076-0018,mex0076-0019,mex0076-0020,mex0076-0021,mex0076-0022,mex0076-0023,mex0076-0024,mex0076-0025,mex0076-0026,mex0076-0027,mex0076-0028,mex0076-0029,mex0076-0030,mex0076-0031,mex0076-0032,mex0076-0033,mex0076-0034,mex0076-0035,mex0076-0036,mex0076-0037,mex0076-0038,mex0076-0039,mex0076-0040,mex0076-0041,mex0076-0042,mex0076-0043,mex0076-0044,mex0076-0045,mex0076-0046,mex0076-0047,mex0076-0048,mex0076-0049,mex0076-0050,mex0076-0051,mex0076-0052,mex0076-0053,mex0076-0054,mex0076-0055,mex0076-0056,mex0076-0057,mex0076-0058,mex0076-0059,mex0076-0060,mex0076-0061,mex0076-0062,mex0076-0063,mex0076-0064,mex0076-0065,mex0076-0066,mex0076-0067,mex0076-0068,mex0076-0069,mex0076-0070,mex0076-0071,mex0076-0072,mex0076-0073,mex0076-0074,mex0076-0075,mex0076-0076,mex0076-0077,mex0076-0078,mex0076-0079,mex0076-0080,mex0076-0081,mex0076-0082,mex0076-0083,mex0076-0084,mex0076-0085,mex0076-0086,mex0076-0087,mex0076-0088,mex0076-0089,mex0076-0090,mex0076-0091,mex0076-0092,mex0076-0093,mex0076-0094,mex0076-0095,mex0076-0096,mex0076-0097,mex0076-0098,mex0076-0099,mex0076-0100,mex0076-0101,mex0076-0102,mex0076-0103,mex0076-0104,mex0076-0105,mex0076-0106,mex0076-0107,mex0076-0108,mex0076-0109,mex0076-0110,mex0076-0111,mex0076-0112,mex0076-0113,mex0076-0114,mex0076-0115,mex0076-0116
0,1984-12-23 16:24:48+00:00,167.85658186337272,,170.49984401890708,163.48381610538283,165.76140699619978,,167.86579428277759,169.61352818612716,175.3434109517177,171.09533563589977,174.27992419620614,175.85929603476075,180.95870503634015,185.33024486769483,190.3514568099973,189.975403888052,189.94851603596356,193.51770827719525,197.3292909187384,196.49902662635841,200.430004333389,,,199.5756091966534,202.9406265001719,198.0694746782175,191.86438379361942,193.70946142227945,192.3249783432692,202.91934149222345,203.452351326184,206.1068721645697,207.0693694065567,206.52277930333577,210.05937853888614,209.16379681789667,211.22097698255783,216.8486698773146,218.00859051978497,221.08009518975848,,219.118506023425,222.3354517109743,228.62791287807207,225.70968515719187,232.0441108689161,231.97554943140545,,,,244.6164239424083,,243.35696217279468,,,,,,,,254.99522632292334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.1410386275129,386.0992926045327,,,,267.1089421915353
1,1985-10-07 16:23:40+00:00,136.0731595947021,125.88585647905273,133.31082552345686,133.61200928774122,132.90155692215413,,133.73184125341322,138.55234048617208,141.81506628620804,135.75711818861097,142.4492970063119,141.3960162292504,149.86945958139236,149.60268922507834,164.3866094700682,154.51529001083205,154.85988887394385,153.94868958624127,166.59248127578704,163.1067349473408,161.668974899035,,,159.9800610309964,163.1280436250395,167.12830812032942,166.43975371182714,170.87612070076165,166.1074959909411,166.030608292365,170.35836779434004,174.35188843799787,174.23222726555608,168.1801371751385,170.17599364021584,177.37798099933428,177.36220367910255,184.71295038906635,183.21477770017458,186.5188426704673,,182.06110775009904,189.0577414371416,190.27014285394182,189.42585694940766,197.45409073921616,196.85785175641712,,199.47931479952115,204.44994871352435,204.93976698549986,,207.44936628831738,,204.7280152866805,,209.8201726918872,,209.14698951763427,,215.23520179544033,212.03761702337965,217.27072846166988,,223.58850739816592,223.9210155159382,227.54385217888475,224.7837181592264,231.73179794613515,231.69872811680034,231.41685514642577,234.03788395530307,236.5920001392758,235.9703917237773,239.91362678299066,241.16250089828097,239.15933705242222,241.11619307273838,,236.15411733863564,240.57290906568107,240.99567764883236,236.4160148344195,237.03401119262384,235.09641295400715,235.57771903299002,234.8168655471752,245.13350978034475,240.72946287761835,248.46956984349958,248.2201752219605,,257.8922968230755,268.82816953216536,,,,,,,,353.5057843961073,,,,,,,,,,339.2324233851688,367.3499836960355,,,300.7922421122609,294.48636957782037
2,1986-01-27 16:21:44+00:00,155.40014017448863,163.95176867294936,161.8232912472367,167.58066598810143,164.95907009432239,167.70226454899927,171.84333045983377,176.74374884170894,175.29977856580527,173.74266479004825,177.38573413693874,180.29425165922694,182.94122076301252,187.7921011545057,191.73565743715093,193.08438432147673,197.19362925252958,193.12539315841747,199.17649270136945,198.2050436617488,204.88677633127247,202.27552412075337,205.48161317359683,196.9263616885298,202.1717192765235,197.42375957285824,197.76764118818755,196.81208543004234,203.74651900704276,206.99676324466805,207.3677549232526,209.11809952737957,210.1155165544541,214.41835913822112,215.87637580298002,219.35042266998911,224.30495068214418,220.8686939514295,224.22880490896023,228.70419211431656,224.58281402780534,228.5107330981832,229.69929954685819,231.04003259513033,230.4351574962737,232.55886344720125,233.22258004249244,239.2809787129348,233.8074237746784,239.24025561351806,237.6851651753074,242.10260621601992,241.86344463240516,243.0443790974913,244.3565930065273,246.65254002571655,244.65410137065274,249.6505349078883,247.64835518021732,251.68338537498124,250.5990869726686,246.32754334706956,255.84100066590847,256.79629783402805,258.4918505728095,260.1355653519588,261.8966257286603,259.81368898872415,263.60432994437537,264.4004750557082,268.16047870444464,270.4271724106192,268.34794197495023,272.6787010738663,267.50148670845954,272.4445343957764,273.4111598887187,278.7281295905054,278.28055293755665,272.2626940356733,271.29540229405353,267.5295261289802,266.84764644386587,272.8588891510308,266.6270957574301,270.56224862927434,273.52992430620407,277.70518273767755,278.41276008575596,279.033869141811,286.45775286419496,296.30693835488626,293.14504837486106,306.76543189600136,319.14817489351867,325.95110293933396,335.9062925124907,355.2621615634499,366.5227319625592,377.9882118934215,390.44826063435005,390.4960281295074,395.2761225073442,,,,,,395.9169219705434,395.0570995762391,393.3947346085989,396.7003135319925,397.727566501874,,,,
3,1986-03-16 16:20:40+00:00,168.1644061659548,170.5739194689948,167.0671784264244,163.46425646539325,169.829942573449,170.54406016215933,173.3746036566685,174.1211726245529,173.57309674640925,173.9232110889083,171.88057881366652,174.3555582368123,177.5006850073709,179.2376900044397,184.42759858482796,187.5169504097094,191.20218916875922,193.760222777945,198.1934945369943,197.82511328541273,193.98970612741618,194.56548947841193,195.1184514391268,199.8383219546504,196.21019758623515,193.1676356163995,190.71120848864967,192.8432527954327,193.36709545856468,196.61248318166207,199.66752664874423,203.7384218462958,206.31035951014857,204.59425189325188,214.56106579361472,216.57049293195968,218.00985331512354,222.6777062119387,221.0258925920358,217.42250148895732,223.18983918154692,229.62518147717992,229.19774462597815,227.33047802559585,239.20654035606813,237.5704768116532,235.51979195321553,242.08067634202422,236.51041474386497,240.62322981263296,241.7914618122885,242.63803028070242,240.02661469607494,238.8121380391396,239.79646605159988,246.2350234323044,252.52203730849396,250.81825528605694,255.8398354304359,253.2925343754295,252.25506755944224,249.1112489730023,247.70584137404265,248.83612827481227,255.37231656933514,258.40783530688634,258.66270220269445,260.0823341255184,254.7006208476164,268.3323407828136,265.80872949527463,270.7650308941613,265.9102853196752,273.1018233012404,268.69515030256,271.26102245982145,267.44264073139806,271.43661656537824,266.2110867129718,268.1744947742591,270.55402723518756,266.1770762345358,263.9824492433586,271.2777452829916,270.9500559991687,268.7251753764414,272.1517690091362,279.4071500449521,276.6031349307708,278.23164898280857,278.4355377357532,281.7418911057387,294.8370388227382,305.3522155972458,320.0412060046862,334.2806699020879,335.02113551419393,349.43738501444693,357.00888453646473,361.0841762430547,373.3781839245913,388.24495635353054,397.67978622976466,395.20397816604526,399.5631598687096,394.9113053554854,394.13551275280645,393.1475377708784,,,,,,,,,253.6288458940778
4,1986-04-17 16:20:00+00:00,150.51772508903085,151.35457155703548,157.49182548108107,152.6207514193214,147.0614804092022,148.43925600219944,155.69904252594282,154.1687165502629,157.26360568770167,159.27104023572514,160.5754833339842,164.3415431524901,171.39255167432887,173.56390499310993,173.6095974836296,176.39843762767762,178.4814960146983,180.15721404275064,180.79116634410354,187.28434110435205,187.10422095312373,187.76724211526044,183.72130075167053,187.7740275098099,186.33515317230476,189.20398581961697,181.80236728950268,190.28593736649805,189.02847305514607,194.32702989233093,195.5694997353623,198.591092672763,201.03279022751292,200.7549080754574,198.3046715655255,201.74967830867064,203.02229554731844,204.35994714039361,204.7547475655259,204.3909911810878,206.86797807359991,209.36196630211995,208.7597527218614,209.74878130435917,218.14632063988319,222.4344693756383,222.92182157643757,220.11240340631502,220.81837754548016,220.96253570596414,225.57189877479578,220.7057235955314,221.18578592177096,220.9554373457173,229.9131981932979,227.11881474192026,230.01015574194915,229.25617179905998,238.04725486069734,238.6655743619781,239.97423240819222,236.44940191811176,235.4274482711632,235.97877519793093,241.04817008074636,246.33406925602077,250.74729648852238,254.8191159185006,252.32463754120582,253.02123866663572,257.3708134982577,264.387614640587,262.870341512462,264.21806018621567,256.29538519454155,256.51685797900114,261.4759134931653,266.75522254542165,261.43899355857707,262.12122413053584,258.1415124622579,260.94438689983156,259.710747261127,260.39549444918885,255.7067947592175,255.82597873975234,259.5009812867358,260.10397494066206,265.80620395628034,276.63008860955875,279.8304891555125,284.0254802739536,283.68852843122346,298.1138581157896,304.449031329602,310.32607564979,315.01527050301024,325.6570612937115,339.85537426176904,354.3365378743982,368.6261248452313,382.8822418827103,380.3995173905379,386.9628587631501,384.58364583871264,391.876933331528,391.6616381840297,386.8307289290617,385.30867256340093,377.97048822417344,378.1025473998885,382.9288903424021,388.7930977734054,,,278.7663043845719,286.0679759283321
5,1986-05-03 16:19:36+00:00,148.34279843274822,153.2927959703269,152.3529389963739,147.5867065330369,141.59883569868447,148.2443455286012,147.36275996508192,149.58100176170416,151.79956988357193,155.19646387598064,154.08781444394043,160.66172006441195,162.50167437162835,164.19282664921576,165.8518148746296,164.07779641438225,166.8173191191877,167.88765702127958,173.00170069101847,177.32631631285224,176.9987232322516,177.70925311680122,179.68438200624053,177.94779732166882,180.6565587627187,178.6159642844179,180.5612745309551,181.4954213577883,186.36715231265393,186.33846456422134,191.93903858959771,192.58185145444324,196.25008495483507,195.19118936426588,192.3712291359103,195.1711269071293,196.29625213970704,197.57016200909604,203.4817667735464,200.53699538733085,203.8273620986971,205.95931218279355,208.45956371822777,211.8459297650224,212.3820894165728,218.88327978612654,223.0115883082349,227.37327054101561,224.26401153900963,226.14191865284096,229.56233047136038,227.23365732377,223.0234595993594,224.72630480611042,225.09771444302686,229.36435958625458,226.6896150151608,231.95210867849426,237.1879207582232,235.77245254335088,232.53713158031425,235.98531484875258,237.09727066538377,238.82050424494412,235.63741144968498,236.15462875846507,239.01246219479606,241.1047943103214,242.43408951181422,241.22358408329634,246.28832899892126,249.08793325964945,256.67372650142255,251.98417278033787,255.21488695036683,251.89133548788888,255.35308417036313,253.12021387031635,255.16495747825346,254.1926540825878,252.89798786135432,252.16437029093885,253.95173348883017,251.17947055925032,253.10727942008268,254.63227606698013,254.8481005040382,256.70147490873313,263.2091636131022,264.79966215078986,266.0668465642543,273.88792340883504,280.30912696707276,285.1023644094328,292.6475548943187,302.43618059603915,301.39516875428137,312.0731238686368,329.7828001837721,344.9925534412891,363.22536834909795,373.36755656951516,375.45064957113436,360.2689608230526,363.31368171707084,359.1798858399956,358.2643171861422,359.7370175590361,365.13519306512075,373.23533009743187,375.6493964868856,387.9158536627361,391.9744166575018,,,289.5372313948093,285.91127365186014
6,1990-03-11 16:15:17+00:00,166.9593699773745,173.08943230355982,174.64824909433344,180.75897408690264,,,186.00192067080326,186.22191174317018,188.54929693052492,190.85211325405075,185.82146718606936,196.78899405756985,,203.5125458682958,,203.7851917134318,204.3539122935473,206.10487814013086,212.934271780546,210.55079244176642,210.20424858552175,210.1724656776405,204.97642046830475,201.93838180592104,198.34852866335478,196.16680890077754,192.38172462629416,202.3686929339021,213.55803458829268,209.89207203515517,214.08983130630196,218.783028034019,215.48423521046277,217.85021767089194,217.60647325616083,216.0259404779762,220.02118426546951,222.70195642813158,222.69882994592479,222.64026898966256,220.2889209572883,223.8320586284341,226.8285317016567,224.84223969699866,228.4053901770861,235.05576243246148,228.9119017744586,219.18291295788424,224.14157079005298,224.65293059859223,229.79737028850013,228.81983163097323,231.44783945016476,236.8101126370966,234.46853480904937,236.63722047717323,231.33127795356268,233.15923159562502,237.590546685918,236.00495116454871,243.4039637400603,240.25202613681085,244.61571170524735,248.92090725611695,253.89355536721044,250.94725865978197,250.66627898018132,256.000210368372,258.74247640292083,257.2046412895507,257.4432892852648,266.33817355485905,270.0995292851044,270.11648098003315,261.50784823400494,267.66933688170184,265.40786502561025,270.3376150329344,266.959025802209,263.1192426998387,264.47331763974944,259.96246780024313,261.35712542062504,257.06648093856836,259.85864775474465,262.6145748094672,257.53598786307805,261.73557500258323,260.70109181299864,265.9315907827835,265.79363875914777,266.5616424518206,275.13402057250124,291.81320768977434,295.5231087565415,306.4607730525763,309.8978746027101,334.31451285115736,344.7979227299865,359.16985964427636,371.13461381416494,369.8872735420861,371.72614265618574,357.77686002571375,356.91795909090496,350.8727821933654,345.52404483846743,342.0476891812965,335.14008974808644,336.23540438202815,330.8800524104093,329.20789883768583,330.0606099984061,316.299876700017,,,
7,1992-09-08 16:16:49+00:00,132.14072057803753,128.9692998534788,141.8324777870615,143.1800176107491,141.13587479777817,142.71803732991043,148.35284072996734,148.69775560145754,151.3068827882738,149.71276178638445,147.28712918390195,154.5483018912294,153.19455365808085,160.90503943507775,167.52856185650393,167.38373481405972,167.618180681524,167.73582384553652,168.88587042931482,170.98612951166683,169.9925554078582,173.5246505549944,176.04581357659498,174.76075332400632,175.31456647960619,174.67099138671017,172.1877895930404,171.02230601824,173.59611380307285,178.32655996001654,176.55319655845614,178.4745947856009,177.57063457916476,181.59145476431277,184.02139030843153,182.73667881462106,188.85518623755135,185.76417772913538,184.07915269231842,195.40817844289754,190.7433236402407,192.82230257010605,190.85966805952793,191.3647524838039,195.47626957236307,196.70526368779386,194.89818717877048,196.51757211436038,199.60005974163852,196.9302243177646,201.04734973610766,195.93047090342563,199.34795382702322,197.39545811464836,197.19924440486227,197.50417937852598,199.3570960896002,197.11296262847947,201.1094431377799,199.44762837414532,205.90616172697418,202.04185338725037,201.29145626364192,201.68451039278958,200.37708439682226,,207.38435162787053,,211.92058794106995,,217.4764530514019,218.91294970113887,,,,,,,221.61708299152977,,,,214.88956167404473,219.7069657034983,217.64996070223575,220.59460402491285,220.50341420451912,,224.67942539440264,,229.09322582744602,228.7548424663629,,,,,269.7175092593016,286.5563736239313,298.67141267075004,,326.2787863345623,324.9046599400485,327.3202849529814,319.75957204762017,327.2847858403315,322.56242285580765,317.99163695669273,318.9078440657123,318.7073013972848,314.56897932689145,305.8206911847378,322.2483966874684,324.2201459706123,303.711061013827,,332.0680105835138,340.5140126307275
8,1993-01-14 16:16:15+00:00,171.63536593035118,168.69303036340094,175.40656422527397,166.21525295796718,168.69398356293576,170.1534921409355,178.15407325282155,179.93282946567817,173.40753453447263,175.6500494220071,178.76778488920138,186.5039390592067,185.0432163002954,189.53813569519764,189.81112914798817,193.06892326116727,196.45716880457852,198.98463172751548,200.57037889318417,198.4205302760174,195.51263592458542,194.54698544186425,199.68428163116243,201.3368535251239,199.9974230910122,199.2784025090789,199.39508670091047,200.40120224099857,195.8185807332972,203.24195649906386,204.67720357867842,203.03475393980872,205.0587102096143,202.1702019808904,202.06973882177903,206.14727911387334,208.56189289630217,215.2566598932188,211.38296399303846,210.7304307449058,211.23462814128447,213.6674992620936,219.85423622987207,222.12330260927004,223.7766125815359,235.14138795987816,232.52869893269445,230.81520271427075,234.3610337978576,228.9812171988541,230.43908815972594,231.56439314173826,229.1454502120063,234.8042143909039,233.12664349665775,227.6007223634973,232.66484472394407,230.0136509792638,237.74561824070219,231.1425195780443,235.39270142288245,236.6487463870583,229.8544019724562,237.77255999796648,238.5962556580975,239.69446457212786,244.29276585173295,248.19435865233783,250.4835542656366,254.1314782495928,252.5550299297042,252.9271393361357,257.6473311544607,257.3531815501432,256.877309719727,260.3943256982693,262.30377968523356,266.7710424518384,258.90406345741934,260.8481214622074,251.515257804758,256.1252194539094,252.5705151029542,257.1621727661721,256.22591525300027,253.82407348992808,255.8815146070789,265.60957516173215,267.23274655484227,273.81820394971845,271.5736336878121,273.5157787821774,277.58723100905604,289.2315692337644,298.0965882460618,306.5862669875991,307.56808523616974,323.4684841788126,334.54172692517193,350.6888201106044,348.25877376312417,356.5117755586299,355.9619742375253,359.9281181344443,364.35687800242215,359.79594440833614,351.6998018448626,359.2974995602294,351.8054804566993,337.0905498828595,330.08837585576333,325.56665707838863,330.96532268194807,335.2883761501621,374.35623486125945,385.45732485496603,384.5399353827375
9,1993-01-30 16:16:25+00:00,151.02162637389713,153.53266013444264,164.85118830414703,165.97311511568657,164.31240500140402,168.54847530581696,177.14074271296977,176.112493100373,171.03547794167974,177.2457146139665,180.8868135653225,186.071234823165,184.41831748897943,192.38316436968614,193.35305994716862,196.99819177964582,198.8043360207523,199.08543581080454,192.38141391996652,187.95377933287713,192.82681352941705,195.47117402156772,192.18144081117475,191.58659619976356,199.85411435446878,195.44948814380888,192.00536858419397,199.08178063665224,199.75918787690452,204.77773899573708,206.9673536391772,202.12443352096594,208.01820697474977,206.93188256807193,204.32454837202934,204.84458159768604,207.2092449393905,212.95127068462006,208.53328722868358,215.83760088023166,214.5124382781503,211.40128546647307,210.57817735470402,218.67983285594786,213.0295432942751,217.57662793742696,217.69157410714277,214.29189166822988,223.50750375631839,221.3370978542873,223.90462826172458,220.4992889584529,217.31157567968398,215.86357438036674,222.0100100550353,222.25849783506766,224.28966296957447,223.51377039446118,224.98176379417865,224.54128224104468,228.68927070084075,226.43375899144723,226.39758530466472,227.95508075561855,233.04001601214043,234.58125641337983,237.88148751109276,235.53599373728954,243.09483551689345,242.37854192303325,243.20604483625186,246.10780288261444,244.61948766078538,245.1160970038746,251.89974160662632,245.8773803689215,249.36490084167292,246.8205675407027,246.03848697382057,245.616521948809,246.23760463440343,250.47333231849612,244.59820831322008,246.9793570051329,241.24953203526417,247.60641584374503,247.89343978863224,253.65308905840857,254.96241628350822,255.26448484168003,257.4872324127855,266.3434095026948,263.89041788371134,274.18416918613957,282.93638011755763,289.6713240642114,294.79101756527143,309.86163995984515,323.6384385417123,330.9694695456201,346.7757537837683,346.90418472667767,350.19903648437446,350.672458578733,350.2871129419691,349.8975728592489,354.7801066210002,342.7306972260866,337.3643422094362,326.09148112058176,322.8928413263177,316.209154133138,322.1136375332656,331.9679023164782,369.86788817117656,383.97723069314725,382.8777270445517
