,dates,nzd0153-0000,nzd0153-0001,nzd0153-0002,nzd0153-0003,nzd0153-0004,nzd0153-0005,nzd0153-0006,nzd0153-0007,nzd0153-0008,nzd0153-0009,nzd0153-0010,nzd0153-0011,nzd0153-0012,nzd0153-0013,nzd0153-0014,nzd0153-0015,nzd0153-0016,nzd0153-0017,nzd0153-0018,nzd0153-0019,nzd0153-0020,nzd0153-0021,nzd0153-0022,nzd0153-0023,nzd0153-0024,nzd0153-0025,nzd0153-0026
0,1999-10-22 21:58:28+00:00,137.3331519058125,128.96064013882022,139.29525554407283,158.65679662564185,163.26981852108113,165.3725465975693,175.8653469854727,177.21089983713887,173.87233256559085,176.65542821279794,170.37119823050625,178.1354804466299,172.46138158108627,169.60585898674185,179.4826779133394,176.86181800719535,176.74161637000404,185.7749092455394,183.65433317100303,182.8476440643783,177.35292628609338,173.38305283985997,171.9029323133285,167.77438703162466,162.2860638598188,177.34765043672334,171.48979339987818
1,1999-11-07 21:58:32+00:00,119.9884166534552,126.74899946565252,139.7556786382308,159.71168447048612,157.17520288413272,159.79143465530225,174.6994855622788,176.19796093236687,173.58506700582154,174.23302569587287,167.4982017554159,175.3418132755868,171.9906327983059,166.6602112230179,172.09145442925777,173.37178341348312,176.27560527990497,173.78860905214623,171.73135495015546,172.80331304035377,160.26657579870567,167.71279876753238,165.17061357323456,159.30964978041771,155.22854755896327,167.474581991341,166.29277318391632
2,1999-12-09 21:58:33+00:00,121.40738770923497,125.71571198893376,135.15967410110795,159.4043114700647,156.98413632154163,169.66410930530728,178.02790905575813,177.8880600203188,183.49448024518807,176.8428481130577,168.4524868980316,171.91211561180512,171.83697132273593,168.92503797448495,165.01856314144987,174.47448143299334,174.79620425294138,184.6327108996446,182.98396931956435,180.597965831353,156.4298584094297,170.11271781333875,163.08346337434813,159.80335700598073,156.121141771645,167.410497905927,167.65843471896036
3,1999-12-25 21:58:28+00:00,118.5115340294601,126.11484950694995,130.8812773387213,158.71813057700814,163.6891079587572,168.4070938922219,175.7737461590129,178.73418256044005,175.51178193800467,175.83027195629717,165.11812016350177,172.79919556186476,166.53508986454526,166.24285978116768,168.62172799541025,172.86451745167574,177.17002433823123,,,177.3670191705579,,166.30265124758026,166.56034695638525,165.24694918189667,159.33564980803703,164.201494864459,153.48993564199318
4,2000-03-14 21:58:11+00:00,143.46025287211538,133.20029308702948,151.99245666040608,162.96357888518463,167.95779605424087,173.89522281705976,186.5714080973176,187.21272741292506,188.91779168794474,187.321721066234,179.17005163273663,182.4712062976405,178.90897887159184,185.30080431928494,184.00384721629865,179.67719098354087,190.14692649849343,191.9637724986254,191.08377580489636,193.55979197316344,,188.99647735819354,182.05222778710004,177.10010430590435,180.31570236617398,178.97864457732885,178.85600025398338
5,2000-03-30 21:58:09+00:00,160.93541032526852,158.45828489075322,157.4193066068298,175.45809296687452,179.1061653885338,183.05006028303345,189.89529664782438,196.9476430034639,188.8065485765354,184.79701439437326,185.14504986137973,183.4738554743792,183.08959316374637,188.71294427216708,188.19121012976842,185.00951568250863,196.4582030075902,194.1655027416466,198.48041012310028,199.85724297604932,,197.0849823142471,194.10436193124488,185.61349331944072,187.12852800479743,190.81208410296117,192.2157453666327
6,2000-05-01 21:57:54+00:00,163.02975653587893,153.27099501077905,165.04926133883623,173.16865600014444,170.22132445518184,180.3543969598576,187.54455556196885,195.46148184446065,190.37253079516103,187.7501218961042,190.39580614331294,183.00955788336273,177.90266872015127,181.9781992411729,182.48506615267758,188.76205975085563,182.1398092623524,191.0797133894023,191.62745639793752,192.1857251458082,193.11022227112824,183.1224534184083,185.6816920179897,183.3337399207264,181.52625289757339,185.88836316917053,183.75244980348174
7,2000-06-18 21:57:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000-08-05 21:56:44+00:00,157.95384774365093,155.0869640163594,163.47965000038346,161.201675442621,155.24525490379472,146.02271748439992,161.19928710743253,156.32027804270834,158.9487311937496,155.42280884936946,160.56178427822124,155.80872779217293,153.48584579578983,160.08065961867595,156.40130933398746,164.54529208106655,166.2783090741589,167.4733529611657,171.21610952667018,168.07038491019784,153.2043044606802,145.98525578664183,156.05797753514028,157.88453454625167,153.64450370094147,155.8215132001677,150.2306756548122
9,2000-12-11 21:56:00+00:00,153.30014014593567,150.5493630515917,163.30892858693252,167.46591423371123,170.94039904645288,172.83627255049325,179.79257082288092,182.41941464818342,180.31680892864168,177.51362287145338,169.87145066183908,173.33345395781652,167.80986642035157,168.15335633260256,169.18923594998714,169.27163801491946,162.74008402969253,168.09300194915693,168.12834849811406,,,,,,,,
