,dates,per0117-0000,per0117-0001,per0117-0002,per0117-0003,per0117-0004,per0117-0005,per0117-0006,per0117-0007,per0117-0008,per0117-0009,per0117-0010,per0117-0011,per0117-0012,per0117-0013,per0117-0014,per0117-0015,per0117-0016,per0117-0017,per0117-0018,per0117-0019,per0117-0020,per0117-0021,per0117-0022,per0117-0023,per0117-0024,per0117-0025,per0117-0026,per0117-0027,per0117-0028,per0117-0029,per0117-0030,per0117-0031,per0117-0032,per0117-0033,per0117-0034,per0117-0035,per0117-0036
0,1984-05-06 14:44:27+00:00,156.05441453850594,,,,,,,209.50314513584277,244.13903518036022,218.63326602830932,213.28008675458395,201.40692704951363,198.44101297647273,197.5076050010732,191.95960161677579,188.1113521038281,192.0719750593148,180.5442694659014,176.14652631345265,175.39337113016254,169.69402705382066,176.08109903618657,189.58949110398652,183.58053772021447,183.14901341351157,179.88425225400175,175.78869933053016,193.0352291041826,193.80660079231555,195.72281200887346,195.76351579849174,196.81108509906696,178.63160757753167,192.5285074921677,,,
1,1985-03-22 14:47:32+00:00,170.62672148060483,173.33846993559666,187.78350338121606,182.92953970988304,183.85068020916876,191.70127502776344,191.75070890843784,205.40388165713875,219.3097470256519,221.592706236297,217.9274457549089,212.48992607420408,202.59513190372115,200.71461752346838,200.3780426001984,197.62374846747898,205.2141859595866,192.9700201385686,189.4115292111511,194.2272375952005,197.74674280307573,193.40536348197097,192.8939597039975,194.03558365242415,200.2793344809257,206.48690410024196,198.4144286672718,211.60023379802863,214.65558648123863,206.33309074890954,208.2768691814099,217.20561970493227,211.86383866012028,215.66471742689586,218.18532838555114,216.70266466777935,210.3556952958112
2,1986-04-10 14:42:40+00:00,194.0846329143877,202.1104567705625,216.37839207377817,219.47678453020794,219.885920670656,217.97443814282886,208.1978818491879,219.45200525470017,214.2012059299571,214.29605169661352,217.09361700371977,212.972587517265,202.03263091210147,194.8463975942179,191.5730897435995,201.80990043431126,214.28811389240064,210.0585536759023,203.85110223730342,205.05282810576276,204.54608733314322,209.40119459750733,198.60078385374374,211.04169700568903,223.0358242192798,215.4454809557061,209.3316820308715,221.40054845920594,220.30892733808741,219.40575275881415,227.8888276878177,233.3025276841556,234.22829891667823,232.0110361724777,230.14757115736984,234.65168805029614,223.17552059113552
3,1988-01-26 14:46:24+00:00,154.42722705823587,147.2856924665926,,,,,,192.82140412720346,,,,167.13600940437738,179.79236644312186,191.35914298903435,,159.97176182823455,198.33536879115522,189.1135363706027,173.02952412460945,190.21288088540345,193.45131141216905,171.6593596970835,197.23172473044772,179.3415006892703,177.68697973186315,178.67722256559867,183.67929508542528,200.57829161509972,189.76797072704733,211.68952906213835,220.38256393948947,,199.0848491955811,239.56073244033627,,230.25242553741705,
4,1988-03-30 14:47:10+00:00,160.50185826942098,161.77269589190098,183.84085275125315,174.17573227924652,193.00385178061148,181.7065426985794,190.40767962704018,200.44166887417046,204.36409960385836,198.16844979625458,199.46398931411522,193.02239834755437,185.39023089867658,183.3976289591304,189.3681640110917,190.89281097435813,201.2640837310371,195.55889548574103,193.9140496237609,194.4464005226114,192.8960487447186,190.56621509833764,198.84959618336418,196.40960978410567,204.19350350347864,202.91034156984077,206.96730667383903,204.109032131541,197.50345535888573,219.09256898986442,217.15025229518926,222.29606771023023,210.06557348312177,221.22749979259876,216.84639718114065,224.1892654149379,206.79656414862714
5,1988-05-01 14:47:21+00:00,173.62733057796004,167.76517789264395,186.78954358124216,180.53030603539992,189.4353636138792,193.498793394272,194.12227830329252,208.92430218572204,210.83868669013177,204.207931089346,211.682044911638,196.32355161287066,196.94694720561358,192.11874035133164,201.01350882430998,193.603835846967,187.60904531552058,198.03017063165032,199.6395684889188,199.75683513511441,192.91372383003713,191.36059655540257,200.1798679561745,193.55623664625233,195.2420580557786,203.8780886085623,200.16988096545123,192.9445133754249,204.59591655455583,223.5305931485937,219.52593100325404,211.00568674770338,206.84190454935606,215.29451299231408,208.2251090060446,226.01454363689297,207.31498423121562
6,1988-10-08 14:47:44+00:00,161.95384514654742,163.499122718838,176.28547518696593,179.76971840758353,178.9477413629399,178.98491586529255,183.24994310266558,198.35158529012563,203.48353478276744,198.0826142696735,204.51681699539435,190.08468133969666,182.9950084066014,177.60440202185677,181.74720889909548,185.4038051704168,195.44929449264484,185.20674373533265,176.41592117718776,183.65100318151104,173.64868586935606,179.42435312485375,182.73628584397565,172.33365601088732,182.07928465112792,190.26114297742376,191.33740386670627,195.5672797908782,195.77453879064288,185.92547363062587,185.0233074953839,187.72791146978676,209.79769680005828,211.34392167503125,208.23208840285355,213.17818893263293,192.84137161258067
7,1988-11-25 14:47:44+00:00,170.00536515735155,164.24874275887314,177.01552123706503,187.18049324167336,179.40144864721606,185.28707857918656,187.88174854839093,200.6745086593541,201.28116975656823,199.24650960251887,205.99165605978462,187.32879583368916,181.9462633204192,183.219080550651,182.70310847122371,186.42849390773932,194.90962734197032,194.24038326493636,184.589061643111,187.80221723255602,184.9386815614223,178.56888655981723,178.3959127559137,186.08316943132576,189.34536418313957,196.58486815369506,193.47858390701666,197.80271619165015,193.3013538621446,189.6477862163333,188.9982302886886,197.55816427217258,208.6518150185266,206.05232702234107,214.4527230714387,227.37502857762797,208.92141794421354
8,1989-03-01 14:46:53+00:00,163.48191029690844,161.9612655156506,159.32887682830196,169.36110956105927,191.10367989818656,194.11153521453872,193.9641266632221,209.21497494667784,206.17875241521318,206.87972287205966,211.6262983428442,198.31200202215052,195.75693194860267,191.18108537626483,190.58983191274353,200.64192632028693,210.0186405484132,201.35801869466084,193.4242093522312,189.86395948984722,195.38670765798233,177.52159039011144,192.45174604542012,195.72547748077068,201.66592447153283,204.2035234626025,185.04723928586154,207.05627615157536,197.13559031935415,205.2745006574399,201.85072487052494,221.6718539370159,210.4706854102711,230.22024943465496,206.20443721249512,233.56765300568068,192.5793184003834
9,1989-05-20 14:45:33+00:00,155.38730117590444,156.84119507312565,155.4702184044428,167.0813134186476,153.5757180526004,159.03687034467595,164.8651165467802,183.40179413971347,181.95893443487319,184.88270018509672,180.8282847930462,180.89275088169728,164.51419206575463,162.308656422302,169.38702627651426,171.88125649376096,178.0923186830436,176.71245129290864,169.14219078484925,155.83488371236328,154.1087024553281,162.68504624036888,173.02465902439937,173.44204476890386,177.70119050408982,178.1689795046795,164.5016525874635,172.37982366985378,172.9003909730231,185.33919359343312,183.9092187830899,186.91503938276935,182.05820289792698,196.63207153223186,191.67793813491636,208.27123882265138,195.35668833636453
