,dates,jap0350-0000,jap0350-0001,jap0350-0002,jap0350-0003,jap0350-0004,jap0350-0005,jap0350-0006,jap0350-0007,jap0350-0008,jap0350-0009,jap0350-0010,jap0350-0011,jap0350-0012,jap0350-0013,jap0350-0014,jap0350-0015,jap0350-0016,jap0350-0017,jap0350-0018,jap0350-0019,jap0350-0020,jap0350-0021,jap0350-0022,jap0350-0023,jap0350-0024,jap0350-0025,jap0350-0026,jap0350-0027,jap0350-0028,jap0350-0029,jap0350-0030,jap0350-0031,jap0350-0032,jap0350-0033,jap0350-0034,jap0350-0035,jap0350-0036,jap0350-0037,jap0350-0038,jap0350-0039,jap0350-0040,jap0350-0041,jap0350-0042,jap0350-0043,jap0350-0044,jap0350-0045,jap0350-0046,jap0350-0047
0,1984-07-02 01:16:26+00:00,116.01773641822233,118.17790599167573,123.78842723244969,146.5504605292802,148.9636950201196,145.14803982968934,152.0605314802259,147.9291401964496,153.12534998046462,145.462531442362,143.65581617020305,133.55549259869792,134.02365206811976,140.1976103367541,149.00979092912553,159.73028584245833,158.27590370016833,159.10146529071307,152.7077066033471,156.83776969172843,156.83990182744083,154.66054885385017,151.3830846681799,154.76520006581146,146.7750877750296,145.56359484267264,147.0499727469831,149.54431263430996,147.59161871279719,150.48943928671812,151.72013840386376,150.3915648153585,152.19994758332834,154.60027607489974,146.0496657990563,137.17783002157537,133.21681633431308,142.86068302214812,152.42749828165427,151.36302986479436,148.2780239705382,142.54870971440596,131.44022193642044,146.29312740367024,230.40063733356806,257.9791563751511,239.70922813660576,
1,1984-07-18 01:16:43+00:00,110.4075222140774,115.46382335652015,117.01878110752325,134.83074997370306,142.73182334684526,133.33332137595212,140.06378234170586,136.60774523934202,137.84575865461028,144.5081531022297,133.86769242958292,122.71688506076563,123.9247076164731,127.29469266648367,142.5462057752806,148.69237908648526,146.21153672985486,150.91895215318868,145.77640019011915,145.2240560618274,142.88046086504878,144.4651364836092,145.40542491995302,146.7399962433444,141.51381509316292,136.8650271432332,141.2744703844412,138.332835856747,139.19198766815128,140.66406627479995,139.7116903209306,145.15670376210792,140.79122714080717,143.46309150604287,133.40325945600014,129.6374906188075,124.38488529223392,133.24839665783855,137.84027401789538,141.73071599197715,138.32889804607998,133.64022546226838,112.97280337140239,142.26580534487425,220.8944965773099,254.30370790594787,223.10020406398735,
2,1984-10-22 01:17:58+00:00,130.30838392892886,132.3029104102824,156.83995114673945,167.8096018286885,166.64837774783484,159.3355059196882,159.95545275148584,153.2539277952368,153.83394687884146,163.32907264061396,166.83643315435802,161.36001702814235,157.60270893772775,162.80718054384278,168.645059675071,172.67429218912082,166.55556923539953,164.44595614820838,164.5186608163991,160.71899226981162,160.9979549837623,162.270636583779,170.3941697611413,166.8145919046924,166.95687354144349,166.28597961266382,162.06364279217763,164.16243520618275,164.38799784464217,162.4287532139712,161.5962027311844,155.77826943098734,154.94822857274585,163.0264541523315,163.06950820728383,159.77157107455784,159.70597069956315,163.51030076740173,164.1396561578229,153.50330214308497,155.1067347413022,158.22350430275617,138.095394692663,155.8523219278466,,,,134.04969774376343
3,1984-11-07 01:17:51+00:00,,,,,,150.0622370727794,152.3369597334638,146.78042678255903,145.42795667392878,153.57483885059318,150.8308456396087,150.59133112238993,144.97715200022313,157.63004195277165,156.06000564261797,162.47744998720873,150.49545885833808,146.45517502021033,141.71189195893805,134.90320629981773,141.53442119855399,142.32176546744813,144.4979048168645,145.90103257636036,146.17890372747348,145.02596237882398,135.49216367999207,129.09434844060075,133.5945380642715,130.77047293473183,135.0505782163635,,,,136.81414572666782,,,,,,,,,126.8155673473038,214.72116964321057,263.8265218771635,261.52057762450374,
4,1985-01-10 01:18:13+00:00,,,,,,,,,,,,,,,,,122.95713104387967,,,,,,,,,,,,,,,,,,,,,,,,,,,127.55374856099141,210.55465947201668,237.34083178426292,,
5,1985-05-18 01:18:02+00:00,124.675434147159,124.26548808219769,133.17235575043048,150.01152585386077,156.44797020239616,140.8198263391099,149.510191117641,146.1769388165122,146.9070195926503,152.06619690788858,147.43841113947377,140.44333264088505,143.9397637028298,148.58469522621155,160.7570237780428,163.24404854467215,168.49097110454022,162.93717347002885,153.63303219286303,150.26904341473966,146.34619107418968,149.27271032338933,154.74554323209478,155.33218089179454,153.8222081817554,154.37882777182563,152.81186798562658,157.37226384758824,148.99545670190588,153.3568363607218,145.31811528266974,147.18172271645201,151.54404293878653,160.04263205467328,158.48837328013195,157.87342704356408,150.82688189308118,152.86559781981958,151.33630438518728,157.2280946105425,153.19272024449018,150.0295592871046,126.34196515786456,158.7219786980707,238.74078474888486,,293.1366499605435,119.78722207776181
6,1985-10-09 01:16:57+00:00,134.5677885389087,136.39324786764757,141.37690706678038,156.3604857092102,153.55499453234845,152.95907942393487,157.78145184051573,152.2612024447353,149.0139248151687,159.26925214917696,151.96469321722057,135.43286588624042,138.80531417291667,139.7924573866303,155.77826616908027,157.11313850159652,152.01159583898897,151.0785901112672,152.3385553766569,151.11829733238568,149.8165324907121,146.48129402763132,153.90432917157005,150.74503446250537,149.07445680804224,153.74287246817096,147.77897081814478,144.874681754833,150.8709475047748,150.77711644470577,157.4051417014831,156.73008727412167,152.91318479869622,157.60940471923945,153.51252840192188,147.1261464839645,141.3069164616981,142.66828804548425,143.94868021342563,141.7555988682979,148.98973390006094,143.04603267908504,118.74210314885393,135.0646036423969,264.00056145455164,,245.11657114533995,114.7617704835766
7,1986-02-14 01:14:38+00:00,113.3005487792384,117.38286792929719,111.08847498137324,125.6797568198056,134.10948271027843,136.43686213767694,135.8831478359605,137.5089743629199,138.47279331080557,142.78405649708085,134.2446374201775,123.07389920799179,127.15709991637996,130.42933435955814,133.14481310778197,142.75518797215858,142.68122207849842,146.9496805226853,144.34725154627714,141.74927814347743,146.31835227625638,145.08153699704968,146.50440335033403,141.70740503983356,144.752388766596,141.47991069665295,140.17253077378135,137.456242520391,138.9545502407695,141.227197920062,139.30982475353633,144.15677349914674,145.39094445182656,145.42186101121706,141.290723732316,138.97810524722934,134.9409724591958,134.12480631592055,139.8284966441209,146.83266648974967,141.9395220320778,135.49700312002454,110.90498123560805,128.33559095967837,219.9076694876133,252.31666336908714,216.69235356313743,
8,1986-09-26 01:08:08+00:00,122.39916694869294,123.96571310510564,125.0942779257924,140.34721276951177,141.6490917030144,140.60724425428307,142.85741431542863,140.83896074483349,149.96567886634892,153.05328026358254,145.14354799765414,137.1442177604759,138.4465148251454,140.042033888886,140.2967984540427,146.1544807868786,146.43120184299858,145.74258067186332,141.58191517487182,145.75704652730406,152.900647214311,148.58533004584544,146.66906984908866,144.9162208418412,145.0140136676334,140.2097084655146,134.98362836766321,132.73353253787863,137.48678826084273,137.16730734143664,137.9626325971415,146.73760367367174,152.2744509994012,150.89788020175615,149.59302375839627,145.7252329560242,138.68771268061676,133.0640919690436,131.3633863297655,137.31894538051426,139.86828706335626,133.65889644000956,111.99051796047019,142.23984247734606,222.43021771427115,250.09297667905966,214.28738395546551,113.70347057504985
9,1986-12-15 01:06:42+00:00,136.42346614783247,133.46563767540934,137.1699286571403,153.89473473260102,157.53161352493868,153.27824149246737,150.26767095798232,151.46494149844767,150.6364086036632,156.81858321211533,161.48934343535387,146.48730137556547,143.1598159012528,149.63434803926782,161.2334645690513,166.5132820833485,168.82306458452348,163.52474898899112,161.83239488001004,158.9480945031616,159.23961753729867,157.3040824089634,159.44940562558395,159.5694170847911,155.57289172152917,156.57169188920312,153.18257679155886,154.0953462489928,147.97132941056014,151.81393390134377,157.34247376984283,158.23158005091113,155.95009784558619,162.74568088126819,162.50249522095606,155.6175459398003,138.52533232835518,133.44496767909038,130.6637020592637,144.84804726342793,,,,,,,,
