,dates,aus0339-0000,aus0339-0001,aus0339-0002,aus0339-0003,aus0339-0004,aus0339-0005,aus0339-0006,aus0339-0007,aus0339-0008,aus0339-0009,aus0339-0010,aus0339-0011,aus0339-0012,aus0339-0013,aus0339-0014,aus0339-0015,aus0339-0016,aus0339-0017,aus0339-0018,aus0339-0019,aus0339-0020,aus0339-0021,aus0339-0022,aus0339-0023,aus0339-0024,aus0339-0025
0,1987-05-22 23:08:56+00:00,147.5220181694889,167.7525912570042,170.26903949538382,170.17106369896823,164.76437011120834,168.9983920436098,171.42677019727466,184.0447284074408,191.1911460213405,195.98822682963322,188.31178734090523,192.17888352145795,196.57545840211236,200.8611432119166,203.04084151964233,211.04936130195978,215.59871456323407,221.85406394455615,228.64109366179935,224.93360296034467,225.6678216682494,221.04382237207696,217.77223049614622,212.9476178489985,205.6293813797297,204.71174658223302
1,1987-05-29 23:15:17+00:00,136.02374780507637,150.7757241469317,159.9608011336431,162.9974411350136,163.34117294102424,168.7673014669877,165.39641001393562,181.47781645682227,185.04399959681461,182.24965012863566,186.62674158894876,182.87756665420767,185.40191135401253,187.4236698947388,192.05257117587507,203.37142964174697,204.4810079764651,208.7214507824313,216.1695485617684,214.5535018590544,220.43443178748953,216.33766086486807,203.73882493847742,207.11532536413154,208.70460837351655,201.84914542283906
2,1987-07-16 23:15:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1987-08-17 23:17:12+00:00,185.72172379801304,204.1347420659489,197.00350192703974,198.06435589586943,194.46064251519329,190.90373767795953,196.0778078257104,209.1450070636741,212.94738778468826,214.37971494525482,215.5509134444378,215.3512243281357,218.8456811805974,221.70014333065512,226.57408194060704,226.65864096104644,233.97794862619693,245.33199067149445,245.1551162606334,239.35921349138937,240.87462885353102,232.0716241660599,224.09377109562195,220.1931129566587,221.0419118054563,213.08590112278415
4,1987-09-02 23:17:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1987-09-18 23:18:02+00:00,208.64724357738623,215.99213919342924,209.91243060076124,208.19234036867874,214.00948052996975,213.1571311357559,216.97972837436018,229.54419455726475,229.9106209788954,232.2330832927454,227.84644723682578,231.59594779539367,230.29259383055071,233.18950525958203,236.91151037674467,242.98025033478152,251.378307686069,255.55369489289149,256.7458892226126,246.69141922632295,245.03718451799543,239.54794999103808,233.44439764816326,231.31990015200546,221.07400850656148,208.69171578962033
6,1987-09-27 23:12:03+00:00,214.28789065778534,225.32763160660284,224.87707650369708,228.423625291175,232.54921405914337,229.01460099367824,220.09828035404115,229.4612466592912,237.40860258116098,237.15218699546963,237.6195694469295,231.9050627228885,234.14303352767928,233.88231371630604,244.0313783739487,243.33596578948595,244.89390472966463,255.5796314536196,258.82133145387274,252.4519263843109,248.40125345330674,245.9488164529737,230.63292184561615,233.3681632292991,227.1553925963091,220.47813050989632
7,1987-10-04 23:18:22+00:00,219.2014585001811,223.79180221602252,223.96011478287795,225.30193938017248,226.36834169581485,215.14620448534822,211.60543420290514,221.88049732909212,223.1753926768009,222.59200278445672,222.29811763518958,219.9135383831507,224.4616229010391,228.45137744734205,229.13054004498068,232.88220424124273,247.018685572357,242.5959448958953,243.5724798635094,247.04410270908215,245.98629831911026,235.68384030187482,226.37938844090138,229.38500894344338,222.66181727349547,204.96884783155534
8,1987-10-13 23:12:21+00:00,233.30499305341903,257.3365464128614,233.1047352643669,227.813156298043,227.77805056432425,221.1414130706253,213.84533499643803,,,,220.064990028255,222.2994494538844,219.5906553132646,220.5368463874635,229.56011556828753,228.8622479894101,229.69760829031526,237.6546282947359,241.19354420676206,240.30120467652904,233.79988793365868,229.4239443560408,218.04064998094938,216.61159203693927,205.98825400217518,197.79405649843548
9,1987-10-20 23:18:39+00:00,209.9123724802494,214.62377831581733,215.51324096784697,208.5735103198995,210.5194780880514,200.03396736227907,192.6067284328381,206.6054643972641,209.98401659383597,204.01413708080204,207.63959428195008,197.87926859961712,203.05420760158495,200.06489119130845,203.63259331583345,207.17073417892368,200.937263248363,200.74104919156053,223.05899033254252,211.9045946780468,215.28221130760846,205.5179822007143,200.0382066140931,197.25827729716065,204.69018475642108,191.4225516433039
10,1987-10-29 23:12:37+00:00,218.5967233394794,226.6853499002122,226.5471057097526,223.79553343688178,223.19804794533957,214.8286996120835,211.39653549075553,216.38613761134553,221.30251486369397,217.7489324386785,217.47479993119964,217.75522411840006,216.7270656887667,219.95819282280172,224.24919879085104,227.10784035321933,228.96495048083278,232.5816585152426,236.7034103010041,234.18567153189773,231.73921085806396,227.94551326568916,221.43246118111006,223.71575249352554,218.75450254174172,213.81958591156956
11,1987-11-14 23:12:59+00:00,214.3820722306346,222.10091272318544,227.044697967188,220.61950344992817,221.35101440830363,213.48688910443843,208.75340385778685,214.06173427457333,221.95914735722897,213.54534964142633,216.27649747359266,215.34710563699895,217.5119752524687,218.2163337421021,222.38026082735684,222.32820104641104,224.7187963151859,233.05799305911478,236.05816121481166,236.52133517962787,232.9378763247526,228.66487068098618,224.453015855089,224.2323692332001,223.8232225998355,216.57310492568487
12,1987-11-21 23:18:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1987-12-07 23:19:07+00:00,215.46528344687897,226.05708804708368,221.9966376191207,220.51712838424532,217.27573916451507,201.84512223390044,209.10043982233344,213.07103509561517,211.39449298244642,205.76964683690886,204.8636147164753,204.53885952735064,,,,,,,,,,,,,,
14,1987-12-23 23:19:22+00:00,196.137202716676,187.39925790630005,197.90938706754855,187.1148498471964,,,,171.45214677495528,178.33867247300492,,,,,,,,,,,,,,,,,
15,1988-01-08 23:20:02+00:00,216.20800193999185,216.38699896474105,222.66556595280332,215.6462433956907,214.50732811662334,202.4673293712986,203.12237967888484,206.9484576567539,209.80591930525867,210.5403034625935,206.92092090064233,203.6203765499685,208.15477084032966,205.88324169385106,212.5186637459199,210.46975318267698,213.5677552369056,223.2401922370521,223.955174372587,226.23810944220116,221.18937256583973,215.60623042530077,209.00348708494556,210.3156157591317,212.38227136861627,197.0519962754501
16,1988-01-24 23:20:20+00:00,206.68093396837617,210.91179592006782,216.382471998192,210.88428710977695,208.23414685561238,196.0594669593812,200.90180515804917,207.36957860555793,215.41857139075276,211.43313326701627,206.86810789234167,210.6921346998471,206.30725540257822,209.4327730801702,214.37828963605958,210.2565839554386,222.40678344846825,216.83822363038334,229.14711699582534,225.13506359344348,226.7460029368574,220.72296394791368,218.6875186081295,223.48096418540172,223.33968540212078,219.79630326208311
17,1988-02-09 23:20:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1988-02-18 23:14:35+00:00,,,,,,,,,180.09719201547256,186.3597380141492,179.37622516930665,181.12802203924008,184.182493548583,185.30841344369776,182.3277060151964,187.38719263939,194.636479423789,198.11872679989193,197.43066839783754,198.1339185332224,,,183.58857177030168,181.70106326785827,182.18351772924174,171.49010897947434
19,1988-02-25 23:20:50+00:00,202.05214632988307,204.47846242248625,201.96549238744717,198.03668220610447,197.09884259908154,188.85636835753172,189.03104978117017,191.38246824567554,192.3308837815865,198.00201583334166,196.30889199159606,196.29641484502775,196.39081766650713,192.61459723126555,194.79433680716525,202.944336825769,200.7475424388555,204.37135465300372,211.03908350242568,214.39952745411472,216.00904505371716,204.0321669806765,201.08624053428673,198.49777661050092,194.03377965826323,193.41062677100155
20,1988-03-12 23:20:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1988-03-21 23:14:53+00:00,197.72042580879645,209.6782534763506,211.00187282096744,208.36021586598568,202.79040353347952,198.6119399806339,200.76629985638186,208.06968337313216,210.31206330629743,201.0825749528741,211.643949057672,199.103164242835,198.48754298971159,206.4814871718954,219.48648963214276,221.86405828819147,222.97174498389643,216.34721001383036,220.16794702762456,221.91867024946364,228.86916894221795,217.43095259215056,210.6602042258367,214.8953574071791,211.98698365902982,202.58163975828597
