,dates,usa_CA_0294-0000,usa_CA_0294-0001,usa_CA_0294-0002,usa_CA_0294-0003,usa_CA_0294-0004,usa_CA_0294-0005,usa_CA_0294-0006,usa_CA_0294-0007,usa_CA_0294-0008,usa_CA_0294-0009,usa_CA_0294-0010,usa_CA_0294-0011,usa_CA_0294-0012,usa_CA_0294-0013,usa_CA_0294-0014,usa_CA_0294-0015,usa_CA_0294-0016,usa_CA_0294-0017,usa_CA_0294-0018,usa_CA_0294-0019,usa_CA_0294-0020,usa_CA_0294-0021,usa_CA_0294-0022,usa_CA_0294-0023,usa_CA_0294-0024,usa_CA_0294-0025,usa_CA_0294-0026,usa_CA_0294-0027,usa_CA_0294-0028,usa_CA_0294-0029,usa_CA_0294-0030,usa_CA_0294-0031
0,1984-04-14 18:24:25+00:00,,148.92056710285215,156.38362923455637,169.51813813829037,162.28546719587624,163.08063101367333,178.31607201739698,175.08803368576804,178.42560658093586,176.95528899471753,176.4340147923088,170.7282144856235,174.3079367201063,165.3806693442477,174.14731565411392,173.99066236989836,169.64448850219964,174.9135149823962,160.88660022218056,167.63686258762127,169.52325965396227,171.2256353565619,164.2749731329505,172.56634080795408,175.3205590467869,174.94319684235137,187.3364782479369,197.3857595418086,210.6803252404547,212.52580056679247,203.4203958649262,199.6742404460347
1,1984-05-16 18:24:53+00:00,,141.2024937966166,163.1748647451349,175.03977013947903,179.9680796010401,165.79334523661603,183.42599060174027,178.9359537833467,168.47910380070445,178.23469025014697,186.13781787497967,178.60441531945602,171.15771103588744,176.17894473553946,180.4601619634487,180.43196842143848,179.0246660417025,176.53922410105054,170.55650385137636,185.5056714222003,183.01450800655525,179.43178182521368,164.04426183342292,170.51631309983182,180.89136517301822,182.4708491275662,186.8698736507999,216.18901298856605,218.42496956877267,205.54142173266143,206.82534441428064,211.2344692463846
2,1984-06-01 18:25:17+00:00,135.25299611196468,145.50073496373898,162.0809628337154,171.19548270126788,167.2831063334265,158.5317476735132,167.5572618077056,162.17164185456653,162.8578204062293,166.62278269288606,177.19180556523935,179.880609420894,175.64178564410912,169.27838372265037,170.2972263863751,189.65131247959638,165.75780767956994,160.3471386220469,157.91243421931892,165.96641915759307,159.07522289875345,164.3283872664436,154.78611918599486,157.02092949878514,169.3944027444119,173.2599544051136,183.2685123825914,197.77514123143078,214.03520307022507,192.12379769472025,201.01925931144464,191.23497913588994
3,1984-06-17 18:25:35+00:00,161.21967261027245,149.8275229514993,172.9153098534561,177.01479476666697,162.98351800861803,157.89816775051023,175.48849735156378,165.85181712071076,167.4462400196083,174.7788170739636,192.28463509368774,194.0125798333125,188.97741623124637,187.04563402636077,176.81253994865511,184.03497745861247,167.1710498960628,159.49510628871295,168.020394894383,180.47043458201517,171.33200934211868,164.08769597589873,147.35967017894495,167.8524716969677,167.76893898070034,177.80484877195946,192.14518264486622,201.8142515659871,216.998542629448,200.95187055953514,201.2039400478066,190.74040969715725
4,1984-07-03 18:25:46+00:00,139.99152803593302,139.665014469163,170.9582472003298,167.4926428304295,167.51033255902811,161.71601453278984,170.42954112304693,161.11428804272,161.52203550880523,174.16044666537385,179.1249641989727,179.1016259148118,194.2396092897522,178.9969163007125,173.47457509908037,177.6413900760835,169.6394031756604,172.0386675986366,166.35941193677013,167.83887838858954,165.38927600533933,157.24474181069036,152.33116456363643,163.28781699668934,166.76119010054754,176.23869741002335,193.28671135059787,204.38138235175677,188.10530174853514,194.25868574026552,190.140505981148,187.7264010800367
5,1984-09-21 18:27:21+00:00,181.04895784216103,188.2354631064945,199.164789949115,203.19057726892962,197.30616064255375,179.32958629968985,180.7685481834129,188.4878652229982,182.70257812472838,184.29619653822073,201.28662025483308,182.82745322811843,183.29178126508185,179.88409966559215,188.2590311020804,185.71130623836518,171.46107415389977,170.38020041344723,157.5819702358314,167.54944309392215,178.14178849994974,161.82773755946843,160.1043654012076,166.4190104345864,170.83494102645136,177.34407626613645,189.08166302648533,188.5110914982458,183.81822244197429,175.07321222515756,162.4697572562532,176.67312332622205
6,1984-10-23 18:27:16+00:00,168.58310885799094,182.0550779373485,189.27846080698666,207.11560947136468,192.34506605201568,183.8589061134554,189.77215323799533,193.51679736163004,189.57528226182922,191.40101039048378,195.09839967789503,181.4786821533481,188.67239967270777,191.62200738019317,192.59953460308006,197.95878669840343,195.44801882301294,185.13758946941422,158.85039270109093,174.12756772091566,178.04607167755512,177.92898571828755,169.28484962155184,167.64167756993714,174.58229722350453,189.26753718030182,196.2944305103004,193.65788040305029,180.22227260684178,181.00629774052197,168.7153014114492,185.15617166518075
7,1985-02-28 18:27:41+00:00,142.87682172253696,160.10400350037312,175.31919068015915,184.16975438940537,179.50562535277635,181.25999254807977,169.87341631049915,165.75363608100142,175.64772232210916,180.94393159362417,199.413891874759,179.9279451489081,175.73370979115154,173.03536846023377,181.19936237192837,183.66146480215735,184.4718438392198,175.17662510298072,165.2068323547627,183.7130745546735,176.35609552125112,154.18286650107518,172.08851903946314,182.8178598263526,,179.9432950708896,177.53807490670994,176.60433447602833,173.38099155775112,192.65672942776303,178.53000113441593,181.50224320170844
8,1985-08-07 18:26:58+00:00,202.83870743158965,,,219.4212737355388,206.42062472301947,190.78878970261857,187.06678032150487,187.86212139104384,189.41527081991228,181.075563750105,205.90703116568085,205.53354380627704,207.10818866828913,197.29229525992847,193.7080379419168,198.9125137196431,177.00133893479392,179.13495309087895,178.74564084770898,204.13104655375264,189.9684241579032,187.8734182484179,176.65778962268936,180.2847992766817,174.4462312540506,173.9580862334511,176.9508175831308,167.2791087533537,176.99147987844722,189.0402061450434,185.4799654019047,179.8450293908017
9,1985-09-08 18:26:36+00:00,194.23172649944703,191.2943388709093,167.3007453790142,,,166.99338267714703,169.65869132258103,181.2036045291075,174.32930217269293,176.6199808812445,191.48222726242028,177.4136007671237,187.01107678373995,185.78520770719854,182.63519676922178,177.99578563777754,176.26430443013442,181.3598553604115,184.46181081489868,195.3493682261133,183.72591476873558,170.64518562715583,167.85034294290676,160.73941016821584,160.67169427089513,162.48056882559487,155.16175245928935,150.7725687701952,163.46564252325226,169.6573133848352,166.87592463718323,167.25818026150637
