dates,nzd0017-0000,nzd0017-0001,nzd0017-0002,nzd0017-0003,nzd0017-0004,nzd0017-0005,nzd0017-0006,nzd0017-0007,nzd0017-0008,nzd0017-0009,nzd0017-0010,nzd0017-0011,nzd0017-0012,nzd0017-0013,nzd0017-0014,nzd0017-0015,nzd0017-0016,nzd0017-0017,nzd0017-0018,nzd0017-0019,nzd0017-0020,nzd0017-0021,nzd0017-0022,nzd0017-0023,nzd0017-0024,nzd0017-0025,nzd0017-0026,nzd0017-0027,nzd0017-0028,nzd0017-0029,nzd0017-0030,nzd0017-0031,nzd0017-0032,nzd0017-0033,nzd0017-0034,nzd0017-0035,nzd0017-0036,nzd0017-0037,nzd0017-0038,nzd0017-0039,nzd0017-0040,nzd0017-0041,nzd0017-0042,nzd0017-0043,nzd0017-0044,nzd0017-0045,nzd0017-0046,nzd0017-0047,nzd0017-0048,nzd0017-0049,nzd0017-0050,nzd0017-0051,nzd0017-0052,nzd0017-0053,nzd0017-0054,nzd0017-0055,nzd0017-0056,nzd0017-0057,nzd0017-0058,nzd0017-0059,nzd0017-0060,nzd0017-0061,nzd0017-0062,nzd0017-0063,nzd0017-0064,nzd0017-0065,nzd0017-0066,nzd0017-0067,nzd0017-0068,nzd0017-0069,nzd0017-0070,nzd0017-0071,nzd0017-0072,nzd0017-0073,nzd0017-0074,nzd0017-0075,nzd0017-0076,nzd0017-0077,nzd0017-0078,nzd0017-0079,nzd0017-0080,nzd0017-0081,nzd0017-0082,nzd0017-0083,nzd0017-0084,nzd0017-0085,nzd0017-0086,nzd0017-0087,nzd0017-0088,nzd0017-0089,nzd0017-0090,nzd0017-0091,nzd0017-0092,nzd0017-0093,nzd0017-0094,nzd0017-0095,satname
2001-12-28 22:06:14+00:00,415.77,421.28,413.16,409.69,415.02,413.40,408.16,406.95,415.19,414.18,415.24,421.28,410.86,407.74,414.67,421.64,420.66,419.01,408.32,407.99,412.75,422.39,419.40,413.83,416.95,427.42,433.32,430.88,436.77,440.88,439.47,436.86,435.71,435.97,429.98,436.77,438.21,437.44,432.41,451.72,438.59,433.09,442.87,441.03,446.65,443.22,446.21,446.76,452.02,448.36,454.18,446.47,442.77,445.51,433.49,427.41,428.05,439.01,429.67,420.13,427.42,431.11,430.53,439.03,445.98,441.91,447.06,439.66,435.50,432.09,434.34,425.93,423.14,410.32,424.47,422.10,429.76,425.06,428.19,424.60,420.73,423.13,425.32,421.98,424.14,417.10,423.91,426.52,425.34,423.62,422.18,430.55,430.73,423.30,419.92,418.93,L7
2002-03-18 22:06:22+00:00,433.63,431.23,431.09,428.57,435.35,422.53,425.75,,,425.32,418.47,431.33,415.33,408.03,,,,,,421.62,410.28,424.01,426.54,425.57,431.36,439.83,441.67,432.16,433.52,445.33,446.58,439.90,447.38,440.37,437.47,432.92,,,,,,437.15,461.87,439.90,449.75,448.38,460.19,457.68,460.69,458.20,467.31,467.56,463.64,466.80,456.67,449.41,447.93,450.25,452.23,438.26,446.80,444.81,445.13,447.11,456.06,447.54,449.35,435.09,430.48,436.78,433.92,437.86,432.93,428.39,437.69,436.64,449.90,436.96,441.34,429.16,425.18,423.97,432.02,427.97,435.65,424.64,434.23,433.80,432.72,432.66,429.33,440.54,443.87,440.18,431.03,431.28,L7
2002-05-21 22:06:17+00:00,,406.96,406.94,352.86,428.88,426.37,,,416.71,412.61,410.77,419.87,404.31,367.30,413.73,399.55,393.19,,359.24,394.30,,,,,,414.65,391.48,379.12,414.68,425.01,423.89,399.69,427.51,436.48,423.89,424.00,427.97,425.00,415.09,,,379.42,,419.60,,,421.93,399.84,,431.72,,,,,,,419.10,436.24,431.49,429.27,435.36,429.23,436.05,430.09,428.22,421.98,432.09,435.20,432.67,432.14,429.79,447.03,438.69,430.96,439.05,424.37,429.27,432.04,436.39,432.33,427.67,423.47,423.62,428.94,419.30,395.59,416.39,422.23,436.08,441.59,434.30,430.96,423.88,415.59,408.96,408.42,L7
2002-06-22 22:06:03+00:00,,,416.15,382.77,410.08,413.66,404.73,393.50,412.07,400.29,396.79,416.86,406.71,391.14,409.51,413.40,411.19,413.06,,,404.42,412.16,409.71,378.93,419.12,422.77,418.93,405.58,426.79,433.03,433.12,424.61,426.94,434.13,422.45,428.46,436.73,434.08,424.30,442.46,433.61,407.65,421.94,425.18,435.07,425.22,433.39,432.16,438.23,440.53,438.29,428.39,441.67,442.15,427.76,430.75,431.53,434.48,428.95,416.80,425.89,425.97,423.83,431.36,435.43,424.81,433.01,435.31,430.72,433.04,439.39,437.38,434.34,426.92,427.35,422.85,429.33,429.28,432.52,431.62,425.74,420.73,426.19,418.49,412.06,385.45,413.07,417.58,426.32,423.57,421.06,427.08,432.97,422.22,417.47,425.64,L7
2002-07-24 22:05:50+00:00,401.97,413.92,411.88,402.31,404.23,405.09,398.23,393.99,411.00,400.04,401.37,417.89,402.79,395.89,397.73,409.74,407.15,412.26,397.89,397.05,405.10,409.57,409.75,399.22,412.65,428.56,418.71,414.61,414.01,425.50,435.06,429.61,425.01,434.94,427.97,430.87,435.27,436.60,424.22,440.22,425.27,421.80,433.36,420.10,440.36,435.19,443.35,441.65,441.47,444.35,443.79,449.62,442.23,443.17,436.20,434.66,435.28,436.25,429.21,422.66,425.32,432.27,430.18,426.93,436.96,434.30,442.12,433.75,422.54,427.41,428.57,422.25,418.29,416.31,433.03,427.76,431.28,425.92,421.07,415.13,415.46,419.90,425.10,410.70,406.42,393.67,417.43,419.99,420.47,420.50,410.17,421.67,434.65,423.22,424.03,425.86,L7
2002-10-28 22:05:22+00:00,421.17,429.61,434.06,430.05,427.77,422.70,420.12,421.13,420.19,427.11,420.21,412.78,415.13,415.12,418.56,420.69,432.40,435.17,433.36,430.02,421.78,425.92,432.35,436.70,433.35,428.27,423.67,420.30,423.40,424.65,428.30,425.63,427.82,429.72,430.34,438.63,442.25,437.64,429.35,432.93,430.60,426.84,425.74,432.49,431.89,431.51,441.37,455.84,448.57,454.85,447.35,441.42,450.07,457.61,440.41,443.61,439.84,434.66,432.79,433.15,432.08,424.26,419.83,425.19,423.29,422.57,428.80,428.25,425.16,425.68,424.39,427.03,429.26,425.74,420.99,419.88,418.04,421.63,424.26,424.80,432.71,425.42,422.13,426.83,424.43,427.74,423.70,421.04,420.61,416.94,417.77,419.03,415.00,419.19,418.38,421.19,L7
2003-01-16 22:06:02+00:00,425.66,428.92,422.11,425.31,438.04,437.35,439.53,434.18,443.44,428.56,426.16,431.13,423.14,426.93,435.69,441.01,435.17,435.11,435.12,436.39,439.59,438.71,443.38,435.45,439.40,445.57,446.68,442.45,443.28,442.09,440.93,442.81,446.60,446.73,444.84,449.09,447.71,447.50,445.04,456.43,440.04,452.96,473.12,458.73,467.90,454.51,454.60,456.07,463.80,462.72,464.64,476.01,469.57,475.73,461.10,462.05,462.32,453.52,444.33,433.08,440.52,446.43,443.43,446.54,452.87,450.52,456.64,449.78,446.89,438.17,436.59,439.88,444.07,438.08,445.54,435.18,450.43,446.25,449.50,447.11,446.20,444.22,446.40,440.83,440.50,426.45,439.22,437.26,431.88,423.61,421.65,431.45,435.69,436.37,437.92,443.25,L7
2003-05-24 22:06:17+00:00,415.91,415.94,410.78,403.19,409.65,420.69,431.49,436.70,445.22,431.52,413.66,421.87,420.78,417.59,421.94,419.70,419.59,410.63,400.47,,,,416.47,427.60,439.87,420.59,,424.05,435.73,421.51,,,418.05,418.39,,,,,,,,,,435.96,435.72,428.94,446.26,460.20,453.58,464.60,448.47,,,,,437.59,435.99,436.60,435.85,438.11,438.62,431.32,435.10,431.63,425.68,423.30,430.09,427.56,433.07,444.69,446.46,456.08,438.32,,431.16,433.32,442.85,445.08,443.48,443.68,,,416.90,426.04,434.97,,,,,,428.52,428.12,417.84,419.97,416.12,416.03,L7
2003-08-28 22:05:57+00:00,,,,,,,,,,,,,,407.82,403.93,420.30,412.94,413.28,397.30,399.95,406.84,418.06,419.51,405.33,,,425.87,419.65,429.07,435.71,426.69,432.42,424.48,,,,,,,,,414.02,438.93,428.26,451.32,437.93,448.18,443.65,452.08,452.69,460.06,450.92,449.64,449.73,,,,404.56,411.92,423.72,430.38,438.03,427.58,436.03,433.28,432.00,441.32,426.80,429.67,432.47,440.84,434.66,428.94,418.03,430.42,424.03,434.26,422.05,428.06,432.45,425.57,428.42,430.58,424.35,417.57,394.35,420.94,426.36,413.87,417.76,412.02,414.62,428.30,423.92,417.66,420.13,L7
2003-11-16 22:06:11+00:00,441.82,,436.65,437.08,440.95,436.86,440.97,437.28,434.92,428.50,421.79,421.62,417.51,420.54,431.45,424.82,430.25,422.07,426.54,425.80,426.21,430.06,436.72,438.05,442.30,438.32,433.34,430.27,437.29,442.23,440.74,435.99,439.47,446.11,436.58,437.46,440.16,443.20,431.85,441.11,431.84,419.78,420.08,434.11,435.78,433.85,437.53,440.64,447.61,468.77,456.09,453.36,443.81,446.75,438.16,441.22,437.09,441.76,442.37,438.87,443.00,440.27,441.34,437.48,430.52,429.68,432.24,432.50,430.34,438.74,443.12,441.59,435.95,432.85,436.04,423.05,431.49,427.10,425.11,426.28,420.80,417.38,424.86,428.33,422.06,411.32,415.71,426.45,430.54,433.08,427.82,434.73,428.05,426.25,428.54,428.69,L7
2004-02-04 22:06:41+00:00,429.73,444.03,433.90,435.21,444.17,432.46,,,,,432.32,441.77,429.29,423.47,428.86,433.15,434.94,438.23,429.87,422.70,431.79,437.64,433.81,423.25,433.16,448.43,444.15,441.73,448.55,452.19,450.10,448.18,447.31,454.89,,,,,,,,432.39,448.67,441.44,454.66,445.57,457.06,455.24,463.99,460.92,462.63,466.03,459.13,461.21,459.51,455.86,458.97,456.89,447.42,437.53,438.50,448.20,450.27,457.00,454.66,451.95,459.37,447.56,439.91,443.87,452.93,448.32,437.83,437.74,444.64,448.36,453.73,455.32,447.97,442.87,433.71,437.55,442.31,436.37,440.24,432.71,443.02,445.14,438.59,436.28,428.92,441.18,447.77,437.61,433.47,438.53,L7
2004-05-18 21:58:14+00:00,446.84,448.73,442.79,441.27,443.29,446.00,442.86,444.60,453.96,455.67,455.08,461.25,450.23,447.55,447.60,452.91,449.54,452.69,440.98,430.77,444.57,444.30,440.37,441.07,440.99,454.35,466.83,464.71,466.63,470.91,469.72,470.28,463.98,468.09,467.81,466.90,468.28,469.95,463.13,463.99,457.01,432.70,462.40,472.78,479.27,478.48,488.95,490.20,495.86,485.46,490.46,492.11,482.19,482.14,479.24,470.70,471.47,473.47,467.93,463.81,475.15,481.90,474.76,476.14,482.25,474.14,477.26,468.95,470.25,468.51,467.59,462.68,465.04,461.38,473.87,463.38,473.01,470.46,472.07,473.22,465.62,468.91,474.98,464.92,463.95,448.32,463.22,459.66,455.91,449.88,449.71,458.14,468.19,462.07,467.25,473.08,L5
2004-05-26 22:06:45+00:00,434.92,443.33,451.72,441.21,446.24,441.67,460.53,456.92,457.44,447.57,447.68,450.25,445.35,451.67,445.07,453.57,455.77,443.48,436.75,428.34,425.31,449.73,445.22,436.58,448.61,445.86,439.40,441.19,446.52,454.61,454.91,452.16,455.87,456.22,455.98,473.15,470.89,463.96,454.51,454.78,449.29,429.62,435.86,454.52,460.63,459.76,475.65,489.23,481.10,485.56,482.88,471.81,462.05,461.44,457.48,465.13,461.12,467.23,461.98,454.22,456.55,450.38,456.85,451.26,450.97,469.68,462.58,459.57,460.21,459.16,451.50,461.64,460.15,464.42,460.16,461.78,465.07,470.77,465.24,464.94,458.77,456.94,465.73,468.54,457.26,455.80,447.60,447.46,452.22,463.16,460.97,464.96,459.65,452.15,454.46,451.60,L7
2004-06-11 22:06:38+00:00,424.56,436.11,442.33,436.83,443.76,440.85,429.36,440.34,435.06,429.58,426.64,423.82,426.00,432.99,432.53,428.66,429.78,423.69,416.00,406.81,414.21,430.80,437.49,437.67,435.52,435.49,433.32,428.07,434.05,432.16,433.59,433.33,433.97,437.91,442.65,459.96,461.05,454.30,442.33,438.89,430.01,423.31,428.42,445.09,443.80,444.13,451.76,468.07,455.98,460.31,459.54,448.03,441.59,447.59,440.90,450.25,448.50,449.38,443.88,438.36,436.31,430.11,438.39,433.15,438.50,453.97,448.49,444.32,437.72,441.73,437.94,448.15,446.27,453.08,445.74,451.60,452.67,447.29,438.45,442.31,444.75,437.42,437.73,438.20,433.32,420.65,419.09,429.52,442.05,445.80,446.32,438.61,428.08,429.19,422.45,423.36,L7
2004-07-13 22:06:34+00:00,433.32,441.27,443.85,437.52,446.93,448.20,435.18,435.03,437.60,,,,,,,,,,,,,,,,,,445.71,442.49,450.77,455.86,451.72,442.85,444.58,447.78,449.09,460.25,464.01,463.49,455.17,460.75,457.59,431.03,452.87,459.03,461.38,455.69,464.92,471.51,468.22,477.47,471.76,465.11,456.07,457.33,453.25,459.21,460.65,464.36,458.30,451.87,455.82,450.50,451.68,451.82,452.63,449.11,452.29,452.51,455.43,459.42,454.55,457.97,457.74,457.09,458.98,458.25,462.23,455.18,459.45,457.30,459.06,456.69,451.06,443.58,438.42,429.09,439.51,449.80,451.55,450.37,441.83,443.63,444.49,443.95,444.42,444.01,L7
2004-07-29 22:06:27+00:00,407.47,417.52,414.05,416.82,425.42,423.60,415.34,411.62,424.79,413.55,411.08,421.85,421.09,414.21,418.80,415.84,413.30,414.86,403.39,402.66,411.60,417.41,413.03,408.23,419.25,425.30,422.94,420.14,426.78,427.01,426.68,422.03,428.25,434.76,424.70,433.44,435.84,434.92,430.31,438.19,432.54,406.89,432.80,442.24,447.31,444.36,446.10,445.44,454.40,449.39,444.57,444.12,437.90,437.45,429.53,439.85,446.46,445.83,445.49,436.08,437.61,440.10,438.15,438.86,437.99,432.54,438.23,438.11,433.24,437.68,439.31,431.86,433.81,428.84,434.31,424.58,433.25,429.08,430.08,429.94,427.82,428.40,430.92,427.93,423.44,415.27,420.86,426.92,422.71,418.69,416.00,429.65,433.48,420.64,418.71,426.74,L7
2004-08-22 22:00:48+00:00,401.35,402.77,414.05,425.14,426.09,424.82,424.49,426.89,419.27,422.83,416.05,416.30,412.65,413.02,411.43,409.84,410.79,406.95,399.30,400.98,401.55,410.77,420.06,413.01,417.69,414.22,411.73,411.23,416.78,427.48,433.55,435.91,438.76,443.22,433.62,432.28,428.68,428.24,422.77,431.47,433.74,420.63,431.92,444.45,444.67,438.11,449.41,461.39,447.87,451.90,447.94,439.96,436.03,436.72,429.30,425.92,424.67,430.31,439.65,449.07,451.58,441.95,442.37,438.65,433.01,429.46,426.69,433.75,436.56,444.83,442.91,442.82,438.22,437.44,434.10,430.16,434.62,441.92,440.12,438.90,431.21,424.81,423.36,433.02,425.37,423.51,425.65,437.10,438.59,436.15,429.69,432.13,427.51,431.95,431.07,423.36,L5
2004-08-30 22:06:20+00:00,,425.07,421.99,427.56,445.90,442.34,429.26,427.42,439.59,433.77,432.00,440.43,429.18,425.38,423.76,432.86,429.25,431.96,428.53,426.80,429.12,429.50,429.24,427.17,423.58,430.49,433.89,436.83,435.92,447.90,451.37,454.51,453.98,452.92,448.23,455.42,449.45,446.11,441.21,450.68,436.89,427.59,459.38,453.01,455.97,458.42,469.15,461.03,467.52,460.54,466.01,470.98,458.58,459.41,457.24,451.78,450.87,452.73,449.19,445.28,456.63,464.96,451.34,456.61,458.54,459.46,459.92,447.96,449.96,447.47,454.11,443.59,441.81,434.44,457.41,444.41,457.99,444.06,454.92,442.39,439.70,443.97,450.51,439.44,444.27,437.43,445.29,442.98,438.48,435.23,438.16,448.64,456.01,449.04,448.41,450.15,L7
2004-12-04 22:06:44+00:00,420.43,421.50,426.31,416.43,,,,,,,436.13,430.55,434.11,,,431.30,436.77,433.21,432.32,424.19,423.97,422.78,426.45,,,,,423.64,430.79,436.50,436.94,439.92,,,,,,,,,,430.57,440.10,452.00,449.57,435.83,455.12,461.64,474.08,466.81,455.15,450.24,445.10,440.98,443.41,441.80,434.35,436.68,432.05,444.15,445.97,442.83,441.88,433.21,423.98,419.88,424.02,429.39,443.79,448.22,440.10,441.66,435.29,430.52,421.17,417.03,417.47,420.69,423.67,430.14,432.17,426.23,424.70,421.70,423.10,417.74,421.00,428.87,426.44,422.17,421.38,424.68,417.82,,411.57,425.03,L7
2005-01-13 22:03:41+00:00,431.57,429.80,425.53,432.77,441.26,451.50,448.35,445.39,444.45,443.63,444.30,452.28,448.16,433.90,431.65,441.53,440.79,442.64,443.18,444.16,442.25,446.88,446.76,443.79,436.87,440.70,443.83,447.41,449.96,455.84,451.29,454.81,452.56,450.33,448.29,449.25,445.97,451.19,458.95,474.22,470.23,466.42,469.30,457.82,465.67,467.30,477.06,475.88,480.33,476.42,478.50,477.55,477.31,470.55,463.25,464.80,465.62,464.37,464.89,467.98,474.90,478.76,467.06,464.79,454.07,452.12,459.12,453.50,458.50,462.36,457.72,453.12,460.24,459.04,,453.63,454.87,453.88,463.60,457.74,458.39,457.59,461.83,453.49,449.81,443.35,448.91,445.17,445.53,446.21,448.83,458.07,470.41,468.94,459.43,456.84,L5
