dates,nzd0017-0000,nzd0017-0001,nzd0017-0002,nzd0017-0003,nzd0017-0004,nzd0017-0005,nzd0017-0006,nzd0017-0007,nzd0017-0008,nzd0017-0009,nzd0017-0010,nzd0017-0011,nzd0017-0012,nzd0017-0013,nzd0017-0014,nzd0017-0015,nzd0017-0016,nzd0017-0017,nzd0017-0018,nzd0017-0019,nzd0017-0020,nzd0017-0021,nzd0017-0022,nzd0017-0023,nzd0017-0024,nzd0017-0025,nzd0017-0026,nzd0017-0027,nzd0017-0028,nzd0017-0029,nzd0017-0030,nzd0017-0031,nzd0017-0032,nzd0017-0033,nzd0017-0034,nzd0017-0035,nzd0017-0036,nzd0017-0037,nzd0017-0038,nzd0017-0039,nzd0017-0040,nzd0017-0041,nzd0017-0042,nzd0017-0043,nzd0017-0044,nzd0017-0045,nzd0017-0046,nzd0017-0047,nzd0017-0048,nzd0017-0049,nzd0017-0050,nzd0017-0051,nzd0017-0052,nzd0017-0053,nzd0017-0054,nzd0017-0055,nzd0017-0056,nzd0017-0057,nzd0017-0058,nzd0017-0059,nzd0017-0060,nzd0017-0061,nzd0017-0062,nzd0017-0063,nzd0017-0064,nzd0017-0065,nzd0017-0066,nzd0017-0067,nzd0017-0068,nzd0017-0069,nzd0017-0070,nzd0017-0071,nzd0017-0072,nzd0017-0073,nzd0017-0074,nzd0017-0075,nzd0017-0076,nzd0017-0077,nzd0017-0078,nzd0017-0079,nzd0017-0080,nzd0017-0081,nzd0017-0082,nzd0017-0083,nzd0017-0084,nzd0017-0085,nzd0017-0086,nzd0017-0087,nzd0017-0088,nzd0017-0089,nzd0017-0090,nzd0017-0091,nzd0017-0092,nzd0017-0093,nzd0017-0094,nzd0017-0095,satname
1999-11-21 22:10:24+00:00,,,,,,421.66,426.04,417.67,429.92,425.29,422.60,422.70,410.96,,,,,,,,,412.24,412.10,411.75,419.25,423.42,419.39,420.36,427.75,435.60,434.67,435.08,433.39,437.63,429.94,433.94,436.58,429.41,432.27,453.68,437.00,422.74,436.50,433.48,447.82,436.33,,,,,,,,,,,,445.27,429.77,422.95,425.80,423.76,422.21,429.51,427.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-12-07 22:10:30+00:00,396.91,406.62,412.19,395.32,413.67,413.18,419.73,407.73,421.14,417.07,414.70,415.36,405.28,403.96,412.78,411.52,410.65,407.21,399.06,398.58,,407.87,411.06,409.36,419.01,421.15,416.30,414.27,423.10,432.34,430.40,428.27,426.56,430.16,425.75,430.88,433.32,426.22,427.10,447.95,427.44,409.09,424.48,423.43,442.12,428.16,433.66,435.87,442.62,447.56,445.20,433.51,424.49,448.68,432.35,439.25,437.95,442.22,427.09,423.87,427.37,425.40,421.60,428.86,429.16,423.46,430.30,418.49,413.61,413.05,420.77,415.87,406.21,404.33,413.81,410.88,415.86,,,404.87,414.14,417.91,418.75,415.77,411.01,391.56,404.66,408.39,413.21,408.40,,404.23,409.05,408.10,402.02,403.29,L7
2000-04-29 22:09:53+00:00,413.34,419.49,418.19,398.70,422.61,417.83,423.30,416.17,425.93,419.22,417.55,423.79,412.99,412.75,428.04,422.83,422.19,422.45,409.25,415.19,442.22,417.57,420.59,414.90,424.93,426.05,418.93,419.13,425.99,432.59,431.48,433.41,435.51,438.36,431.94,436.51,441.32,434.54,434.89,453.44,433.76,417.34,435.86,427.31,447.61,430.66,445.05,438.92,444.20,454.56,448.86,448.15,437.06,451.19,439.72,450.01,442.60,447.27,434.28,426.62,431.80,428.17,426.62,433.80,433.92,429.99,440.94,433.99,429.64,432.03,432.12,430.50,422.39,419.00,431.68,425.72,434.38,447.88,451.92,421.18,425.31,424.81,431.57,429.81,429.22,410.23,422.97,423.03,424.95,419.12,432.37,420.41,419.71,415.67,417.16,417.37,L7
2000-05-15 22:09:42+00:00,419.92,422.40,422.97,405.65,424.99,422.72,426.12,420.71,429.68,424.05,421.34,425.74,416.48,416.57,429.63,426.03,424.90,425.43,415.26,417.12,434.10,420.40,423.98,418.79,429.57,429.51,423.80,421.79,427.49,435.19,434.69,437.65,439.38,441.98,437.13,440.51,444.48,439.39,439.41,455.82,439.24,417.34,438.15,431.91,447.70,435.20,447.96,445.62,448.83,457.29,454.54,453.03,443.93,453.25,442.74,449.05,444.76,447.48,436.84,429.47,433.11,432.44,431.71,437.99,438.38,435.73,443.59,438.30,434.79,436.29,435.28,434.41,428.72,427.56,435.74,430.83,438.48,444.88,445.25,426.43,427.06,427.48,434.00,433.66,433.88,416.47,426.33,425.39,426.60,421.32,429.05,422.40,422.98,419.86,419.64,420.26,L7
2000-09-20 22:08:03+00:00,424.85,426.38,423.79,408.96,427.08,428.73,430.73,433.69,438.21,430.74,428.06,434.04,428.11,421.97,432.61,425.99,423.78,426.81,413.35,420.27,426.97,428.31,432.27,427.50,437.79,437.05,431.45,426.09,431.60,438.37,439.31,441.68,443.67,445.72,440.72,440.91,447.91,443.48,451.73,463.69,444.14,422.35,445.89,436.46,445.74,438.88,449.05,446.00,446.67,450.53,449.45,454.02,445.62,446.16,440.02,444.11,439.32,445.58,440.53,434.00,439.12,437.29,436.99,440.47,436.55,434.94,442.67,438.74,436.72,440.76,439.19,441.52,436.80,434.07,440.54,433.62,439.35,436.48,437.51,431.05,427.60,425.13,432.29,431.57,431.19,418.26,426.86,426.92,424.32,421.06,422.81,429.00,427.49,426.02,428.23,426.99,L7
2000-10-06 22:07:59+00:00,421.78,426.29,423.47,409.84,429.27,430.13,431.81,432.72,438.87,431.38,429.00,435.37,428.74,423.07,430.42,424.95,422.91,423.70,410.70,418.07,423.92,426.50,430.80,422.53,434.06,435.75,429.53,427.43,433.90,436.86,437.34,434.60,437.48,441.18,436.44,437.26,442.09,439.37,442.61,455.52,439.99,424.82,446.22,439.93,445.31,438.52,452.71,448.09,447.76,448.48,446.95,451.80,445.34,444.97,438.83,443.18,439.14,444.93,440.59,434.51,438.48,437.37,437.93,440.71,435.43,435.71,442.78,438.66,435.06,439.73,439.48,442.22,437.04,432.50,439.80,431.35,437.03,434.31,434.41,428.76,424.36,421.87,429.16,428.03,426.68,415.45,424.06,426.73,424.20,421.91,424.49,430.16,428.88,427.10,428.18,427.68,L7
2000-11-07 22:07:53+00:00,420.25,425.42,424.22,416.02,428.60,431.70,432.76,435.33,439.28,434.04,432.00,432.40,429.50,425.86,427.20,423.11,420.75,420.54,409.28,414.22,417.40,422.72,427.69,422.68,431.98,435.27,432.52,429.07,435.98,439.05,439.02,433.14,434.55,438.51,434.60,434.33,437.01,435.43,438.68,451.06,437.85,420.30,442.09,441.55,440.88,439.47,451.47,450.13,448.43,444.12,445.09,448.25,444.13,441.82,437.49,437.85,436.25,439.97,438.11,436.00,438.46,438.59,438.36,439.72,432.76,435.44,440.70,435.88,431.77,435.11,436.97,439.55,436.18,433.31,435.78,429.28,430.37,428.65,427.28,424.32,418.88,418.69,423.96,423.15,419.53,411.20,418.37,422.48,420.24,420.66,423.42,429.26,429.78,429.83,429.06,427.96,L7
2001-01-26 22:08:07+00:00,415.59,423.96,422.47,415.28,431.96,427.88,430.34,429.65,437.48,430.79,429.58,431.54,426.61,423.16,425.78,420.50,417.91,416.80,406.41,414.58,415.97,419.25,425.55,419.31,427.67,433.16,428.39,425.80,435.68,438.93,437.62,429.19,431.09,435.42,431.82,432.72,435.66,431.44,430.26,447.33,430.88,424.48,442.95,438.94,443.21,438.96,453.76,449.21,446.69,442.27,441.42,445.32,439.58,443.01,435.54,437.07,436.51,439.82,436.78,436.88,440.55,438.54,433.92,435.12,426.67,431.60,439.08,431.86,428.82,434.01,437.40,439.48,434.63,429.00,434.30,424.46,426.83,426.33,426.09,424.05,421.94,421.31,422.35,420.76,414.92,409.76,417.08,421.29,420.32,420.50,421.10,429.69,430.80,429.18,428.75,428.27,L7
2001-04-16 22:07:42+00:00,411.97,419.17,420.30,414.51,431.65,421.90,419.92,419.78,436.12,429.83,421.06,424.20,417.77,416.81,421.56,419.61,417.41,415.65,404.97,414.61,414.60,417.68,421.60,414.21,425.51,430.39,425.65,419.08,428.73,435.91,435.38,431.53,434.24,435.74,429.34,432.09,435.98,432.08,436.16,455.49,426.90,412.02,429.21,430.58,439.98,430.63,439.62,456.24,434.00,438.48,437.77,442.47,433.78,442.33,430.48,433.79,436.14,437.42,434.92,434.14,437.13,434.46,426.96,432.30,425.02,424.47,436.83,431.69,430.34,434.08,434.37,433.27,431.84,427.53,433.01,421.25,426.85,427.35,425.70,422.03,418.00,419.62,420.70,420.24,415.36,412.24,418.92,421.61,422.67,423.01,417.64,424.73,424.87,421.95,422.89,426.05,L7
2001-06-03 22:07:16+00:00,409.08,414.26,415.21,410.37,430.00,415.68,413.41,412.14,432.58,421.55,415.04,424.44,411.75,410.10,418.69,417.51,415.80,412.79,396.68,412.18,414.17,418.39,419.33,410.73,425.60,430.68,424.49,415.68,425.69,433.17,433.08,428.63,430.93,433.77,428.35,435.09,438.16,432.08,436.16,455.49,426.90,412.02,429.21,430.58,439.98,430.63,439.62,456.24,434.00,443.11,441.40,440.85,432.93,447.05,431.07,433.69,436.66,437.66,433.45,434.00,438.24,436.58,430.42,435.34,428.57,424.63,433.42,427.68,429.82,434.68,435.68,432.66,429.50,423.86,431.40,419.40,429.30,427.28,427.44,424.12,423.08,423.07,422.68,422.67,417.56,414.08,419.60,421.88,423.98,422.20,413.70,424.36,424.00,419.72,418.56,425.54,L7
