dates,satname,nzd0017-0000,nzd0017-0001,nzd0017-0002,nzd0017-0003,nzd0017-0004,nzd0017-0005,nzd0017-0006,nzd0017-0007,nzd0017-0008,nzd0017-0009,nzd0017-0010,nzd0017-0011,nzd0017-0012,nzd0017-0013,nzd0017-0014,nzd0017-0015,nzd0017-0016,nzd0017-0017,nzd0017-0018,nzd0017-0019,nzd0017-0020,nzd0017-0021,nzd0017-0022,nzd0017-0023,nzd0017-0024,nzd0017-0025,nzd0017-0026,nzd0017-0027,nzd0017-0028,nzd0017-0029,nzd0017-0030,nzd0017-0031,nzd0017-0032,nzd0017-0033,nzd0017-0034,nzd0017-0035,nzd0017-0036,nzd0017-0037,nzd0017-0038,nzd0017-0039,nzd0017-0040,nzd0017-0041,nzd0017-0042,nzd0017-0043,nzd0017-0044,nzd0017-0045,nzd0017-0046,nzd0017-0047,nzd0017-0048,nzd0017-0049,nzd0017-0050,nzd0017-0051,nzd0017-0052,nzd0017-0053,nzd0017-0054,nzd0017-0055,nzd0017-0056,nzd0017-0057,nzd0017-0058,nzd0017-0059,nzd0017-0060,nzd0017-0061,nzd0017-0062,nzd0017-0063,nzd0017-0064,nzd0017-0065,nzd0017-0066,nzd0017-0067,nzd0017-0068,nzd0017-0069,nzd0017-0070,nzd0017-0071,nzd0017-0072,nzd0017-0073,nzd0017-0074,nzd0017-0075,nzd0017-0076,nzd0017-0077,nzd0017-0078,nzd0017-0079,nzd0017-0080,nzd0017-0081,nzd0017-0082,nzd0017-0083,nzd0017-0084,nzd0017-0085,nzd0017-0086,nzd0017-0087,nzd0017-0088,nzd0017-0089,nzd0017-0090,nzd0017-0091,nzd0017-0092,nzd0017-0093,nzd0017-0094,nzd0017-0095
1999-11-21 22:10:24+00:00,L7,,,,,,403.99,408.37,400.00,412.25,407.62,404.93,407.56,395.82,,,,,,,,,397.10,394.43,390.55,401.58,408.28,401.72,405.22,414.50,420.46,419.53,417.41,418.25,422.49,412.27,416.27,421.44,414.27,414.60,436.01,421.86,405.07,421.36,418.34,430.15,418.66,,,,,,,,,,,,430.13,414.63,405.28,408.13,406.09,407.07,414.37,409.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-07 22:10:30+00:00,L7,362.58,377.19,377.86,360.99,379.34,370.36,379.09,363.45,378.03,374.52,372.47,378.58,370.17,374.53,383.35,382.09,381.22,377.78,357.86,364.25,372.01,374.07,375.69,365.76,384.44,389.46,378.88,378.75,392.69,399.64,396.71,387.13,390.30,393.27,387.24,393.49,400.64,393.60,387.60,407.89,388.45,361.10,383.03,383.95,402.09,385.67,399.33,394.67,401.42,406.36,404.00,399.18,390.16,407.48,398.02,404.92,408.52,409.74,394.98,390.45,394.61,392.71,391.56,398.77,396.38,389.13,400.87,392.74,384.18,383.62,391.34,386.44,376.78,370.00,379.48,376.55,381.53,376.32,377.96,370.54,372.94,376.71,384.42,381.44,369.81,350.36,370.33,382.64,383.78,378.97,362.21,374.80,374.72,373.77,372.59,373.86
2000-04-29 22:09:53+00:00,L7,442.76,443.50,437.18,415.08,444.54,440.13,443.44,446.07,448.52,436.53,436.25,451.79,439.56,432.68,454.44,445.28,444.86,448.83,435.04,444.79,453.36,448.10,452.65,441.60,449.76,446.99,437.20,439.99,441.54,444.24,444.76,456.69,464.55,465.90,457.30,460.77,468.46,462.33,463.46,477.43,457.54,446.86,469.77,446.20,471.59,448.66,469.43,457.57,461.38,477.15,468.11,475.80,462.64,469.31,460.09,473.77,458.39,468.52,459.79,445.14,453.66,446.71,447.79,454.82,456.44,449.51,462.72,459.24,456.81,462.15,454.62,456.27,449.71,446.66,462.54,453.55,465.90,459.02,463.06,450.49,452.09,447.31,457.39,456.85,463.03,444.50,454.27,447.42,447.84,440.98,443.51,447.73,443.37,436.24,443.45,442.59
2000-05-15 22:09:42+00:00,L7,421.08,417.92,420.55,407.54,417.75,425.40,422.59,422.31,428.90,426.52,420.71,421.30,416.63,413.93,422.52,422.15,420.04,421.10,412.89,408.98,415.69,418.62,422.16,416.06,431.51,429.60,426.39,419.49,422.99,432.70,434.03,438.39,440.72,442.52,440.72,440.52,443.64,443.64,441.00,450.96,445.37,,434.73,435.44,435.96,436.81,441.78,444.62,443.68,448.37,451.52,450.77,445.66,442.97,436.79,435.12,438.80,437.79,434.23,426.01,425.04,433.27,436.72,440.27,439.74,435.22,438.59,437.92,434.81,434.53,431.31,431.93,431.09,432.68,431.87,429.05,434.67,431.60,428.29,424.94,416.15,418.42,426.85,429.36,428.81,414.54,421.06,421.11,419.61,415.44,415.43,416.09,417.51,416.25,414.30,415.74
2000-09-20 22:08:03+00:00,L7,433.05,436.86,435.96,426.59,441.29,442.98,448.49,,,451.51,449.55,448.18,447.28,438.43,440.02,429.68,425.57,429.63,418.92,429.36,430.99,437.35,444.33,451.63,454.43,453.69,453.08,437.94,447.02,457.31,458.28,452.28,444.89,447.88,446.46,443.77,450.78,443.62,,,448.66,432.16,452.31,446.87,451.99,453.51,458.27,462.61,461.76,452.86,455.52,457.82,450.88,453.00,445.52,445.78,439.91,449.56,446.72,453.17,460.99,454.21,445.61,445.45,435.79,442.41,445.83,435.80,437.68,444.73,450.79,455.49,448.73,445.21,449.54,440.59,439.80,437.97,440.31,440.05,441.36,436.45,434.95,430.84,428.53,422.55,427.57,428.98,424.65,425.90,428.63,442.31,443.93,447.90,446.09,441.78
2000-10-06 22:07:59+00:00,L7,435.88,446.03,445.86,435.79,459.15,457.67,458.37,454.10,463.52,456.64,455.14,459.34,450.62,446.40,443.83,441.82,440.30,434.38,430.76,434.81,434.76,441.09,449.73,435.65,446.20,451.84,447.10,451.44,458.30,452.32,451.44,436.69,438.91,447.54,446.94,449.66,444.60,447.02,447.69,462.49,447.51,453.09,467.22,470.35,467.34,460.74,487.03,482.37,479.04,470.32,467.44,468.46,467.83,469.39,458.58,463.69,458.61,463.01,460.76,459.40,459.88,460.95,460.76,461.44,455.40,461.35,463.10,455.93,450.08,456.64,460.32,464.32,457.79,451.09,460.90,447.87,453.40,447.79,445.12,445.24,442.65,440.10,443.11,440.73,441.15,435.00,439.00,443.66,443.83,444.45,449.53,453.66,456.38,453.67,448.01,449.75
2000-11-07 22:07:53+00:00,L7,438.34,441.46,441.83,441.47,443.54,448.09,448.93,455.58,451.43,448.81,449.94,441.36,444.05,445.25,443.01,439.37,437.68,437.60,431.34,431.06,428.74,434.39,441.86,444.19,443.09,446.53,450.84,447.99,451.10,454.45,452.92,452.54,454.25,456.69,451.62,450.70,,,,,,,,,,,,,,,,463.28,459.47,458.74,456.39,454.15,448.26,450.08,451.29,452.73,455.25,,,,,,455.84,449.36,445.07,445.09,446.02,447.04,447.67,451.57,448.13,446.95,440.93,437.79,435.97,434.38,432.15,436.58,438.25,438.98,436.44,429.50,433.16,431.67,433.43,437.40,440.66,445.55,448.62,448.84,448.41,445.16
2001-01-26 22:08:07+00:00,L7,378.40,391.49,389.58,380.61,407.19,386.09,388.90,381.26,399.48,389.52,387.00,397.27,384.50,382.58,396.25,391.14,388.07,385.58,372.63,386.43,389.38,384.17,389.61,373.79,390.28,400.59,385.87,385.84,403.79,411.63,407.83,398.58,406.30,409.57,405.58,410.09,419.03,411.12,400.16,419.49,403.90,396.84,416.76,407.04,418.95,411.29,424.64,413.04,409.68,414.04,411.70,415.05,403.48,418.90,405.01,408.00,419.28,416.63,408.36,405.55,409.42,409.12,402.83,405.89,397.47,399.69,411.55,403.85,402.46,409.57,412.48,411.06,404.35,391.44,401.95,385.77,396.51,401.75,402.98,399.87,399.59,400.13,396.43,395.81,381.54,380.01,391.91,398.35,399.39,394.24,385.59,397.25,397.60,389.63,392.49,396.40
2001-04-16 22:07:42+00:00,L7,414.83,420.83,425.16,417.13,439.89,427.20,417.59,418.16,,,421.91,430.24,421.05,418.88,421.69,424.60,422.77,420.05,405.74,422.01,421.95,430.75,429.01,419.46,438.83,440.32,435.90,419.69,428.06,437.93,441.67,439.13,438.46,437.24,426.50,431.14,436.64,436.74,,,433.61,408.21,425.37,437.83,442.00,430.97,435.60,429.33,435.53,440.11,441.04,444.76,434.06,444.16,425.70,434.88,437.17,441.82,441.38,439.80,442.39,440.79,434.80,442.42,433.57,430.25,439.38,438.61,439.77,443.85,440.88,437.99,439.77,435.25,444.63,426.69,438.78,438.79,434.42,427.52,417.07,416.96,423.09,421.59,422.91,422.00,427.36,431.57,431.47,433.66,422.95,427.66,424.07,423.06,424.04,432.87
2001-06-03 22:07:16+00:00,L7,404.67,405.30,401.57,404.03,413.60,404.43,404.42,407.68,419.35,407.26,406.89,420.67,404.55,403.69,412.98,411.64,411.41,407.58,376.47,398.76,406.04,415.09,410.03,403.73,418.35,425.97,422.37,416.35,423.21,424.79,424.59,418.84,422.87,429.35,423.63,434.72,433.65,,,,,,,,,,,,,439.99,436.27,433.41,431.91,442.88,433.17,428.87,428.38,429.39,425.47,427.32,433.57,430.49,428.48,432.56,425.33,414.61,424.19,418.59,422.09,425.47,428.53,423.77,419.22,415.55,418.29,416.41,423.28,416.16,419.77,415.63,417.38,416.92,419.18,421.27,413.02,405.02,410.20,413.73,415.93,413.56,407.41,423.03,421.01,417.15,414.01,422.21
