dates,nzd0500-0000,nzd0500-0001,nzd0500-0002,nzd0500-0003,nzd0500-0004,nzd0500-0005,nzd0500-0006,nzd0500-0007,nzd0500-0008,nzd0500-0009,nzd0500-0010,satname
1999-08-26 22:07:32+00:00,371.62,369.31,371.29,383.06,380.10,378.38,375.65,379.17,377.63,382.31,375.26,L7
1999-09-27 22:07:36+00:00,373.17,366.07,368.16,378.52,379.71,373.34,376.71,375.63,376.01,377.13,373.17,L7
2000-02-18 22:07:16+00:00,377.03,375.20,375.96,381.33,384.04,376.85,379.26,377.96,380.04,380.32,377.60,L7
2000-02-25 22:13:25+00:00,379.15,379.71,377.00,379.29,380.57,375.58,378.26,377.27,380.20,376.73,381.46,L7
2000-03-21 22:07:12+00:00,385.21,383.39,382.09,384.84,383.92,379.62,383.27,383.29,383.79,381.50,382.86,L7
2000-05-08 22:06:44+00:00,387.92,388.96,386.78,387.61,386.23,383.48,384.93,387.00,386.21,384.79,387.02,L7
2000-05-15 22:12:54+00:00,384.74,385.99,384.49,384.11,383.43,380.70,383.30,383.92,383.46,382.56,383.93,L7
2000-06-25 22:06:19+00:00,382.78,381.67,380.95,379.32,380.28,377.14,380.40,380.86,380.69,380.94,383.93,L7
2000-07-11 22:06:05+00:00,378.26,376.73,377.06,375.43,376.17,372.76,376.67,376.56,376.80,377.23,379.22,L7
2000-07-27 22:05:48+00:00,375.97,373.98,373.65,373.49,373.42,371.52,374.26,375.06,374.31,374.20,376.76,L7
2000-08-03 22:11:55+00:00,373.50,372.08,371.75,372.16,372.42,370.61,372.49,373.94,373.48,372.22,373.80,L7
2000-09-20 22:11:14+00:00,364.36,362.16,361.73,361.88,363.13,362.04,364.04,365.32,365.19,364.98,366.15,L7
2001-04-09 22:04:41+00:00,376.80,375.08,370.07,365.93,365.30,362.95,363.12,365.62,365.99,367.83,361.97,L7
2001-06-28 22:03:56+00:00,378.94,379.83,374.20,372.64,370.55,363.13,363.47,364.13,364.51,366.52,366.32,L7
2001-07-05 22:10:09+00:00,389.01,386.21,379.62,376.81,370.55,363.13,363.47,364.13,364.51,366.52,366.32,L7
2001-07-14 22:03:57+00:00,388.64,386.15,380.34,377.80,373.92,365.63,365.60,367.05,368.02,369.75,366.32,L7
2001-08-15 22:03:26+00:00,383.99,381.29,377.36,374.27,370.50,363.80,364.90,365.25,365.64,366.89,364.23,L7
2001-11-03 22:02:58+00:00,384.32,381.17,379.17,373.79,370.47,366.09,368.21,367.06,366.36,366.03,363.67,L7
2001-11-19 22:03:08+00:00,381.70,379.76,377.49,372.87,370.16,364.55,367.25,365.14,364.84,364.92,362.73,L7
2002-02-23 22:03:31+00:00,367.17,371.18,367.42,364.24,363.36,359.56,365.00,360.30,360.31,360.93,359.54,L7
2002-03-11 22:03:31+00:00,369.56,372.48,367.20,367.09,364.15,361.69,365.34,362.49,362.16,363.58,361.58,L7
2002-04-12 22:03:25+00:00,374.50,377.03,373.71,372.14,370.28,366.03,368.42,365.14,365.71,366.41,365.76,L7
2002-05-14 22:03:19+00:00,375.80,377.41,372.58,374.17,372.13,365.15,367.34,363.94,366.08,366.69,367.91,L7
2002-06-15 22:03:07+00:00,378.25,378.45,373.73,375.41,371.65,367.77,368.41,367.21,368.89,369.01,368.59,L7
2002-06-22 22:09:15+00:00,376.27,378.45,373.73,375.41,371.65,367.77,368.41,367.21,368.89,369.01,368.59,L7
2002-08-18 22:02:45+00:00,372.91,376.11,371.48,372.77,369.47,366.61,366.78,365.75,366.67,366.70,367.07,L7
2002-12-24 22:02:57+00:00,353.90,364.12,359.61,359.64,357.45,354.84,355.89,353.62,352.10,351.43,358.56,L7
