dates,nzd0500-0000,nzd0500-0001,nzd0500-0002,nzd0500-0003,nzd0500-0004,nzd0500-0005,nzd0500-0006,nzd0500-0007,nzd0500-0008,nzd0500-0009,nzd0500-0010,satname
1999-08-26 22:07:32+00:00,371.62,369.31,371.29,383.06,380.10,378.38,375.65,379.17,377.63,382.31,375.26,L7
1999-09-27 22:07:36+00:00,374.72,362.83,365.03,373.98,379.32,368.30,377.77,372.10,374.39,371.96,371.09,L7
2000-02-18 22:07:16+00:00,384.74,393.45,391.55,386.94,392.70,383.86,384.36,382.60,388.10,386.69,386.45,L7
2000-02-25 22:13:25+00:00,377.99,382.86,374.41,376.96,369.70,374.58,372.64,377.12,378.12,371.55,386.85,L7
2000-03-21 22:07:12+00:00,403.39,394.41,397.38,401.48,393.96,391.76,398.33,401.33,394.56,395.80,387.05,L7
2000-05-08 22:06:44+00:00,385.57,385.13,383.78,385.05,388.57,383.72,384.39,386.97,384.04,385.13,387.72,L7
2000-05-15 22:12:54+00:00,372.03,374.12,375.32,370.13,372.22,369.56,376.79,371.60,372.49,373.62,371.57,L7
2000-06-25 22:06:19+00:00,372.98,360.03,363.24,355.39,364.51,359.39,365.92,365.55,366.81,372.86,,L7
2000-07-11 22:06:05+00:00,351.12,347.10,353.75,352.07,351.50,346.48,354.24,350.78,353.50,354.96,355.71,L7
2000-07-27 22:05:48+00:00,359.94,354.73,349.80,359.91,354.19,362.78,357.40,364.54,356.89,352.97,361.97,L7
2000-08-03 22:11:55+00:00,353.74,356.85,356.53,361.51,364.45,363.32,358.31,364.96,366.83,356.44,353.08,L7
2000-09-20 22:11:14+00:00,355.14,357.15,349.68,349.10,346.44,349.06,351.24,352.84,355.76,358.88,366.83,L7
2001-04-09 22:04:41+00:00,376.80,375.08,370.07,365.93,365.30,362.95,363.12,365.62,365.99,367.83,361.97,L7
2001-06-28 22:03:56+00:00,381.08,384.59,378.34,379.36,375.80,363.31,363.81,362.65,363.03,365.22,370.67,L7
2001-07-05 22:10:09+00:00,409.15,398.96,390.45,385.13,,,,,,,,L7
2001-07-14 22:03:57+00:00,387.54,385.96,382.51,380.77,380.65,370.63,369.88,372.89,375.04,376.19,,L7
2001-08-15 22:03:26+00:00,365.39,361.88,365.44,360.18,360.23,358.30,362.80,359.82,358.50,358.34,360.05,L7
2001-11-03 22:02:58+00:00,378.43,374.46,379.11,363.49,365.18,372.14,376.33,372.86,368.86,364.36,360.28,L7
2001-11-19 22:03:08+00:00,368.61,372.72,369.11,368.27,368.96,358.39,363.45,357.47,358.78,360.51,359.91,L7
2002-02-23 22:03:31+00:00,354.48,366.35,354.04,360.97,355.95,348.15,355.21,350.57,353.29,357.93,358.44,L7
2002-03-11 22:03:31+00:00,376.72,376.40,366.53,375.62,366.50,368.09,366.37,369.07,367.72,371.53,367.69,L7
2002-04-12 22:03:25+00:00,394.28,395.22,399.78,392.33,394.82,383.36,380.75,375.71,379.92,377.71,382.50,L7
2002-05-14 22:03:19+00:00,384.90,376.35,373.46,373.67,374.43,367.74,370.90,366.89,370.68,365.77,371.00,L7
2002-06-15 22:03:07+00:00,380.89,377.92,374.85,374.45,366.57,371.53,368.80,373.79,372.82,372.09,363.34,L7
2002-06-22 22:09:15+00:00,366.37,,,,,,,,,,,L7
2002-08-18 22:02:45+00:00,352.76,364.44,360.20,359.59,358.54,360.76,358.65,358.44,355.61,355.16,359.46,L7
2002-12-24 22:02:57+00:00,355.04,363.81,359.01,359.70,356.35,348.91,353.14,348.81,348.58,347.70,357.66,L7
2003-03-14 22:03:20+00:00,354.11,356.22,366.90,359.52,353.67,346.12,346.74,342.40,338.94,325.73,,L7
2003-08-13 21:51:32+00:00,387.42,366.43,369.95,365.44,369.86,370.27,371.52,368.50,359.82,364.72,365.27,L5
