,dates,aus0177-0000,aus0177-0001,aus0177-0002,aus0177-0003,aus0177-0004,aus0177-0005,aus0177-0006,aus0177-0007,aus0177-0008,aus0177-0009,aus0177-0010,aus0177-0011,aus0177-0012,aus0177-0013,aus0177-0014
0,1987-05-22 23:07:44+00:00,195.43520830036556,195.04689511586912,186.10145635591604,196.2399571398807,192.364747315825,189.24093960211357,200.1445326057427,182.81712070142393,171.09057198937623,167.61680293892712,171.9100481855712,170.52095391429484,188.76618197461977,203.00259493958848,224.46003238310382
1,1987-09-11 23:10:29+00:00,201.2940161558518,204.72317846060255,200.6736655413905,209.9223909210671,208.23655721954913,204.48136843083176,210.97828294736647,189.46161995169888,182.71233319018606,183.07127041344535,178.56566818528617,178.77991597657228,180.71293994827244,193.06650781915982,208.76917864913153
2,1987-09-27 23:10:51+00:00,229.88307790120575,217.72739716784724,217.42516918782684,223.1498221988528,234.11222869888056,224.0359905558231,224.54212556379102,201.22064764071024,192.05460704637724,189.8758223600786,192.34975905793567,192.0568200692639,191.22245631636324,190.216569769279,208.386227623805
3,1987-11-14 23:11:47+00:00,203.66615356951434,201.87897499550144,204.30409114457962,210.21337026448617,210.07876451264585,197.90411846418723,200.83881745822106,190.33790799152405,178.575133875167,177.46885299019533,179.93784868691506,173.54553785179078,181.33117850690695,190.4709995142835,206.06571041846036
4,1988-02-18 23:13:23+00:00,209.46124354864747,207.79714682787343,201.8401959605316,211.90675631494602,203.73676098872872,202.31255270373535,206.96843109068357,193.73790285364646,197.77316582401258,195.96685834279378,186.23117022903833,182.16099341430433,198.05675291587943,207.12151851236268,221.84142321113714
5,1988-04-22 23:13:52+00:00,198.8120567479654,186.73299629045175,188.7062362512214,204.046635756455,198.22737494986893,187.175796989878,199.8276999683234,186.4813445084166,189.12947801110138,188.50451318791897,193.2935897922506,187.01350661780657,195.79881625349614,196.78981492016212,213.46466054729146
6,1988-05-08 23:14:02+00:00,169.76780851904488,172.87240315191377,163.23100657672296,175.90788711048992,178.79218648538384,177.53306530323982,186.8638189472353,170.40078619938672,175.7467167839544,182.8943374839761,188.5797383949685,,,,
7,1988-06-09 23:14:15+00:00,179.63409786346514,184.96506806941784,181.9917845029787,192.03552517514436,195.87126501936262,187.00733336526403,206.52402945072035,193.51550101090913,171.16716328975912,175.90371532722452,194.21757563268093,182.82774512334504,197.84558574072878,198.07142607947947,212.09088785034064
8,1988-06-25 23:14:20+00:00,199.3720008916018,193.43495431755628,190.30824276838783,206.11815525403043,198.26318906472486,192.92575731411532,198.00476834501418,196.07725959877604,190.565763461391,184.95528229214332,189.2465213129048,179.21748282922303,191.26368502979145,195.35208461954971,215.9490497656413
9,1988-07-27 23:14:26+00:00,191.34354198479286,200.89491830771706,182.93300006821323,190.31252745694187,198.89181996373006,183.72055261482078,198.42151518969317,190.89466274967168,184.12709922918876,171.8027770728844,173.40493788520678,182.17985537167618,188.98854796323738,189.84727948626156,206.52944168653318
10,1988-08-28 23:14:30+00:00,203.98637844154555,200.85598677200812,203.9590928713643,207.54665602778778,211.4337814330508,202.7837257747234,208.9943829502204,186.8122680328978,184.27219138928297,182.28480942711258,190.0142632100209,181.90508597520125,191.14271667727965,197.7364200448193,216.795942525815
11,1988-09-13 23:14:28+00:00,182.395647547063,184.64099438261783,181.71553961585678,193.44505613481178,196.11274900388943,196.90450999962937,191.63567701744776,169.4845457359213,161.43691274793173,,,,,190.67192091708486,201.5766451164583
12,1988-09-29 23:14:21+00:00,219.36583991710563,214.93857026554014,208.42248963565123,220.52528218861823,227.17376471406817,212.40745099746852,210.2326293808763,191.3495175783878,197.11919385166195,200.2200732088407,203.41773837571787,204.63633329650926,202.558074545847,213.18729421419883,216.24698278316185
13,1988-10-15 23:14:16+00:00,214.16493072653776,207.80206160235332,203.3972932205847,213.84418473180534,227.04940246537745,216.65210342568412,205.6191386621614,179.35822950209848,187.66687156048292,188.1887586238444,187.89575693317155,185.38576400264984,188.43767812538306,196.12967401009286,212.9202383734398
14,1988-12-02 23:14:15+00:00,211.90625352176244,193.56616890080792,200.65360141314514,205.75755177548146,207.5058279548018,201.03813178697348,205.62388921779734,186.00982791115018,189.0270492679742,191.89814971235134,191.78474327803264,187.11313615839347,195.5612859275314,201.7633669597281,208.81798032918385
15,1989-01-19 23:13:42+00:00,198.33694384435717,193.2543533895729,195.9145675041722,189.48276425051066,198.89897772234275,192.3037742884767,203.64858803790608,195.4678439424376,189.07924497104366,189.75833187626748,197.4152001719017,207.93462719214506,208.77278463285924,205.13064617576768,203.54385469560555
16,1989-03-08 23:13:15+00:00,191.14608582916378,195.81131296196264,193.47855830912536,194.90767620935344,195.52957296536854,199.28816168901955,211.744467502241,214.50555723321327,203.95558583751745,204.17799550832885,204.6468728851212,221.7466418910436,222.65711301442997,220.11290433302045,220.3425053030512
17,1989-06-28 23:11:25+00:00,165.42347018417186,169.20105384337936,173.65301240827733,197.85287614842838,186.67299704078175,177.38268796473884,201.4287531629074,183.57110196214376,172.60130649737806,187.50253071801495,204.01520576532184,197.12214825564428,208.80948415575608,203.9513331975443,208.13619159602615
18,1989-07-30 23:10:47+00:00,188.42437140334712,179.62847336672525,177.25033892698386,196.71777403264875,194.12418389511274,203.63224174846442,202.52232354125513,193.0576512437891,192.0355390708732,206.18970638309935,206.6272001491486,201.8730358049296,211.41763863432277,216.7574044585341,218.98764634848027
19,1989-08-15 23:10:23+00:00,177.6667250383675,179.0845671835104,172.56954027695465,189.71615299803491,190.00199747835453,196.08771853363984,194.30333275708088,183.29921109521604,172.05566342057998,178.23217968818426,180.39753032396428,178.71332961378806,190.4570333058442,200.5917825900072,210.46100881310716
20,1989-09-16 23:09:32+00:00,202.39044768829405,195.90116524060022,191.3783366058894,205.95869243035565,212.38915983783573,207.88009371039084,214.1821191911006,202.97463545470362,196.36823066931186,204.38923908258965,203.37733271708638,204.5955645141462,203.12775062913104,215.6670247833592,219.56307000224697
