,dates,per0075-0000,per0075-0001,per0075-0002,per0075-0003,per0075-0004,per0075-0005,per0075-0006,per0075-0007,per0075-0008,per0075-0009,per0075-0010,per0075-0011,per0075-0012,per0075-0013,per0075-0014,per0075-0015,per0075-0016,per0075-0017,per0075-0018,per0075-0019,per0075-0020,per0075-0021,per0075-0022,per0075-0023,per0075-0024,per0075-0025,per0075-0026,per0075-0027,per0075-0028,per0075-0029,per0075-0030,per0075-0031,per0075-0032,per0075-0033,per0075-0034,per0075-0035,per0075-0036,per0075-0037,per0075-0038,per0075-0039
0,1986-04-01 14:48:15+00:00,,,,,,,,226.70441602263443,,228.11711246961798,,,,230.37746321956286,,,,,,,,,,,,236.91028624099297,,,227.4226139132922,232.97066785792603,,,238.72554674261514,248.21984707485709,242.5977137253364,242.52799052517352,243.0615058800182,261.2765782815249,224.97285608944023,215.9598482066627
1,1986-05-03 14:47:30+00:00,,,,,,,,,179.9162615545632,194.95597407909887,,,,,184.72637610396612,,,201.34306095525625,,,,,,197.7747113008011,189.02016685147456,196.91215278594393,195.46857518286146,186.27452443929246,194.354907427552,194.8175845142505,183.35550177989361,190.45075699192432,193.69194988503844,203.38803944070239,208.98459260856478,214.80518840117472,210.16760306103566,231.917862935997,191.61482179915492,179.9724851965321
2,1986-07-06 14:45:34+00:00,201.86622983919003,191.00773670383492,189.38085536640006,194.51062792421237,194.3051224365762,203.11232888151656,195.4144122148996,199.64271220334567,210.52078253240026,214.36546232005705,211.4264877289138,213.2540734832193,211.76851066886672,216.93003183248862,221.17917191487695,231.4927617495586,235.7286092423675,234.72252784714578,246.04253997976656,240.8908306621041,236.9802253476236,244.09853687252084,238.78241421156315,233.14461660775916,223.00107422672727,233.42609041953392,231.0527510555431,219.13042256314506,220.6516917610609,219.2649606788788,213.45318866335597,219.52705686650745,220.99950861080552,232.41736709032514,229.84480450328152,235.02221988901607,232.45389837516547,253.55082659070493,219.71753718481784,199.45235473029948
3,1986-09-08 14:43:16+00:00,198.9942234886173,185.7344365868763,175.01713614061228,177.94655100427144,180.4224981825272,189.17824128120662,187.1859081564583,196.23928653422286,199.4359523885284,202.58818015733766,194.61412637723987,202.14871176152292,200.1192528614501,218.15538862575028,219.88892113991096,225.16712542042552,226.0475069976098,222.9462199868392,233.1017960477996,236.7703991210232,236.46070881109216,240.29962790647892,228.10399251129508,227.69348657419945,219.14497593815858,215.09764058008994,214.4650122151301,205.61918335546687,201.079284014187,217.55218648886327,210.95670398444483,211.42121273252076,218.46095802555428,225.93003042879238,222.87072001617912,229.82304090743258,232.87184443172805,256.3701220164577,211.6340063106229,195.3483780551594
4,1987-04-04 14:45:05+00:00,204.02608419412795,194.49034439584187,193.41002386838665,201.00127842859038,204.22570122327176,198.76164822442576,200.52532941437076,207.00564369739712,206.35227751331087,218.5069865202374,209.20822620853122,210.33498197160264,213.5368944489322,222.81230644359286,227.5760128544744,232.62379311119102,235.42780898844663,241.8917685038433,247.0173263093168,250.31955830717047,248.9657399060355,261.58650576508387,249.74767532981411,241.81139449956055,244.27862676869591,234.5516122739995,227.91212784826425,226.37911503614646,231.58114196033245,222.9513246958974,217.66209232112266,229.0819975865309,226.7276542060838,228.1690195550496,230.68446816823584,241.60902537054878,242.2699802950457,264.47503915747586,231.76614018503875,216.97141661134268
5,1987-05-22 14:46:31+00:00,199.47040228643365,187.27046296424257,189.84715513040044,188.7200810737777,,,189.22952484463295,201.77132037470497,206.72550628722948,208.5439797885515,208.44736001663478,210.91480216096693,212.89083511497248,214.70442161160804,220.52530636794205,219.71660465983888,223.86222348312262,229.03291517900144,236.679800693431,246.42286743448372,246.31129784150298,237.5520409823535,236.35778257489864,232.5115088055157,234.04118242343452,221.53826228975564,215.7964060975613,215.89296396553272,210.19004668734445,213.09244007979584,210.9174801515014,213.53589445925468,214.93315301954013,214.87496502840116,228.6367167661969,234.32207504087827,233.96603472643136,254.99567569629195,221.0834746104919,206.80415519410528
6,1987-06-23 14:47:16+00:00,199.31818059071773,189.21759181315494,179.7212387510052,183.48829586403056,183.12225622510093,195.93400075932598,194.15605507421876,198.4222691587398,201.19749442045884,205.2414110686698,203.78844493104057,208.78736161982587,210.18374495488192,218.0644527335564,219.3947429439761,221.84752160329393,228.3807592742126,227.11162619221884,229.09886516813714,233.3147347985575,232.07987038618896,237.7144438790538,236.1630542430679,230.39317806118822,221.37588385076603,218.71101154008088,213.98193828685964,206.7604648396268,212.20497222085905,213.63252000914335,205.92068030534304,206.85174517087998,212.7538020082267,223.2931673078011,223.05620619380366,222.78599376459576,223.89430549555456,247.70710688610163,221.20637149397,204.11466879005613
7,1987-07-25 14:47:55+00:00,201.41119834386947,187.3343906161418,187.90657654712558,187.1875701969641,193.37420703630963,190.10700712034048,190.72769529842634,196.39057039230778,205.11018466107598,210.33120184263103,206.5699693576182,216.75242889392175,215.74994958685457,221.06200310665744,225.42459328981698,227.2716740593051,227.10491628041834,227.35599816959675,233.22691818962565,238.9654786869363,242.25877130491364,239.46931312411158,235.5973825224929,231.65843016249426,225.07259420571702,214.6542825950559,228.45149526582944,222.45037007362856,214.84726017567058,216.32342223084277,213.34321739889512,217.46483199679906,219.98781808463556,230.30257244035957,227.55145172813434,235.16254580417305,234.31248071426077,250.4765628911659,223.60313461420984,208.8825482206629
8,1987-08-26 14:48:52+00:00,184.6896374090803,,,119.78027428978375,152.61903397761378,157.17796441397584,,159.81091711969913,180.6729352621833,190.16233942733496,178.54988924924695,190.4877352184128,192.86475831798387,200.06250377697745,191.49689683236613,197.778473842809,206.07186696145692,208.98731723315672,211.44845815420643,213.90637499920402,210.51097970692055,221.99314004020903,200.31053009554694,203.37716590901394,199.4719120020266,194.72787638374885,200.87362824483517,192.0291484567072,196.99979868436105,195.54583779623164,189.24175812819357,198.68411317579262,199.98173099810492,206.18939060712813,212.93482227186456,221.3869910688236,221.40526591157104,244.02863095277638,203.96814617062665,187.85680383967036
9,1987-09-11 14:49:16+00:00,179.00494109369941,169.6993156704329,159.45211558684642,155.2074169457951,162.35575785460313,176.14329661953613,171.0383574993751,168.7018495491368,183.73536877520115,189.7850204544971,176.9137725896626,192.98875056265578,191.9276397931852,204.43872574312,198.1257006851904,200.78759058435028,209.40076487360344,212.79604477881313,216.76130056578558,213.70521730534665,221.3259154284477,225.4362167444125,214.16569141340307,208.87362362527114,196.75757711691983,193.98544398119506,193.72716635763211,192.63880134998993,197.4639573266731,190.74094729637397,195.9058745498902,201.46923660327678,208.94780981922634,215.6709072376638,213.27623139771183,225.3962098527939,223.69684684830395,245.7929040992234,209.40275287828877,190.02859078419726
10,1987-09-27 14:49:38+00:00,185.79942320073653,173.48951752943918,161.77004390331138,165.59871322296598,169.77688707501605,181.99548775075056,177.2788464582629,174.389036761107,179.1222713107941,193.46022734847557,193.22434935592253,197.6177365076019,196.26154840699922,202.90287434053164,199.14243971817655,197.60926195207585,207.63024614715715,222.7644704958098,222.05135501157068,228.00959923949628,225.01496595646213,220.8004942764648,225.56298213383332,212.999394690737,201.80104385336278,201.3008900422749,207.62585368214496,201.3852869931454,201.33904381777756,197.907485573979,194.5608658936656,211.55254173641512,209.3799067738367,221.26441008762316,212.88920512313015,222.7971452476693,225.0200460488873,247.65202206404118,203.29533481292734,192.23502157614124
11,1987-11-14 14:50:35+00:00,204.1148846751655,193.0011660445972,188.13538962897218,195.6782751615292,188.6094329633969,202.1627021132749,209.25263858039557,203.93064420587046,210.3733208739046,204.05746462350976,205.4868434697844,210.92080229013524,216.98332650016587,223.64766508470453,218.8501411634633,223.47031355844038,224.86529649963774,230.0249654765551,239.71961710158882,249.1689488396439,245.37819592423213,244.67319770814254,216.95785231017328,218.47069247268644,207.37129956958253,214.27417105614163,219.56399927013274,207.90147293989733,211.46527590410872,213.1024153933488,211.36360524044608,220.44951101134708,221.45509799723646,227.82918542106506,228.06920596341118,235.13189751880324,236.96725141905847,256.55680945494936,233.01753426652533,206.53206932657548
