dates,nzd0498-0000,nzd0498-0001,nzd0498-0002,nzd0498-0003,nzd0498-0004,nzd0498-0005,nzd0498-0006,nzd0498-0007,nzd0498-0008,nzd0498-0009,nzd0498-0010,nzd0498-0011,nzd0498-0012,nzd0498-0013,nzd0498-0014,satname
1999-08-26 22:07:32+00:00,319.93,325.90,328.72,333.16,345.91,350.59,360.00,349.17,354.90,354.66,348.10,350.43,350.15,,641.55,L7
1999-09-27 22:07:36+00:00,325.51,327.01,334.70,348.40,336.24,336.79,348.75,353.94,346.61,342.67,342.65,337.24,325.00,335.40,638.47,L7
2000-02-18 22:07:16+00:00,348.19,345.21,344.49,340.70,340.73,342.69,354.20,357.98,374.40,388.76,,403.37,,339.30,637.01,L7
2000-02-25 22:13:25+00:00,,,,,,,,,364.88,358.78,349.40,428.90,,,,L7
2000-03-21 22:07:12+00:00,357.00,360.55,362.06,363.30,361.13,358.12,372.73,375.30,382.23,389.55,,395.42,,,635.12,L7
2000-03-28 22:13:18+00:00,,,,,336.65,339.14,338.88,342.99,350.88,350.85,343.11,353.13,346.06,342.02,649.88,L7
2000-05-08 22:06:44+00:00,346.01,350.46,350.71,350.80,347.81,351.18,356.40,359.64,366.24,366.74,358.21,349.09,341.63,346.41,638.61,L7
2000-05-15 22:12:54+00:00,339.05,339.05,340.64,340.20,337.73,336.30,347.28,352.64,351.09,352.50,342.95,336.64,326.18,333.33,644.62,L7
2000-05-31 22:12:42+00:00,302.41,309.92,313.71,317.06,315.25,315.96,326.98,328.05,323.22,325.60,319.85,320.10,312.33,302.41,621.46,L7
2000-06-25 22:06:19+00:00,328.87,337.31,343.83,346.63,342.03,352.49,346.24,352.72,354.75,354.04,355.16,350.83,351.20,354.14,612.45,L7
2000-08-03 22:11:55+00:00,316.92,323.57,333.98,329.68,331.81,334.46,339.37,346.70,353.96,351.60,342.44,335.65,327.65,319.19,606.65,L7
2000-09-20 22:11:14+00:00,319.58,326.09,338.17,337.96,337.06,343.68,339.13,345.78,343.46,344.95,348.01,340.87,341.32,329.20,646.48,L7
2001-01-26 22:11:18+00:00,330.62,337.73,344.33,347.07,346.18,344.45,355.21,352.67,352.63,350.50,347.32,348.08,341.11,332.62,639.14,L7
2001-04-09 22:04:41+00:00,313.98,316.91,320.79,322.03,321.54,312.84,332.55,332.79,334.11,330.13,327.31,328.12,319.15,320.46,641.21,L7
2001-04-16 22:10:54+00:00,327.46,330.86,336.59,333.49,332.83,332.68,335.10,336.12,342.88,346.43,343.41,342.49,343.08,342.17,642.39,L7
2001-06-28 22:03:56+00:00,338.27,347.49,352.23,346.34,344.34,345.92,343.65,347.62,357.79,355.10,353.77,349.40,350.98,350.91,632.23,L7
2001-07-14 22:03:57+00:00,347.76,356.48,366.05,364.22,358.70,364.08,362.81,368.92,374.67,376.31,363.49,350.91,355.09,354.41,613.28,L7
2001-08-15 22:03:26+00:00,316.91,329.99,343.89,340.25,344.31,341.34,340.05,340.66,344.86,347.37,347.77,348.86,346.40,343.74,625.01,L7
2001-11-19 22:03:08+00:00,316.99,325.71,331.03,331.97,326.44,324.98,337.80,335.13,339.94,336.08,340.05,332.24,328.39,316.70,646.53,L7
2001-11-26 22:09:21+00:00,323.41,334.54,342.72,342.90,338.27,335.08,341.28,342.64,345.48,350.46,346.86,343.97,342.44,328.31,610.53,L7
2001-12-12 22:09:26+00:00,,,,329.00,321.56,323.25,333.20,330.65,338.77,340.75,339.95,338.04,334.21,330.36,638.07,L7
2002-01-29 22:09:33+00:00,327.82,325.15,327.28,327.21,327.98,325.78,348.88,342.21,349.58,334.37,329.40,323.62,317.14,319.51,635.76,L7
2002-02-23 22:03:31+00:00,320.16,325.84,334.64,334.28,326.89,333.01,329.21,335.12,338.17,334.46,333.79,326.39,334.14,335.81,644.36,L7
2002-04-12 22:03:25+00:00,340.65,347.36,351.73,354.39,349.40,348.14,360.88,357.10,358.45,351.13,341.24,341.87,353.23,356.80,638.87,L7
2002-05-05 22:09:37+00:00,325.18,340.56,345.77,339.26,338.74,338.43,339.61,342.88,344.37,339.91,347.93,336.86,349.68,346.42,633.86,L7
2002-05-14 22:03:19+00:00,330.61,340.80,346.02,346.20,340.29,339.44,347.34,349.33,347.32,342.51,342.39,339.03,336.78,338.80,641.25,L7
2002-06-15 22:03:07+00:00,343.15,348.33,350.00,351.96,346.45,344.18,350.07,349.64,353.21,355.80,350.91,353.71,349.40,355.16,645.55,L7
2002-08-18 22:02:45+00:00,322.62,326.50,336.66,331.88,325.53,334.65,332.45,340.03,339.86,341.61,343.55,340.64,347.20,338.57,646.01,L7
2002-09-10 22:08:43+00:00,312.98,320.61,325.54,323.85,321.57,324.55,333.40,340.55,338.87,338.95,342.23,346.28,330.26,320.83,638.18,L7
2002-09-26 22:08:32+00:00,311.70,319.59,326.16,322.20,320.86,321.76,323.06,331.73,332.90,334.75,338.43,337.48,334.36,326.14,642.27,L7
2002-12-24 22:02:57+00:00,319.02,,,,,,,,,,,,,,,L7
2003-02-01 22:09:21+00:00,331.42,329.40,335.73,336.96,333.45,333.12,347.76,350.97,352.60,354.11,366.01,369.18,329.76,,636.94,L7
2003-03-14 22:03:20+00:00,,,,335.26,339.02,333.95,330.58,343.28,337.00,338.40,335.23,339.41,336.57,338.00,,L7
2003-08-04 21:57:34+00:00,290.32,306.75,316.07,316.38,320.65,326.93,330.69,329.93,339.52,350.50,349.73,351.37,352.14,343.17,,L5
2003-08-05 22:02:59+00:00,301.77,314.67,330.50,326.63,327.31,332.33,330.78,337.07,344.21,354.71,355.97,353.70,357.00,342.55,611.82,L7
2003-08-13 21:51:32+00:00,316.67,328.10,336.69,342.08,350.66,352.90,365.56,370.96,373.95,370.59,379.09,,383.12,366.87,,L5
2003-09-21 21:58:23+00:00,311.57,322.59,331.23,333.29,328.15,333.80,332.02,347.66,351.00,358.62,354.80,350.25,353.77,337.44,634.77,L5
2003-10-07 21:58:35+00:00,321.43,337.04,343.95,344.70,344.72,346.07,353.58,357.58,360.37,365.60,369.91,368.41,361.75,346.27,631.81,L5
2003-10-15 22:08:58+00:00,,336.61,333.58,330.76,334.11,333.72,340.22,347.52,345.05,351.23,355.08,356.17,346.01,328.53,624.65,L7
2003-10-16 21:52:31+00:00,315.73,,,,,,,,,,,,,,,L5
2003-11-17 21:52:57+00:00,335.51,338.61,348.73,347.16,342.11,355.05,352.29,360.58,364.34,368.21,366.36,356.24,343.15,332.77,633.30,L5
2003-12-11 22:03:21+00:00,324.35,327.73,338.72,339.63,335.49,340.17,346.94,352.16,352.59,355.64,359.55,354.33,320.57,313.25,603.70,L7
2003-12-26 21:59:30+00:00,322.05,329.41,333.88,334.87,332.10,330.66,337.80,339.62,345.97,346.36,346.97,341.07,311.93,307.02,621.88,L5
2004-02-29 22:03:45+00:00,316.50,327.90,336.40,335.05,336.56,338.26,,,,,,,349.84,333.05,,L7
2004-03-23 22:10:04+00:00,321.26,326.70,330.74,334.35,332.05,333.14,339.14,339.43,341.57,345.69,348.62,348.62,340.13,329.16,638.99,L7
2004-04-01 22:03:52+00:00,323.32,325.66,334.42,335.88,332.92,337.43,335.86,339.91,344.65,353.71,356.65,355.50,350.38,348.26,605.98,L7
2004-04-08 22:10:00+00:00,343.33,345.14,348.69,,,,,,,,,,,,,L7
2004-04-24 22:09:55+00:00,,,,340.85,340.79,341.58,341.38,348.60,351.89,358.08,358.25,359.11,360.48,361.48,624.76,L7
2004-05-03 22:03:47+00:00,327.82,,,,,337.98,339.50,344.64,351.97,354.16,357.59,356.07,350.40,353.28,634.61,L7
2004-05-18 22:01:26+00:00,337.63,333.65,345.99,344.85,348.24,345.21,362.19,364.32,364.27,362.09,397.12,,415.47,,,L5
2004-05-26 22:09:57+00:00,333.31,341.15,351.41,341.99,340.43,338.05,345.00,345.44,350.08,356.36,355.58,368.56,,,646.50,L7
2004-06-11 22:09:50+00:00,343.52,344.68,356.06,,,,,,,,,,,,,L7
2004-06-12 21:55:59+00:00,351.77,352.00,362.32,354.10,352.67,358.54,365.90,376.20,371.46,373.52,381.42,373.65,379.67,365.66,,L5
2004-06-27 22:09:48+00:00,347.32,337.72,343.79,341.01,337.59,339.26,343.49,344.68,355.91,366.88,365.18,361.20,369.45,364.57,645.45,L7
2004-06-28 21:56:28+00:00,325.97,324.95,337.09,331.83,328.00,331.34,337.73,346.13,348.13,357.03,354.16,354.47,358.94,354.69,630.83,L5
2004-07-06 22:03:36+00:00,296.74,313.05,336.24,343.39,341.83,,,,,,,358.80,358.94,359.51,,L7
2004-07-29 22:09:38+00:00,338.40,,,,,,,,,,,,,375.64,,L7
2004-07-30 21:57:15+00:00,336.83,341.76,345.54,348.60,347.86,347.57,,,,,,,,,,L5
2004-08-15 21:57:37+00:00,341.10,351.07,350.03,350.91,349.52,345.98,357.33,371.18,370.90,374.37,368.21,363.16,359.67,346.58,,L5
2004-09-08 22:03:17+00:00,333.20,339.48,,,,,,358.25,360.55,368.29,362.03,360.52,360.23,348.71,625.10,L7
2004-09-24 22:03:12+00:00,331.74,340.03,350.09,341.51,341.68,346.69,345.64,357.73,357.49,365.03,365.31,362.90,356.21,346.87,643.27,L7
2004-10-09 22:05:10+00:00,345.56,350.39,355.13,349.09,351.34,352.55,353.51,360.66,362.24,364.55,364.33,366.93,363.81,350.52,638.11,L5
2004-10-10 22:03:07+00:00,,341.89,348.18,345.34,343.49,349.05,352.22,359.33,361.46,361.08,364.77,361.79,359.99,341.69,644.35,L7
2004-10-17 22:09:26+00:00,338.32,341.92,,,,,,,,,,,,,,L7
2004-10-18 21:59:11+00:00,336.83,341.90,363.41,354.09,347.68,353.90,355.43,361.27,364.83,364.74,370.00,365.30,362.20,347.26,631.70,L5
2004-11-10 22:05:47+00:00,346.89,350.06,353.03,350.69,345.75,353.58,357.80,360.10,365.09,363.64,364.58,355.90,351.97,358.14,630.62,L5
2004-11-19 21:59:42+00:00,,,,,,,312.10,,,,,,,,,L5
2004-12-29 22:03:56+00:00,332.65,,,,336.41,339.29,344.54,,,,,,,,,L7
2005-01-13 22:06:52+00:00,338.74,352.02,357.87,355.72,349.30,349.86,351.32,356.47,364.23,361.94,360.08,361.88,362.92,360.50,615.96,L5
2005-01-14 22:04:00+00:00,331.52,336.32,341.46,339.13,336.25,,,,,,342.53,350.82,353.33,353.20,,L7
2005-02-14 22:07:21+00:00,333.75,335.02,348.37,347.11,341.03,345.36,346.38,347.67,359.44,359.68,362.72,357.55,362.78,364.28,639.07,L5
2005-03-03 22:04:17+00:00,,,,,337.20,343.09,347.85,351.71,358.19,361.23,361.83,356.57,361.23,365.88,649.16,L7
2005-03-26 22:10:28+00:00,,,,,,,,,,,,350.72,347.76,346.58,,L7
2005-04-03 22:07:51+00:00,324.13,329.86,336.05,341.26,336.70,345.42,342.32,350.93,351.56,356.19,354.15,355.38,361.70,366.62,635.94,L5
2005-04-04 22:04:14+00:00,337.39,342.89,349.61,345.67,345.14,,,,,,358.07,360.38,359.75,359.50,,L7
2005-04-20 22:04:08+00:00,329.36,329.98,343.15,341.21,338.70,342.76,347.50,352.58,354.16,353.66,355.26,350.86,352.16,352.91,606.67,L7
2005-04-27 22:10:21+00:00,,,,,338.16,339.73,350.11,355.27,354.35,355.13,354.53,349.76,350.39,353.00,604.89,L7
2005-05-05 22:08:01+00:00,335.18,344.83,352.92,351.91,348.17,351.07,363.28,358.09,360.74,361.67,356.86,359.16,354.42,363.90,,L5
2005-05-14 22:01:54+00:00,,,,,329.60,329.70,332.19,333.67,341.53,344.79,348.10,343.14,348.53,355.61,,L5
2005-05-29 22:10:21+00:00,,,,,,,,,,363.61,357.74,355.03,357.09,365.85,,L7
2005-06-07 22:04:06+00:00,356.48,359.79,366.86,369.93,369.89,365.16,380.80,379.51,376.51,373.17,368.22,374.28,369.36,373.47,632.66,L7
2005-06-15 22:02:10+00:00,342.46,344.69,352.59,346.86,346.64,355.27,351.88,362.81,363.64,372.40,371.33,365.86,367.09,368.78,,L5
2005-06-22 22:08:22+00:00,328.70,331.50,340.78,336.15,336.64,349.44,363.71,371.94,377.80,376.90,374.48,377.92,375.42,369.96,,L5
2005-06-23 22:04:01+00:00,345.65,342.19,348.49,350.47,,,,,,,384.19,381.92,373.70,370.56,,L7
2005-07-09 22:04:02+00:00,,,,,363.47,358.87,370.50,368.02,375.48,370.67,372.98,373.41,373.54,370.44,641.28,L7
2005-07-16 22:10:12+00:00,357.10,348.27,355.87,351.02,349.09,349.26,348.03,361.46,365.15,373.60,373.29,373.24,377.68,372.97,612.51,L7
2005-07-25 22:04:01+00:00,316.83,322.46,,,,,,,354.04,355.91,,,,,,L7
2005-08-09 22:08:46+00:00,315.18,325.81,334.51,332.39,329.19,336.06,340.88,350.90,357.66,356.92,356.47,358.42,362.94,358.36,,L5
2005-08-17 22:10:06+00:00,323.03,328.99,341.43,,,,,,,,,,,,,L7
2005-08-25 22:08:52+00:00,318.74,332.69,339.19,340.66,333.41,338.69,338.62,348.25,352.42,356.01,352.57,351.76,352.13,349.74,,L5
2005-08-26 22:03:51+00:00,,,341.08,338.25,336.04,341.32,347.26,350.94,354.43,358.18,356.43,355.73,354.38,349.17,642.89,L7
2005-10-05 22:02:41+00:00,325.98,333.97,341.10,344.31,346.67,345.30,361.17,360.25,360.80,359.43,355.33,356.84,347.74,346.83,629.13,L5
2006-01-01 22:04:22+00:00,,,,,,,,,,,,333.91,329.54,328.35,,L7
2006-01-08 22:10:37+00:00,,,,,,,,,,,364.09,358.92,360.43,359.65,,L7
2006-01-24 22:10:44+00:00,,,,,,,,,356.42,356.31,355.64,353.65,356.89,353.80,587.73,L7
