,dates,nzd0498-0000,nzd0498-0001,nzd0498-0002,nzd0498-0003,nzd0498-0004,nzd0498-0005,nzd0498-0006,nzd0498-0007,nzd0498-0008,nzd0498-0009,nzd0498-0010,nzd0498-0011,nzd0498-0012,nzd0498-0013,nzd0498-0014
0,1999-08-26 22:07:32+00:00,129.760700525506,138.45428515788953,143.27078745375638,146.36618813908348,157.12149952358118,162.7439938452901,167.31614656139303,160.5219215100741,166.8220014167921,170.85982719342036,164.88467480489675,164.52897503873288,168.44230723340007,,
1,1999-09-27 22:07:36+00:00,129.98778396736498,136.07570148587286,144.55186362682198,151.83630626811745,147.31188432357428,149.25634628401465,147.989155784795,158.62116747958336,152.58936682090285,155.09723525152413,154.32918066071323,142.89057857216747,142.22762274095462,149.99786067957987,145.1950995393754
2,2000-02-18 22:07:16+00:00,148.278630625723,151.14300184466134,152.0665574146153,146.68917516674833,147.69240333236982,148.56285239180986,155.26581906026877,160.18331460190583,167.43369725209126,,,145.64549202507638,141.8981996814201,154.33770705100352,155.70808919163164
3,2000-02-25 22:13:25+00:00,,,,,,,,,156.7702211056193,151.44342378508836,139.447065589256,,219.3648363245992,,140.8050795545873
4,2000-03-21 22:07:12+00:00,163.7246645936929,169.91671020700923,171.8519521080202,169.84154546228157,165.89610093940078,169.8377784731187,174.9471380826009,182.94052440254023,193.50552905779935,203.66157514181103,207.74402008173163,,205.26998266406304,,161.78527669040324
5,2000-03-28 22:13:18+00:00,,,,,130.82151927973433,130.95623467738477,135.176266835957,137.2620671989966,144.5999117563595,142.37481987996864,136.53239502477825,146.00386330055716,136.39679787230338,130.7335902409002,132.88944908695174
6,2000-05-08 22:06:44+00:00,146.19918379145545,148.8499582254915,150.2136904008022,150.06514442142685,147.71488142550206,150.13071940103805,157.1891353880938,159.2131146713392,165.28413437941956,165.8330945627062,157.85572780678206,148.55875024939704,140.08497274931705,145.35283548292915,157.9802328867264
7,2000-05-15 22:12:54+00:00,145.5869006515971,145.63710531793276,149.02855886876938,144.82885005806193,145.37162576470092,144.38167668575926,152.3944034602663,160.34532621198557,158.0204027956462,162.16504893022892,151.06333588265812,145.79701963848353,135.45637624962148,144.10868577940465,165.59519496451475
8,2000-05-31 22:12:42+00:00,109.50990085901049,117.6653346803048,121.9863157633702,124.85172260166708,122.55587908683746,123.45849793346056,132.03687632732996,134.4196599952922,130.30198715737413,135.10563234338713,128.9317079519857,129.55076504985632,123.20188699280205,113.86190307427528,131.286862847657
9,2000-06-25 22:06:19+00:00,118.01378219657252,125.5430902272632,130.8755352815436,135.96331463929675,131.2093649179925,139.56217344908455,139.32145162269208,142.0888876290086,142.98018298351798,139.37600801700938,140.3323937966549,137.96603817083687,134.48730543616227,137.30074894970485,121.7135710962322
10,2000-08-03 22:11:55+00:00,126.10900039302774,129.73652580823884,143.66854065848946,138.7179865750844,141.82631124083022,145.0306653144135,145.856914233615,156.06713263457405,164.80698691470823,165.0734251812866,153.6193749437625,146.46973067769696,140.46462176775384,133.04262781660975,124.10007869453035
11,2000-09-20 22:11:14+00:00,109.17308270829382,115.39757338364468,126.1272696283376,127.98705576899864,126.93282174330938,131.5243227193331,132.96257366789675,135.84887622276548,134.48039541355058,130.52649436153766,133.51252921146758,129.7160811584158,125.29815966151656,114.94798570114534,99.49792234788596
12,2001-01-26 22:11:18+00:00,143.80695994086764,152.0585707410102,160.68187772276133,159.7093136343853,157.9783011495936,159.07872026521423,164.2294666943475,165.28847439057188,165.35990613659243,166.34395617128283,162.55480303106876,162.84938561005958,160.1200095062144,162.95466990796493,151.66785348905265
13,2001-04-09 22:04:41+00:00,124.83175719115091,129.1059172259708,135.0035508066688,133.5929592980166,132.9752025118026,131.108486907479,140.02048906535893,142.2633731781237,147.2439494607486,147.75959902164112,144.37918565363623,144.51453679169504,139.13160472700758,141.07395696862477,135.59286821730126
14,2001-04-16 22:10:54+00:00,122.54346486163756,125.86925927093324,130.10162062318838,128.51356951347353,127.61419856660524,124.60091811723252,132.76554887360842,133.10041955557054,137.30606016089857,139.150150230075,135.733432180585,135.60415620216116,133.25978452183182,132.23829091072275,137.56821674696525
15,2001-06-28 22:03:56+00:00,127.84657029493596,134.51990947473143,138.7620505551874,135.14079674926984,134.1116982849283,131.99975905449472,136.75054760972853,136.2862842482654,145.70630990436092,137.51437535432717,136.41796590805023,135.6442789391101,130.74249794485405,132.05151591063213,132.1253510444819
16,2001-07-14 22:03:57+00:00,140.06365392758562,148.28836909080383,155.9006934370429,156.24140241311534,149.858506267427,152.8486295644806,158.9419260550223,160.41000476267783,165.48829694237654,164.1657756720931,150.8335896383054,139.463709993675,140.84653894213312,142.047444559776,149.49539916915236
17,2001-08-15 22:03:26+00:00,105.77556833882484,120.41114056864276,129.429878385452,128.7762476589345,133.3092938009576,129.2363126493426,130.06005955632466,127.66400497358148,132.52609712327836,134.83792611722853,134.22524503468478,136.2713761066177,131.3090854533562,129.92646490891843,113.20964796045928
18,2001-11-19 22:03:08+00:00,113.80752487597437,121.74607480038608,127.60855613482153,128.74782718179208,123.63772364992546,122.32113513036408,132.65565657586856,134.21324188704895,136.79979880952502,132.79206711796397,136.03293119775535,127.17987404310908,124.8326781485381,112.29982652218044,101.08416807574352
19,2001-11-26 22:09:21+00:00,120.49319203868656,131.4101984087253,139.34594217819532,139.95024847753425,134.75012296018923,132.02078974822928,139.42334440445666,140.8240746191214,141.54702821464232,146.36923564158093,143.256310102978,140.6563102023156,137.47380916006452,122.1488759883932,115.1504290770551
20,2001-12-12 22:09:26+00:00,,,,137.21673790903304,129.60044513728474,131.9119816155407,140.25510636717158,140.27652638918636,148.53077339364935,151.46815132890146,150.88548885268696,147.26852427084563,145.87209452392904,142.98620307844948,134.90199979603122
21,2002-01-29 22:09:33+00:00,139.52195828804378,139.55226134412175,144.61655195932775,142.4012543596155,142.14183800985225,141.78242061445818,154.44279964143385,157.7344455230514,162.3775416402471,153.7631898721051,149.04208128226236,141.9695476957175,140.9815112122978,144.2753763271526,151.814526291002
22,2002-02-23 22:03:31+00:00,120.46581728353016,124.51056110377712,132.89587415254863,133.49817153440375,126.1585273401078,131.28058083102906,130.02767553469812,134.84665849698982,137.20564272763207,132.83550938024518,131.71005200537252,126.11616385006016,131.54069653747752,132.73027803033725,131.75048828209887
23,2002-04-12 22:03:25+00:00,153.0746509356918,161.1386440186513,167.21871847593323,166.36952246118742,162.23672568426096,163.61586849344306,169.36315564898717,169.53186474977073,172.18641330250324,168.46951708431,158.24409404147755,157.45955327455798,172.79093454721703,176.1493204216287,169.12461975604697
24,2002-05-05 22:09:37+00:00,115.31293718546024,130.93765200341437,134.74349554416244,130.50338027023452,130.09723912707085,127.71926810866567,133.3756294911031,134.24290408098489,134.82493871369837,128.238518681922,136.0544522085731,127.2300427699787,136.06586952566047,132.67364140708082,119.16087594517138
25,2002-05-14 22:03:19+00:00,143.05997725774708,154.03102208320894,159.79785462581654,158.00984665836037,152.10153985256,152.74848394970098,156.37828051832147,159.93373537111515,160.87214486268283,158.84973341322302,157.53888526488515,153.38641882816694,154.55396068336782,156.89421841526303,165.0502166557235
26,2002-06-15 22:03:07+00:00,142.86234246339671,148.0845158445615,149.63667347856074,151.64810751414447,145.73886659913322,143.735839081749,150.05910433921736,149.74635997726082,152.68253076320875,155.65980753352642,150.11829425844417,153.89000485796566,149.17080737810628,154.37165728345897,168.28351287647982
27,2002-08-18 22:02:45+00:00,119.71791157897302,121.82599414960366,132.4083356935248,128.821730906592,121.53579013888232,130.11097603620635,131.3568702189965,136.49519470574472,136.3510739043798,135.69810517553745,137.99500520422882,136.4717046857725,140.62901376835143,133.5258100144363,130.27090147078576
28,2002-09-10 22:08:43+00:00,112.445728078707,118.99589764723372,126.55099252812052,123.5363414673162,120.28887622159311,125.15837216147646,129.08901117057235,137.41260677603572,136.22338553281818,137.69589961206475,141.63286642387166,142.64163424827387,133.38091642771673,123.50451018835864,124.20717289749464
29,2002-09-26 22:08:32+00:00,111.61270918999816,119.8053172728432,126.28219878026658,121.8528751953462,121.01588435809334,121.87485554102,123.02979226962285,132.2837828853485,132.1192655187129,134.8148302617006,138.70794654540816,137.55259647036866,134.6883579009093,124.23728245736096,120.18376149524371
30,2002-12-24 22:02:57+00:00,118.86416017579766,,,,,,,,,,,,,,
31,2003-02-01 22:09:21+00:00,143.90123777160068,143.13111540026395,151.25493765828253,149.711731438679,146.23012329209783,149.0644135318926,155.4306716554945,163.80273920858963,167.78719706217288,171.56507310109382,181.4010362690216,178.60382213953864,148.80200650800356,,198.5149974132404
32,2003-03-14 22:03:20+00:00,,,,136.76647556259036,140.57230491781664,134.47531003964048,132.376755589997,143.87054915102556,137.79735409989237,141.1286165613583,139.44352867329627,140.94948758126333,140.27083436293609,139.15084906005129,134.85264720907884
33,2003-08-04 21:57:34+00:00,84.38667203342841,99.88272867825285,110.21061196907056,111.54010484185032,116.05938361136552,117.29160367899276,126.31191682214843,124.52423392995726,131.90065754229218,141.23436992995465,141.55078309416248,144.92022144537628,141.98786508729506,132.94595936984229,126.01739633248528
34,2003-08-05 22:02:59+00:00,90.43272935938982,101.56777511261676,115.94371793255462,114.62871113069122,115.41566282437402,117.74405906614048,122.9598432607135,125.6196405369693,130.9593463291951,136.79634589229536,138.98208450825786,138.61751379237558,137.31571480645638,122.31057053853998,116.67170225183123
35,2003-08-13 21:51:32+00:00,123.47640121867008,138.08184327344907,147.27682117129123,151.26014777752994,153.70684629870644,163.31365796865896,168.29833707638846,179.48864002667432,182.85555456013503,184.77397891266355,192.92631633330967,202.87589585769425,197.2475659156984,185.20509008389496,177.48986567507887
36,2003-09-21 21:58:23+00:00,109.24022108636316,118.85819403317733,126.26243574482612,129.7066936835618,124.12518528296478,129.17060475767164,131.0696951091667,144.75418902767987,147.6931501545251,152.22876390687782,148.43035058285636,145.5526787069805,146.41088687413762,131.6121814340908,123.98263434008598
37,2003-10-07 21:58:35+00:00,125.79235931483836,141.3917745254372,148.8833075271574,148.6820577987729,149.09363718826282,150.83097843476494,156.50484178778896,161.58294678736243,164.71364522807363,171.0738372661583,175.70492854619386,173.34273733535483,168.02526193813753,152.35726770481173,135.33285756809153
38,2003-10-15 22:08:58+00:00,,137.09497236161997,134.12065539992315,132.44001809892757,134.46209902707363,134.7689391129809,141.16064723477632,149.29199569932578,148.42985349225566,152.21506113178995,156.19868582078885,157.20798343275965,147.19456299467936,127.93472856779512,120.96144817567682
39,2003-10-16 21:52:31+00:00,,,,,,,,,,,,,,,
40,2003-11-17 21:52:57+00:00,127.52655365322984,128.6577177269168,136.13307419588574,137.88257741029926,132.9723755960449,142.6884023550291,146.9290110539178,150.47700681635544,153.77177259406673,154.31669699737597,152.68719963808,143.24449123565634,127.156924456057,116.52366649166817,122.70110737239736
41,2003-12-11 22:03:21+00:00,127.95173001291003,130.76270554775792,144.09254741071547,143.00056022720656,138.96074257104834,145.24099462234273,148.02512755400627,156.72533030408096,156.70411306645815,161.90299104478947,165.5541808070994,159.37476900504055,126.32373296284916,120.52365721112108,127.4155448548323
42,2003-12-26 21:59:30+00:00,131.6830264603738,139.2506227243003,144.62574288493013,143.38042554663372,141.45763307376336,142.43929453151156,146.0272205408471,150.27757702978727,155.6808384184282,159.54151242054616,158.1719823963346,153.03390576422808,123.1836011007886,119.24017855661133,129.25992182663987
43,2004-02-29 22:03:45+00:00,113.65331665149148,121.86058532650242,130.8274541987321,129.8494162433775,132.26262754911107,132.64740756622152,,,,,,,142.11429326809764,128.03829430989498,117.02406849162232
44,2004-03-23 22:10:04+00:00,130.47848913699215,136.5136659444343,142.62240425720654,143.31981967301854,142.1477113939223,144.5543791544015,145.39973783808838,149.44243204296262,151.95716881256482,159.32702273607327,161.44949528035283,160.34104473337285,155.03929120469869,143.86863005907992,
45,2004-04-01 22:03:52+00:00,120.67784705029936,123.21925989810812,131.98477363472426,133.37929427369693,129.07670887369187,134.46619219630543,133.1979425381407,137.63720072839834,142.69698800419016,151.23919210894152,154.16159671975498,153.06560272886014,147.34857067283497,145.82966655374955,146.5700227635398
46,2004-04-08 22:10:00+00:00,151.64683939330257,154.86481836820343,159.09356722851436,,,,,,,,,,,,
47,2004-04-24 22:09:55+00:00,,,,138.36217688894337,138.8036686327014,139.51564448688617,139.57506230430332,144.48421817362032,148.7669299340289,155.3061231458663,155.53058498820826,155.68167212397066,157.62640908191236,158.32686341156858,166.4215425996475
48,2004-04-25 21:54:35+00:00,,,,,,,,,,,,,,,
49,2004-05-03 22:03:47+00:00,,,,,,152.076581745426,147.2692345099123,155.94767988613512,164.06168664762183,167.53388154271113,173.0186777287351,169.6279233148099,168.21555566281785,169.53270000260866,185.3312472754815
50,2004-05-18 22:01:26+00:00,146.05922372365046,143.26172731411882,156.91862203801674,154.37518096119106,157.11678895608063,156.7558112212772,165.4312507241973,171.9718547778097,172.64457403081985,174.32302254411917,207.45567466723,220.4849432744657,,,
51,2004-05-26 22:09:57+00:00,127.26108363479204,134.838206738092,143.4434129988666,135.89487557965452,135.55088755423463,130.82815048022908,140.81076274908324,139.70334889831346,142.92209346382893,147.76292565319272,147.00855597700607,158.38316366243737,,,
52,2004-06-11 22:09:50+00:00,133.03986867569571,133.29319075174027,143.35104642154403,,,,,,,,,,,,
53,2004-06-12 21:55:59+00:00,144.43485102387356,144.18121250984174,154.17319542829665,147.17900015277786,145.83755118501827,150.14042268320378,160.54012390544625,169.26660231881186,164.02866353765725,164.40632733516182,172.318133787893,165.36771274091078,169.19082492842622,155.2691802194359,161.84045792070648
54,2004-06-27 22:09:48+00:00,135.3086825302481,124.61315691898533,129.45385154518294,129.67792538193945,125.81438368549738,124.61881619999228,134.16117895168554,136.01380287261318,142.81624444444972,150.45462319527127,148.77058482733077,146.32810014684011,150.88105349515968,144.22127487237512,139.32289870947363
55,2004-06-28 21:56:28+00:00,123.32888109537336,119.1057928677625,130.80601531483558,128.7044450354241,123.75320699423584,124.91037204651649,135.05173536503358,140.85285360457442,144.36295815985162,148.9866741382743,146.18157061761605,148.02385457344954,150.49121374010235,144.3839288000767,144.2798464783166
56,2004-07-06 22:03:36+00:00,99.91704050056916,116.07458953479018,137.8526927749615,144.43734268279673,143.58180185640228,,,,,,,160.17238232096892,160.29544269068478,160.920571147657,157.26137984036023
57,2004-07-29 22:09:38+00:00,,,,,,,,,,,,,,178.52170719415602,153.46571664422717
58,2004-07-30 21:57:15+00:00,147.66892222089982,153.8674693255244,158.63091381741737,159.7431488374716,159.03096015230636,161.08521022551503,,,,,,,,,
59,2004-08-15 21:57:37+00:00,150.2782499836602,161.16528989041973,161.9808547746444,159.109245058605,159.05209225528046,157.8825511037295,162.8210373361786,180.3927751951244,181.2293335360998,187.1527047370495,181.8915890731914,175.6737590791721,175.57450855904938,164.39527903860693,161.89218420573388
60,2004-09-08 22:03:17+00:00,121.6025140859754,124.49085490073465,,,,,140.87493925537362,146.61458487960476,148.66400317675706,153.26510435566635,147.4360730601815,146.72291161833255,143.04424611312535,131.02978173877943,129.47090263613788
