dates,nzd0498-0000,nzd0498-0001,nzd0498-0002,nzd0498-0003,nzd0498-0004,nzd0498-0005,nzd0498-0006,nzd0498-0007,nzd0498-0008,nzd0498-0009,nzd0498-0010,nzd0498-0011,nzd0498-0012,nzd0498-0013,nzd0498-0014,satname
1999-08-26 22:07:32+00:00,319.93,325.90,328.72,333.16,345.91,350.59,360.00,349.17,354.90,354.66,348.10,350.43,350.15,,641.55,L7
1999-09-27 22:07:36+00:00,322.72,326.45,331.71,340.78,341.08,343.69,354.38,351.56,350.75,348.67,345.38,343.84,337.57,335.40,640.01,L7
2000-02-18 22:07:16+00:00,331.21,332.71,335.97,340.75,340.96,343.36,354.32,353.70,358.64,362.03,345.38,363.68,337.57,337.35,639.01,L7
2000-02-25 22:13:25+00:00,336.85,336.11,339.60,344.55,338.49,339.74,351.48,355.96,361.96,363.40,346.02,389.84,325.00,337.35,637.74,L7
2000-03-21 22:07:12+00:00,343.57,344.26,347.08,350.80,346.03,345.87,358.56,362.41,367.03,369.94,346.02,391.23,325.00,337.35,636.87,L7
2000-03-28 22:13:18+00:00,352.60,352.88,353.27,352.00,346.17,346.65,355.27,358.76,368.10,371.99,346.25,395.20,346.06,340.66,640.67,L7
2000-05-08 22:06:44+00:00,350.40,352.07,352.42,351.60,346.58,347.78,355.55,358.98,367.73,370.94,350.24,385.98,343.85,342.58,640.15,L7
2000-05-15 22:12:54+00:00,347.56,348.82,349.47,348.75,344.81,345.49,353.90,357.71,364.95,367.86,348.42,377.76,337.96,340.26,641.05,L7
2000-05-31 22:12:42+00:00,338.53,341.04,342.32,342.41,339.88,340.56,349.41,352.77,358.99,361.83,342.70,369.52,331.55,332.69,637.78,L7
2000-06-25 22:06:19+00:00,336.92,340.42,342.57,343.12,340.19,342.27,348.96,352.76,358.46,360.85,344.78,367.19,335.48,336.27,634.16,L7
2000-08-03 22:11:55+00:00,334.06,338.01,341.35,341.20,339.14,341.29,347.76,352.00,357.96,359.82,344.45,363.68,334.18,333.83,630.73,L7
2000-09-20 22:11:14+00:00,325.47,331.07,336.84,337.06,335.48,339.03,342.04,346.93,349.09,349.47,344.25,340.90,335.20,332.39,631.45,L7
