dates,nzd0108-0000,nzd0108-0001,nzd0108-0002,nzd0108-0003,nzd0108-0004,nzd0108-0005,nzd0108-0006,nzd0108-0007,nzd0108-0008,nzd0108-0009,nzd0108-0010,nzd0108-0011,nzd0108-0012,nzd0108-0013,nzd0108-0014,nzd0108-0015,nzd0108-0016,nzd0108-0017,nzd0108-0018,nzd0108-0019,nzd0108-0020,nzd0108-0021,nzd0108-0022,nzd0108-0023,nzd0108-0024,nzd0108-0025,nzd0108-0026,nzd0108-0027,nzd0108-0028,nzd0108-0029,nzd0108-0030,nzd0108-0031,nzd0108-0032,nzd0108-0033,nzd0108-0034,nzd0108-0035,nzd0108-0036,nzd0108-0037,nzd0108-0038,nzd0108-0039,nzd0108-0040,nzd0108-0041,nzd0108-0042,nzd0108-0043,nzd0108-0044,nzd0108-0045,nzd0108-0046,nzd0108-0047,nzd0108-0048,nzd0108-0049,nzd0108-0050,nzd0108-0051,nzd0108-0052,nzd0108-0053,nzd0108-0054,nzd0108-0055,nzd0108-0056,nzd0108-0057,nzd0108-0058,nzd0108-0059,nzd0108-0060,nzd0108-0061,nzd0108-0062,nzd0108-0063,nzd0108-0064,nzd0108-0065,nzd0108-0066,nzd0108-0067,nzd0108-0068,nzd0108-0069,nzd0108-0070,nzd0108-0071,nzd0108-0072,nzd0108-0073,nzd0108-0074,nzd0108-0075,nzd0108-0076,nzd0108-0077,nzd0108-0078,nzd0108-0079,nzd0108-0080,nzd0108-0081,nzd0108-0082,nzd0108-0083,nzd0108-0084,nzd0108-0085,nzd0108-0086,nzd0108-0087,nzd0108-0088,nzd0108-0089,nzd0108-0090,nzd0108-0091,nzd0108-0092,nzd0108-0093,nzd0108-0094,nzd0108-0095,nzd0108-0096,nzd0108-0097,nzd0108-0098,nzd0108-0099,nzd0108-0100,nzd0108-0101,nzd0108-0102,nzd0108-0103,nzd0108-0104,nzd0108-0105,nzd0108-0106,nzd0108-0107,nzd0108-0108,nzd0108-0109,nzd0108-0110,nzd0108-0111,nzd0108-0112,nzd0108-0113,nzd0108-0114,nzd0108-0115,nzd0108-0116,nzd0108-0117,nzd0108-0118,nzd0108-0119,nzd0108-0120,nzd0108-0121,nzd0108-0122,nzd0108-0123,nzd0108-0124,nzd0108-0125,nzd0108-0126,nzd0108-0127,nzd0108-0128,nzd0108-0129,nzd0108-0130,nzd0108-0131,nzd0108-0132,nzd0108-0133,nzd0108-0134,nzd0108-0135,nzd0108-0136,nzd0108-0137,nzd0108-0138,nzd0108-0139,nzd0108-0140,nzd0108-0141,nzd0108-0142,nzd0108-0143,nzd0108-0144,nzd0108-0145,nzd0108-0146,nzd0108-0147,nzd0108-0148,nzd0108-0149,nzd0108-0150,nzd0108-0151,nzd0108-0152,nzd0108-0153,nzd0108-0154,nzd0108-0155,nzd0108-0156,nzd0108-0157,nzd0108-0158,nzd0108-0159,nzd0108-0160,nzd0108-0161,nzd0108-0162,nzd0108-0163,nzd0108-0164,nzd0108-0165,nzd0108-0166,nzd0108-0167,nzd0108-0168,nzd0108-0169,nzd0108-0170,nzd0108-0171,nzd0108-0172,nzd0108-0173,nzd0108-0174,nzd0108-0175,nzd0108-0176,nzd0108-0177,nzd0108-0178,nzd0108-0179,satname
1999-08-26 22:04:44+00:00,357.70,349.81,333.62,,,,314.10,,323.20,320.34,324.04,336.64,339.58,341.73,342.70,348.69,,,331.45,336.49,338.55,338.92,335.16,,314.83,,316.74,313.85,312.65,306.27,312.16,320.29,323.70,325.30,326.97,317.79,319.72,323.49,314.26,317.72,314.75,323.20,330.72,326.70,330.48,335.75,,325.82,316.48,316.99,318.29,314.53,309.71,303.31,314.60,305.30,314.61,323.94,322.54,316.13,324.97,,325.87,320.49,319.40,325.73,330.35,331.12,327.28,,,318.19,321.85,321.82,320.66,318.64,,290.29,295.79,301.60,307.23,295.91,300.81,313.70,282.07,305.45,307.79,313.13,313.16,300.64,308.27,314.41,304.49,305.66,301.96,279.17,294.62,298.50,284.41,278.11,291.59,299.60,304.70,305.49,294.04,,262.35,215.02,287.60,291.07,291.40,298.64,299.17,311.24,299.55,294.42,305.17,,222.14,,,253.44,301.74,,231.00,291.79,307.12,307.22,302.58,307.83,308.52,305.17,300.69,303.98,302.47,,218.74,270.84,271.68,273.15,242.89,193.48,210.17,,207.12,,,,232.63,,285.15,224.67,284.03,299.77,205.11,231.98,315.22,316.93,311.17,303.82,309.72,,251.29,246.02,231.31,213.18,247.90,242.65,243.75,256.21,263.09,242.36,258.55,243.91,,313.89,,225.19,247.93,269.43,L7
1999-09-27 22:04:48+00:00,353.24,347.54,330.86,336.62,,,298.81,,317.56,319.33,324.86,334.74,337.62,338.38,339.52,345.86,342.87,,329.39,332.51,334.19,333.33,330.02,309.81,316.06,,317.47,312.24,310.50,301.34,306.39,314.83,322.71,321.49,320.38,314.26,318.71,319.73,312.29,314.58,314.97,323.51,329.88,324.28,327.02,333.85,,325.82,310.68,313.18,311.96,309.88,307.44,291.46,307.62,301.83,310.96,320.14,320.94,315.31,321.08,308.23,319.10,319.40,315.57,320.68,322.09,324.89,323.74,321.08,320.30,314.35,316.67,317.52,314.45,313.32,298.79,284.10,289.92,293.02,298.65,289.94,289.34,302.28,268.75,303.78,305.67,310.84,311.78,297.06,305.06,311.60,300.75,298.88,295.11,268.06,284.28,290.34,272.94,276.58,287.11,297.76,304.26,304.85,298.05,,260.37,221.70,287.38,284.63,281.98,291.80,292.99,298.12,291.94,290.40,300.81,308.38,227.13,292.95,302.87,262.28,298.37,301.33,237.04,278.38,299.22,300.79,296.30,301.25,300.55,301.44,293.23,296.67,296.70,,221.70,263.02,262.39,257.39,246.32,196.36,220.43,303.50,215.57,294.35,292.69,275.18,229.66,,283.58,225.12,279.48,296.02,210.96,238.60,312.88,311.15,299.90,294.60,305.75,286.44,255.08,246.08,231.25,218.65,247.88,243.42,242.78,250.33,263.22,246.88,262.31,246.12,,308.31,,227.72,252.74,273.78,L7
2001-03-24 22:01:59+00:00,379.60,376.09,360.90,365.16,357.42,359.11,340.34,351.30,353.62,351.96,352.52,361.93,362.78,362.56,364.48,366.02,363.81,363.41,348.47,349.85,351.41,349.75,341.74,338.58,342.44,354.98,343.87,338.60,337.95,329.61,334.05,343.63,344.38,344.03,345.27,337.71,340.64,349.77,344.49,341.96,343.22,359.28,359.91,350.59,352.56,352.71,342.73,344.78,334.56,338.44,337.53,337.91,338.20,,335.86,328.26,333.47,341.92,342.96,334.67,341.02,331.55,338.77,344.28,342.40,347.01,347.82,350.98,350.26,343.14,335.64,321.30,327.01,328.64,333.80,335.92,332.07,310.60,323.56,319.66,321.71,318.61,324.50,330.23,330.78,332.00,330.35,333.29,328.25,317.91,326.81,334.71,326.45,321.77,321.83,311.79,310.82,315.66,313.36,313.15,315.11,324.52,327.01,321.48,318.95,317.37,299.53,313.07,311.69,306.45,300.22,311.21,320.78,327.90,312.36,313.07,320.66,328.60,,330.58,335.53,325.63,330.11,338.01,327.39,316.34,325.20,318.45,320.28,329.70,328.88,327.71,320.45,318.94,322.42,312.29,316.32,311.93,295.31,309.50,326.50,324.56,326.53,317.81,293.10,314.11,316.51,309.96,307.49,314.18,311.69,312.64,315.40,323.80,333.39,335.29,330.60,325.17,313.64,315.17,316.55,319.61,328.60,329.43,,330.14,342.94,,,338.17,343.21,,,,339.76,334.91,342.89,,,333.34,L7
2001-12-21 22:00:29+00:00,368.76,367.70,371.93,362.45,360.95,353.28,334.06,,357.58,342.91,352.63,352.75,355.65,355.50,355.65,361.71,365.44,358.96,359.37,,,,,,,,,,,,,,,,,,,,,327.23,333.71,341.80,341.56,341.75,353.14,345.33,341.05,336.19,327.20,326.76,324.59,325.89,329.72,283.29,312.32,326.47,320.27,320.94,325.21,328.25,320.32,330.33,341.03,341.31,346.75,339.98,338.25,340.59,335.47,335.85,322.28,321.99,315.74,316.59,319.57,339.97,336.76,,313.62,315.31,307.62,316.60,321.63,327.22,326.77,328.64,318.86,314.57,300.92,297.50,306.07,314.29,319.16,327.49,336.11,274.57,312.25,292.91,290.79,291.14,303.30,313.16,320.04,315.71,320.01,311.18,294.67,315.90,296.10,290.36,281.06,292.52,306.10,311.91,311.87,324.85,316.11,315.91,,310.95,314.34,302.73,307.56,300.85,306.77,312.51,315.23,328.90,332.62,327.56,315.99,313.59,316.72,321.08,323.91,321.57,321.36,316.01,266.68,285.28,303.80,300.59,299.85,293.18,282.38,292.44,301.89,310.60,305.35,301.16,296.99,305.41,309.97,305.67,304.44,315.26,325.64,316.86,314.19,313.88,319.37,323.81,317.27,314.58,,306.69,323.83,,,320.51,311.21,,268.55,,319.04,330.43,327.97,,,327.27,L7
2002-01-22 22:00:40+00:00,369.83,369.11,374.73,365.82,367.47,358.99,354.62,357.34,356.62,346.97,352.63,352.75,355.65,355.50,355.65,361.71,365.44,358.96,359.37,,,,,,,,,,,,,,,348.63,344.15,343.83,339.67,329.59,331.80,333.27,342.90,350.51,349.00,341.65,345.92,341.32,343.12,338.98,333.54,330.39,331.64,332.75,329.72,309.93,316.05,328.76,323.57,324.88,322.90,332.17,326.79,335.20,344.35,345.99,351.46,347.10,342.76,337.75,331.74,332.02,325.37,321.99,315.74,316.59,319.57,339.97,336.76,,313.62,315.31,315.71,318.58,320.51,326.80,328.11,327.09,320.85,314.57,300.92,297.50,306.07,314.29,319.16,327.49,336.11,274.57,312.25,292.91,290.79,291.14,303.30,313.16,320.04,313.44,321.83,314.28,286.04,307.51,296.10,290.36,281.06,292.52,306.10,311.91,311.87,324.85,316.11,315.91,,310.95,314.34,302.73,307.56,300.85,306.77,312.51,315.23,328.90,332.62,327.56,315.99,313.59,316.72,321.08,323.91,321.57,321.36,316.01,266.68,285.28,303.80,300.59,299.85,293.18,282.38,294.76,308.09,310.60,305.35,301.16,296.99,305.41,302.97,316.93,314.96,319.51,324.14,319.69,319.84,321.43,323.00,323.98,320.54,314.58,,306.69,323.83,,,320.51,311.21,,268.55,,319.04,330.43,327.97,,,327.27,L7
2002-04-12 22:00:37+00:00,372.15,370.72,369.87,365.40,366.25,362.85,357.69,352.12,355.51,350.28,357.01,359.44,360.94,358.66,356.87,360.29,365.44,357.85,351.13,348.47,355.64,355.53,353.46,350.34,353.46,358.95,350.92,345.14,343.60,335.50,334.69,343.40,344.60,347.59,345.46,342.01,340.19,336.95,337.49,337.29,347.04,355.53,355.48,349.62,351.11,348.66,346.44,341.32,334.60,332.18,332.35,334.07,336.75,317.61,322.32,331.92,329.00,330.64,329.43,332.12,332.65,337.66,345.33,347.77,351.42,350.74,346.76,342.00,336.87,334.31,327.73,324.03,324.19,325.39,329.23,335.72,334.07,310.58,319.41,318.97,318.99,317.78,320.73,328.46,329.63,328.93,323.41,323.12,315.28,305.61,312.51,321.64,323.39,325.41,329.35,290.69,310.86,307.34,304.25,300.98,307.21,314.84,321.17,315.67,319.80,314.42,292.55,306.95,298.66,297.24,290.60,306.68,318.05,324.33,315.73,324.02,324.15,323.97,,321.20,323.34,311.53,314.77,314.74,313.34,312.53,314.37,319.64,324.24,326.56,318.99,315.21,314.58,318.08,322.01,323.80,324.26,315.77,285.57,295.18,310.69,311.90,313.44,307.66,298.76,303.09,311.58,307.71,304.14,302.74,301.44,310.90,309.20,322.24,325.67,328.89,326.84,321.52,320.08,322.91,326.28,327.00,325.69,322.52,,317.38,322.99,256.46,247.29,323.02,321.90,,268.55,,319.04,330.43,327.97,,,327.27,L7
2002-08-02 22:00:01+00:00,370.94,371.90,365.60,364.55,363.83,370.57,343.95,346.91,353.62,355.67,360.58,366.26,363.28,357.57,344.02,348.25,,356.73,353.62,351.94,349.57,347.73,345.83,350.34,353.46,358.95,342.85,341.42,337.08,333.89,337.09,338.26,335.84,336.11,340.54,346.47,350.44,345.97,341.46,342.16,348.69,350.30,345.61,341.90,344.83,350.64,353.07,346.00,336.72,335.77,333.78,336.71,335.56,323.27,332.25,343.74,334.00,340.25,342.06,336.33,344.36,342.59,347.25,347.79,344.95,343.45,343.42,345.01,342.54,338.89,332.47,333.35,332.63,333.33,332.49,324.93,316.50,310.58,310.50,322.63,317.14,313.86,321.34,331.63,336.95,332.62,328.53,325.59,317.69,313.72,313.50,320.22,320.06,319.60,322.58,306.81,309.46,321.77,324.93,311.79,308.53,308.32,315.58,320.37,320.12,314.69,291.46,314.45,317.57,313.38,310.79,320.84,330.00,336.74,319.59,323.19,332.20,332.03,,331.45,332.34,320.34,321.99,328.62,312.78,308.57,314.79,323.31,329.76,328.73,322.81,318.00,319.88,320.29,320.67,314.55,313.13,308.17,292.39,286.33,306.56,306.33,311.69,307.56,299.57,308.13,310.38,303.22,301.26,304.32,311.77,317.81,323.80,328.75,328.46,327.76,325.11,321.07,316.57,320.39,326.91,333.06,332.89,324.19,,320.38,326.03,256.46,247.29,326.36,325.38,,,,323.89,327.57,319.16,,,336.08,L7
2002-09-19 21:59:35+00:00,370.94,371.90,351.00,347.65,346.41,348.56,325.73,330.55,342.64,344.36,348.93,354.50,352.97,349.20,340.32,343.20,332.75,343.23,339.56,337.94,335.99,336.40,333.45,329.14,332.12,335.93,332.14,331.68,327.92,325.11,327.73,330.75,329.70,330.34,333.41,333.78,335.86,334.83,331.96,332.18,337.09,340.85,338.44,335.10,335.76,337.10,331.92,328.16,319.89,320.51,320.10,320.66,324.15,307.91,324.08,331.54,327.45,333.55,333.96,327.09,327.38,324.80,334.94,336.73,335.42,335.52,334.93,335.80,331.10,323.87,316.90,318.75,314.04,321.30,320.21,312.02,300.70,310.58,297.05,302.52,308.00,306.93,313.17,321.94,323.50,316.82,311.21,310.76,308.73,300.43,302.69,307.33,307.77,305.79,298.86,291.10,299.10,304.96,324.93,302.56,298.59,299.70,307.42,308.45,308.67,296.99,291.46,314.45,317.57,300.03,295.37,298.87,309.19,315.64,304.97,306.09,314.55,314.87,227.13,306.94,332.34,292.38,302.96,309.43,307.97,302.69,308.45,315.47,318.45,316.91,312.67,309.10,309.36,310.32,311.71,304.75,298.88,290.72,274.89,268.24,306.56,306.33,311.69,307.56,299.57,308.13,310.38,303.22,295.66,293.35,301.81,306.68,310.84,315.42,328.46,327.76,315.40,309.79,304.75,309.60,315.96,310.81,332.89,324.19,237.42,320.38,326.03,244.91,242.91,326.36,325.38,243.91,243.23,234.99,323.89,312.07,302.44,223.07,240.66,336.08,L7
2002-12-24 22:00:09+00:00,367.03,367.08,350.79,340.82,338.62,333.54,311.58,321.39,337.24,336.57,344.35,350.15,347.99,345.12,335.07,336.66,337.86,337.24,337.83,332.70,327.62,326.81,325.72,315.90,315.14,307.73,326.55,327.43,322.51,321.88,325.71,326.76,326.17,322.53,324.81,329.18,332.30,333.50,332.21,329.73,327.86,325.08,323.11,320.73,324.11,327.23,323.52,319.61,311.94,311.43,307.88,308.60,312.30,293.67,320.18,329.55,322.86,327.24,326.79,322.58,316.15,318.23,329.49,330.41,330.96,329.16,328.55,330.94,325.56,315.87,309.83,316.59,304.25,313.36,308.01,300.46,286.73,270.73,286.81,290.38,302.28,309.40,315.76,319.77,317.88,304.62,296.86,297.80,296.57,293.56,298.75,299.26,297.92,299.92,285.12,283.73,294.36,288.23,332.13,295.26,295.87,296.33,304.40,305.64,304.34,282.39,272.65,303.80,333.91,294.89,292.20,288.85,300.75,308.83,306.44,303.51,301.79,295.36,256.25,288.58,,271.65,283.19,287.42,297.89,297.67,311.02,321.10,319.03,312.50,306.22,304.62,307.84,307.09,306.62,294.13,286.99,275.62,255.30,254.93,281.86,286.00,299.67,298.69,289.29,296.63,298.20,297.54,293.14,290.97,301.54,304.37,305.59,304.89,302.30,298.51,303.36,300.91,298.36,300.84,307.73,298.65,323.00,315.36,262.33,316.29,326.80,233.36,238.53,318.62,311.95,275.79,260.93,234.99,312.36,308.29,304.89,223.07,277.02,325.10,L7
2003-01-25 22:00:18+00:00,364.07,363.15,352.87,339.41,337.96,327.86,306.48,317.10,332.80,329.44,341.74,348.90,347.31,344.57,335.25,334.36,335.41,335.20,336.19,330.06,325.53,324.00,322.85,311.54,312.14,300.97,324.53,325.31,319.59,319.93,323.65,326.19,323.75,319.51,320.28,323.79,327.75,328.73,326.38,329.73,327.86,314.33,318.01,311.55,324.11,319.34,320.59,315.74,305.69,308.72,304.97,303.08,303.86,293.67,313.71,327.25,320.38,324.68,321.50,319.90,313.66,316.22,325.75,326.86,328.05,327.05,327.48,328.53,322.78,314.99,308.21,313.28,298.50,306.08,299.21,295.00,283.68,270.73,285.36,290.95,299.75,307.80,312.94,317.04,313.00,301.41,291.72,290.60,291.33,292.32,296.44,295.96,294.25,297.66,285.12,283.73,294.36,288.23,332.13,295.26,295.87,296.33,304.40,305.64,304.34,282.39,272.65,303.80,333.91,289.62,286.49,287.79,297.72,304.08,303.39,304.31,299.87,290.64,255.45,279.34,,267.32,279.30,277.39,291.35,289.83,309.01,318.83,315.15,308.27,302.44,302.12,306.11,305.72,302.60,290.30,283.06,268.77,248.30,252.83,272.40,281.41,292.49,298.69,289.29,296.63,298.20,297.54,293.14,290.97,297.80,300.15,304.23,304.05,296.19,289.76,296.20,299.12,297.39,299.24,304.82,296.90,313.67,315.36,262.33,316.29,326.80,233.36,238.53,318.62,311.95,275.79,260.93,234.99,312.36,308.29,304.89,223.07,277.02,314.84,L7
