dates,satname,nzd0108-0000,nzd0108-0001,nzd0108-0002,nzd0108-0003,nzd0108-0004,nzd0108-0005,nzd0108-0006,nzd0108-0007,nzd0108-0008,nzd0108-0009,nzd0108-0010,nzd0108-0011,nzd0108-0012,nzd0108-0013,nzd0108-0014,nzd0108-0015,nzd0108-0016,nzd0108-0017,nzd0108-0018,nzd0108-0019,nzd0108-0020,nzd0108-0021,nzd0108-0022,nzd0108-0023,nzd0108-0024,nzd0108-0025,nzd0108-0026,nzd0108-0027,nzd0108-0028,nzd0108-0029,nzd0108-0030,nzd0108-0031,nzd0108-0032,nzd0108-0033,nzd0108-0034,nzd0108-0035,nzd0108-0036,nzd0108-0037,nzd0108-0038,nzd0108-0039,nzd0108-0040,nzd0108-0041,nzd0108-0042,nzd0108-0043,nzd0108-0044,nzd0108-0045,nzd0108-0046,nzd0108-0047,nzd0108-0048,nzd0108-0049,nzd0108-0050,nzd0108-0051,nzd0108-0052,nzd0108-0053,nzd0108-0054,nzd0108-0055,nzd0108-0056,nzd0108-0057,nzd0108-0058,nzd0108-0059,nzd0108-0060,nzd0108-0061,nzd0108-0062,nzd0108-0063,nzd0108-0064,nzd0108-0065,nzd0108-0066,nzd0108-0067,nzd0108-0068,nzd0108-0069,nzd0108-0070,nzd0108-0071,nzd0108-0072,nzd0108-0073,nzd0108-0074,nzd0108-0075,nzd0108-0076,nzd0108-0077,nzd0108-0078,nzd0108-0079,nzd0108-0080,nzd0108-0081,nzd0108-0082,nzd0108-0083,nzd0108-0084,nzd0108-0085,nzd0108-0086,nzd0108-0087,nzd0108-0088,nzd0108-0089,nzd0108-0090,nzd0108-0091,nzd0108-0092,nzd0108-0093,nzd0108-0094,nzd0108-0095,nzd0108-0096,nzd0108-0097,nzd0108-0098,nzd0108-0099,nzd0108-0100,nzd0108-0101,nzd0108-0102,nzd0108-0103,nzd0108-0104,nzd0108-0105,nzd0108-0106,nzd0108-0107,nzd0108-0108,nzd0108-0109,nzd0108-0110,nzd0108-0111,nzd0108-0112,nzd0108-0113,nzd0108-0114,nzd0108-0115,nzd0108-0116,nzd0108-0117,nzd0108-0118,nzd0108-0119,nzd0108-0120,nzd0108-0121,nzd0108-0122,nzd0108-0123,nzd0108-0124,nzd0108-0125,nzd0108-0126,nzd0108-0127,nzd0108-0128,nzd0108-0129,nzd0108-0130,nzd0108-0131,nzd0108-0132,nzd0108-0133,nzd0108-0134,nzd0108-0135,nzd0108-0136,nzd0108-0137,nzd0108-0138,nzd0108-0139,nzd0108-0140,nzd0108-0141,nzd0108-0142,nzd0108-0143,nzd0108-0144,nzd0108-0145,nzd0108-0146,nzd0108-0147,nzd0108-0148,nzd0108-0149,nzd0108-0150,nzd0108-0151,nzd0108-0152,nzd0108-0153,nzd0108-0154,nzd0108-0155,nzd0108-0156,nzd0108-0157,nzd0108-0158,nzd0108-0159,nzd0108-0160,nzd0108-0161,nzd0108-0162,nzd0108-0163,nzd0108-0164,nzd0108-0165,nzd0108-0166,nzd0108-0167,nzd0108-0168,nzd0108-0169,nzd0108-0170,nzd0108-0171,nzd0108-0172,nzd0108-0173,nzd0108-0174,nzd0108-0175,nzd0108-0176,nzd0108-0177,nzd0108-0178,nzd0108-0179
1999-08-26 22:04:44+00:00,L7,330.59,322.70,314.85,,,,265.30,267.87,292.70,285.48,299.64,309.53,312.47,319.55,320.52,324.29,,,317.89,314.31,311.44,311.81,308.05,,279.97,,289.63,291.67,288.25,287.50,289.98,295.89,299.30,298.19,299.86,299.02,299.39,299.09,293.93,295.54,284.25,288.34,295.86,291.84,295.62,300.89,,295.32,294.30,292.59,296.11,290.13,274.85,268.45,273.93,280.90,284.11,296.83,298.14,299.86,300.57,,303.69,298.31,299.07,298.62,303.24,304.01,302.88,,,304.63,301.52,301.49,290.16,283.78,,249.62,268.68,284.17,285.05,275.58,273.70,278.84,247.21,274.95,277.29,278.27,282.66,281.87,289.50,287.30,273.99,281.26,267.10,244.31,274.29,276.32,268.14,262.86,276.34,275.20,277.59,278.38,263.54,,221.68,184.52,263.20,268.89,269.22,271.53,268.67,276.38,277.37,272.24,274.67,192.26,181.47,174.72,198.92,218.58,271.24,190.19,203.89,267.39,280.01,280.11,278.18,280.72,286.34,286.40,286.34,287.71,280.29,188.85,188.24,235.98,231.01,242.65,202.22,152.81,169.50,165.66,172.26,188.88,176.14,195.19,210.45,,264.82,204.34,266.60,272.66,164.44,191.31,288.11,296.60,296.82,283.49,282.61,,210.62,197.22,182.51,182.68,207.23,201.98,208.89,221.35,222.42,201.69,197.55,195.11,291.01,291.71,293.83,194.69,213.07,234.57
1999-09-27 22:04:48+00:00,L7,321.66,318.17,309.32,306.12,291.27,281.80,234.72,,281.41,283.46,301.28,305.72,308.55,312.84,314.17,318.63,318.47,,313.78,306.36,302.73,300.63,297.78,279.31,282.43,,291.08,288.44,283.96,277.64,278.45,284.97,297.32,290.56,286.69,291.96,297.37,291.56,290.00,289.26,284.68,288.97,294.19,287.01,288.71,297.08,,,282.70,284.96,283.45,280.83,270.31,244.75,259.98,273.95,276.81,289.23,294.94,298.21,292.78,289.46,290.15,296.13,291.41,288.52,286.71,291.56,295.79,298.90,298.12,296.94,291.15,292.90,277.73,273.14,258.12,237.24,256.94,267.02,267.89,263.63,250.76,256.01,220.57,271.62,273.04,273.69,279.90,274.70,283.08,281.67,266.51,267.71,253.40,222.10,253.61,260.00,245.20,259.80,267.38,271.53,276.71,277.09,271.55,,217.71,197.88,262.76,256.02,250.37,257.85,256.31,250.13,262.15,264.21,265.96,273.52,191.45,258.09,262.20,236.26,264.50,266.47,215.97,240.56,264.21,267.24,265.63,267.55,270.40,278.93,271.42,273.08,268.75,246.03,194.16,220.35,212.44,211.13,209.08,158.57,190.02,268.64,189.16,263.85,265.58,250.78,204.50,238.05,261.69,205.24,257.49,265.16,176.13,204.55,283.42,285.04,274.28,265.05,274.68,259.33,218.21,197.34,182.38,193.61,207.20,203.52,206.95,209.59,222.68,210.74,205.07,199.53,239.21,280.55,201.24,199.74,222.68,243.28
2001-03-24 22:01:59+00:00,L7,350.93,347.42,341.05,332.91,331.62,322.25,288.74,308.30,321.37,315.10,326.72,333.26,334.11,339.11,341.03,340.22,338.01,337.61,334.14,326.40,322.74,321.08,313.07,306.33,305.58,303.38,315.20,315.15,312.15,309.76,310.60,317.83,318.58,315.36,316.60,317.86,319.14,323.97,322.99,318.51,310.97,322.42,323.05,313.73,315.70,315.85,310.48,312.53,311.11,312.64,314.08,312.11,301.34,287.91,292.86,302.46,301.22,313.25,317.16,317.47,315.22,311.70,315.32,320.83,320.90,318.34,319.15,322.31,324.46,319.69,312.19,306.97,305.51,307.14,301.55,299.06,289.07,267.60,294.89,301.23,298.26,297.11,295.83,293.37,293.92,299.75,298.10,296.43,296.00,298.06,306.96,306.04,294.20,295.97,284.97,274.93,289.32,292.21,296.16,297.03,298.98,298.72,298.34,292.81,286.70,280.51,256.53,280.82,285.89,283.00,276.77,282.54,288.53,291.04,288.91,289.62,288.41,291.74,279.99,293.72,292.53,288.77,297.86,301.15,298.72,290.54,296.53,289.78,294.48,301.03,305.43,307.86,305.27,301.74,298.97,286.49,284.07,275.07,252.31,277.25,283.50,281.56,283.53,280.95,256.24,281.86,287.84,284.16,284.04,285.51,290.19,291.14,296.97,295.13,290.39,292.29,301.93,303.67,298.46,293.67,287.88,290.94,285.60,277.83,270.64,297.89,299.94,296.70,301.37,301.31,300.21,305.88,295.81,304.38,307.51,311.46,310.64,304.61,291.27,296.48
2001-12-21 22:00:29+00:00,L7,381.20,380.14,380.55,376.45,372.15,369.28,356.46,,371.58,358.91,363.83,365.19,368.09,365.68,365.83,372.91,376.64,370.16,365.59,,,,,,,,,,,,,,,,,,,,,337.41,347.71,357.80,357.56,357.75,369.14,361.33,355.05,350.19,337.38,337.96,334.77,337.09,345.72,299.29,330.99,337.67,334.27,333.38,336.41,335.72,331.52,338.95,351.21,351.49,356.08,352.42,350.69,353.03,346.67,346.03,332.46,328.21,325.07,325.92,333.57,355.97,355.43,,326.06,323.31,317.80,325.93,334.07,343.22,342.77,342.64,332.86,330.57,314.92,306.12,314.69,326.73,333.16,338.69,352.11,290.57,321.58,303.09,298.26,298.14,310.30,324.36,332.48,328.15,334.01,327.18,313.34,329.90,307.30,300.54,291.24,304.96,320.10,327.91,322.05,335.03,330.11,331.91,325.51,326.95,333.01,318.73,321.56,316.85,319.21,323.71,327.67,341.34,343.82,340.00,326.17,322.21,323.31,328.55,334.09,332.77,335.36,332.01,285.35,299.28,322.47,319.26,318.52,309.18,298.38,306.44,314.33,321.80,315.53,313.60,306.32,314.74,317.97,318.11,323.11,333.93,338.08,326.19,320.78,323.21,331.81,336.25,335.94,336.98,312.79,320.69,342.50,337.92,327.21,336.51,329.88,316.16,296.55,312.01,333.04,340.61,341.97,345.18,346.20,343.27
2002-01-22 22:00:40+00:00,L7,384.90,384.52,387.21,384.95,386.58,382.70,400.38,378.34,371.41,369.03,,,,,,,,,,,,,,,,,,,,,,,,362.63,358.15,353.52,350.17,342.19,342.30,350.77,367.84,377.22,374.44,359.56,356.71,355.31,360.94,357.52,351.34,346.62,350.14,352.21,,354.56,340.78,343.65,342.63,342.83,333.19,344.49,345.86,349.76,359.12,362.12,366.66,368.22,361.27,348.92,340.60,339.65,339.90,,,,,,,,,,335.25,331.06,333.40,344.38,347.44,341.29,338.59,,,,,,,,,,,,,,,,,325.18,339.40,335.39,298.41,314.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.84,328.29,,,,,,304.97,342.19,346.47,344.76,336.65,333.02,332.89,339.48,340.64,338.14,344.82,,,,,,,,,,,,,,,,,
2002-04-12 22:00:37+00:00,L7,349.02,346.16,340.93,333.30,338.83,334.86,313.82,305.24,322.04,321.18,336.40,338.35,338.45,339.09,335.35,333.88,,331.73,329.01,325.74,327.86,327.75,325.68,319.09,317.75,308.95,323.14,322.41,318.60,316.27,311.96,318.40,319.60,318.76,319.00,320.97,319.88,319.32,322.35,322.59,324.08,329.85,332.73,329.85,325.78,327.62,321.82,314.75,313.99,310.77,311.05,311.71,308.08,297.26,293.19,313.25,308.60,314.37,317.50,315.34,319.36,323.36,324.57,328.61,330.52,330.25,326.98,322.70,322.15,316.16,309.74,312.19,311.80,313.37,307.64,295.75,289.72,268.91,297.43,304.77,302.83,295.34,293.38,296.07,296.97,301.37,297.28,295.95,298.39,294.49,299.73,301.22,296.38,298.34,286.87,271.10,288.63,299.04,301.05,295.18,295.48,291.52,294.51,292.35,284.49,278.98,263.91,274.58,276.22,281.38,277.40,293.06,298.75,301.03,296.86,300.46,300.95,296.32,290.47,295.74,290.67,284.63,290.74,292.91,292.13,287.55,285.72,282.60,290.85,297.79,299.26,297.60,297.73,298.42,297.39,301.03,295.91,279.83,262.79,273.84,275.90,281.54,285.36,286.44,279.43,288.49,290.78,279.82,280.21,276.54,285.07,295.57,303.81,305.07,305.44,305.97,304.44,304.36,305.86,305.05,305.04,305.28,294.31,280.46,277.68,296.81,280.48,214.79,211.58,289.82,290.93,,,,,,,,,
2002-08-02 22:00:01+00:00,L7,380.86,385.65,381.95,,,,352.49,,371.71,374.75,373.96,382.18,376.11,366.23,342.88,351.82,,,372.23,368.31,359.28,355.70,353.99,,,,350.55,350.61,344.75,343.20,352.39,347.32,341.28,341.45,350.09,363.65,372.00,361.81,351.57,351.92,359.81,355.33,343.07,338.53,348.45,358.24,,,,,,,347.61,333.86,353.30,363.43,345.91,354.13,355.81,350.12,,,360.10,357.16,350.37,344.65,347.87,355.32,352.13,,,348.51,,344.29,343.84,338.69,325.28,,311.57,,321.64,323.38,337.29,351.78,361.51,,,339.80,323.48,,318.95,327.22,330.23,330.06,,,,,341.60,321.65,314.83,314.33,324.64,336.39,342.26,,301.01,340.82,348.11,335.56,334.36,,,,,,,,,,,,,,321.43,318.79,331.86,352.01,357.88,347.66,336.53,330.09,335.67,334.96,334.13,317.28,316.85,321.09,303.99,285.33,319.22,313.12,320.02,313.27,304.30,314.28,317.98,315.82,312.50,,329.47,331.06,336.06,340.44,333.47,331.55,333.77,328.78,320.92,326.74,336.78,,353.47,346.32,306.41,330.46,353.58,351.94,349.03,347.47,341.84,332.99,184.13,191.02,341.64,340.48,336.91,189.13,355.15,356.37
2002-09-19 21:59:35+00:00,L7,,,309.50,310.76,312.99,303.70,257.28,287.51,300.66,298.86,309.63,313.18,314.56,317.92,318.36,317.10,316.75,313.72,302.54,295.39,291.06,295.98,290.90,287.95,287.92,280.91,292.95,297.66,293.62,295.24,294.48,299.73,301.41,301.04,301.36,296.09,293.36,296.55,299.63,297.66,293.89,299.08,301.23,298.63,294.77,287.15,290.78,290.32,288.52,289.25,291.87,288.61,278.47,254.33,281.09,291.15,294.33,302.36,301.77,297.93,294.39,294.71,295.77,300.06,303.04,301.89,300.17,299.61,292.21,294.29,286.78,280.67,282.13,283.92,275.66,263.35,242.43,227.09,252.37,270.99,275.15,279.73,279.06,279.70,273.73,281.02,273.89,258.26,270.82,274.83,268.78,263.76,263.19,262.16,252.27,252.52,275.41,273.60,279.08,274.10,268.72,266.44,273.33,266.83,265.76,256.43,176.74,197.16,260.78,258.78,249.99,259.12,268.37,271.68,275.80,274.44,276.90,274.85,200.46,259.56,242.23,241.57,263.92,267.37,280.58,274.93,277.99,282.01,279.82,275.50,277.85,278.99,278.90,279.70,279.24,269.13,250.38,232.95,213.23,212.05,192.47,163.83,194.44,188.62,178.72,193.03,200.40,200.26,269.89,264.59,268.57,271.07,273.50,270.96,176.94,196.85,278.21,273.90,271.71,274.68,276.29,270.77,220.55,212.43,205.42,194.79,218.23,206.69,215.67,225.89,202.23,217.24,203.23,202.99,261.19,282.02,265.71,203.07,217.80,233.95
2002-12-24 22:00:09+00:00,L7,372.32,367.62,361.84,354.64,351.26,344.82,327.36,333.60,340.84,337.81,350.67,356.41,354.64,352.31,345.05,342.25,345.96,347.76,339.38,335.48,333.85,330.08,333.60,327.60,323.79,308.54,337.48,335.12,330.35,328.11,331.34,334.44,337.02,326.44,324.31,328.72,332.53,343.35,346.43,340.71,331.37,322.55,326.76,326.75,330.82,338.02,340.01,332.64,323.54,320.60,312.06,315.58,312.54,294.53,328.15,335.26,329.84,326.56,324.00,320.50,324.91,331.74,333.69,335.10,340.47,342.27,338.94,339.22,333.55,325.63,321.06,321.25,315.53,312.86,306.03,301.06,294.48,275.73,297.83,300.49,311.15,326.09,332.27,329.56,320.11,311.96,303.58,297.07,296.90,302.30,309.43,308.14,301.83,308.74,299.40,296.37,302.47,291.03,287.36,290.78,304.81,309.42,316.55,315.03,306.51,289.78,272.97,288.28,286.88,291.41,293.33,304.13,316.87,327.40,325.26,320.76,310.44,297.29,290.36,299.03,292.47,283.16,286.20,288.90,293.00,300.49,324.53,330.61,320.60,315.66,305.37,305.69,309.66,307.40,307.57,297.18,295.25,274.55,250.67,268.90,273.17,287.54,307.99,308.68,298.87,300.48,297.54,296.46,298.12,302.89,307.59,311.97,308.05,304.61,299.79,294.14,299.43,301.06,303.15,302.10,311.44,312.09,321.19,318.80,293.24,323.62,328.68,322.71,319.78,314.35,310.72,312.67,286.12,301.84,304.57,303.45,313.56,318.08,317.67,318.40
2003-01-25 22:00:18+00:00,L7,378.58,375.72,373.27,359.57,355.02,342.77,327.98,339.18,342.47,334.37,352.28,365.59,365.72,359.63,352.51,345.86,348.91,349.52,341.50,338.90,339.72,335.99,334.67,325.83,332.42,324.27,338.91,335.68,329.24,328.23,334.23,342.88,334.91,330.87,327.13,321.76,329.44,332.82,324.24,310.55,299.74,308.38,329.01,310.31,287.23,321.94,337.73,331.02,309.93,321.70,315.88,310.45,304.83,272.04,324.96,338.78,335.92,337.44,324.03,324.14,327.08,326.36,331.27,332.94,334.64,341.14,344.72,341.74,332.84,329.96,321.70,313.57,302.34,299.59,295.83,304.92,305.21,243.13,301.44,305.22,308.86,318.35,324.93,335.12,324.68,317.99,304.43,295.29,298.64,303.99,303.66,306.49,306.26,309.27,,,,,,,,,,,,,,,,290.54,286.09,306.10,314.67,320.87,314.03,322.65,319.01,307.49,284.53,287.15,296.55,284.96,294.52,283.63,292.15,284.71,323.43,332.45,321.90,316.03,307.84,308.76,311.72,313.90,307.28,297.20,294.25,274.49,257.96,269.55,284.16,302.92,308.81,,,,,,,,301.91,302.84,313.29,321.95,314.65,302.92,295.15,309.05,305.32,309.77,316.55,313.84,325.69,,,,,,,,,,,,,,,,,320.62
