,dates,nzd0349-0000,nzd0349-0001,nzd0349-0002,nzd0349-0003,nzd0349-0004,nzd0349-0005,nzd0349-0006,nzd0349-0007,nzd0349-0008,nzd0349-0009,nzd0349-0010,nzd0349-0011,nzd0349-0012,nzd0349-0013,nzd0349-0014,nzd0349-0015,nzd0349-0016,nzd0349-0017,nzd0349-0018,nzd0349-0019
0,1999-09-29 21:54:04+00:00,,,,,,,,,,,,,,,,,,193.46813534816334,,
1,2000-01-19 21:53:49+00:00,,240.8658749583053,233.3478709008952,,,211.18003727973033,195.72905323506237,198.21793111777166,206.88316673663206,197.15120024224854,217.47519047347276,211.16477273916325,199.29480734599213,195.08219610451982,206.66151474275753,202.73440124650764,196.40400723852113,196.71655860536268,212.57971497306403,211.62790010097018
2,2000-02-20 21:53:41+00:00,239.39151456920027,223.01245904239872,218.2198172910731,233.99143089168606,220.41889528509412,205.95759916931073,194.2020639814976,196.9832571651031,196.12625966582343,196.87586432966827,208.8179301542572,206.90576065811507,202.92503616084602,188.48473113863793,200.1108003917529,197.28809051837388,185.6827557659366,183.50104185976576,196.84640656299737,195.84398067202727
3,2000-05-10 21:53:10+00:00,239.77605522561745,220.7985345773629,219.0398428850176,227.3602009059078,228.27784332603042,200.8998187505688,209.40410242548205,213.98580461950638,212.61910210754087,208.02369096445284,217.93265843340987,,202.97941805132615,195.67748959104148,200.80473117841487,199.65852737656436,196.73515927121923,199.1506396258742,201.57253451429204,205.25948430059134
4,2000-05-26 21:53:00+00:00,241.21414335158596,228.32995131591153,228.92496481117115,252.52237398588392,244.06418508250067,210.01656051357435,203.08912267453601,210.1261694230507,214.78349460012345,212.52397019252342,219.14428763164415,,193.57753607319293,180.18801341010354,196.5264147835802,190.94807567793242,188.4490082743405,191.46183791052258,199.2895394280684,202.677868988268
5,2000-07-13 21:52:31+00:00,228.6427158344423,214.57302262654568,206.96338489186996,216.22264281521174,223.23291480388042,187.15379241935358,178.23594294607167,189.35899264390957,199.762780946627,204.71252509249598,220.0347079290279,224.6583694660399,203.523896832867,191.83140955498146,,203.68104470291752,198.31354119913004,190.4084304698813,208.30508500251503,210.7565920638164
6,2000-07-29 21:52:14+00:00,,211.44857875234453,212.31725333493677,215.88057240904345,216.94239209209877,199.47321986157695,188.44249320612798,183.0690233532374,197.9277798638355,203.8198765865076,221.73670432383443,218.88241892568882,,190.3369426700772,,198.75852563917513,196.18531231069502,201.80708617881336,204.14848174305175,209.58472306655196
7,2000-08-14 21:52:08+00:00,215.15948007865515,195.98800064529902,195.41721002066916,202.81003195080896,199.26473214565618,178.79968150982938,181.08277653724335,184.72568218206263,186.63213430029813,188.30649339100378,193.7574324825031,,190.40093324470217,175.32070676007154,174.39350065882442,177.41238369117718,176.45868103819078,176.67642096410424,180.9000200558253,185.7818029835972
8,2000-12-04 21:51:22+00:00,245.78904390230883,233.91950880473237,233.03793172460095,242.16796723235092,239.9273977586161,204.79047364485183,200.66830762482007,202.0531546675156,203.50592222226803,200.88945228873283,210.30290800771522,216.31545327130235,191.31495800705432,187.60480717382018,203.73021442646956,194.34938613741554,189.59855295613437,193.9666825701679,202.637366510608,206.62127927178102
9,2001-01-05 21:51:28+00:00,239.6123063397597,226.96644373744732,223.0539328905375,238.4017986968247,226.1932892175771,197.89758314208447,193.4175743820125,199.36714232528968,209.8269587589434,210.42037322350933,221.30443112891547,216.1781800690257,203.90849794578784,,207.8573261083517,197.31544319188146,196.75553879569784,198.85548789659484,209.68480097895292,213.0985029639792
10,2001-01-21 21:51:34+00:00,212.58927417534863,196.671619271837,202.8127983639089,212.1502739127338,196.384399154498,170.74818198661987,166.63088592320503,180.2916055142261,177.78168837554915,177.86656282314698,189.22010528997703,,183.2679730898075,174.52932941903103,173.17221812158522,170.4321192722602,161.67114574824987,169.93057719852422,183.7575970686002,185.2160217202665
11,2001-04-11 21:51:09+00:00,210.87222684736363,198.27810276258703,201.45732313530505,211.6393425349748,209.10580871053227,187.73855853636653,188.705415736572,203.49518734212776,201.80978582353745,207.63969006217795,211.2467283150104,,179.64798358805723,178.01292630519615,181.77653625226876,182.0495338927457,180.3186681942829,186.8643513129362,197.0201516248208,197.75790448208656
12,2001-04-27 21:51:07+00:00,233.5253110051941,216.24998807831997,215.8336833004741,228.8219676978598,227.6001256913414,205.6048746435414,204.85847934802865,206.65010122255592,210.72997018224612,212.85737313759228,212.56052003687716,213.48728557940785,198.07199115838557,185.04670468439247,191.18250763466256,190.49925565064314,191.29264720371674,190.78664164629822,201.67400531133194,207.59097821658048
13,2001-05-13 21:50:57+00:00,215.9995857175614,199.850169439645,201.31438480231398,212.59230061048686,207.68865447248243,190.9237350616704,185.7248940088229,190.8337378601117,191.9688498030237,192.07292994530528,200.3256320996699,194.23464661157513,179.73002027040468,,184.45164867391864,186.30989665401728,186.32664210716234,180.7368731589961,193.2047431240267,192.72434285525085
