dates,nzd0179-0000,nzd0179-0001,nzd0179-0002,nzd0179-0003,nzd0179-0004,nzd0179-0005,nzd0179-0006,nzd0179-0007,nzd0179-0008,nzd0179-0009,nzd0179-0010,nzd0179-0011,nzd0179-0012,nzd0179-0013,nzd0179-0014,nzd0179-0015,nzd0179-0016,nzd0179-0017,nzd0179-0018,nzd0179-0019,nzd0179-0020,nzd0179-0021,nzd0179-0022,nzd0179-0023,nzd0179-0024,nzd0179-0025,nzd0179-0026,nzd0179-0027,nzd0179-0028,nzd0179-0029,satname
2002-11-15 21:54:00+00:00,341.59,343.41,346.34,349.75,353.57,361.33,363.10,363.39,364.98,368.89,369.05,360.25,356.01,354.33,355.18,358.76,363.04,364.03,361.87,357.32,355.36,356.95,347.78,342.96,345.30,357.84,365.58,369.65,374.57,412.56,L7
2003-01-18 21:54:30+00:00,340.91,342.43,345.23,347.65,352.59,359.87,361.69,362.10,363.19,368.16,366.01,358.57,354.42,352.16,355.21,358.32,363.29,363.56,362.45,356.19,355.02,356.79,347.25,343.11,346.50,358.63,365.69,369.49,374.76,401.93,L7
2003-07-21 21:42:33+00:00,358.26,354.93,357.17,367.75,374.21,380.19,381.62,381.53,384.83,387.68,381.96,379.91,375.59,368.22,369.20,379.53,384.01,379.36,380.38,368.33,372.98,373.44,365.71,355.91,359.69,374.04,378.98,381.22,384.35,,L5
2003-08-06 21:42:51+00:00,359.50,346.38,354.98,361.13,368.20,376.74,381.51,380.92,383.67,386.92,382.76,380.13,374.23,367.75,369.20,374.26,375.92,375.51,374.76,366.82,368.93,367.01,359.24,353.71,359.38,372.83,377.50,382.32,389.30,379.43,L5
2003-08-30 21:54:22+00:00,359.50,346.38,354.86,356.04,362.19,372.23,374.92,375.82,377.44,380.63,376.97,371.65,367.74,363.21,367.13,371.81,371.51,373.10,372.78,365.00,364.99,365.45,356.05,351.02,358.34,369.61,374.70,380.09,383.03,379.43,L7
2003-09-07 21:43:00+00:00,359.50,346.38,354.86,356.04,362.19,372.23,374.92,373.95,377.98,379.83,377.34,371.18,369.00,364.92,370.39,370.66,371.56,372.63,371.48,365.41,363.40,364.86,355.74,351.47,358.45,370.69,375.25,378.35,383.03,379.43,L5
2003-10-17 21:53:51+00:00,359.50,346.38,354.86,356.04,362.19,372.23,374.92,373.95,377.98,379.83,377.34,371.18,366.86,364.48,368.22,368.68,370.71,370.46,369.88,364.79,362.67,363.74,353.80,350.83,356.50,368.69,372.97,376.07,380.46,383.51,L7
2003-10-25 21:44:04+00:00,349.35,342.06,350.76,353.30,359.74,369.63,374.50,373.99,378.09,380.53,377.73,371.53,367.01,364.58,367.41,369.14,370.33,370.48,370.62,365.03,362.93,364.09,354.07,350.50,355.90,367.69,372.19,375.57,379.39,384.84,L5
2003-11-18 21:54:15+00:00,349.35,341.10,349.69,352.38,358.60,368.23,372.17,372.78,375.78,378.98,376.68,370.16,366.22,363.33,365.93,367.64,369.46,369.76,370.62,365.03,362.93,364.09,354.07,350.50,355.90,366.81,372.19,375.26,378.54,379.56,L7
2003-12-04 21:54:19+00:00,346.36,341.81,349.68,352.19,358.31,367.61,371.33,372.04,375.34,378.96,376.54,370.04,365.94,362.64,365.78,366.95,369.02,369.17,370.21,365.43,362.68,364.49,353.56,350.89,355.52,366.23,371.07,374.00,377.74,374.33,L7
2004-02-06 21:54:44+00:00,333.22,338.76,347.02,349.75,353.24,363.63,366.04,368.40,371.56,375.24,373.55,365.24,362.82,360.60,363.90,364.62,366.68,367.21,368.01,364.21,360.08,362.96,351.24,348.90,353.14,363.10,367.00,369.89,371.75,377.32,L7
2004-03-01 21:45:02+00:00,333.22,338.76,344.49,344.78,354.80,365.73,368.90,369.99,373.51,377.72,376.13,367.91,364.58,361.75,364.31,364.97,367.77,368.22,368.12,365.24,361.21,363.43,352.21,350.16,353.46,361.31,367.14,370.21,373.11,374.43,L5
2004-03-09 21:55:15+00:00,333.22,338.76,344.49,344.78,354.80,363.92,366.01,368.02,369.01,374.36,372.12,364.20,360.44,357.81,359.56,362.76,364.76,365.95,366.64,362.44,359.47,361.93,349.94,349.44,352.34,359.20,364.05,368.73,372.71,374.43,L7
2004-03-17 21:44:44+00:00,339.54,341.34,346.35,346.42,355.90,364.59,366.64,368.34,369.38,374.63,372.71,364.81,361.30,358.15,359.92,363.14,365.11,366.80,366.80,363.00,359.99,362.85,351.31,350.15,353.28,360.38,364.98,369.19,373.37,371.83,L5
2004-03-25 21:54:54+00:00,342.68,341.91,346.98,346.69,355.94,365.04,366.64,368.34,369.38,374.63,372.71,363.54,361.10,358.75,360.44,363.87,365.70,367.48,367.18,363.05,360.10,362.78,351.31,350.15,353.28,360.38,364.98,369.19,372.50,371.83,L7
2004-04-02 21:45:18+00:00,345.74,345.17,349.29,349.28,357.46,366.12,368.65,369.45,371.01,375.94,373.82,365.21,362.00,359.46,361.11,364.72,366.57,368.06,368.46,363.43,360.81,363.45,352.62,350.56,353.58,361.12,365.56,369.18,372.76,369.66,L5
2004-04-18 21:45:49+00:00,346.56,345.59,348.78,349.49,357.63,366.33,369.31,369.45,371.21,376.00,374.19,365.68,362.58,359.40,361.39,365.40,366.62,368.78,369.44,363.96,361.56,364.57,354.18,351.25,355.13,361.67,365.82,368.89,372.09,367.75,L5
2004-05-12 21:54:49+00:00,349.29,347.05,349.50,350.34,357.84,366.84,369.46,369.13,370.74,375.61,374.01,365.55,362.49,359.00,361.57,364.90,366.42,368.57,368.83,363.67,361.23,364.42,354.00,351.59,355.44,361.55,365.46,368.36,371.75,364.79,L7
2004-05-20 21:46:20+00:00,349.41,348.71,349.75,350.79,358.23,367.17,370.37,370.33,372.05,377.08,374.83,366.44,362.96,360.27,362.87,365.94,367.45,369.03,369.10,364.18,361.94,364.85,354.04,351.91,355.03,361.82,365.59,368.00,371.49,368.64,L5
2004-05-28 21:55:11+00:00,349.41,348.71,349.75,351.22,358.71,367.34,370.88,370.83,372.50,377.42,375.38,366.93,363.55,360.48,363.35,366.13,367.80,369.55,369.49,364.62,362.29,365.54,354.63,352.65,355.98,362.60,366.36,368.73,372.52,368.64,L7
2004-06-21 21:47:16+00:00,351.61,349.79,350.23,352.03,359.45,368.55,371.83,371.53,372.70,377.82,375.48,367.18,363.83,361.36,366.77,369.03,369.71,370.43,370.51,364.41,362.23,365.00,354.56,351.97,355.64,362.59,366.45,368.89,372.02,374.37,L5
2004-07-07 21:47:45+00:00,352.04,350.82,351.37,352.96,360.34,369.08,372.33,372.42,373.15,378.42,375.77,367.63,364.32,361.89,366.74,369.04,370.21,370.66,370.64,364.50,362.36,364.92,354.35,352.28,355.73,362.27,366.45,368.89,372.02,374.37,L5
2004-07-23 21:48:09+00:00,352.50,351.30,351.19,353.45,360.89,369.50,372.84,372.60,373.50,378.84,375.86,368.06,365.22,362.72,367.60,369.73,371.07,371.19,371.62,365.15,363.01,365.60,354.60,352.65,356.39,362.66,366.90,369.45,372.44,377.79,L5
2004-08-16 21:54:50+00:00,351.43,349.86,349.75,352.09,360.02,368.31,371.66,371.18,372.38,377.79,375.02,367.34,363.88,361.78,366.39,368.86,369.72,370.18,370.32,363.84,362.12,364.36,353.55,351.71,355.70,362.11,365.96,368.29,371.21,374.99,L7
2004-09-25 21:50:07+00:00,351.88,350.82,349.60,355.34,360.98,368.82,374.11,372.75,374.96,380.34,377.42,371.08,366.20,364.13,368.95,370.85,372.19,371.07,372.89,365.23,364.34,366.19,355.44,352.69,356.50,364.06,366.65,367.47,370.90,380.01,L5
2004-10-27 21:50:23+00:00,351.39,348.35,347.47,352.79,359.41,368.02,372.02,372.32,374.41,379.99,376.85,371.97,366.17,364.07,369.19,371.00,371.84,371.42,371.82,364.85,363.01,365.10,354.50,353.02,356.01,363.14,366.02,367.78,370.98,383.97,L5
2004-11-04 21:54:55+00:00,350.66,347.41,346.87,352.50,358.79,367.18,371.28,370.96,373.44,378.91,376.02,371.39,364.67,363.72,367.96,369.79,370.66,370.12,370.83,363.82,362.49,364.38,353.73,352.80,355.39,362.70,365.35,367.10,370.76,383.86,L7
2005-01-15 21:52:09+00:00,353.84,347.19,346.59,351.75,357.81,365.38,370.09,368.20,373.03,376.90,374.48,371.05,362.91,363.28,363.20,368.40,367.66,370.22,370.87,362.47,362.29,364.15,356.34,354.62,357.21,363.67,365.35,367.33,370.83,384.56,L5
2005-02-08 21:55:35+00:00,348.73,342.88,343.22,347.85,353.41,360.69,365.62,363.93,368.84,372.11,374.00,370.64,360.30,361.38,360.25,366.50,365.08,368.86,368.56,360.49,360.72,362.36,356.19,354.29,353.81,361.50,362.54,363.76,367.94,375.18,L7
2005-02-24 21:55:41+00:00,348.34,342.95,344.46,348.83,355.44,362.71,367.70,366.97,370.36,374.07,375.50,371.67,363.64,365.16,364.37,369.60,368.78,372.06,373.08,364.32,361.65,365.40,357.95,356.55,355.24,362.37,363.91,365.94,370.08,380.26,L7
2005-04-13 21:55:36+00:00,345.23,341.11,343.30,348.13,354.33,362.15,366.29,366.12,367.51,372.50,371.40,368.02,361.47,361.43,363.16,367.91,366.69,370.25,370.58,362.14,360.21,363.13,355.18,355.28,353.50,360.94,363.67,365.14,368.81,378.72,L7
2005-04-21 21:53:10+00:00,348.53,344.52,346.90,350.62,357.32,364.78,368.17,367.99,369.56,374.18,373.93,369.31,364.00,362.50,365.15,369.48,368.97,372.86,372.36,366.09,363.39,366.50,357.38,355.95,355.33,362.65,365.29,366.67,370.25,373.78,L5
2005-05-23 21:53:00+00:00,349.00,347.58,349.85,353.85,359.04,366.06,369.64,369.73,370.01,375.10,375.66,367.44,367.85,363.95,369.28,373.15,373.23,377.79,376.16,371.69,367.73,371.56,362.26,357.75,357.20,364.54,367.51,368.84,371.56,370.21,L5
2005-05-31 21:55:35+00:00,351.15,348.90,350.26,354.61,359.39,366.06,369.64,369.73,370.01,375.10,375.66,369.89,368.24,363.95,369.28,373.15,373.23,377.79,376.16,372.20,367.73,374.25,362.26,357.75,357.20,364.54,367.51,368.84,374.06,370.21,L7
2005-06-08 21:53:33+00:00,352.05,349.47,350.47,355.85,360.16,367.25,371.30,370.73,371.89,376.14,376.49,371.06,369.42,366.94,370.94,375.45,375.25,379.50,378.93,372.62,368.76,374.60,364.59,359.24,359.15,366.42,368.92,370.96,375.62,376.91,L5
2005-08-03 21:55:25+00:00,348.87,346.97,348.76,353.88,358.53,365.66,369.38,369.30,370.49,374.66,375.83,370.27,368.44,364.76,367.94,372.91,373.66,377.75,376.17,371.50,368.25,373.72,362.97,356.77,357.06,364.54,368.17,369.39,374.81,376.91,L7
2005-08-19 21:55:20+00:00,352.46,348.39,350.82,355.94,360.17,368.29,371.15,371.45,372.42,376.87,375.26,369.22,367.07,363.30,365.94,371.37,371.97,376.21,374.37,370.42,367.60,372.92,362.22,356.47,358.76,365.51,369.55,371.73,376.39,380.73,L7
2005-10-06 21:55:01+00:00,354.31,350.23,352.13,357.65,361.48,369.68,372.68,371.84,373.68,377.73,376.39,370.93,368.08,363.30,365.94,371.37,371.97,376.21,374.37,370.42,369.62,374.67,364.53,358.28,360.25,366.25,370.41,372.40,377.07,385.57,L7
2005-10-30 21:53:39+00:00,353.36,346.85,350.15,356.72,360.63,368.04,372.00,370.67,374.51,377.07,377.11,371.97,367.86,363.86,364.79,370.49,371.45,375.84,373.33,369.91,368.42,374.38,365.09,358.50,359.88,365.68,368.59,370.69,376.33,396.08,L5
2005-12-09 21:55:38+00:00,348.04,340.92,346.10,350.22,359.52,365.42,368.52,368.48,372.04,374.77,375.16,366.23,362.06,359.26,358.47,364.42,365.81,370.81,367.13,364.46,364.39,367.09,359.07,354.89,355.31,360.46,362.13,364.09,367.98,411.16,L7
2006-02-19 21:56:39+00:00,346.07,340.47,346.89,351.07,360.31,366.70,370.04,368.39,370.25,374.92,375.71,369.77,364.06,362.34,364.17,366.66,368.82,372.60,373.32,367.46,365.49,370.57,362.48,359.57,360.34,362.24,363.04,364.78,368.16,414.11,L5
2006-03-31 21:56:06+00:00,345.69,339.67,345.29,349.71,355.54,363.85,365.90,364.46,367.17,370.76,375.71,369.77,364.06,362.34,364.17,366.66,368.82,372.60,373.32,367.46,365.49,370.57,362.48,359.57,356.48,361.49,361.35,363.94,366.57,416.46,L7
2006-04-08 21:57:12+00:00,347.38,341.23,345.72,350.25,356.50,364.09,367.63,366.37,369.94,374.13,377.28,371.83,365.52,363.20,365.94,368.73,371.23,373.36,375.37,369.94,369.02,373.77,364.45,361.08,358.90,364.22,362.42,364.15,368.59,419.10,L5
2006-05-26 21:57:54+00:00,347.60,341.23,343.40,348.22,352.63,361.67,365.23,364.59,367.53,372.06,376.53,372.94,365.46,365.40,367.50,371.60,373.23,374.14,379.05,361.72,371.02,376.17,367.25,362.96,358.96,363.68,361.40,363.74,367.49,419.10,L5
2006-06-19 21:56:00+00:00,347.99,341.43,344.38,348.54,352.22,360.42,362.91,362.83,366.49,370.63,373.24,367.35,361.74,360.91,362.63,366.20,366.95,368.60,372.49,360.86,366.16,370.57,363.00,357.95,357.20,363.98,361.68,364.02,370.53,419.10,L7
2006-06-27 21:58:48+00:00,350.93,343.19,345.58,350.40,352.75,362.35,364.97,364.82,368.36,371.31,373.36,366.52,363.25,362.11,363.47,368.61,368.82,371.39,374.25,362.48,366.92,370.89,364.73,358.18,357.30,363.82,362.35,366.56,373.53,418.51,L5
2006-07-05 21:55:30+00:00,349.26,342.21,344.72,349.21,352.57,361.85,364.69,364.95,368.45,370.97,373.11,365.73,362.61,360.36,361.70,367.65,367.82,371.38,372.48,362.36,365.93,369.52,363.81,357.72,357.62,364.22,363.11,366.97,375.63,421.58,L7
2006-07-13 21:59:02+00:00,351.43,343.73,346.38,350.29,353.69,363.35,365.76,366.91,368.62,371.99,373.00,366.35,362.90,360.93,362.43,368.00,369.03,371.66,372.44,363.07,365.76,369.61,363.12,358.97,358.54,363.98,363.61,368.69,376.94,423.31,L5
2006-07-21 21:55:45+00:00,350.70,342.94,345.77,350.29,353.69,363.35,365.76,367.25,368.04,371.61,372.39,365.86,362.13,359.59,361.38,366.24,368.07,370.25,371.11,363.16,365.01,369.44,362.35,358.97,358.91,363.98,363.61,368.69,376.94,423.31,L7
2006-08-22 21:55:41+00:00,349.57,341.40,344.48,348.02,353.88,363.57,365.85,367.56,368.71,372.73,371.20,364.05,360.64,357.44,359.35,363.77,366.12,367.99,368.25,362.15,363.72,367.39,360.10,359.62,358.48,363.72,363.22,368.87,378.18,412.25,L7
2006-09-15 21:59:51+00:00,349.57,341.40,344.48,348.02,353.88,363.57,365.85,367.56,368.71,374.64,371.36,364.63,360.12,357.06,359.05,363.10,364.94,366.71,367.02,362.11,363.78,366.69,359.41,358.30,358.99,363.94,363.59,369.59,378.75,405.84,L5
2006-09-23 21:55:06+00:00,347.48,340.91,343.80,347.95,353.23,362.99,365.58,366.81,368.21,374.08,371.00,364.93,359.59,357.47,359.35,362.81,365.60,366.75,367.01,362.25,363.65,366.56,359.46,358.32,359.24,364.33,364.07,370.32,378.98,404.36,L7
2006-10-09 21:55:24+00:00,345.40,340.09,343.29,347.59,353.45,363.59,365.72,367.63,367.73,374.80,368.69,362.98,357.60,356.63,357.74,361.76,364.11,365.54,365.67,360.66,362.09,364.86,358.35,357.60,359.74,363.42,364.85,372.38,382.23,401.56,L7
2006-11-26 21:56:05+00:00,345.40,340.09,343.18,347.07,353.49,363.27,365.02,367.23,366.76,374.11,367.80,362.25,357.88,356.06,358.03,361.87,364.41,365.70,365.81,362.31,361.67,364.43,357.52,357.41,359.32,362.80,364.15,371.55,380.80,403.37,L7
2007-01-05 22:00:52+00:00,343.08,338.77,342.07,345.66,356.48,365.57,366.62,370.09,365.88,376.31,367.88,363.13,358.10,356.91,359.07,362.68,366.08,366.69,366.45,363.44,363.73,366.34,355.52,359.01,361.14,363.50,364.95,373.73,379.96,395.09,L5
2007-01-29 21:55:57+00:00,337.52,336.72,338.85,341.97,355.16,363.30,364.77,367.36,365.27,379.23,366.41,361.33,356.81,355.73,357.50,361.18,364.33,365.54,365.11,362.49,363.44,365.77,354.87,357.46,359.06,363.81,364.40,371.98,378.34,386.31,L7
2007-02-15 21:54:49+00:00,337.52,336.72,338.85,341.97,355.16,363.30,364.77,367.36,365.27,379.23,366.41,361.33,356.81,355.73,357.50,361.18,364.33,365.54,365.11,362.49,363.44,365.77,354.87,357.46,359.06,363.81,364.40,371.98,378.34,392.41,L5
2007-03-02 21:56:07+00:00,340.25,340.31,340.84,345.84,354.04,362.51,364.38,366.39,366.22,378.63,367.54,362.68,357.89,357.53,358.77,362.49,366.02,366.44,366.67,363.39,364.81,368.02,357.97,356.85,361.05,365.51,366.44,372.78,379.43,397.72,L7
2007-03-18 21:56:09+00:00,340.56,339.85,340.94,345.68,353.02,361.84,363.67,364.99,365.62,375.32,366.98,360.96,358.04,357.44,358.67,363.10,366.43,367.39,367.26,363.25,363.81,368.02,359.40,358.48,360.97,365.46,366.26,372.06,378.39,399.30,L7
2007-04-19 21:56:31+00:00,345.75,343.87,343.40,347.66,354.31,362.43,363.60,365.86,365.84,375.83,368.22,363.47,360.44,356.05,359.57,364.15,367.26,368.73,367.79,364.12,364.10,371.84,359.29,358.48,360.90,364.94,365.86,370.95,378.09,400.25,L7
2007-05-05 21:56:27+00:00,346.33,344.45,344.14,348.71,354.22,362.81,364.60,365.17,366.62,374.54,368.22,363.47,360.44,356.05,359.57,364.15,367.26,368.73,367.79,364.12,364.10,371.84,359.29,358.48,360.93,364.40,364.43,370.27,377.53,404.07,L7
2007-06-22 21:55:53+00:00,346.33,344.45,344.50,349.90,354.32,363.10,365.38,368.36,371.31,377.52,372.71,366.87,362.44,358.69,360.41,364.88,367.12,369.57,369.61,365.23,365.05,371.67,359.41,353.32,361.37,367.60,366.83,373.53,381.63,401.54,L7
2007-09-10 21:55:27+00:00,338.05,339.96,346.34,351.16,352.83,361.74,364.72,367.52,372.42,373.56,375.39,370.84,364.06,357.95,356.59,361.54,362.72,365.44,366.66,360.76,359.70,365.99,353.02,346.94,357.69,364.40,364.65,372.76,382.73,400.52,L7
2007-09-18 21:58:42+00:00,333.63,338.21,346.49,351.39,353.27,363.83,366.38,369.39,372.67,375.05,376.68,373.83,366.66,361.28,358.63,363.34,366.25,368.57,369.01,362.94,362.69,368.60,353.10,348.76,357.61,365.48,367.29,375.71,385.60,418.81,L5
2007-09-26 21:55:23+00:00,328.68,336.36,342.35,346.60,349.38,356.91,360.47,363.20,367.07,375.05,376.68,373.83,366.66,361.28,358.63,363.34,366.25,368.57,369.01,362.94,362.69,368.60,353.10,348.76,356.42,364.31,366.22,374.19,384.70,418.81,L7
2007-10-28 21:55:58+00:00,321.37,330.73,337.33,342.38,346.07,356.37,359.84,362.18,366.40,371.49,373.55,365.98,363.42,363.33,357.71,362.78,362.60,366.82,368.00,362.44,360.57,362.42,352.73,349.44,356.63,364.55,366.78,375.10,385.81,426.71,L7
2007-12-31 21:55:59+00:00,314.55,326.71,333.83,338.87,343.51,360.01,359.44,359.83,361.26,369.00,370.49,363.01,360.04,361.65,356.85,361.89,363.79,366.16,366.18,363.09,360.89,366.73,356.40,355.03,357.38,364.46,367.99,374.11,386.72,430.41,L7
2008-02-01 21:56:21+00:00,320.19,329.61,335.80,341.29,347.05,360.96,360.75,360.71,361.98,369.03,370.46,361.49,360.10,360.04,356.81,361.67,363.54,366.46,365.85,363.13,361.59,366.41,358.15,355.87,358.10,364.86,367.88,373.19,384.32,430.41,L7
2008-03-04 21:55:48+00:00,320.19,329.61,335.80,341.29,347.05,360.96,355.22,360.71,361.98,369.03,370.46,361.49,360.10,360.04,356.81,361.67,363.54,366.46,365.85,363.13,361.59,362.59,359.88,357.30,358.87,362.43,364.99,373.19,384.32,430.41,L7
2008-05-07 21:56:04+00:00,339.47,338.85,340.41,347.30,352.83,366.74,354.21,363.57,363.22,369.86,369.04,358.66,358.60,354.56,358.64,362.04,363.44,366.68,366.86,363.72,361.09,361.43,362.47,360.01,360.66,359.76,359.00,366.27,366.76,413.45,L7
2008-06-08 21:55:50+00:00,347.47,343.75,345.26,351.03,358.12,369.76,357.52,366.89,365.07,372.72,372.77,362.81,361.08,357.14,358.64,362.04,363.44,366.68,366.86,363.72,361.09,361.43,362.47,360.90,361.96,360.69,361.28,367.37,370.96,413.45,L7
2008-08-27 21:55:06+00:00,354.70,341.40,345.65,351.69,357.05,365.30,355.15,364.02,364.58,372.09,372.31,363.57,360.85,355.76,357.02,361.75,356.73,362.81,365.39,359.05,353.57,351.67,359.31,360.69,360.17,358.74,359.91,370.30,369.08,413.45,L7
2008-09-12 21:54:33+00:00,354.70,341.40,345.65,351.69,357.05,365.30,364.33,361.16,364.17,369.88,370.34,364.51,358.40,354.73,354.16,360.69,359.98,366.69,367.14,360.94,362.20,363.22,360.34,361.81,361.63,366.03,370.05,373.79,369.08,413.45,L7
2008-10-14 21:54:18+00:00,354.70,341.40,345.65,351.69,354.29,362.38,361.91,359.21,361.74,367.16,367.84,359.98,355.74,354.73,354.16,360.69,359.98,366.69,367.14,360.94,362.20,363.22,358.00,360.27,359.44,366.03,370.05,373.79,369.08,413.45,L7
2008-12-09 21:49:42+00:00,358.89,342.45,346.17,351.33,353.21,358.87,362.57,356.66,361.22,364.20,365.03,357.56,352.92,352.46,352.75,359.88,364.47,368.66,367.57,363.56,368.86,370.63,363.49,362.50,362.19,374.55,380.10,381.07,392.98,,L5
2008-12-25 21:50:10+00:00,358.29,345.53,348.61,354.82,356.94,363.60,366.69,360.29,364.53,367.05,368.21,361.00,356.41,356.89,357.39,365.10,367.27,372.49,371.07,368.62,372.79,374.65,366.67,365.76,365.40,376.86,381.17,383.41,396.70,387.19,L5
