dates,nzd0459-0000,nzd0459-0001,nzd0459-0002,nzd0459-0003,nzd0459-0004,nzd0459-0005,nzd0459-0006,nzd0459-0007,nzd0459-0008,nzd0459-0009,nzd0459-0010,nzd0459-0011,nzd0459-0012,nzd0459-0013,nzd0459-0014,nzd0459-0015,nzd0459-0016,nzd0459-0017,nzd0459-0018,nzd0459-0019,nzd0459-0020,nzd0459-0021,nzd0459-0022,nzd0459-0023,nzd0459-0024,nzd0459-0025,nzd0459-0026,nzd0459-0027,nzd0459-0028,nzd0459-0029,nzd0459-0030,nzd0459-0031,nzd0459-0032,nzd0459-0033,nzd0459-0034,nzd0459-0035,nzd0459-0036,nzd0459-0037,nzd0459-0038,nzd0459-0039,nzd0459-0040,nzd0459-0041,nzd0459-0042,nzd0459-0043,nzd0459-0044,nzd0459-0045,nzd0459-0046,nzd0459-0047,nzd0459-0048,nzd0459-0049,nzd0459-0050,nzd0459-0051,nzd0459-0052,nzd0459-0053,nzd0459-0054,nzd0459-0055,nzd0459-0056,nzd0459-0057,nzd0459-0058,nzd0459-0059,nzd0459-0060,nzd0459-0061,nzd0459-0062,nzd0459-0063,nzd0459-0064,nzd0459-0065,nzd0459-0066,nzd0459-0067,nzd0459-0068,nzd0459-0069,nzd0459-0070,nzd0459-0071,nzd0459-0072,nzd0459-0073,nzd0459-0074,nzd0459-0075,nzd0459-0076,nzd0459-0077,nzd0459-0078,nzd0459-0079,nzd0459-0080,nzd0459-0081,nzd0459-0082,nzd0459-0083,nzd0459-0084,nzd0459-0085,nzd0459-0086,nzd0459-0087,nzd0459-0088,nzd0459-0089,nzd0459-0090,nzd0459-0091,nzd0459-0092,nzd0459-0093,nzd0459-0094,nzd0459-0095,nzd0459-0096,nzd0459-0097,nzd0459-0098,nzd0459-0099,nzd0459-0100,nzd0459-0101,nzd0459-0102,nzd0459-0103,nzd0459-0104,nzd0459-0105,nzd0459-0106,nzd0459-0107,nzd0459-0108,nzd0459-0109,nzd0459-0110,nzd0459-0111,nzd0459-0112,nzd0459-0113,nzd0459-0114,nzd0459-0115,nzd0459-0116,nzd0459-0117,nzd0459-0118,nzd0459-0119,nzd0459-0120,nzd0459-0121,nzd0459-0122,nzd0459-0123,nzd0459-0124,nzd0459-0125,nzd0459-0126,nzd0459-0127,nzd0459-0128,nzd0459-0129,nzd0459-0130,nzd0459-0131,nzd0459-0132,nzd0459-0133,nzd0459-0134,nzd0459-0135,nzd0459-0136,nzd0459-0137,nzd0459-0138,nzd0459-0139,nzd0459-0140,nzd0459-0141,nzd0459-0142,nzd0459-0143,nzd0459-0144,nzd0459-0145,nzd0459-0146,nzd0459-0147,nzd0459-0148,nzd0459-0149,nzd0459-0150,nzd0459-0151,nzd0459-0152,nzd0459-0153,nzd0459-0154,nzd0459-0155,nzd0459-0156,nzd0459-0157,nzd0459-0158,nzd0459-0159,nzd0459-0160,nzd0459-0161,nzd0459-0162,nzd0459-0163,nzd0459-0164,nzd0459-0165,nzd0459-0166,nzd0459-0167,nzd0459-0168,nzd0459-0169,nzd0459-0170,nzd0459-0171,nzd0459-0172,nzd0459-0173,nzd0459-0174,nzd0459-0175,satname
2005-04-20 22:03:44+00:00,348.21,,,349.75,352.42,353.40,354.83,350.37,353.73,353.12,355.87,353.64,351.70,352.36,356.80,358.40,358.40,360.27,,353.45,360.79,362.86,359.86,361.57,362.89,363.14,363.99,367.29,365.74,364.43,365.25,362.19,362.44,361.43,,359.09,356.47,357.06,355.30,359.31,357.85,359.64,358.52,360.81,356.99,359.54,358.10,356.14,356.15,,,356.41,361.78,358.25,359.12,358.25,359.18,359.47,357.67,357.39,361.31,361.60,360.70,363.01,361.75,,,364.97,365.22,369.86,372.45,368.73,370.87,369.59,368.61,367.99,368.84,366.99,368.77,368.82,,,,369.05,369.35,370.07,370.38,370.15,369.16,370.43,368.76,370.81,371.07,370.37,369.89,372.52,,,374.02,380.47,378.19,383.55,381.21,378.01,376.92,376.37,374.26,375.57,371.53,374.45,373.14,374.64,,,369.35,366.54,367.64,368.40,368.82,367.96,369.69,367.43,368.64,368.71,368.58,367.54,370.32,,,366.81,370.52,370.06,371.08,367.75,368.58,368.22,365.32,365.57,366.49,363.81,363.55,365.65,,,365.57,370.56,373.05,378.41,374.82,376.28,378.46,377.83,377.94,379.58,371.82,364.96,363.78,,,353.55,356.41,356.14,352.72,353.48,354.71,356.64,359.40,360.70,363.57,368.21,371.02,373.17,,,394.00,391.64,L7
2005-06-23 22:03:37+00:00,,,,,,,,,,,,,,,,,,,,,,353.17,353.22,350.91,,,,362.06,365.04,367.20,362.04,364.26,366.18,363.53,359.65,354.86,355.94,356.64,353.05,353.85,,,353.16,352.95,349.18,347.03,350.54,347.73,345.55,342.82,350.18,351.52,346.65,354.00,350.04,350.63,,,346.18,351.92,345.42,351.14,356.21,348.51,347.70,347.99,357.19,353.77,362.03,363.33,357.10,361.37,,,351.20,361.56,354.20,355.84,355.90,356.90,356.23,358.32,358.53,358.33,360.03,353.84,355.12,352.36,,,,,,,,,,,,,,,,,,,,365.50,363.57,365.68,364.53,365.67,356.35,362.48,361.04,363.04,359.56,357.00,350.76,,,365.15,361.85,356.95,355.10,356.23,359.23,364.61,362.99,365.01,365.38,364.11,367.02,358.77,,,358.95,361.34,363.57,359.33,358.37,363.64,359.98,360.42,360.45,365.95,367.28,363.26,364.34,,,372.39,369.54,371.37,368.91,361.25,350.51,347.90,354.17,356.50,352.22,348.49,357.93,351.92,,,,,,,,,,,,,L7
2005-07-01 22:01:50+00:00,,,,,,,,,,,,346.88,347.57,353.53,352.71,353.75,350.66,355.64,355.79,355.54,354.00,358.97,354.40,354.03,356.44,357.40,352.48,351.73,358.81,354.63,354.77,358.53,358.68,357.34,357.03,355.21,356.16,355.77,352.45,350.12,352.70,354.00,350.42,353.22,349.11,346.95,346.40,348.86,351.09,353.56,354.52,350.68,353.10,355.76,347.34,350.39,345.92,347.89,353.12,347.16,349.82,347.28,352.82,354.60,356.08,358.99,355.96,357.08,356.10,359.69,364.51,363.73,360.71,354.76,356.74,349.94,355.22,358.19,362.22,360.13,361.83,357.70,360.53,363.42,364.67,362.62,364.58,358.11,354.68,360.95,359.47,359.53,361.02,367.37,367.99,366.81,367.05,366.94,372.39,375.03,370.38,373.89,373.54,373.00,364.95,365.23,361.24,363.99,370.93,373.37,368.22,372.54,370.20,367.19,368.03,369.58,366.22,363.98,363.70,365.72,364.06,360.60,363.78,365.10,369.98,368.13,367.21,370.19,361.07,366.10,366.29,365.79,362.40,359.58,356.18,356.54,358.85,355.04,352.89,356.73,358.71,362.82,358.14,363.76,363.59,367.29,370.28,368.69,369.01,368.16,364.79,362.93,364.88,361.41,365.96,359.46,359.98,352.54,353.37,350.29,349.55,348.80,343.93,342.43,354.47,355.73,354.32,358.51,356.14,359.55,359.17,362.69,368.29,386.13,403.45,396.14,L5
2005-07-09 22:03:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,364.55,368.53,372.89,376.38,373.93,368.97,371.37,367.40,365.15,369.27,365.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.42,369.22,368.80,369.20,367.29,363.86,364.93,364.35,367.94,367.48,366.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2005-08-26 22:03:27+00:00,348.91,349.36,351.25,,343.16,347.88,343.91,342.14,340.47,343.55,341.90,339.87,343.94,346.07,343.28,345.89,344.48,346.36,351.25,,,351.80,352.00,352.61,355.80,356.48,354.01,356.25,356.75,362.80,359.10,354.80,356.11,348.97,352.36,,,354.45,351.46,350.59,354.82,356.89,352.01,350.52,348.00,346.95,350.50,351.24,350.36,354.47,351.75,,350.78,350.75,351.33,353.65,353.73,353.74,353.53,352.35,352.39,348.60,352.71,359.91,353.84,356.51,,,360.26,359.83,360.46,362.08,359.40,361.29,366.49,354.66,359.58,360.38,363.41,362.79,358.08,360.46,,,358.52,362.25,361.74,363.87,362.62,356.86,355.55,358.25,363.08,361.19,365.85,363.39,365.64,363.32,,,369.63,375.05,365.92,367.69,366.61,367.69,366.29,363.25,367.35,363.51,367.32,365.30,364.19,,,361.12,366.16,364.42,363.99,364.26,360.23,363.14,366.07,368.79,372.67,367.70,372.60,360.59,362.75,,,361.56,361.09,357.42,362.13,354.20,355.82,360.55,361.52,361.65,360.74,364.20,362.00,367.12,,,370.27,370.35,370.43,371.36,372.84,375.20,369.24,366.15,367.80,360.31,361.43,352.97,351.44,,,353.21,345.50,347.84,354.09,352.80,352.80,357.35,360.97,371.56,374.08,381.54,376.73,,,,L7
2005-09-27 22:03:16+00:00,338.30,,346.03,340.19,336.97,342.99,341.88,333.77,335.61,334.85,338.65,336.64,336.88,340.84,340.30,343.97,338.25,,,349.90,349.25,346.06,350.47,351.38,354.71,355.08,349.28,353.42,355.22,356.80,357.19,353.19,355.36,,,348.47,348.20,345.29,347.09,345.33,348.89,348.11,340.82,345.19,344.86,344.26,344.07,346.37,345.59,,345.49,350.14,347.68,345.72,349.28,345.72,346.36,344.72,348.05,350.20,350.43,349.93,349.42,355.21,356.83,,351.75,352.71,356.95,355.89,360.71,357.48,357.27,358.12,358.11,351.19,355.28,355.50,352.32,357.30,,,358.21,356.59,358.22,358.24,359.92,358.74,356.37,358.42,359.18,357.54,360.77,357.49,361.65,359.90,,,361.10,368.41,368.77,373.19,368.26,368.39,366.82,364.97,364.92,360.76,360.78,360.75,364.06,,,358.08,358.24,357.10,357.37,358.60,356.08,358.42,355.31,355.37,356.22,359.77,360.94,360.54,360.41,,,357.60,353.68,356.18,357.79,357.05,358.96,356.49,355.62,353.97,355.26,355.42,353.75,355.39,,,355.94,359.01,359.50,359.88,364.25,364.62,361.63,362.81,360.06,363.87,363.33,362.28,359.79,,,345.60,346.56,349.77,346.99,345.31,354.26,352.72,361.99,356.60,363.09,366.70,365.17,364.84,,,395.92,386.72,L7
2005-10-05 22:02:17+00:00,333.33,329.81,326.56,345.46,343.81,334.57,336.03,333.52,334.17,336.14,333.98,336.18,335.64,336.76,347.11,346.24,341.67,342.66,343.77,348.78,353.06,347.23,345.95,340.26,340.21,342.18,346.15,352.36,355.71,359.78,355.44,354.01,354.22,353.49,353.27,349.66,347.55,346.48,341.44,338.27,341.36,339.77,340.37,344.71,340.00,345.59,345.91,347.28,342.62,345.67,343.14,346.05,341.64,337.33,341.30,343.53,342.02,340.25,346.68,344.31,344.54,350.61,350.42,345.53,349.98,350.60,354.55,352.80,347.95,353.64,349.43,354.60,350.01,350.82,346.53,353.76,352.03,351.84,351.91,348.31,353.64,356.24,358.55,353.63,348.78,351.77,345.44,346.53,349.50,348.78,350.89,361.12,359.46,359.23,359.12,360.88,363.52,362.16,363.77,355.47,359.68,359.68,363.16,358.83,364.81,355.33,357.83,357.52,358.80,357.57,359.91,357.90,358.31,356.70,352.50,347.17,350.59,352.18,350.44,353.43,355.56,360.50,358.60,358.12,357.29,359.54,358.72,364.79,361.01,351.70,350.10,349.37,357.62,354.05,355.41,352.72,350.15,354.32,352.31,354.06,353.16,357.45,353.20,355.55,349.86,353.31,349.86,349.69,356.53,360.34,356.29,359.99,359.60,357.33,361.31,355.56,345.24,348.81,345.44,337.56,337.19,327.22,329.26,334.98,337.26,345.81,347.77,352.48,356.50,358.37,353.83,353.98,363.13,369.19,375.04,372.71,L5
2005-11-06 22:02:22+00:00,,,,,,,,,,,,,,,,,,,,,349.48,353.20,354.65,368.34,371.50,356.63,354.08,354.21,359.54,362.91,363.27,357.93,352.56,366.09,366.31,361.75,358.31,368.42,369.40,374.13,364.93,351.08,355.41,363.88,351.81,349.88,349.92,346.63,347.74,,,,,,,,,,345.29,354.57,356.91,356.18,356.15,358.39,370.69,370.62,367.92,365.95,368.24,373.56,378.38,372.45,358.93,362.78,359.43,357.05,357.65,357.25,360.64,365.58,373.32,374.86,371.33,372.49,374.64,378.65,373.45,367.48,359.60,361.38,361.26,360.61,,,,,,,,,,,,,342.60,339.50,353.50,360.90,365.87,365.87,373.63,379.84,376.32,375.36,374.43,373.69,375.04,374.74,357.13,361.23,360.00,362.11,362.18,359.71,363.41,366.30,382.30,375.84,372.33,374.84,374.96,376.54,371.40,350.19,352.49,358.23,359.06,349.73,358.45,358.06,365.01,370.68,371.15,373.10,375.94,375.04,383.15,379.10,368.69,383.12,,384.85,369.82,373.32,371.86,382.60,379.90,364.46,363.10,361.45,361.19,362.69,355.73,341.49,349.46,354.30,355.25,361.79,365.16,365.82,374.60,375.07,380.20,393.60,405.62,402.09,L5
2006-01-01 22:03:58+00:00,350.33,336.78,331.86,349.77,349.57,344.30,347.33,344.97,326.19,332.64,333.57,336.67,340.59,343.34,343.90,336.39,332.38,339.22,343.63,350.56,353.24,349.81,351.44,350.30,,,352.57,350.69,354.28,355.82,355.51,356.60,355.72,355.64,358.33,349.30,349.42,349.17,348.34,346.78,,346.45,346.88,351.19,348.92,345.54,346.20,339.69,342.50,341.62,348.28,344.85,344.44,347.16,349.02,342.92,,346.76,347.21,349.30,348.69,358.58,355.67,351.57,352.47,347.49,348.66,347.52,348.91,350.76,350.52,,,357.55,350.41,357.18,350.25,350.89,351.61,346.66,352.23,353.91,353.45,354.12,354.19,354.57,354.37,,,350.05,355.96,356.00,355.22,355.53,356.50,361.34,359.61,360.73,360.21,360.68,367.87,371.77,368.94,,358.78,359.89,359.60,357.16,355.36,358.11,357.19,360.88,358.53,356.47,357.52,355.18,352.24,355.41,,,344.78,353.85,351.30,352.58,350.60,351.31,350.13,355.39,352.66,349.73,356.03,353.11,355.82,354.55,,350.84,352.84,351.22,350.33,345.57,347.52,348.74,349.41,349.91,349.59,353.19,351.50,351.11,349.93,,360.62,362.07,363.66,358.01,353.36,346.62,342.14,339.18,339.61,340.69,341.59,329.17,328.98,331.92,,339.30,343.65,345.66,347.69,346.16,348.53,357.63,360.35,371.08,369.55,361.73,L7
2006-02-10 22:04:39+00:00,319.56,336.47,335.56,346.14,337.02,332.20,327.48,324.22,327.04,331.68,336.72,330.70,328.80,331.70,337.57,338.82,330.88,323.27,334.40,336.40,339.05,337.02,333.13,342.41,334.08,336.82,342.33,346.03,346.05,346.91,344.17,347.63,341.69,344.63,339.36,337.99,338.09,338.61,334.51,339.55,341.31,338.28,327.64,332.13,331.93,337.37,340.29,338.88,337.89,338.60,336.95,336.44,334.98,329.47,334.36,335.80,340.57,341.77,346.37,341.87,342.96,341.95,345.49,340.90,342.54,344.59,347.07,341.98,338.44,343.37,343.12,340.76,344.68,344.84,344.85,346.72,342.18,338.26,335.17,335.72,338.96,339.08,338.80,346.88,345.68,347.30,345.06,342.75,345.52,347.84,351.51,353.98,349.71,343.24,344.11,347.96,350.57,346.94,352.99,353.10,356.87,357.02,356.65,357.56,359.57,352.04,349.80,349.29,346.73,350.00,352.73,353.53,349.65,346.42,350.29,346.92,346.95,353.45,346.67,348.78,343.81,342.22,342.44,338.94,340.78,343.46,346.81,347.48,340.93,343.29,347.44,343.31,347.81,353.18,353.82,346.12,347.92,346.78,340.96,340.56,342.95,347.14,342.84,340.96,341.19,344.10,350.37,347.36,351.36,356.39,356.60,356.42,359.74,353.05,353.87,344.50,338.92,334.72,334.91,338.18,337.59,333.46,338.18,342.02,341.15,342.89,343.61,343.98,344.58,351.41,360.87,365.08,365.28,371.72,374.46,373.99,L5
2006-02-18 22:04:16+00:00,,,,,,,,,,,,,,,,,,349.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.81,366.72,365.82,373.32,366.30,365.76,356.15,353.92,351.29,339.90,336.50,,328.00,332.68,334.20,339.54,341.99,350.57,351.53,355.45,359.11,368.19,376.05,374.12,382.31,389.08,,L7
2006-02-26 22:04:59+00:00,368.57,352.77,347.60,359.40,360.87,354.75,356.92,353.91,352.07,358.74,357.38,357.37,358.09,354.38,353.41,353.12,359.87,357.38,357.70,358.98,360.65,363.57,365.41,363.64,365.21,365.96,373.98,373.58,373.48,366.38,361.50,360.60,363.73,362.04,359.73,356.70,356.18,358.04,359.89,357.51,357.11,360.64,356.90,359.55,359.10,350.69,347.02,350.40,350.66,349.66,354.38,353.60,356.36,362.14,364.96,361.89,357.89,360.63,365.62,367.50,364.82,362.64,363.37,359.24,362.90,358.73,363.62,361.63,367.98,373.87,372.13,370.03,372.22,373.46,369.74,373.95,354.45,356.10,357.57,357.64,361.25,364.80,362.49,364.25,368.77,364.39,364.47,361.55,367.14,368.99,371.71,369.79,362.56,365.28,364.52,371.27,368.71,369.19,370.27,376.20,381.93,387.40,386.10,386.56,383.31,379.93,374.35,362.82,364.73,367.67,364.53,368.63,369.40,366.16,369.00,373.57,367.54,368.96,372.88,373.45,375.26,374.88,351.19,357.22,,,,,,,,,,,,,,,,,,,,,370.16,376.84,373.06,370.91,373.03,374.81,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-04-07 22:04:15+00:00,,363.38,359.20,353.14,354.86,353.94,350.73,350.26,344.17,348.08,343.38,343.52,343.01,343.11,347.19,,,351.30,355.33,356.15,353.76,352.59,356.14,354.16,355.93,359.49,354.22,357.27,365.99,364.28,360.27,,,361.67,358.96,358.54,355.18,354.25,355.60,353.62,352.78,353.43,350.67,350.37,346.27,343.68,344.46,,,345.80,345.23,349.26,347.34,346.32,343.25,347.87,346.55,348.72,346.14,343.90,348.03,346.60,349.89,,,351.12,350.35,351.88,351.15,351.84,357.74,353.12,357.65,356.29,356.64,352.85,356.38,356.09,355.43,,354.87,362.50,362.12,364.69,365.52,365.34,364.25,361.66,360.24,363.93,364.12,360.12,362.21,357.77,,,359.69,360.53,369.21,372.92,377.25,379.25,376.13,376.46,370.43,370.17,372.02,368.92,368.86,372.66,,,372.45,370.41,368.99,367.52,374.65,369.97,366.46,366.50,365.03,365.57,365.40,367.06,368.04,,,361.36,359.42,356.47,359.41,359.78,362.33,359.72,363.33,360.95,363.54,361.63,360.26,357.32,,,358.24,359.53,364.43,362.56,370.53,367.32,369.40,372.07,371.09,373.19,373.71,372.97,368.24,,,352.95,353.65,349.57,347.47,347.23,349.80,351.03,355.49,356.21,361.73,364.48,368.63,372.68,,,377.13,382.61,395.11,388.83,L7
2006-05-17 22:06:21+00:00,,,,,,,,,,,,,,,,,,,,347.98,350.48,351.49,358.61,359.05,356.75,355.81,353.71,362.22,361.76,366.39,358.96,356.47,357.28,351.92,354.63,351.58,348.60,346.46,350.01,349.53,352.26,351.63,343.68,351.34,346.59,346.07,352.69,346.62,344.97,347.47,351.68,351.34,345.47,340.34,342.11,345.01,345.92,346.93,352.93,352.86,355.68,356.33,357.58,355.19,355.71,351.57,348.33,355.51,358.30,360.11,363.63,362.03,362.04,361.37,357.32,359.64,364.33,360.81,361.45,359.87,359.48,352.39,355.45,362.41,361.33,360.81,358.02,358.50,361.93,363.97,361.74,364.45,363.42,365.23,363.38,364.19,361.70,362.93,364.75,372.67,371.39,373.09,371.30,364.89,368.87,366.56,364.21,365.87,368.24,368.49,367.03,366.69,360.05,360.25,358.04,363.54,361.55,355.24,359.30,357.01,360.03,362.81,359.06,361.95,362.46,359.55,355.13,358.67,356.19,359.02,359.23,361.12,361.87,360.39,359.69,356.45,351.29,355.26,357.28,355.10,348.73,355.08,354.86,358.65,355.75,361.16,363.13,362.84,364.57,364.72,363.90,366.10,362.44,363.80,360.53,349.91,349.59,347.79,348.42,348.19,346.92,351.60,346.63,349.96,352.38,354.94,365.29,369.37,367.22,376.83,385.04,387.93,384.17,395.61,398.29,395.11,L5
2006-06-26 22:04:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.51,,349.50,347.74,354.88,352.69,,,,,,,,,,,,,,,,,,,,,,,,,354.63,357.58,,,357.71,362.54,360.76,358.81,353.29,360.79,363.95,365.60,366.26,362.28,363.95,358.43,363.23,363.52,,,369.47,369.60,375.49,374.69,373.36,369.16,364.89,363.03,365.47,363.01,367.09,362.46,360.68,,,364.40,361.80,362.29,361.98,363.42,359.39,359.42,365.15,361.44,358.41,355.22,361.40,359.64,366.34,,,364.23,356.39,362.41,364.67,359.25,362.04,355.26,356.69,353.07,349.45,352.46,359.36,359.13,,,366.62,367.34,368.55,365.91,369.93,373.55,370.38,375.36,374.09,368.77,364.64,361.37,353.35,,348.48,350.56,348.87,356.51,360.49,358.28,364.98,367.72,371.70,372.53,371.77,365.06,370.82,377.38,,,406.12,L7
2006-07-12 22:04:01+00:00,,,,,,,,,,,,,,,341.37,345.22,344.68,351.00,349.53,,,355.47,357.02,357.77,356.30,352.67,362.71,364.77,361.74,362.28,361.28,363.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.23,376.20,369.36,365.77,361.16,362.62,367.72,370.08,364.46,362.52,,,361.22,359.27,361.34,361.13,360.48,365.08,363.21,360.40,357.52,353.39,355.46,349.93,361.26,357.34,,,360.23,360.91,361.68,356.73,358.53,355.58,356.79,356.32,354.38,355.88,354.87,354.72,352.92,,,361.28,361.94,360.31,366.11,366.09,366.30,371.36,365.01,356.43,355.11,350.22,348.08,347.52,,,347.39,356.38,353.17,350.95,356.13,363.19,366.99,376.56,376.92,373.88,376.24,388.34,394.82,,,L7
2006-07-28 22:03:54+00:00,356.40,370.97,370.17,362.27,356.85,350.29,350.45,344.88,343.88,342.20,343.03,343.36,343.73,347.62,349.94,,,,347.08,350.47,349.85,348.58,351.18,352.76,359.11,355.81,356.10,357.25,365.91,365.59,359.30,359.48,,359.44,358.98,350.15,348.75,346.70,351.53,350.37,348.94,345.53,347.56,352.18,351.07,348.57,351.13,,,344.90,352.69,349.52,354.48,353.90,350.46,348.84,349.53,350.11,354.24,351.13,352.91,357.22,353.85,354.39,,359.77,356.62,360.59,362.12,361.79,365.27,361.55,362.13,363.23,357.22,367.07,353.51,356.77,357.18,,,355.22,355.74,356.33,358.45,360.24,359.73,360.48,359.08,358.94,361.28,363.55,359.47,359.32,359.01,,,366.70,371.49,372.21,371.38,374.52,379.77,373.82,374.44,367.86,363.59,360.38,365.11,366.18,,,368.17,364.01,369.41,364.04,364.52,368.00,364.37,360.31,360.77,365.57,365.60,361.68,360.93,,,,359.80,362.48,358.95,360.01,361.69,361.69,361.14,357.22,356.21,355.57,354.70,353.34,353.80,,,353.51,358.80,363.72,362.66,363.28,362.45,362.23,,,,,,,,,353.57,356.05,351.49,348.03,,,,,,,,,,,,,,,L7
2006-08-21 22:07:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.41,351.35,354.35,347.91,354.21,353.99,353.33,357.47,358.88,356.36,353.23,358.71,359.62,358.89,353.30,347.70,342.35,344.69,349.36,348.51,353.92,353.80,361.18,363.35,352.22,347.79,,,,,,,,,,,,,,,,,,,,,349.08,351.31,352.62,353.31,357.74,358.63,361.87,369.06,370.92,367.66,366.95,369.35,375.09,373.11,371.33,366.18,370.78,368.42,365.58,365.42,366.69,363.48,364.77,369.01,370.13,370.93,369.71,370.09,367.97,368.65,358.26,359.17,362.15,359.01,359.75,360.86,363.54,365.46,364.71,363.82,363.37,367.33,368.32,370.05,368.20,357.70,356.91,357.93,358.32,352.81,353.63,352.31,354.25,361.41,359.58,360.24,362.69,361.00,363.16,366.47,354.71,360.25,361.91,361.97,360.75,366.78,364.40,371.76,373.87,374.49,371.70,370.70,366.63,363.69,356.08,348.12,344.58,350.15,349.79,355.78,357.88,364.94,378.80,384.12,381.30,378.17,385.44,384.37,392.75,390.61,388.26,L5
2006-08-29 22:03:50+00:00,370.22,,373.75,366.38,362.43,361.43,355.08,357.10,350.57,356.96,354.52,353.83,355.05,355.39,357.33,359.88,359.65,,,357.99,359.02,356.98,358.59,359.45,359.19,363.08,362.58,366.14,367.59,369.91,366.79,366.33,363.74,,,361.67,358.20,358.29,361.02,360.95,360.79,359.09,358.10,356.20,358.51,358.20,355.14,352.83,356.23,,,357.86,357.37,356.78,357.33,358.61,357.03,357.00,355.78,357.25,359.53,360.00,362.12,364.79,363.77,,,367.68,365.14,366.62,366.90,365.67,365.79,365.98,365.99,362.72,363.07,366.83,365.77,362.86,363.57,,363.46,366.12,364.87,366.45,366.84,367.81,365.71,367.25,366.33,367.21,367.75,368.89,370.25,370.33,,,370.16,374.45,373.98,378.04,375.48,372.98,371.32,371.24,368.16,366.56,369.59,369.59,366.47,364.84,,361.57,364.13,364.22,365.12,364.31,362.86,364.37,361.18,361.94,362.48,361.89,362.16,363.48,363.38,,,357.49,361.30,361.33,359.79,362.54,362.19,361.45,361.34,357.87,359.66,359.41,359.10,360.94,,,362.94,366.87,371.27,369.13,371.73,372.72,373.59,371.89,369.38,369.09,370.38,364.20,361.40,357.43,,348.68,348.27,350.50,353.78,356.71,358.21,365.48,369.67,373.67,375.64,376.64,376.88,376.95,,,402.30,398.38,L7
2006-10-08 22:08:17+00:00,344.53,345.83,345.86,360.72,372.45,361.82,357.37,354.42,351.73,357.44,357.49,355.27,341.99,343.36,350.26,351.92,350.09,350.50,351.42,353.85,360.06,359.21,361.58,360.89,365.65,361.28,370.82,372.00,363.72,358.17,357.85,357.26,361.04,358.56,360.95,354.05,364.79,363.94,354.02,360.50,358.06,359.14,356.48,363.49,350.33,345.99,348.17,350.59,348.37,344.79,352.17,351.24,356.19,357.71,352.07,352.79,352.63,359.37,362.57,351.20,351.46,355.77,355.47,348.28,350.51,351.74,354.96,363.81,366.68,366.91,367.43,370.40,364.93,365.49,360.59,357.47,345.38,352.57,348.76,352.02,356.24,350.55,355.65,362.35,363.68,358.02,360.74,356.97,362.29,360.17,358.51,355.47,355.91,359.60,356.03,357.61,360.69,364.64,375.46,369.82,371.61,377.63,380.45,377.23,374.46,369.18,356.47,352.81,353.45,356.00,356.86,358.05,357.84,364.44,367.90,366.50,357.81,362.88,365.75,363.23,362.92,356.57,351.31,350.12,346.35,350.21,349.06,361.07,361.35,362.99,367.57,363.81,370.50,368.80,362.26,363.66,356.43,354.04,353.46,352.26,348.67,346.53,351.54,358.40,366.39,371.27,367.42,370.59,375.87,378.40,378.59,367.94,365.30,365.88,361.91,358.43,350.22,348.53,361.31,358.40,357.08,344.04,355.09,358.92,354.95,356.65,343.85,350.17,351.54,351.95,344.84,356.63,367.38,386.01,390.06,396.02,L5
