dates,satname,nzd0459-0000,nzd0459-0001,nzd0459-0002,nzd0459-0003,nzd0459-0004,nzd0459-0005,nzd0459-0006,nzd0459-0007,nzd0459-0008,nzd0459-0009,nzd0459-0010,nzd0459-0011,nzd0459-0012,nzd0459-0013,nzd0459-0014,nzd0459-0015,nzd0459-0016,nzd0459-0017,nzd0459-0018,nzd0459-0019,nzd0459-0020,nzd0459-0021,nzd0459-0022,nzd0459-0023,nzd0459-0024,nzd0459-0025,nzd0459-0026,nzd0459-0027,nzd0459-0028,nzd0459-0029,nzd0459-0030,nzd0459-0031,nzd0459-0032,nzd0459-0033,nzd0459-0034,nzd0459-0035,nzd0459-0036,nzd0459-0037,nzd0459-0038,nzd0459-0039,nzd0459-0040,nzd0459-0041,nzd0459-0042,nzd0459-0043,nzd0459-0044,nzd0459-0045,nzd0459-0046,nzd0459-0047,nzd0459-0048,nzd0459-0049,nzd0459-0050,nzd0459-0051,nzd0459-0052,nzd0459-0053,nzd0459-0054,nzd0459-0055,nzd0459-0056,nzd0459-0057,nzd0459-0058,nzd0459-0059,nzd0459-0060,nzd0459-0061,nzd0459-0062,nzd0459-0063,nzd0459-0064,nzd0459-0065,nzd0459-0066,nzd0459-0067,nzd0459-0068,nzd0459-0069,nzd0459-0070,nzd0459-0071,nzd0459-0072,nzd0459-0073,nzd0459-0074,nzd0459-0075,nzd0459-0076,nzd0459-0077,nzd0459-0078,nzd0459-0079,nzd0459-0080,nzd0459-0081,nzd0459-0082,nzd0459-0083,nzd0459-0084,nzd0459-0085,nzd0459-0086,nzd0459-0087,nzd0459-0088,nzd0459-0089,nzd0459-0090,nzd0459-0091,nzd0459-0092,nzd0459-0093,nzd0459-0094,nzd0459-0095,nzd0459-0096,nzd0459-0097,nzd0459-0098,nzd0459-0099,nzd0459-0100,nzd0459-0101,nzd0459-0102,nzd0459-0103,nzd0459-0104,nzd0459-0105,nzd0459-0106,nzd0459-0107,nzd0459-0108,nzd0459-0109,nzd0459-0110,nzd0459-0111,nzd0459-0112,nzd0459-0113,nzd0459-0114,nzd0459-0115,nzd0459-0116,nzd0459-0117,nzd0459-0118,nzd0459-0119,nzd0459-0120,nzd0459-0121,nzd0459-0122,nzd0459-0123,nzd0459-0124,nzd0459-0125,nzd0459-0126,nzd0459-0127,nzd0459-0128,nzd0459-0129,nzd0459-0130,nzd0459-0131,nzd0459-0132,nzd0459-0133,nzd0459-0134,nzd0459-0135,nzd0459-0136,nzd0459-0137,nzd0459-0138,nzd0459-0139,nzd0459-0140,nzd0459-0141,nzd0459-0142,nzd0459-0143,nzd0459-0144,nzd0459-0145,nzd0459-0146,nzd0459-0147,nzd0459-0148,nzd0459-0149,nzd0459-0150,nzd0459-0151,nzd0459-0152,nzd0459-0153,nzd0459-0154,nzd0459-0155,nzd0459-0156,nzd0459-0157,nzd0459-0158,nzd0459-0159,nzd0459-0160,nzd0459-0161,nzd0459-0162,nzd0459-0163,nzd0459-0164,nzd0459-0165,nzd0459-0166,nzd0459-0167,nzd0459-0168,nzd0459-0169,nzd0459-0170,nzd0459-0171,nzd0459-0172,nzd0459-0173,nzd0459-0174,nzd0459-0175
2007-05-28 22:04:28+00:00,L7,365.38,364.89,360.45,357.45,356.39,356.25,352.61,358.58,345.67,349.03,348.71,351.83,358.30,358.54,360.00,363.26,358.31,357.70,358.26,353.79,360.12,354.82,359.80,,,366.49,365.01,368.86,368.33,374.37,369.62,363.57,355.59,355.33,356.51,358.56,351.16,353.89,350.38,,351.18,355.59,353.13,354.08,355.39,357.54,355.50,353.66,350.86,349.13,351.87,350.24,349.71,347.69,,,354.11,354.98,353.46,357.64,359.61,358.10,361.05,356.95,355.93,353.84,357.01,357.21,357.84,358.02,,,365.27,363.12,362.68,363.68,361.72,365.47,360.22,356.42,355.28,353.12,355.65,357.14,353.48,,,359.74,362.74,363.41,359.52,363.39,363.87,366.03,360.00,361.14,362.00,364.88,360.67,363.28,367.48,,,378.91,372.74,372.97,374.84,372.08,373.49,371.99,367.64,368.44,367.12,369.03,368.41,369.04,,,373.03,371.54,375.21,,,,,,,,,,364.33,,,372.48,373.22,370.83,370.66,369.18,371.54,363.63,362.45,359.58,362.86,367.60,370.17,373.99,,380.08,382.26,384.39,386.24,,,,,,,357.81,353.36,353.35,347.68,,348.65,353.75,354.06,357.83,359.99,361.32,359.20,352.23,352.99,358.37,364.86,,,
2007-06-13 22:04:28+00:00,L7,357.40,362.08,362.06,360.67,360.12,356.88,354.71,359.66,352.24,353.89,357.83,358.89,357.98,357.67,360.21,360.62,359.83,360.97,359.79,357.57,359.47,358.40,363.80,364.05,365.88,369.43,371.29,373.59,372.60,372.54,367.69,370.36,356.63,356.21,358.48,354.79,353.98,356.72,353.84,355.41,354.07,349.15,349.71,354.25,357.34,355.13,353.68,353.89,348.92,350.65,350.81,349.80,350.88,349.74,354.99,,356.08,356.00,358.00,356.39,357.21,357.93,360.38,356.86,353.22,354.96,360.93,357.10,358.52,362.21,,,362.82,360.26,361.17,360.73,357.24,360.98,357.26,357.64,354.88,357.82,353.38,359.63,361.08,359.94,,359.21,362.67,365.22,362.49,362.42,365.18,366.27,361.09,363.03,363.81,364.77,365.71,367.40,371.61,,,378.74,374.86,373.32,372.94,369.08,373.17,370.58,369.80,370.99,368.39,371.34,364.68,368.19,,,371.61,370.90,374.72,371.93,369.81,365.97,368.83,366.95,369.06,369.96,365.93,366.68,365.08,,365.96,367.05,368.50,365.60,367.65,363.85,366.34,362.98,361.97,362.38,363.62,365.91,373.47,372.43,,380.92,381.08,378.85,378.84,382.03,378.60,381.81,377.57,368.94,367.25,359.18,355.25,348.12,344.60,,345.44,347.35,349.09,351.71,354.08,354.81,347.17,346.44,344.33,349.75,354.37,368.92,395.31,399.57
2007-07-15 22:04:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.18,360.72,356.25,358.56,357.46,361.17,357.58,359.87,360.45,357.39,356.17,356.42,361.25,361.70,359.18,356.85,362.30,359.50,364.11,360.63,358.85,358.47,360.26,363.95,366.83,366.73,369.71,369.03,363.65,370.20,368.72,366.00,367.28,370.20,369.97,368.42,367.24,367.13,364.21,364.82,364.21,368.23,,361.58,366.25,364.79,364.52,363.98,364.76,367.63,367.85,368.75,367.02,367.08,366.86,372.07,374.03,,,378.39,377.72,379.83,380.27,382.79,385.80,385.05,387.83,385.92,379.64,377.04,377.43,375.58,379.53,,377.07,380.76,377.99,379.70,373.89,375.22,376.83,372.76,378.28,372.35,375.68,374.00,374.72,372.98,,,,,,,,,,,,,,,,,378.46,379.91,380.00,381.71,382.99,378.60,378.89,379.66,376.23,383.83,378.59,378.24,376.40,,,369.65,364.94,361.73,356.89,357.28,358.02,355.42,358.40,356.85,357.57,357.54,354.90,358.62,199.66,,361.41,360.12,394.33,411.78,419.80
2007-09-01 22:04:07+00:00,L7,338.81,338.37,340.77,335.98,343.16,337.29,332.90,337.27,338.82,339.13,337.23,334.16,339.96,337.16,339.51,339.13,336.22,331.14,342.51,346.48,344.98,345.82,347.96,348.42,348.42,347.55,347.49,350.17,348.22,350.60,346.92,348.17,344.25,343.61,,330.39,335.29,338.69,335.91,342.53,344.98,336.65,336.04,331.00,331.51,327.74,336.10,339.21,335.22,,,337.21,337.89,341.17,342.35,341.47,342.09,340.54,340.16,343.15,345.45,344.74,343.88,346.79,347.29,,349.70,350.46,349.50,348.88,352.25,352.55,351.24,351.99,347.50,346.04,344.98,344.79,345.85,343.96,,,348.32,345.85,350.39,348.81,349.31,347.01,346.66,344.36,344.78,345.15,343.66,348.07,348.07,347.79,,351.78,353.51,361.47,359.12,360.15,357.44,356.41,353.49,351.38,347.13,344.74,343.28,346.32,346.89,,,352.89,351.55,349.08,349.95,348.90,351.15,349.20,346.83,348.07,345.51,341.85,343.77,347.80,,,347.99,351.36,353.41,355.24,352.82,349.34,349.57,350.03,347.20,346.01,346.43,350.00,348.59,,,352.55,357.44,355.10,356.82,354.45,356.75,354.30,353.15,352.30,353.32,347.08,347.58,347.11,,338.89,337.86,336.12,337.07,335.97,336.35,331.44,329.54,331.40,332.99,336.14,331.17,327.97,325.51,,336.12,355.85,373.11,368.12
2007-09-16 22:13:28+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.58,213.58,217.14,216.58,218.73,206.15,194.31,,,,,,
2007-11-20 22:04:22+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-22 22:04:32+00:00,L7,357.75,355.50,355.90,349.31,350.85,344.94,349.23,350.28,347.81,349.82,349.43,354.76,352.87,350.45,353.14,362.23,360.09,359.05,357.69,357.16,356.60,355.96,358.07,359.99,358.23,359.53,359.47,360.80,365.84,364.99,361.12,360.27,359.41,360.10,360.31,353.77,355.80,351.99,351.39,353.01,348.72,346.16,344.47,352.96,353.60,355.20,354.16,352.32,350.40,349.36,348.65,349.66,348.64,350.77,352.18,350.33,352.13,356.34,359.48,362.43,,362.17,363.23,360.94,363.44,,360.71,365.95,361.73,363.89,363.57,366.46,362.73,361.72,364.93,363.51,361.32,359.22,364.48,361.06,359.20,357.37,360.68,357.26,359.43,360.81,360.57,356.53,356.48,355.94,359.92,361.21,361.11,363.48,364.96,364.26,364.62,363.95,367.37,368.04,368.23,371.07,371.51,370.68,368.99,366.66,368.94,368.64,364.79,369.03,366.83,366.23,360.15,360.96,362.46,360.38,362.66,361.45,359.61,359.65,359.62,363.16,365.14,363.10,364.80,367.45,362.64,362.92,362.05,362.08,362.22,360.67,365.40,363.09,364.58,363.70,366.07,362.94,363.13,364.81,364.04,359.28,361.16,361.72,363.65,368.13,368.80,373.68,371.53,377.92,378.13,375.49,381.34,376.86,381.49,371.08,367.00,357.32,348.88,346.40,341.42,339.47,339.61,342.03,340.67,339.24,338.45,337.68,337.30,336.49,335.86,340.08,338.46,355.24,376.00,382.80
2008-01-07 22:04:34+00:00,L7,357.97,358.14,360.15,360.58,359.33,359.61,359.11,356.62,358.74,357.36,359.04,357.01,359.55,360.11,361.10,362.69,359.72,360.49,360.26,361.75,363.08,364.56,365.01,366.16,367.64,366.57,368.90,369.14,373.04,368.71,366.38,366.27,364.28,364.24,360.61,360.13,365.12,363.18,360.97,357.72,358.38,359.02,356.91,357.65,356.22,354.19,350.77,352.19,351.27,351.45,349.73,352.67,351.10,354.97,359.75,361.38,362.02,360.81,364.46,362.75,365.22,366.50,365.74,365.23,364.89,368.09,366.86,370.06,366.47,369.15,369.41,370.55,370.42,367.41,367.58,366.96,363.12,361.99,360.91,362.59,361.46,363.44,361.89,365.54,363.69,367.47,367.99,365.11,368.60,367.13,369.22,369.93,370.39,368.77,371.05,372.90,373.70,375.29,377.10,379.66,382.05,383.27,382.56,381.13,379.09,375.01,372.76,373.32,374.06,373.07,374.97,372.07,369.52,370.09,369.45,369.36,368.91,368.83,370.95,370.40,370.54,371.74,372.25,372.14,371.31,373.69,374.68,369.54,370.95,370.38,367.10,366.60,371.01,369.01,369.13,369.25,368.11,366.31,368.38,366.88,366.70,367.60,367.11,369.35,375.85,374.14,373.85,377.22,381.02,380.01,381.51,380.41,377.47,378.82,376.39,373.89,363.91,357.27,350.92,346.61,345.44,343.38,341.49,342.30,341.71,341.31,337.48,336.39,339.01,340.15,337.35,346.31,345.57,373.65,391.73,387.26
2008-02-16 22:04:45+00:00,L5,345.24,336.17,338.61,339.22,339.96,343.19,341.49,336.54,330.20,336.96,343.20,337.87,341.18,343.72,348.14,348.44,343.27,341.61,340.33,340.17,344.64,341.13,342.03,341.80,347.24,349.09,352.63,355.84,358.23,360.04,359.62,355.47,352.27,346.26,348.98,349.49,348.90,343.12,343.67,341.24,341.56,340.46,341.75,343.83,343.06,340.37,338.20,341.92,335.00,338.49,335.29,339.22,336.23,341.73,343.26,346.20,346.13,348.52,348.52,348.99,355.53,356.00,356.25,350.46,346.87,344.95,347.52,352.11,348.97,355.55,354.44,356.72,354.73,355.36,352.68,351.92,351.97,353.74,353.09,354.19,352.14,349.02,348.30,351.04,351.88,351.54,355.03,353.75,357.49,358.36,355.61,359.51,360.93,360.65,359.58,352.61,352.81,354.15,361.35,358.19,362.11,364.31,368.78,367.01,366.68,361.85,359.55,361.80,366.61,364.02,357.14,354.71,356.83,353.21,354.65,351.62,352.91,356.13,360.65,359.26,353.23,356.17,358.72,362.19,363.15,355.89,356.73,351.51,356.77,355.34,354.48,352.99,355.88,356.24,352.21,356.66,352.45,354.75,356.87,353.27,352.86,354.43,357.84,355.98,353.16,354.89,356.88,356.02,361.89,360.95,361.52,362.10,363.98,363.00,358.71,347.43,342.34,340.24,336.16,328.51,331.53,329.40,336.26,330.12,333.77,333.97,338.67,340.12,341.87,342.95,342.55,349.04,352.84,365.54,373.37,367.54
2008-04-12 22:04:20+00:00,L7,325.29,324.75,328.49,329.03,332.94,333.72,331.00,334.64,330.49,326.82,320.99,321.91,322.59,325.37,322.88,324.84,322.11,321.81,327.60,332.92,331.83,335.47,332.81,333.00,332.41,330.40,327.20,332.58,337.17,335.42,335.31,336.76,342.38,339.36,339.61,338.35,338.09,335.17,334.58,334.39,333.04,325.19,325.34,328.53,332.12,328.12,331.63,327.51,327.14,326.61,332.55,331.94,325.76,330.55,329.89,329.94,330.28,336.36,336.65,337.44,335.70,337.65,337.74,339.49,339.36,344.61,342.30,343.94,344.79,346.57,341.60,344.36,336.54,333.49,336.54,340.22,337.52,341.08,338.85,339.69,339.06,345.00,345.25,347.13,344.80,345.42,344.40,346.51,341.36,341.73,341.66,340.29,337.38,339.80,341.71,,341.48,342.19,344.88,349.36,349.38,352.32,348.75,347.93,346.19,346.10,343.43,343.25,342.55,346.28,,349.44,346.43,344.94,344.11,342.59,339.64,341.89,343.96,337.58,334.26,334.80,338.01,339.19,340.52,,342.66,338.02,336.84,335.15,340.95,340.56,341.86,337.97,335.77,338.03,337.25,335.83,335.74,337.20,,338.49,338.94,337.08,341.11,342.90,343.44,344.29,345.21,344.59,345.31,345.69,338.56,336.82,335.62,,331.67,327.70,318.41,314.54,313.00,317.71,321.18,317.66,313.96,312.65,320.23,316.94,318.88,200.75,,343.04,344.61,357.10,366.49,363.94
2008-05-14 22:04:12+00:00,L7,,339.57,343.67,343.53,340.85,343.55,340.99,342.43,340.03,339.68,338.38,339.62,341.21,339.13,339.66,343.85,344.03,344.51,344.86,344.28,348.22,349.28,346.05,348.10,348.10,351.43,351.16,351.97,356.24,357.60,357.25,354.64,355.35,352.26,353.02,349.01,347.76,347.17,346.99,345.18,346.28,339.35,345.60,344.91,347.58,334.70,340.91,340.17,341.03,343.48,343.94,344.74,344.55,351.77,350.12,352.16,352.53,354.09,353.16,356.31,350.73,351.08,352.70,352.80,354.96,353.66,355.02,352.62,353.94,356.15,357.41,359.67,358.90,355.83,356.11,358.02,357.53,358.55,356.87,356.03,356.74,356.38,356.87,359.45,358.77,358.30,358.23,358.14,360.16,358.86,360.05,354.71,356.76,358.03,356.76,357.65,358.24,361.24,363.88,365.83,365.89,368.73,370.04,367.80,363.52,361.90,,359.53,358.79,362.80,361.23,363.17,363.15,362.03,356.78,354.72,354.46,357.65,354.32,359.34,357.98,,354.87,354.86,358.20,353.54,359.05,355.33,356.62,361.03,360.27,357.91,359.62,355.57,356.71,357.39,,350.33,354.76,352.76,355.36,352.59,357.57,359.74,360.14,360.81,361.96,360.10,363.93,363.60,367.27,,370.43,366.47,360.61,356.91,352.50,351.14,345.02,345.71,341.49,339.41,340.00,339.34,342.00,342.63,,344.94,343.10,346.46,351.82,355.53,355.66,370.54,389.03,386.88
2008-05-30 22:04:05+00:00,L7,,,,,,339.73,336.25,332.25,333.16,335.26,334.37,338.08,338.54,339.96,342.24,343.28,339.86,340.62,339.26,344.04,348.26,347.98,345.96,348.96,349.38,352.09,354.91,352.42,356.20,354.95,356.80,354.81,352.11,350.24,348.46,344.04,350.49,350.61,346.00,346.35,343.41,343.90,339.53,345.67,337.57,342.29,342.18,344.31,342.46,338.09,341.37,343.01,336.40,336.72,339.49,342.31,338.49,342.38,342.65,346.07,350.03,350.55,348.61,345.13,346.20,351.13,352.33,353.71,354.03,354.41,355.71,354.77,354.48,351.76,354.95,346.73,345.97,342.80,350.03,347.21,349.31,347.34,349.89,351.93,349.87,349.23,352.04,353.03,356.26,359.45,356.87,359.78,357.46,357.72,357.97,356.09,358.14,358.19,359.17,362.87,365.32,367.23,362.61,358.15,357.67,,,351.94,351.05,355.92,352.03,349.08,351.74,353.08,350.84,351.72,352.11,351.21,349.80,351.04,,,352.69,351.11,350.29,353.87,352.74,354.80,349.43,351.43,352.78,351.68,349.99,352.54,355.79,274.57,,355.30,351.45,355.38,354.27,356.27,355.34,357.44,355.72,359.34,360.88,363.81,363.60,365.44,,366.21,366.63,365.35,359.39,348.68,338.23,340.94,337.26,336.38,339.26,336.50,334.73,337.34,336.69,,339.83,339.86,343.81,351.84,353.71,348.38,354.00,376.86,386.78,382.72
2008-07-17 22:03:34+00:00,L7,507.85,,,,,622.20,,,,405.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.23,,,,,,,,,,,,,,,,,,,365.82,,546.23,,,,,,,,,,,,,,359.69,,359.44,361.42,353.88,367.40,358.82,359.20,355.87,349.58,343.80,331.61,339.63,331.91,336.98,338.44,,345.73,341.64,335.63,351.91,361.05,358.29,350.36,333.33,326.35,325.42,327.76,340.43,334.51,314.42,,,351.33,355.50,358.22,368.91,367.41,365.43,360.85,360.88,359.00,365.46,365.65,366.07,,,,380.28,375.79,378.21,377.57,370.83,366.42,357.51,352.15,353.94,352.64,347.44,348.99,202.89,,353.72,357.40,356.79,359.02,365.56,363.81,364.82,363.65,385.21,404.82,407.72
2008-08-18 22:03:20+00:00,L7,354.82,360.88,357.11,346.71,350.02,353.38,353.32,347.06,347.11,345.70,341.06,342.69,340.37,344.98,349.28,,,347.77,352.70,356.73,354.62,352.18,349.92,355.69,361.54,360.32,359.58,359.92,365.54,360.31,362.37,,355.67,355.15,354.32,348.71,353.25,355.67,356.95,357.43,352.84,351.96,351.73,345.19,345.88,347.95,350.74,,346.75,352.43,346.23,351.57,354.88,355.60,357.69,357.99,357.45,354.48,358.21,357.54,358.33,363.83,365.07,,357.97,357.04,358.45,365.62,363.22,357.16,358.76,358.16,359.08,357.86,358.11,356.30,358.49,360.11,,364.59,362.50,362.78,358.28,362.51,364.53,369.45,369.38,368.19,373.61,371.91,364.47,365.18,363.66,,,365.01,369.19,367.50,371.65,372.75,379.95,379.94,379.69,372.04,373.92,368.99,367.97,366.35,,,370.49,369.99,370.90,368.60,364.87,367.97,367.55,363.11,363.34,359.09,363.28,362.82,360.96,358.84,,361.40,366.76,363.39,369.11,362.48,360.84,357.44,360.58,359.43,367.02,362.07,361.30,359.25,,,357.03,358.25,356.77,356.23,354.32,357.29,351.50,350.21,359.10,360.66,361.38,363.26,363.78,,,363.40,359.53,357.58,352.12,354.65,354.15,348.94,343.24,345.17,345.93,345.36,348.10,353.07,209.04,,349.29,349.05,355.45,370.32,395.62,397.08
2008-09-19 22:03:04+00:00,L7,309.04,309.26,308.10,315.17,316.19,310.36,309.03,284.60,304.61,306.73,311.38,315.71,315.78,316.95,319.99,327.40,322.35,323.81,322.86,327.91,330.79,330.69,324.42,316.06,319.30,322.88,322.41,330.53,332.18,,288.58,280.85,254.41,,,,,328.75,321.25,323.17,329.23,326.55,329.68,325.57,316.07,325.53,330.90,325.10,330.22,332.87,333.17,335.75,330.29,333.02,334.72,330.95,331.91,,341.45,343.05,,345.82,348.71,350.84,348.90,,344.42,344.17,345.66,346.67,345.82,346.89,,351.37,351.11,349.14,346.93,345.41,345.10,347.99,344.36,342.66,344.44,346.80,347.70,346.10,347.77,,,342.29,345.40,345.67,347.87,349.65,352.84,355.44,352.63,352.50,353.99,352.46,355.72,350.69,343.47,,351.77,353.84,350.51,354.22,351.05,350.92,346.54,343.94,342.23,341.75,339.61,343.40,340.95,342.63,,348.46,347.37,351.21,351.65,348.41,351.11,348.98,342.55,345.15,342.83,340.10,340.04,285.48,,,,,,,,,,,,,,,,,,,,,354.45,352.10,345.87,345.34,337.68,336.68,330.80,328.95,320.84,319.78,318.72,,331.24,326.21,326.77,332.01,332.85,335.00,331.95,332.27,332.90,355.50,363.59,
2008-10-05 22:02:54+00:00,L7,332.14,345.63,357.63,354.23,340.84,342.70,340.22,329.77,329.17,334.04,340.10,342.32,343.62,345.62,345.60,350.18,347.83,340.97,339.69,344.78,347.53,348.98,347.02,348.32,348.68,347.70,348.39,357.94,359.78,360.77,357.76,353.18,350.66,345.97,345.50,343.24,347.05,345.11,342.86,342.86,346.01,343.51,343.18,340.42,341.66,340.70,343.85,343.63,345.06,339.82,344.80,344.59,344.99,343.88,346.66,348.80,348.54,347.68,347.20,346.10,346.30,344.45,345.27,342.42,349.34,346.12,348.24,345.95,348.21,,,356.20,358.85,356.90,357.87,355.95,357.01,354.30,349.51,348.24,347.96,348.25,346.19,343.89,347.67,,355.19,355.18,355.72,353.98,357.21,356.65,356.66,355.61,358.73,362.50,361.34,364.71,365.12,367.42,,,367.96,367.00,367.54,357.74,357.98,358.58,359.79,357.02,357.18,356.21,357.78,355.52,356.10,354.48,,352.78,352.24,349.43,349.98,349.37,349.42,349.98,351.31,348.29,350.53,348.00,348.73,343.56,347.58,,347.65,348.04,352.40,349.96,351.25,348.39,346.27,343.54,346.91,344.79,346.58,345.84,344.40,341.73,,351.18,351.11,348.30,355.86,354.55,358.19,355.60,354.86,352.22,349.32,343.40,336.64,332.13,210.74,,339.46,343.25,344.51,339.40,336.75,339.98,336.04,338.09,338.15,337.86,334.52,343.21,361.97,
2008-10-29 21:57:48+00:00,L5,342.38,353.76,359.03,365.34,361.78,370.85,359.66,350.82,350.96,348.99,339.34,340.95,338.98,341.05,339.17,342.72,339.71,348.36,351.15,358.50,361.13,365.36,362.54,360.17,357.67,355.64,349.53,354.10,365.54,365.27,360.94,357.73,361.15,364.85,365.39,360.16,355.00,352.92,355.55,358.31,359.63,349.42,346.82,341.51,348.41,343.64,350.75,348.39,347.17,353.24,355.72,355.75,357.30,358.15,362.70,364.26,358.49,348.85,349.64,350.37,349.65,350.29,352.77,352.84,361.43,362.15,362.15,359.50,364.75,367.51,368.07,367.07,357.82,354.52,356.09,358.10,353.02,353.14,357.85,354.87,364.59,366.04,367.81,367.36,366.81,366.31,369.88,365.86,357.65,355.77,360.25,359.96,359.73,361.80,362.64,369.18,372.35,370.55,368.14,372.38,379.55,382.84,379.26,361.14,362.53,360.96,361.42,359.69,363.62,363.41,361.59,370.08,369.22,367.76,367.74,367.53,368.68,369.65,357.97,355.56,354.37,357.23,354.02,355.48,357.17,359.60,361.67,363.86,360.63,362.20,365.34,361.63,359.94,357.77,353.06,353.44,357.04,354.15,356.83,354.44,354.29,363.90,362.65,362.00,364.39,367.03,367.89,365.89,357.82,359.36,362.18,359.20,359.21,358.44,361.11,361.06,362.60,357.80,353.23,354.53,351.86,354.54,353.71,346.87,349.28,350.40,346.36,344.18,342.14,341.10,352.17,357.77,363.50,376.06,401.55,405.31
2008-11-14 21:57:28+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.68,370.92,,,,,,,,,,,,,,,,350.36,350.18,364.21,394.93,409.05
2008-11-22 22:03:27+00:00,L7,348.13,353.43,370.24,366.97,362.33,360.37,355.53,349.98,348.17,347.37,348.55,349.60,347.49,348.30,350.30,353.46,353.68,350.31,351.38,354.06,356.38,355.36,353.78,351.15,353.87,359.95,359.86,361.51,365.50,365.28,363.98,362.83,361.93,361.34,360.30,358.17,357.56,354.47,351.74,350.78,354.14,352.36,351.45,351.17,350.47,352.91,354.69,352.13,353.67,351.54,352.50,353.69,355.85,356.35,355.19,356.12,360.53,359.33,362.97,356.91,359.62,358.48,356.87,358.59,360.37,361.96,361.53,359.48,361.14,360.65,365.17,364.38,363.28,361.30,363.51,363.54,363.64,361.54,360.20,360.98,361.44,362.26,364.31,361.99,363.34,360.79,363.91,362.77,365.33,366.89,357.05,366.03,364.33,367.16,367.90,368.31,369.86,371.68,373.85,371.21,375.45,374.25,374.17,370.29,371.32,367.59,364.83,363.54,365.64,363.98,365.13,363.11,361.37,358.42,357.54,356.31,358.30,358.59,357.49,355.68,357.76,357.75,358.84,355.89,358.52,361.00,363.36,356.68,358.80,358.05,356.17,356.62,355.19,354.18,358.78,358.74,358.32,359.71,358.08,357.16,356.69,359.02,359.22,354.25,353.72,354.13,351.23,354.75,358.97,363.78,366.14,368.05,364.92,370.47,371.00,365.04,357.14,353.20,349.60,346.22,346.95,345.79,347.27,349.02,356.22,352.40,348.54,345.88,343.62,348.53,341.93,343.38,342.64,361.43,369.87,373.59
2009-01-01 21:58:55+00:00,L5,341.56,344.24,354.67,361.43,358.93,353.61,362.80,366.96,360.64,355.60,352.62,351.04,353.50,356.41,357.83,360.10,352.96,351.12,351.47,357.81,357.76,355.47,355.37,357.52,363.83,363.13,364.98,361.83,370.69,367.61,366.92,363.86,357.82,356.65,356.10,357.64,356.97,356.12,351.98,350.06,355.56,353.57,353.09,349.49,350.95,348.59,353.70,353.68,347.12,346.80,350.72,349.00,349.70,352.07,352.06,357.77,356.71,357.81,354.84,359.50,358.93,361.43,357.54,351.88,354.69,350.17,355.98,352.48,358.77,358.18,359.80,364.49,363.80,365.46,363.29,365.85,362.57,361.65,359.71,353.44,353.74,358.08,356.55,360.22,356.28,354.11,360.68,362.36,361.06,362.72,363.94,367.58,367.05,367.58,361.81,359.89,359.17,365.54,361.11,364.68,368.24,370.02,374.34,369.97,370.93,370.22,368.05,366.79,366.76,358.08,360.20,360.42,361.61,359.29,357.67,356.48,357.16,363.76,360.56,356.89,360.96,360.17,362.35,361.67,356.98,358.44,355.41,359.92,356.76,356.23,356.04,356.51,358.47,359.86,358.78,357.13,357.18,358.00,357.67,352.17,353.95,350.44,352.72,351.98,352.48,353.52,353.09,359.52,361.13,361.37,365.63,369.42,370.91,372.29,366.00,358.65,352.27,351.39,348.17,345.66,347.03,349.18,349.14,350.40,348.18,350.02,351.17,351.81,352.44,348.00,350.16,357.47,353.98,357.52,369.09,372.70
