,dates,mex0353-0000,mex0353-0001,mex0353-0002,mex0353-0003,mex0353-0004,mex0353-0005,mex0353-0006,mex0353-0007,mex0353-0008,mex0353-0009,mex0353-0010,mex0353-0011,mex0353-0012,mex0353-0013,mex0353-0014,mex0353-0015,mex0353-0016,mex0353-0017,mex0353-0018,mex0353-0019,mex0353-0020,mex0353-0021,mex0353-0022,mex0353-0023,mex0353-0024,mex0353-0025,mex0353-0026,mex0353-0027,mex0353-0028,mex0353-0029,mex0353-0030,mex0353-0031,mex0353-0032,mex0353-0033,mex0353-0034,mex0353-0035,mex0353-0036,mex0353-0037,mex0353-0038,mex0353-0039,mex0353-0040,mex0353-0041,mex0353-0042,mex0353-0043,mex0353-0044,mex0353-0045,mex0353-0046,mex0353-0047,mex0353-0048,mex0353-0049,mex0353-0050,mex0353-0051,mex0353-0052,mex0353-0053,mex0353-0054,mex0353-0055,mex0353-0056,mex0353-0057,mex0353-0058,mex0353-0059,mex0353-0060,mex0353-0061,mex0353-0062,mex0353-0063,mex0353-0064,mex0353-0065,mex0353-0066,mex0353-0067,mex0353-0068,mex0353-0069,mex0353-0070,mex0353-0071,mex0353-0072,mex0353-0073,mex0353-0074,mex0353-0075,mex0353-0076,mex0353-0077,mex0353-0078,mex0353-0079
0,1986-03-19 16:49:55+00:00,209.84519607584687,207.33462910971923,210.42949089040764,206.45654461747202,214.97521221294778,210.39125772524685,209.33209511716188,210.00652812320394,217.68026227949355,210.68201848520647,214.30232219675645,219.7239925896909,213.51693035575204,214.49177194405004,222.83701644406682,224.83023059076965,224.41239499575929,218.58768936198013,217.85767130097838,214.28733652318974,216.3441074870479,220.5337591620786,221.26226954843855,220.39843607182203,226.94371921602777,224.49065869096773,218.0706284817166,214.73823241466266,215.12695139038226,215.0160824629179,224.1686340254749,226.59153098626717,229.77160728549308,232.44906602093212,233.2234146039507,228.4170525599196,226.042653510529,220.87818531273675,219.20615019202074,217.69719404583896,221.046067108374,221.05696688521004,219.83056532979683,217.07800793871732,222.0846603228081,219.4899543337374,221.7246733606858,223.49329740452032,221.60866269798146,218.6438873819239,227.01321081193475,231.34787914141927,226.13785047911574,231.68256010174665,230.93383411591242,214.98743791120233,215.08295709492194,213.91481961516942,211.0280995951386,210.71049365037305,211.26780330711384,209.0638095473181,203.43596060227492,203.99307124418485,202.75166038888025,204.21891735707155,200.0807608600882,203.97687474573507,199.5344252197298,206.4885377406232,213.52333575642015,214.55604134078345,222.00754294195463,218.01622435838877,210.46940793588925,211.44463146718107,209.19057378793738,219.53956267514098,212.21382936698706,202.83763623523546
1,1986-04-20 16:49:14+00:00,204.44265868428664,202.83615406529353,210.85960284068224,201.4352149880482,200.83482830188262,204.40554638982363,216.08803779881222,210.45983619655505,214.9004404688758,212.65008830486192,212.37318127547414,213.25854099556722,222.92758949316888,217.28762819911816,219.52151783395712,218.46587311588075,230.20413578449546,216.42840862407746,217.51254266108873,216.35988594479622,215.16431040754583,216.957705549543,215.23286655907324,214.93603671364087,219.26194303320236,223.44880033194306,221.1414415698349,216.57431691775903,219.77978077510434,223.3757958581807,228.0233409538227,230.6135113022412,231.01045205655,227.0690522610161,229.6302233967881,232.77483709694414,228.88670232088165,224.94376047094914,221.08533525054466,221.5302182129525,217.6709987768962,216.45440147190544,217.12421425272788,212.20515946315547,214.02297663759447,213.22731916591334,215.18276961306788,217.9761363850259,225.75921648321727,225.8944848462779,223.49354050771655,226.72066286122003,229.31225875659962,222.5524728772496,220.93940060456296,218.04971739702447,214.86213050098328,216.9133154421113,217.38942331509708,218.82043124949365,208.49957333953668,209.1573499227576,201.1617008410156,199.8389962199044,201.01533015922158,201.69361459575373,197.82783061344645,204.06560730658873,206.90173376623062,207.25353479735855,209.71463761460504,214.63559892607117,220.78123888467996,215.07560031635444,209.2883242364671,213.63538698806556,209.78308528220902,218.45564687842523,223.14856209910283,208.15796277017884
2,1990-02-10 16:45:34+00:00,224.9242396720872,217.29629195006112,218.04501598506255,213.804181149107,217.3241779810365,211.27434672118363,221.69536044971312,213.43770737322507,211.37434899578818,212.4864693380269,210.90345940624394,199.7772171428975,200.40002325168427,205.65573626769066,213.10951315440985,210.9881526110542,219.50207523469496,212.21883422048438,201.67819741891785,201.79443465407277,201.70661421911362,193.75781050850196,202.28718830355166,207.42682096598637,213.93400877533713,217.41732181213047,214.44854510272225,209.94702875811208,209.87661394112138,208.14211029311994,214.58852872585277,208.4433672850729,216.4741267690152,217.77247675217686,217.3951132966855,217.3021309168082,216.6334236194325,216.16650750729588,212.4808685980824,207.89160627564806,206.1345208767458,206.35348024118105,205.63563460771098,202.63047385057374,201.41977022724524,205.33687300083812,207.12753519318568,209.7939132645028,198.9339435494009,204.76636300418278,199.0184871556565,203.61213549912975,213.9942144318611,208.08199355715215,208.4486356353748,204.63532191387685,202.0592794208245,200.12092778004342,198.60194595087216,202.24478225971188,198.759095020333,193.55066149600015,196.13561283297526,191.34194646944056,187.69516608829008,187.70836449665958,187.08777939003627,182.7686272093872,185.58208302180975,185.87014109673328,181.83211482695225,193.11197516756897,204.84098202622474,197.24319583411366,182.0466133566453,193.42161572776152,199.1957003350831,203.97135611504638,198.08311037523237,193.12425673497142
3,1990-04-15 16:44:09+00:00,243.7859466593569,239.18721502705353,238.25115271879534,236.65399616415755,237.67426730382584,239.2325131832707,241.71115728417283,237.23220712585075,230.71927569967804,227.93420037027082,223.9329764148896,222.45663514621978,231.6548520655822,226.22257053055827,233.89402855052703,242.44584357337473,239.62133096235385,233.17721351142177,228.291645060794,225.6879119426663,215.81270166265796,220.9971470135979,226.99550675782433,226.12702924835395,226.76835114461943,231.4259824460739,228.8738892434136,225.2849182174208,226.18008189590336,226.8330660379381,220.08856709487523,225.8200680905918,228.55960652508264,228.71307813151074,230.7657875535194,233.54989184368247,228.39013361922395,232.6307438675376,229.8828644286404,227.29741201157452,222.71146737094264,216.50860311950004,220.4538342193766,218.60741633205427,221.1714000580949,220.654855391838,224.70532695872933,224.97549301368554,225.44446515301127,218.14394396097043,217.0888736061118,215.77218038426463,217.38455403821575,222.38890979622292,223.1268846113249,219.6305997178846,216.92032638064643,211.20043307750166,214.7841945546152,206.96154425369895,205.42089425398007,206.37969771339849,202.09770587532122,203.18739766735033,208.45466047672292,209.02385838832367,204.7868884732596,205.98810991553492,207.36920160564165,207.8254425613515,207.64858482235644,214.5156943374214,216.12623459712987,215.6121785664544,216.174906986005,213.25118482672832,213.8479120863399,217.82434865045732,221.9138316224551,210.93969039912562
4,1990-05-01 16:44:01+00:00,237.73478009393364,232.7885273130497,236.0561562384401,228.70044056056932,235.7692626193369,227.820657845443,239.48470621371553,234.13389061161945,237.38400398692127,226.37600588021706,229.76138995324018,223.9982161717164,222.8006635517607,219.34150279270892,230.0301398320385,227.33033978067704,228.77455400466505,220.88603334043285,225.1427360988606,215.52875191208037,210.23834920363234,207.79224706597856,210.33345320346598,212.7442395893006,222.37486382461796,215.63163472460036,213.8296087566371,217.63665993497284,222.70486569276042,217.27257915618395,213.20398945503095,221.5400692359488,222.45920477285685,224.84297140428944,232.7459313914488,237.0643834572822,229.34643940122396,226.01478817065342,228.40012906942835,220.74404918751625,217.20034962330823,216.27410288294013,218.86613063952714,216.20545457441023,219.35476339801414,213.82192833436227,217.68165846927815,222.27273634922324,221.93939412344747,218.3245683635699,220.23984385713487,222.7342264163184,222.10466997896896,222.55137570111944,219.1602817376545,214.0923897021978,210.59434752363856,210.68640068971337,209.0837929909139,210.25052508598844,210.61277952110984,213.75337949724965,207.02610738635013,207.24358762803206,208.81061486190796,211.2753163125076,211.65372569327727,211.82033454981652,212.7601775157116,212.5231726103093,220.23877132963526,222.23603773901488,229.0538717926942,220.67358226817342,217.82835194626372,219.62070974259132,223.71357818167925,227.58744217667837,226.646728462176,216.3014598571368
5,1992-06-07 16:47:24+00:00,219.55242898991816,221.16224637345806,221.1852988942431,227.4382830869866,221.2120045288945,232.33312597040853,231.30991097356105,233.06684055058332,224.51197577874063,226.93129444267595,218.90998842315219,224.9366022946946,222.99030429377655,224.39991829995455,227.40142929988258,234.35438336497978,236.42892121700822,226.01772321876112,223.5193941898711,218.35158614937322,217.45882005162727,220.2549407642774,222.78044267377192,219.60378658615758,224.33174187332827,226.27342588879748,227.79706166474244,221.66036186520628,223.72408084987893,224.52739064108445,226.83950592344095,229.10689417937664,227.8601345312114,232.00643814619337,230.5317141982252,242.22438860635515,238.10123583615965,223.76055546981087,218.5976550550336,224.1303258958443,216.42054811760104,215.471395720711,214.983008576366,212.59584561044156,211.5266736021049,215.72907957042077,216.6078351439733,217.93865285081844,214.94381175505225,215.6896863769661,213.96563900357108,214.81156925752825,216.5275266056276,219.86395517189953,212.68313951466885,210.54099256214855,204.39284222338358,204.5587999153538,201.00374279486013,201.22157332204753,200.5214397936584,201.05508073057914,200.35798791697448,196.21749690522793,199.8041031925045,199.9028259136855,199.27786893176713,195.74327519812988,198.32095750052093,197.37879925468988,203.60670209708496,206.74914795665077,208.90616260493746,210.17108697581028,200.00605142894437,201.5255428246008,206.39223609186496,210.52477963395336,211.16829129657762,203.5004007700568
6,1993-01-17 16:45:36+00:00,231.07335867420022,228.58631994700102,226.18566797859168,223.16541833644766,220.99576269202123,226.5860239305664,229.78276539574873,228.97312388542,221.80903208053962,225.16727077575987,227.1324420281376,224.3179829919211,230.4028324135441,223.80689496687143,232.50020700742442,235.7067111295974,236.68565555696148,234.671324104569,223.8275428736177,220.7711552376931,214.36781974012027,212.9989787403818,220.3200176883223,222.17966561268548,226.7419838224581,224.78809370413708,224.08167623231972,222.04408750950932,221.25621804749096,222.54206489360922,221.0939200242528,217.08601903368577,225.6806792042598,228.5091985029035,232.73898198161498,236.93755698253995,231.39043478720527,222.3652064430043,224.38310950751801,222.72450106035268,215.4083732483203,211.78103178590595,215.25556325216155,213.88114846486704,214.8847923871205,216.64610210735594,223.68255465746037,222.6054492212122,223.84488917316042,222.1035187469326,224.44379315367812,222.23110156346118,225.21813669418665,225.52269546477555,223.29717679597863,223.01355837570776,218.85685715054555,215.87271071506007,217.1917719663018,213.21140778565533,207.77454487148708,207.4609535097983,203.89188394371945,203.7485547307227,202.28527339856564,198.25428052874395,194.43718938593543,190.2125539571079,190.80043841903716,189.48749761881928,187.82892886808855,184.87511387121944,167.47771226738,197.76980595063932,201.75147629457464,208.25427594480033,210.8144872316766,218.4179325504768,216.5185332210503,206.16619763955603
7,1993-02-02 16:45:46+00:00,222.33968940132905,223.93068105505552,215.3171859599421,220.46588041709091,221.4436311515873,221.94813939827202,227.0458642835568,232.63573297888752,219.02961702982233,222.62976385714697,220.76912563874373,218.2158677248997,219.86152749911747,221.78054263066554,227.115855064818,229.10036537338522,224.44853564416252,221.2038319965539,218.28233349927257,219.33012200628073,208.9222567684585,213.71484730773022,214.3787394663302,215.79129735460756,224.51934156958862,221.49185631032054,218.54604030315372,211.83100259197892,213.40750928696744,214.38072477672824,214.74822713732334,215.96580847403996,219.0820431258081,222.6017104654894,224.48026894334527,226.54794284996922,225.46745270468756,227.87229474428204,218.07145735585664,213.61991294454052,213.79750875407325,211.7602209149694,210.56656243876927,211.1004294455978,210.80034516980066,214.56478296408181,217.92971255518802,220.24575809572858,219.42440610273144,215.98199721608867,219.41442389314406,217.01391392180102,218.87303049342754,221.63523802791698,215.12511119032544,210.61555908830695,211.5421575614384,202.43702065522263,202.5885663303939,202.08388375797472,202.7940069571523,197.1954408715318,197.70757456276993,192.92820552606602,191.1074664727524,189.43220655366227,182.37842599234534,182.24077885605894,182.03434426219798,190.51398598795066,189.89672668076184,197.1085391197105,189.91231234920545,206.16140827878712,200.88162406545632,205.2930182842049,208.1366445579194,211.51701700922175,211.0219146171778,197.23094666410014
8,1993-02-18 16:45:53+00:00,225.5512822573839,216.71525978745092,219.917992829107,221.04444914681554,213.90984918722168,212.47735939429975,218.83839405711018,223.12520008214085,215.01068927516314,218.71566574411483,215.53709061907895,220.91728799332833,217.45655147847023,220.5612108509199,217.1327478590236,220.09960696750488,226.98280810340174,221.94497141934758,219.798670256099,212.86158611685394,211.16180217373932,209.1008379374802,213.45816739044142,213.29101543690015,221.5588931560588,223.17446539964732,219.68341831148953,214.56295206258955,212.23791410575296,211.9843294422201,209.28327452543215,214.7369237091001,221.54330540305682,227.8988490245692,223.26069275227596,226.61270724541896,221.15978770232869,214.98780620456057,209.52374924374968,208.0219740451992,207.2407194084449,204.55494436026768,208.06710910572988,208.06953691688028,202.09171504594525,204.67069479432678,208.6609758857707,210.18797258339407,211.59354683493422,214.5036657594004,213.6366047044209,207.57757897555894,211.93775206349386,216.13610718600216,214.94742299306245,209.23590022918154,203.87798765619118,195.75435118729638,197.1505081763441,197.90908163889935,199.63830683527493,190.03691405662266,193.4520666237687,189.8274968052201,186.58378629953896,187.11587764527098,185.77635863787958,181.03539983490666,179.92755634799047,185.4028669390627,183.76362312342482,181.42388785741204,181.76906566414107,192.49138291993074,191.92474180958502,191.9568094224444,197.23151324094366,202.0906089938922,198.52425435664617,190.7894670636677
9,1993-04-07 16:46:11+00:00,232.2354587324058,224.94935499453072,225.98274474152367,223.31498910438557,226.01913069514873,229.2233306425254,225.471099195819,224.47357567766397,218.2892438076103,215.99743611840927,213.91355517440306,214.72354309108616,211.55775889452124,218.40721738611194,221.56940899872694,223.13476979947103,222.07338358316719,214.67587433208843,213.21816780182837,210.5993246041602,206.16697333232108,209.66475509189337,212.71364818802104,219.19404546840266,225.34852932915186,225.59968173753057,218.84634530718003,219.2299482107625,215.81923741144305,210.14960433443306,209.29487093942947,216.53046860350418,218.84848180432755,223.19897431471898,223.3910201468044,228.45201148673817,225.46764656433442,222.39109604519837,213.0898451541448,205.06372919188067,204.54056446630688,199.92252442909725,197.2014864640433,204.66542615939534,201.48092293217752,200.34170136382141,200.53879274329714,201.85382420351027,201.88467578418098,204.15741081533662,200.71176154852805,200.2060878107141,208.505542497806,212.38394875592127,206.79312618009402,192.1533888674956,195.35411903520634,196.63403932743222,196.16517768802612,190.95196456071295,192.7404891143631,185.8573300696772,187.00959962548606,188.84895041490245,182.94490521576378,179.31285663472337,178.41983430578188,177.9399426933214,175.75144269372865,179.00779489918483,180.4923759474364,180.5586519654927,184.28626830996916,184.52134364528212,175.2851187717776,177.39865898930213,178.56087865121418,184.24978881382657,187.71169349394324,172.67407852850275
