,dates,chi0474-0000,chi0474-0001,chi0474-0002,chi0474-0003,chi0474-0004,chi0474-0005,chi0474-0006,chi0474-0007,chi0474-0008,chi0474-0009,chi0474-0010,chi0474-0011,chi0474-0012,chi0474-0013,chi0474-0014,chi0474-0015,chi0474-0016,chi0474-0017,chi0474-0018,chi0474-0019
0,1985-01-25 14:05:39+00:00,,,,,,,,,,,,,100.95536172423249,,,142.42277375519012,149.7975935826682,,162.7368306878255,
1,1986-08-15 14:03:05+00:00,167.41645764909967,,168.8913976761097,,,175.45888412962674,,145.16830180142557,143.22138851347052,144.41354516059423,,,,,185.3308740942072,176.12633743558396,189.43782337469065,181.9625195184313,169.70801132176788,179.46789514473636
2,1986-09-25 13:55:30+00:00,127.18566030567945,,,,,,,,107.46117212728542,,,,121.09298194755239,150.0465105458085,175.1845575207389,165.02568732606716,176.13403520018545,169.4651385858006,178.95850718655626,201.38341119090387
3,1986-10-02 14:01:27+00:00,,,,,,,,,,,,,115.62185582172326,170.44401537842586,165.1311233026013,159.51528671269955,166.95204447612028,159.41104195015424,187.70634729039608,188.68416928389377
4,1986-10-18 14:00:56+00:00,172.49962222613715,187.18187850470878,171.60133139964745,169.4785024237696,161.8936674157729,162.1217538938448,171.97686962154356,178.76924512055766,174.3724041354109,165.28214054988146,161.02928444978943,167.15207728694725,160.3120646710523,181.57558219910166,184.0280412941354,182.51463793613678,184.21852487791324,179.32917369290976,184.49885277708478,195.10238328720587
5,1986-11-03 14:00:21+00:00,164.17407027319496,175.38608449624274,172.05957770572024,164.06881387553696,154.894015332388,155.45367995159427,134.91319758536406,184.10641331227293,171.326713711798,172.02506017472945,175.22266575485526,167.36375885325796,133.01048481306782,167.806770558455,180.8311053222542,175.53223677888843,183.42286932059926,179.79600362714882,182.60265120912226,192.9593019755845
6,1986-11-12 13:53:50+00:00,172.6755814301791,176.70468641221615,170.46316215837004,163.74703129398245,164.85142329660349,156.90233863287415,144.23529421054218,156.8592614611693,153.3630095835695,168.78903362127988,166.78312142181088,170.69745705548954,152.18029600361584,161.68285337538637,179.53579930108987,167.88086434791657,182.78753154578544,181.43325763833013,178.1102845999323,188.63070246029034
7,1986-12-21 14:00:25+00:00,144.81983835020282,179.72170476974878,150.53271767752932,120.19911291950334,,,,,134.79801679250696,143.12899204664907,144.94790213845582,,118.94970233554393,144.41915360872702,160.07254107888465,165.4949141641333,176.16708944016628,169.80893955167434,181.96500186751237,191.02097195246301
8,1986-12-30 13:54:30+00:00,184.53341806771638,196.64309562260598,,,196.45349630281459,156.0086845902275,149.8388384517358,,,185.7755103332019,182.24273562219167,191.58575486730317,151.8665393145911,183.99406295651482,195.229493414915,202.1759304563782,205.24178311950848,203.43921300801455,199.65527631000862,211.59401805338763
9,1987-01-06 14:00:54+00:00,,,,,,,,,,,,,97.62593967285802,,,142.95079353430873,153.69579107268734,,157.70724432755986,171.03403260818115
10,1987-01-15 13:54:59+00:00,139.07938001255667,,,,,,,,,,,,118.484932986096,,145.32316188520443,156.03820532712052,171.10344701453332,175.85186457381457,172.19835340639307,185.86173335844944
11,1987-01-22 14:01:21+00:00,168.94331692452604,184.6067344565767,171.03426820959245,,180.95235115934156,172.31605646584072,,135.04564576351132,163.33678605658068,157.1856675771743,158.80187317756932,,128.1897638920065,186.10152041002488,179.37754669057028,174.40363386330569,182.04455597729418,179.76939067981775,195.40076784865192,198.77501496437225
12,1987-01-31 13:55:29+00:00,155.99233453148304,,,,,,,,,,122.92394400591952,,116.48504438925133,,160.628256312935,159.29153738649822,177.44422229533527,189.80574013837284,187.0249893632722,197.5710555102038
13,1987-02-07 14:01:56+00:00,188.66480165651026,201.44794284113976,199.93383616349814,,185.50421249367326,196.27979970051535,,,176.79085509259764,174.71086273202422,,197.44361265447898,,194.28487271902495,197.6965853321399,196.29696198258944,203.43458211497818,203.42893678510603,204.75264946506786,205.9684013299122
14,1987-03-27 14:03:45+00:00,,,,,,,,,,,,,90.63013748471005,,,,,,,
15,1998-03-09 14:17:57+00:00,149.43832360089158,,,119.20513244598185,,,,,,,122.81353789851123,,108.09669765676388,,,,,,,180.65265001967435
16,1998-03-25 14:18:11+00:00,180.81254948304988,200.84249867758223,188.64354539582078,,205.59997979437043,199.11299852652277,,,,,,191.37581323937928,,229.55084853294915,220.20480117568775,218.00103026461704,210.28071657351097,216.20078621123295,222.22175394824842,
17,1998-06-13 14:19:18+00:00,152.66971397091575,152.85693331279973,,118.05804558961505,,,120.06210368458677,,,166.60135089444012,151.41610678765468,152.68987871822364,124.14279339516318,,,,180.79759386580776,,152.28819598321468,175.77251356977783
18,1998-08-25 14:13:52+00:00,123.13650028437793,,,,,,,,,,,,125.30966676508753,,,,165.76517697803763,163.55695285106736,178.4541661168535,177.59200733882295
19,1998-09-17 14:20:13+00:00,177.32049408915822,186.47809831675542,186.93108343373663,,205.9352295142415,208.2125026265241,,,191.1199953566506,192.75757820263505,,,,210.88528465705633,210.7062858867797,207.6026240682504,203.13741256736927,194.59979864742766,177.12895394475532,183.34908197608402
20,1998-10-28 14:14:08+00:00,147.3918155767877,160.83255466057403,,,,,69.93774381306953,,,,115.01950339778601,113.82292261321697,118.58230067158864,117.50296529289865,159.5479899890911,,159.68744112311245,172.64898510351833,173.22298392025695,182.95902852181214
21,1998-12-06 14:20:24+00:00,127.89136542777027,161.72459559233087,161.77005108607497,,,,61.328804804433084,,184.03225605571674,,107.19455446883244,97.22110512977241,104.19364536383024,91.10308012948323,131.54425926601542,,155.09251993128382,169.55118416270383,161.97104140901374,169.52155135685592
22,1998-12-22 14:20:29+00:00,124.15428839048558,,,,,,42.75523111568456,,,,100.5242746121872,99.4416691763516,93.96177182351481,87.55336128644734,123.05809386267387,,137.85087792254913,136.88055800879678,165.34589402737265,167.468450090782
23,1998-12-31 14:14:22+00:00,158.10464212750776,175.40479004539333,190.1413319795452,203.28893221610758,199.1562266025937,200.30653199997826,209.77651128984712,204.57329828159882,201.24651080252897,191.40622568459094,,164.3006863509656,,115.00602439057322,,204.5077269598132,207.75772682631353,203.4709131963321,192.30963247238952,188.17979152952483
24,1999-01-23 14:20:28+00:00,156.98697241034637,163.8065498701429,174.28032269267374,181.05573196950644,200.4552188712681,187.6802064688146,186.44189124489375,179.1776867957555,,,122.84439912146274,128.9704221936503,98.90198809813128,95.73496157711627,149.9148935425916,,168.22100020239637,177.90524503511324,177.1605339387043,167.37978156209613
25,1999-02-08 14:20:37+00:00,198.7110867105308,216.85394866955832,209.60409281219816,210.92881384669153,215.19399941013526,213.58518189212154,227.10757704984687,211.0210096798115,212.89749874736916,203.48304656017388,,222.20247808483919,,,,205.99478267313762,176.68952752328934,209.2595132742866,204.98756214680353,203.14470502802754
26,1999-03-12 14:20:30+00:00,179.36527239283322,192.1562372327503,203.17386627727947,213.47740654227036,214.3597105196242,226.24921245175756,221.2632475235207,220.41197083535008,220.50280774832615,216.60100577317024,,204.86474411644832,,,,200.7277339774191,207.31592561722266,214.7438296869516,209.06910055878518,218.61115414311266
27,1999-06-16 14:19:24+00:00,151.4075612148144,,174.6070137010378,191.18669252226988,160.34897104076853,,,197.40890554702972,,,,,,,133.18997768082897,,173.1085901812608,186.03403315250526,196.07337225768225,182.57655208705418
28,1999-08-03 14:19:09+00:00,,,,,,,,,,,,,78.19571079718132,91.07684613342029,101.67218491210599,114.40728616479421,115.53639637508502,120.38861439164266,133.25886390150708,
29,1999-08-12 14:12:54+00:00,,,,,,,,,,,,,95.85871755425596,94.5315444463083,115.39686199681783,133.93391575521287,132.537579754983,130.08495560434505,143.83216554379175,154.96330117760678
30,1999-08-28 14:12:35+00:00,,,,,,,,,,,,,97.80695369416193,93.54768367241547,89.7736403033027,118.95153757130927,123.75841399723157,,147.74534297791902,154.8853246043762
31,1999-09-20 14:18:01+00:00,,,,,,,,,,,,,96.42790229935498,90.8303655514444,98.44829351501946,,130.45624625477035,157.32301074785576,154.03127471167065,154.83980586385533
32,1999-09-29 14:11:46+00:00,123.98444595367526,154.97616959028326,,,,,,,,,,,,115.07274074828709,131.23244668680198,146.5080700395591,158.73910353161878,170.47540680915844,175.08827160240762,186.12108441059794
33,1999-10-06 14:18:03+00:00,163.95258166797842,181.20562828809008,176.01158550674273,192.8739048546581,183.596648629126,178.657101234493,,180.05568068050505,191.18720546289066,184.3745947116209,,189.00287716989297,170.5341030700255,,181.76809145956517,198.1054630859118,189.3907034876119,186.6719076959904,200.5005850352298,206.20709758916243
34,1999-10-07 14:28:18+00:00,158.88069918894197,175.76307742396693,179.16435889636907,186.05958285487375,177.69094122742015,177.75779142478297,,173.8884327795876,182.39200476694705,175.36848100286383,,172.39998046869204,163.44450178649248,154.78081959409107,184.64611211050897,181.52535525091648,181.42529209145064,169.69424597371207,162.05405257307493,169.76881881274838
35,1999-10-14 14:34:26+00:00,148.38018247131836,156.42134925865858,152.56627830633238,163.37820939576426,166.34794922103157,166.18103660606215,,161.26223154530857,171.34032219805755,,,170.61767462299048,,,164.4275914405591,178.2395657395677,168.00200930987145,176.71774025117665,179.51690809855333,176.0326093190704
36,1999-10-23 14:28:07+00:00,133.9917349260259,146.41806163332615,,,,,,,,,,,124.55134822171537,,139.08746587998607,151.3683767215074,150.34805865670788,161.29104035799242,167.9239613501586,176.82784257274548
37,1999-10-30 14:34:20+00:00,,,187.61041921931454,201.28711355747595,,,222.35410911655273,,206.2061719261533,,,,,,,,,,,
38,1999-11-16 14:10:55+00:00,122.07614826340442,122.60606710914813,,,,,,,,,89.42223528498349,,102.95040185671795,,117.56894448770966,120.55378916206746,128.26722659611917,137.75712829736415,155.31609584843702,166.31621091226694
39,1999-12-09 14:16:34+00:00,188.40831195579528,194.54528143740654,194.93403141714123,198.46831929079804,204.63006619629417,211.34466481897368,208.58803426656377,202.4749888477507,190.94426381257847,187.47999981065033,179.286332079097,202.37116218178193,,189.43144022157372,191.1096127077526,209.73900464196382,203.48597890330473,198.31038007150352,191.3206726276768,203.9579913568665
40,1999-12-10 14:28:12+00:00,221.6249004110481,217.3274312930524,216.8605293487174,225.5971937268705,234.71949522955634,231.3704188824329,238.05229755167827,232.43836141408565,227.57468310323475,222.71804854805936,223.45767846226835,237.03873278247826,,214.7662579273257,213.5665441414611,233.1852792679653,235.20961963126408,225.15779913758547,220.8368616206058,220.68038031467
41,1999-12-25 14:16:32+00:00,205.30923641054332,191.67556576537172,198.37949646244735,212.68374195085116,208.44975032490734,218.3976448072583,219.56880904732878,219.85029188417235,205.20051453297089,199.31854031732195,208.09178437584706,210.80624654591998,,202.88076852138633,193.1496389939964,200.21207958701044,215.343171022893,207.47666474257247,207.855533546476,208.3103971236427
42,2000-01-11 14:28:06+00:00,203.39837353532047,203.8891884818706,208.97633902244806,215.11613078341514,223.2534913472839,222.37943221811682,220.95712993704103,225.43601876753743,225.62852332080715,223.54165593667432,219.27784391820916,223.20735605277162,,215.60215423537173,198.05265754473558,197.71374455499674,218.24094333671698,233.43337803438004,233.21253298600033,216.7783593664957
43,2000-01-27 14:28:04+00:00,150.26388793142107,,,,,,,,,,,,93.6577206512613,,,,,,,163.35152947614446
44,2000-02-03 14:34:13+00:00,190.54889223916052,198.36349406893893,198.9268667460375,211.29891787276577,216.73942402246024,217.79087405337603,213.55278581691707,210.53527289255211,200.35990658696673,202.28355237924373,203.218543273762,204.1859583619899,,211.47601571715725,206.60907199527918,201.16166754895286,201.48046836212694,207.36378754197858,216.9264163764849,201.53096481918328
45,2000-02-19 14:34:06+00:00,162.1730746608186,168.67801809419663,174.2444024973989,,,,178.2993280956743,179.87497072513378,,,154.9654005863007,158.70768230731207,,137.93993891747746,166.66857154610665,157.88580359792297,181.89314607801057,189.1401528108679,184.452726835254,188.88643148801117
46,2000-03-31 14:27:47+00:00,148.52195983509029,154.52420996699016,152.7823491822188,,,,119.0048996263355,,,,129.1989770220781,128.91837224468603,120.84232725761682,99.27231741421956,166.12658649436955,148.99438265652327,156.45893209433675,162.95865641023414,164.74462883458423,177.08971546699314
47,2000-04-16 14:27:33+00:00,127.02683606374676,134.36777657594308,129.3193000175946,,,,100.80980099346513,,,,118.35627987043564,131.5580419770913,109.38211625170953,96.0881732672017,137.40463706489288,144.3741828000183,144.0384079997294,149.73632254516554,159.46089033218348,170.34908835307178
48,2000-04-23 14:33:45+00:00,128.86194168459045,136.89085585734898,124.96712283885812,,,,65.27469847968175,,,,103.98794697544643,114.7705031673122,95.835053070381,89.99026033849297,130.74294653926333,130.4305980855814,133.06512689318757,146.51423363465344,149.79357599625567,159.57128161107863
49,2000-05-09 14:33:34+00:00,,202.54685185135358,212.0947112890246,206.1111169056823,205.84034196500133,213.61444799516283,226.30998016875753,,234.5942896153355,234.67767993444593,,236.90018934594704,,,,246.54333272272154,239.53091371075791,236.6574910559534,225.6694933325168,220.46391486365698
50,2000-07-12 14:32:55+00:00,154.84128539258245,174.72525552690047,176.17714822258424,196.4977136548903,199.17125315175974,199.90141023225132,202.8955924551878,197.757131137597,203.05757715371993,197.17750663621567,,203.4273187081054,185.45308322751782,201.49074355775377,208.76639130592852,224.06441083124534,209.56996369262197,214.34289956270183,218.22295985242994,222.2240940671954
