,dates,mex0525-0000,mex0525-0001,mex0525-0002,mex0525-0003,mex0525-0004,mex0525-0005,mex0525-0006,mex0525-0007,mex0525-0008,mex0525-0009,mex0525-0010,mex0525-0011,mex0525-0012,mex0525-0013,mex0525-0014,mex0525-0015,mex0525-0016,mex0525-0017,mex0525-0018,mex0525-0019,mex0525-0020,mex0525-0021,mex0525-0022
0,1986-05-14 17:36:04+00:00,,137.48299531618224,109.43327089462865,83.92470880529422,137.8822412447586,144.91589817077858,146.83808726807086,149.60239877925142,179.3221484088983,176.7959733789626,173.10365636888906,169.28317190434421,171.2386659148296,168.12255499072498,142.4603683493866,134.73140811854913,143.61139990833865,143.53647378486414,144.35427896845937,143.76604829185902,146.17602034806066,146.44896308608793,139.18217460133224
1,1987-07-20 17:36:38+00:00,196.06299479936115,144.93358800735695,134.5849952471589,124.08226041906988,124.47871322725518,140.36115893027298,159.12196472446826,168.71958816865586,184.29489808399572,188.5007193845482,185.3367280134705,177.1997828886427,170.58453133160307,168.4117053090567,151.52647385797366,139.93487265284296,144.52837901829545,141.27111440780678,139.89501979525025,139.4476957346627,140.98418283117124,143.1438604588144,138.74624531095725
2,1989-09-11 17:37:23+00:00,202.19116604644705,149.15704948476554,131.72352963627839,128.2851591733191,131.843582319485,142.20192356670648,147.7823409486682,160.3534459640907,182.06926866655218,182.84309623181028,174.17612026254713,171.45328145473385,171.3080176216359,169.25468054114137,147.90201003234594,137.57998134817805,142.99656878499547,143.87689566359717,141.47447168980293,140.05607619027438,144.13766466580122,146.65061983126992,138.69735111866254
3,1990-04-23 17:31:37+00:00,203.0058400978465,159.76385182059212,130.9350132231721,112.04928710529505,130.3398320924211,136.9380811750575,142.0976260545563,151.04919979721524,181.1217719868553,180.71429540164345,176.23870396647433,168.54005759501845,166.944194450009,165.9570988907016,146.65579278785717,131.7820334951698,139.6780160984682,139.94400805365882,137.83925430735653,141.6612809266303,141.35713223787283,143.78766006332407,133.10843376227243
4,1990-05-09 17:31:36+00:00,207.73540860436498,162.21459139385874,147.4088641208835,121.70136185625084,134.0020015482659,143.11842486412615,145.94181976108595,161.0032018287009,182.80402733289532,189.3122765729163,184.09918753587354,179.15239233176362,173.15266600964492,168.12616556417493,152.61159806464977,140.39018278468959,145.35223494885975,143.26874467819414,148.54542464650606,148.7045782503008,146.38487378083076,150.51970724297612,140.03298002672895
5,1992-01-23 17:35:38+00:00,212.91302644693104,164.99115686222243,123.33072364237162,95.31151439771259,132.19531236246715,128.11705444837523,142.67031621856077,146.14043992756677,179.41727282963927,178.19546317369924,175.20031238995696,167.52287594888534,159.82382385888297,159.89582829398773,140.43907334138135,130.8584708448924,139.29189378058254,143.00306264957135,142.07957246387025,141.68322743836885,137.25703065922892,139.2012925987538,134.77212392039453
6,1992-02-08 17:35:34+00:00,210.12256300292012,154.69924387041956,128.9916283271486,94.67633640986114,129.6965346974036,132.58643089438587,136.38103383520962,138.7312124271076,173.33725333283056,176.11012555485803,170.1111119547056,160.93243569322937,160.2258760713684,158.4921558162626,133.82390722647784,124.53600066554735,135.60004150627645,134.4057762689627,128.625932026032,128.87510686381628,125.24537625634996,131.08405234842627,125.58563018060879
7,1992-02-24 17:35:34+00:00,208.00596924477546,158.66995776569794,122.29870808187411,87.9285876802073,134.86683851217103,139.42292235190368,143.30263485059527,140.22404424111772,175.12919008796618,172.52365907559536,164.1142335892231,166.60170050985278,171.61460127426517,164.93271816188215,140.3407768669568,133.10636007106265,140.72663646493746,138.84640595578296,134.3384778967439,142.26128864965972,140.1880535371147,144.97129455382563,134.27650276581213
8,1992-03-11 17:35:33+00:00,213.2310585385221,160.29779087596583,122.8310318113438,85.33514549617048,133.4344653977568,139.6941653331942,148.63991870870555,142.01511231723026,173.7069693925794,172.415394282559,169.67891440039526,165.565074640876,165.20731103676277,158.6586941908918,135.53323993085812,130.20623214596262,139.2435358212213,140.8760504714722,137.56243415335794,136.24087846037818,137.8514899306903,139.77726268425724,130.38489116403716
9,1993-01-09 17:32:57+00:00,,,135.56854798402065,108.33163373910058,131.2398373700734,135.44754873286553,142.4744145894739,147.9929420362268,175.219862473346,178.65106512354512,168.73205473602732,164.39329001154928,158.0017737448788,153.4998114993832,132.41278479113723,125.19559778510143,137.2340707697727,132.04952078935648,138.78438697145512,136.5115965811378,134.77426213568913,140.01239685163108,133.882134873753
