,dates,usa_CA_0295-0000,usa_CA_0295-0001,usa_CA_0295-0002,usa_CA_0295-0003,usa_CA_0295-0004,usa_CA_0295-0005,usa_CA_0295-0006,usa_CA_0295-0007,usa_CA_0295-0008,usa_CA_0295-0009,usa_CA_0295-0010,usa_CA_0295-0011,usa_CA_0295-0012,usa_CA_0295-0013,usa_CA_0295-0014,usa_CA_0295-0015,usa_CA_0295-0016,usa_CA_0295-0017,usa_CA_0295-0018,usa_CA_0295-0019,usa_CA_0295-0020,usa_CA_0295-0021,usa_CA_0295-0022,usa_CA_0295-0023,usa_CA_0295-0024,usa_CA_0295-0025,usa_CA_0295-0026,usa_CA_0295-0027,usa_CA_0295-0028,usa_CA_0295-0029
0,1984-04-14 18:24:25+00:00,,137.25112629415358,153.9313690248966,166.16768592615747,174.1084554342577,170.5860974274382,173.99458043589294,188.02351189706738,188.45130731739334,172.96789051982273,170.63203099968925,179.26916374776565,179.19906542716427,170.19182065564019,,166.42834130710256,167.79234865688852,168.5675404045283,176.4456089686761,169.3522138873006,171.40869543406876,168.3849051995519,181.61339976423432,202.1672725513071,183.0150918983612,205.66994475029776,200.75134217976702,199.4133514154114,198.12420760550535,185.4363973424645
1,1984-05-16 18:24:53+00:00,178.42854812292202,148.82332915686436,164.4698653867646,171.9014411688796,176.03562122732345,189.19760760096372,178.58160506166465,187.26403132413634,185.71757788601423,166.7695729592793,174.3178554613879,171.26872410922775,179.14153540517776,175.55710416117677,,177.93437923189893,181.88548277473174,196.6409481625327,176.71556588287393,173.0391678542045,176.93868435696578,168.47059986668555,181.89253441733305,194.32989267343234,171.07754296535964,217.3718635511247,214.60403665343125,193.3748029896468,189.51820088212236,205.7649979449842
2,1984-06-01 18:25:17+00:00,166.1229216734675,144.50643701397834,154.74442850456242,160.27039584839616,164.14513955266727,169.90793699348026,195.8406305580309,181.82829806281575,178.32223504172083,155.15119859239303,158.46653354931013,180.44127645854496,165.24428686195418,147.41354630003832,,166.37553486673457,169.03963945938526,191.28926864425284,169.24799989489208,165.45213785793902,167.73874815859912,165.30220292377632,169.22133239581467,172.9990405468383,175.57895962453034,221.0467038180208,203.3263776810328,173.46301371261092,183.63802388417807,200.58511345943342
3,1984-06-17 18:25:35+00:00,175.89923384232375,148.88815245533053,159.48569711001937,175.64628450410214,176.63736669034122,207.35418056875827,181.12640813881467,171.86890454134604,169.3550726836871,185.96598728782962,179.4433045150721,164.42895479239473,162.9979110592159,177.68606792784115,,158.82945565293167,200.89196491882515,187.01133675705046,174.03911324166717,172.51462261768236,170.54861120694736,163.08311175341,160.47409998749882,179.22855935780288,185.66126084036458,230.65772913746156,208.70421664325602,182.20366222550055,208.57860710709753,190.11341889841844
4,1984-07-03 18:25:46+00:00,182.8430026607212,151.8570248509197,182.07264151816236,188.8070266777357,212.3849913384374,188.1429608236613,181.07392914413603,179.8673825231089,185.95203230149886,173.30220741337615,170.33254203828085,180.03855213197406,171.7838309830251,162.9493986159654,,186.73057885404359,167.88112307406976,160.66382139579082,177.9092597190839,177.87873024348693,175.07941290477825,164.0799937016649,175.35367600817347,197.48646635131757,197.06479597143263,201.63837980804328,192.55009607733103,181.99911752318178,192.87088447744907,197.10382880239322
5,1984-09-21 18:27:21+00:00,,,,,192.05836423237494,201.89510456052543,189.0153188525341,185.01548014319255,195.73909118894156,190.47244570895558,185.11439574433237,177.67996337110392,177.77045956678407,166.18400345867022,165.98526377071383,176.49897336467447,170.36539425390473,168.26098943113544,176.57316738577921,180.84261082257387,180.859988853981,174.97963781801744,187.60452855564225,195.53370681356694,171.57583641940582,194.1174122644748,193.5532652309241,198.1640140879009,206.9158003543676,205.4050879890669
6,1984-10-23 18:27:16+00:00,,183.1132810415804,212.43704896166673,210.5903007414812,201.46338302414395,195.9098287406758,192.98708508863518,189.4041860337094,203.46057894529244,190.2117065132086,181.31306297606514,175.23613317425443,181.33580762649137,180.62904564351646,177.89143283027084,173.77575970826123,169.14281311097255,178.5881207739737,171.35353644255096,173.41883055364082,187.16106972767517,174.9332514680779,169.57123474534023,193.6322067424669,185.65599666236537,208.4976100043447,207.80523745603435,199.71879246897277,200.54054406649436,191.66590865954274
7,1985-02-28 18:27:41+00:00,,164.86305796884923,197.3950406997445,205.96347020191192,204.6731377890252,190.14540177213422,180.9201610772705,184.34428473888198,180.4971810095791,182.58940442145365,194.85207312782808,196.04639484461126,183.6378752637078,168.41120201828596,165.51890598254778,157.06810476546624,155.17045967649975,185.63151466242326,199.29164980024055,187.47337205267436,188.83986344626433,177.62515198943836,179.84597923970094,181.5564142766984,155.12668619710288,217.35886422729078,223.27038387195105,206.60461600282102,,160.74869037478072
8,1985-08-07 18:26:58+00:00,188.04409047285736,205.22917058318296,223.23717083343846,224.97752009468536,227.28698515583312,222.30254219593644,205.64729832212925,202.5674687195791,220.8812754099361,222.48688741287648,213.69723047067006,205.2890051707584,202.93087899292087,183.1924176733462,195.5684439574738,188.04344553181176,173.81600720523593,174.57151365293095,186.66047514169045,198.27986446740005,226.80291895313354,222.50001731458408,216.01909350033205,198.32190346966124,183.1546943968996,220.12624865918374,196.03693229671688,196.47482186924242,202.7050178696146,
9,1985-09-08 18:26:36+00:00,182.95112994474684,190.77640433588445,220.8329926105889,225.46908625517713,219.95833500725558,209.03867573992753,214.6398030429619,208.03643056972783,203.39882787071684,197.96591361201402,196.4384958994744,198.77750268303265,181.97460704741746,175.198781085973,184.78714263023232,181.1173131265184,173.83457746532488,181.85970025002604,192.0540733556822,212.8577035091368,208.2603779925162,191.3447013300627,179.76562025971322,171.89040267875177,158.2787484360283,175.26347118637975,164.75706501058391,159.43644659435273,,146.1142774976529
