dates,sar2329-0000,sar2329-0001,sar2329-0002,sar2329-0003,sar2329-0004,sar2329-0005,sar2329-0006,satname
1984-04-13 09:26:43+00:00,244.34,194.16,185.41,182.4,280.75,244.44,253.11,L5
1984-05-06 09:33:03+00:00,247.88,206.39,185.06,182.71,272.81,241.5,257.77,L5
1984-07-18 09:28:46+00:00,254.7,209.71,193.82,,274.89,249.23,259.84,L5
1984-08-03 09:29:20+00:00,250.64,206.27,184.18,,269.02,241.09,256.05,L5
1984-08-19 09:29:27+00:00,248.62,204.1,185.5,178.86,278.51,237.82,247.56,L5
1984-09-04 09:29:37+00:00,252.29,203.08,180.27,182.02,273.4,244.88,258.6,L5
1984-09-11 09:35:50+00:00,236.42,199.17,176.26,178.14,266.68,239.55,249.59,L5
1984-09-20 09:30:04+00:00,239.28,209.91,179.26,179.24,273.71,245.04,253.72,L5
1984-10-22 09:29:36+00:00,251.09,203.58,184.78,193.74,285.09,243.3,262.52,L5
1984-11-07 09:29:53+00:00,235.1,201.8,189.61,180.24,267.18,237.92,249.32,L5
1985-01-17 09:36:05+00:00,217.1,192.96,177.27,176.72,265.43,239.58,224.82,L5
1985-02-02 09:36:09+00:00,240.06,192.74,178.07,179.1,283.36,239.21,246.0,L5
1985-03-31 09:30:19+00:00,247.68,201.95,185.41,179.44,269.89,236.49,253.13,L5
1985-04-23 09:35:59+00:00,245.64,199.21,182.36,180.89,268.2,244.68,254.11,L5
1985-05-02 09:29:43+00:00,245.47,200.15,188.55,192.5,267.76,237.97,256.53,L5
1985-06-03 09:30:04+00:00,253.18,202.41,188.54,,263.19,235.37,249.89,L5
1985-06-26 09:35:47+00:00,233.52,191.9,180.69,175.2,254.71,234.98,243.26,L5
1985-07-05 09:29:33+00:00,242.88,194.64,175.43,178.78,263.07,241.65,251.42,L5
1985-08-13 09:35:25+00:00,234.6,196.04,172.89,172.89,258.87,232.19,247.24,L5
1985-08-22 09:29:08+00:00,250.62,205.72,194.3,196.88,274.96,241.92,256.46,L5
1985-10-09 09:28:35+00:00,242.17,196.07,185.74,194.55,263.73,239.1,248.35,L5
1985-11-10 09:28:33+00:00,246.08,210.84,186.6,,273.66,237.59,247.88,L5
1985-12-03 09:33:55+00:00,236.29,199.86,188.41,181.46,278.95,240.9,234.7,L5
1986-01-04 09:33:20+00:00,234.0,191.3,180.72,178.2,276.65,242.87,264.82,L5
1986-01-13 09:26:58+00:00,226.18,209.22,183.51,178.05,271.76,236.95,231.18,L5
1986-02-21 09:32:17+00:00,237.64,192.13,174.55,174.71,276.08,245.4,240.59,L5
1986-03-18 09:25:58+00:00,,,,,273.95,,,L5
1986-03-25 09:31:37+00:00,240.3,201.03,184.88,177.66,270.48,242.76,252.21,L5
1986-04-10 09:31:17+00:00,239.43,204.28,179.14,170.07,,232.71,247.72,L5
1986-05-12 09:30:29+00:00,243.23,201.66,179.79,176.76,270.27,244.22,257.16,L5
1986-05-21 09:24:27+00:00,248.76,201.88,186.17,181.76,267.48,243.76,255.59,L5
1986-05-28 09:30:02+00:00,238.54,200.95,173.76,170.09,263.69,224.41,239.7,L5
1986-06-22 09:23:04+00:00,249.91,196.92,185.4,183.4,282.11,247.98,253.2,L5
1986-07-08 09:22:57+00:00,245.0,196.74,178.59,182.94,273.06,244.28,252.84,L5
1986-07-24 09:21:59+00:00,235.13,198.7,184.0,178.51,262.49,237.79,249.09,L5
1986-07-31 09:27:55+00:00,249.91,196.07,178.66,176.3,277.66,239.42,263.74,L5
1986-08-16 09:27:20+00:00,250.47,197.36,187.78,181.89,278.0,245.65,255.66,L5
1986-09-17 09:26:13+00:00,240.9,199.95,179.42,176.59,274.48,247.42,252.36,L5
1986-10-12 09:19:38+00:00,246.65,203.35,189.01,182.81,276.81,238.95,254.21,L5
1986-11-13 09:18:29+00:00,227.31,181.1,168.62,176.16,270.0,246.03,242.24,L5
1986-12-31 09:18:50+00:00,229.52,202.83,178.14,175.35,267.53,236.46,228.23,L5
1987-01-07 09:25:13+00:00,216.12,199.43,184.45,179.95,257.04,229.2,224.31,L5
1987-01-16 09:19:18+00:00,228.35,202.89,181.21,175.41,269.86,243.64,234.32,L5
1987-02-17 09:20:35+00:00,227.19,211.36,191.58,178.66,250.13,219.09,220.22,L5
1987-03-21 09:21:38+00:00,246.66,201.1,184.45,,280.84,250.13,267.41,L5
