dates,satname,sar2329-0000,sar2329-0001,sar2329-0002,sar2329-0003,sar2329-0004,sar2329-0005,sar2329-0006
1984-04-13 09:26:43+00:00,L5,244.34,194.16,185.41,182.40,280.75,244.44,253.11
1984-05-06 09:33:03+00:00,L5,247.88,206.39,185.06,182.71,272.81,241.50,257.77
1984-05-31 09:27:59+00:00,L5,,,,,,,
1984-07-18 09:28:46+00:00,L5,254.70,209.71,193.82,259.16,274.89,249.23,259.84
1984-08-03 09:29:20+00:00,L5,250.64,206.27,184.18,261.74,269.02,241.09,256.05
1984-08-19 09:29:27+00:00,L5,248.62,204.10,185.50,178.86,278.51,237.82,247.56
1984-09-04 09:29:37+00:00,L5,252.29,203.08,180.27,182.02,273.40,244.88,258.60
1984-09-11 09:35:50+00:00,L5,236.42,199.17,176.26,178.14,266.68,239.55,249.59
1984-09-20 09:30:04+00:00,L5,239.28,209.91,179.26,179.24,273.71,245.04,253.72
1984-10-22 09:29:36+00:00,L5,251.09,203.58,184.78,193.74,285.09,243.30,262.52
1984-11-07 09:29:53+00:00,L5,235.10,201.80,189.61,180.24,267.18,237.92,249.32
1985-01-17 09:36:05+00:00,L5,217.10,192.96,177.27,176.72,265.43,239.58,224.82
1985-02-02 09:36:09+00:00,L5,240.06,192.74,178.07,179.10,283.36,239.21,246.00
1985-03-31 09:30:19+00:00,L5,247.68,201.95,185.41,179.44,269.89,236.49,253.13
1985-04-23 09:35:59+00:00,L5,245.64,199.21,182.36,180.89,268.20,244.68,254.11
1985-05-02 09:29:43+00:00,L5,245.47,200.15,188.55,192.50,267.76,237.97,256.53
1985-06-03 09:30:04+00:00,L5,253.18,202.41,188.54,251.96,263.19,235.37,249.89
1985-06-26 09:35:47+00:00,L5,233.52,191.90,180.69,175.20,254.71,234.98,243.26
1985-07-05 09:29:33+00:00,L5,242.88,194.64,175.43,178.78,263.07,241.65,251.42
1985-08-13 09:35:25+00:00,L5,234.60,196.04,172.89,172.89,258.87,232.19,247.24
1985-08-22 09:29:08+00:00,L5,250.62,205.72,194.30,196.88,274.96,241.92,256.46
1985-10-09 09:28:35+00:00,L5,242.17,196.07,185.74,194.55,263.73,239.10,248.35
