dates,sar2329-0000,sar2329-0001,sar2329-0002,sar2329-0003,sar2329-0004,sar2329-0005,sar2329-0006,satname
1984-04-13 09:26:43+00:00,244.34,194.16,185.41,182.40,280.75,244.44,253.11,L5
1984-05-06 09:33:03+00:00,246.11,200.27,185.24,182.56,276.78,242.97,255.44,L5
1984-07-18 09:28:46+00:00,248.97,203.42,188.10,182.56,276.15,245.06,256.91,L5
1984-08-03 09:29:20+00:00,249.39,204.13,187.12,182.56,274.37,244.06,256.69,L5
1984-08-19 09:29:27+00:00,249.24,204.13,186.79,181.32,275.20,242.82,254.87,L5
1984-09-04 09:29:37+00:00,249.75,203.95,185.71,181.50,274.90,243.16,255.49,L5
1984-09-11 09:35:50+00:00,247.84,203.27,184.36,180.83,273.72,242.64,254.65,L5
1984-09-20 09:30:04+00:00,246.77,204.10,183.72,180.56,273.72,242.94,254.53,L5
1984-10-22 09:29:36+00:00,247.62,205.28,183.64,182.45,274.26,242.80,255.71,L5
1984-11-07 09:29:53+00:00,246.02,204.70,184.21,182.04,273.56,242.35,254.65,L5
1985-01-17 09:36:05+00:00,241.32,202.61,182.14,181.28,272.38,241.15,250.27,L5
1985-02-02 09:36:09+00:00,240.00,200.92,181.38,181.01,274.17,240.91,249.02,L5
1985-03-31 09:30:19+00:00,238.21,198.61,183.03,181.85,274.19,239.30,247.16,L5
1985-04-23 09:35:59+00:00,237.12,197.73,182.54,179.28,270.81,239.58,245.48,L5
1985-05-02 09:29:43+00:00,238.51,198.13,183.54,181.48,270.30,239.31,247.32,L5
1985-06-03 09:30:04+00:00,241.52,198.24,183.37,181.73,269.64,238.88,247.41,L5
1985-06-26 09:35:47+00:00,240.38,197.33,182.98,180.64,267.51,238.33,246.82,L5
1985-07-05 09:29:33+00:00,240.69,197.00,182.04,180.38,266.95,238.74,247.40,L5
1985-08-13 09:35:25+00:00,243.28,198.04,181.98,179.95,263.67,237.62,250.80,L5
1985-08-22 09:29:08+00:00,244.20,199.00,183.52,182.37,265.08,238.16,251.50,L5
1985-10-09 09:28:35+00:00,243.51,198.27,183.56,184.53,264.31,238.48,250.91,L5
1985-11-10 09:28:33+00:00,243.29,199.66,183.46,183.66,264.60,237.54,249.21,L5
1985-12-03 09:33:55+00:00,240.88,199.30,183.44,183.29,266.85,238.33,247.04,L5
1986-01-04 09:33:20+00:00,240.63,199.97,184.78,184.80,271.14,239.10,249.91,L5
1986-01-13 09:26:58+00:00,238.56,201.29,184.60,183.67,271.23,238.79,247.23,L5
1986-02-21 09:32:17+00:00,237.06,199.90,183.25,181.39,273.47,240.47,244.59,L5
1986-03-18 09:25:58+00:00,237.06,199.90,183.25,181.39,273.54,240.47,244.59,L5
1986-03-25 09:31:37+00:00,237.52,200.06,183.49,180.77,273.16,240.80,245.68,L5
1986-04-10 09:31:17+00:00,237.13,201.24,182.54,176.69,274.50,239.88,245.59,L5
1986-05-12 09:30:29+00:00,236.72,199.93,181.57,176.70,274.02,240.83,246.91,L5
1986-05-21 09:24:27+00:00,238.23,200.17,182.15,177.33,273.20,241.20,248.00,L5
1986-05-28 09:30:02+00:00,238.26,200.26,181.21,176.53,272.15,239.33,247.07,L5
1986-06-22 09:23:04+00:00,239.78,199.93,180.88,176.74,272.50,240.12,249.13,L5
1986-07-08 09:22:57+00:00,241.00,200.53,180.64,177.27,272.10,240.27,247.80,L5
1986-07-24 09:21:59+00:00,241.99,199.37,180.70,177.32,271.07,240.37,249.79,L5
1986-07-31 09:27:55+00:00,242.78,199.04,180.49,177.22,271.73,240.27,251.18,L5
1986-08-16 09:27:20+00:00,243.48,198.88,181.16,177.64,272.30,240.76,251.59,L5
1986-09-17 09:26:13+00:00,243.78,199.59,181.60,177.82,271.97,240.95,252.66,L5
1986-10-12 09:19:38+00:00,244.85,199.36,182.26,179.10,272.61,241.39,253.36,L5
1986-11-13 09:18:29+00:00,243.26,197.30,181.14,179.05,272.58,241.57,251.86,L5
1986-12-31 09:18:50+00:00,240.61,197.01,180.53,178.82,272.50,242.00,249.80,L5
1987-01-07 09:25:13+00:00,237.00,197.35,181.26,178.44,270.50,240.12,246.23,L5
1987-01-16 09:19:18+00:00,236.04,197.96,181.25,178.11,270.43,240.51,244.91,L5
1987-02-17 09:20:35+00:00,230.86,200.13,181.78,177.85,266.55,237.26,236.56,L5
1987-03-21 09:21:38+00:00,231.69,200.29,182.49,178.06,267.46,237.64,238.71,L5
1987-04-29 09:29:06+00:00,230.82,200.63,181.68,177.45,266.02,238.07,238.57,L5
1987-05-15 09:29:33+00:00,231.86,201.76,182.53,177.97,263.60,237.10,238.96,L5
1987-06-09 09:24:23+00:00,233.69,201.58,182.51,178.25,263.58,237.56,240.68,L5
1987-06-16 09:30:19+00:00,232.26,200.89,182.25,178.56,263.58,236.18,240.64,L5
1987-06-25 09:24:44+00:00,235.06,201.54,182.94,180.36,264.97,237.22,242.85,L5
1987-07-02 09:30:39+00:00,236.42,200.47,182.77,180.29,264.80,238.17,245.66,L5
1987-07-11 09:24:39+00:00,238.98,200.93,182.90,181.12,266.97,239.32,248.57,L5
1987-07-18 09:30:57+00:00,240.63,200.53,183.13,181.39,267.27,238.71,250.66,L5
1987-07-27 09:25:25+00:00,240.95,201.36,183.57,180.93,266.34,238.52,250.34,L5
1987-08-03 09:31:25+00:00,241.16,201.71,183.24,180.75,266.50,238.63,250.42,L5
1987-08-12 09:25:31+00:00,241.01,201.56,183.28,180.76,266.28,238.54,250.58,L5
1987-08-19 09:31:54+00:00,242.36,200.58,182.48,180.77,268.50,240.73,253.05,L5
1987-08-28 09:26:22+00:00,242.08,200.95,182.45,180.34,267.67,240.08,252.72,L5
1987-09-04 09:32:19+00:00,242.54,200.19,181.52,179.77,268.23,240.76,253.38,L5
1987-09-13 09:26:21+00:00,242.66,200.29,181.77,179.79,268.37,240.80,253.17,L5
1987-09-20 09:32:42+00:00,242.04,200.24,181.22,179.53,267.68,240.42,252.18,L5
1987-10-06 09:33:02+00:00,241.03,199.25,180.79,178.94,267.98,240.59,251.86,L5
1987-10-22 09:33:17+00:00,241.02,199.25,180.79,178.01,267.98,240.83,251.51,L5
1987-10-31 09:27:16+00:00,240.90,199.08,180.72,178.04,268.78,241.01,251.57,L5
1987-11-07 09:33:38+00:00,239.92,198.96,181.03,178.20,268.78,240.65,250.77,L5
1987-11-16 09:28:03+00:00,240.41,200.10,181.97,178.39,270.20,240.51,251.04,L5
1987-12-02 09:27:54+00:00,240.61,200.68,182.22,178.43,270.27,240.44,250.38,L5
1988-01-10 09:34:42+00:00,238.37,200.41,181.82,176.63,269.71,239.98,247.48,L5
1988-01-19 09:28:41+00:00,235.76,198.86,180.30,175.14,268.71,239.54,245.21,L5
1988-02-11 09:35:17+00:00,234.73,197.76,179.92,174.73,269.70,239.46,244.26,L5
1988-02-20 09:29:38+00:00,233.74,197.79,179.56,174.55,269.73,239.12,243.73,L5
1988-03-07 09:29:48+00:00,231.34,197.16,179.51,175.08,269.47,239.02,241.34,L5
1988-03-14 09:35:39+00:00,231.07,196.49,179.45,176.37,270.93,238.79,242.03,L5
1988-05-01 09:35:57+00:00,230.75,196.94,180.49,178.56,269.24,236.54,240.24,L5
1988-05-17 09:36:08+00:00,231.14,195.33,178.01,177.39,267.66,236.87,240.78,L5
1988-06-02 09:36:14+00:00,231.37,194.60,179.01,178.11,268.49,237.42,243.05,L5
1988-06-11 09:30:29+00:00,232.81,193.88,178.17,178.29,270.48,239.71,245.37,L5
1988-06-18 09:36:19+00:00,232.28,192.32,177.10,177.56,270.48,240.23,245.64,L5
1988-07-04 09:36:24+00:00,233.32,192.20,176.58,177.35,270.45,240.58,246.37,L5
1988-07-13 09:30:39+00:00,235.40,192.50,176.92,178.76,271.89,241.90,249.52,L5
1988-07-29 09:30:18+00:00,238.26,194.52,179.35,181.11,271.58,241.67,251.39,L5
1988-08-05 09:36:28+00:00,237.88,195.82,179.73,180.31,269.77,240.66,251.43,L5
1988-08-14 09:30:16+00:00,238.18,195.50,178.86,180.16,270.96,241.71,252.11,L5
1988-08-30 09:30:45+00:00,237.66,195.02,179.23,180.52,269.21,241.18,251.55,L5
1988-09-06 09:36:31+00:00,238.51,195.19,179.51,180.17,269.51,240.88,252.44,L5
1988-09-15 09:30:41+00:00,238.55,195.79,178.98,178.54,267.09,240.86,251.53,L5
1988-09-22 09:36:26+00:00,239.01,196.00,178.63,178.37,267.65,241.17,251.97,L5
1988-10-01 09:30:34+00:00,238.59,196.12,178.71,178.39,267.48,240.79,251.52,L5
1988-10-08 09:36:21+00:00,238.08,196.22,178.72,177.99,265.97,240.14,250.42,L5
1988-11-02 09:30:10+00:00,237.50,196.02,178.11,177.66,266.40,240.29,249.94,L5
1988-12-04 09:30:29+00:00,236.02,195.81,177.41,177.54,265.72,239.90,248.59,L5
1988-12-11 09:36:09+00:00,234.30,197.80,178.89,177.84,264.93,237.46,245.66,L5
1988-12-27 09:36:03+00:00,233.42,198.86,179.67,178.13,265.59,236.68,244.69,L5
1989-01-05 09:30:16+00:00,232.30,199.52,180.04,178.00,265.92,236.13,243.77,L5
1989-01-28 09:35:43+00:00,230.66,199.37,178.92,176.89,266.84,236.05,242.92,L5
1989-02-06 09:29:59+00:00,230.89,198.93,179.13,177.38,268.09,236.21,241.89,L5
1989-03-17 09:34:52+00:00,229.95,199.82,180.79,177.34,269.08,234.82,240.87,L5
1989-03-26 09:28:53+00:00,230.30,199.41,181.21,177.74,270.25,235.38,242.15,L5
1989-04-02 09:34:48+00:00,231.26,199.53,181.39,177.66,270.21,236.16,242.93,L5
1989-05-20 09:34:09+00:00,232.10,200.28,182.97,178.63,273.82,236.79,244.47,L5
1989-05-29 09:28:17+00:00,234.31,200.29,182.70,178.53,274.19,237.80,245.91,L5
1989-06-14 09:27:46+00:00,237.31,197.86,181.34,177.93,275.57,241.20,249.85,L5
1989-06-21 09:33:31+00:00,236.27,196.01,179.86,177.10,274.51,241.91,249.45,L5
1989-06-30 09:27:39+00:00,239.14,196.68,180.42,177.66,272.99,241.30,250.79,L5
1989-07-16 09:27:19+00:00,241.40,198.61,181.82,179.32,272.90,241.03,251.48,L5
1989-07-23 09:32:57+00:00,239.84,198.02,180.77,178.81,271.98,241.15,250.73,L5
1989-08-01 09:26:59+00:00,239.91,198.55,180.70,178.65,271.12,240.22,249.58,L5
1989-08-24 09:32:15+00:00,240.35,197.56,179.73,178.32,271.12,241.35,250.78,L5
1989-09-02 09:26:17+00:00,237.68,196.94,179.59,177.93,271.12,239.40,247.93,L5
1989-09-18 09:25:44+00:00,237.40,197.41,179.60,179.28,271.97,239.58,248.03,L5
1989-09-25 09:31:28+00:00,236.37,198.60,179.95,179.03,270.21,238.76,246.92,L5
1989-10-04 09:25:36+00:00,233.23,197.71,179.74,178.89,269.67,238.03,244.17,L5
1989-10-11 09:31:06+00:00,234.54,198.08,179.75,179.04,270.62,238.61,245.06,L5
1989-10-20 09:24:27+00:00,236.49,198.69,179.76,179.04,270.62,238.61,246.29,L5
1989-10-27 09:30:27+00:00,236.79,199.61,180.10,179.04,270.92,238.65,246.70,L5
1989-11-28 09:29:40+00:00,234.64,199.79,180.10,178.88,269.12,238.18,246.00,L5
1989-12-14 09:29:14+00:00,234.23,199.89,180.16,178.79,268.62,237.60,245.43,L5
1989-12-23 09:22:46+00:00,234.04,201.76,181.55,179.61,268.70,236.29,244.17,L5
1990-01-31 09:27:43+00:00,233.54,202.63,183.24,179.15,270.62,236.99,244.92,L5
1990-02-16 09:27:12+00:00,232.84,202.33,183.33,178.23,267.63,235.08,242.75,L5
1990-04-14 09:20:11+00:00,239.34,206.39,185.63,176.77,266.06,234.85,245.59,L5
1990-05-07 09:25:55+00:00,238.21,204.55,185.96,177.57,266.22,235.59,243.33,L5
1990-05-16 09:19:49+00:00,239.63,203.57,185.68,177.57,268.11,237.38,245.38,L5
1990-06-01 09:20:08+00:00,242.68,204.76,186.49,177.98,269.17,237.40,246.55,L5
1990-06-08 09:25:55+00:00,240.98,203.12,185.26,176.87,267.65,236.12,245.96,L5
1990-06-17 09:20:06+00:00,242.90,204.08,185.39,176.94,268.20,236.46,246.93,L5
1990-06-24 09:25:54+00:00,243.92,202.79,184.62,176.12,268.61,235.55,248.09,L5
1990-07-03 09:20:06+00:00,242.79,201.34,184.00,176.55,267.81,236.30,247.98,L5
1990-07-10 09:25:52+00:00,242.38,201.39,183.15,176.12,267.27,236.48,247.59,L5
1990-07-19 09:19:37+00:00,240.15,199.87,182.71,177.93,268.34,236.66,245.92,L5
1990-07-26 09:25:48+00:00,239.39,199.21,182.11,177.79,268.73,237.07,246.25,L5
1990-08-04 09:19:32+00:00,238.82,196.75,180.40,179.57,270.26,238.97,247.02,L5
1990-08-11 09:25:43+00:00,239.05,196.44,180.22,179.65,271.07,240.14,247.61,L5
1990-08-20 09:19:30+00:00,240.61,196.61,180.48,181.43,273.92,241.85,250.35,L5
1990-09-05 09:19:23+00:00,241.02,196.71,180.51,181.24,273.70,241.93,250.70,L5
1990-09-12 09:25:35+00:00,239.62,195.54,179.98,180.14,272.11,241.19,249.73,L5
1990-09-28 09:25:26+00:00,239.03,196.19,180.89,180.14,272.51,240.91,249.53,L5
1990-10-14 09:25:20+00:00,237.19,195.19,180.29,179.85,272.49,240.74,248.50,L5
1990-10-30 09:25:11+00:00,236.98,195.85,180.63,179.95,271.76,240.64,248.22,L5
1990-11-15 09:25:13+00:00,234.90,195.23,180.23,180.70,272.26,240.47,247.13,L5
1991-01-02 09:25:37+00:00,230.73,194.32,179.34,181.84,273.55,240.78,244.23,L5
1991-01-11 09:20:03+00:00,230.80,193.90,180.07,182.50,275.98,241.25,243.11,L5
1991-02-12 09:20:19+00:00,231.72,195.92,180.51,179.87,274.89,240.23,242.66,L5
1991-04-01 09:21:10+00:00,229.10,195.89,175.62,179.28,279.14,246.37,239.08,L5
1991-04-08 09:27:30+00:00,232.51,196.59,176.71,180.88,280.22,246.47,242.87,L5
1991-04-24 09:27:46+00:00,235.06,197.77,177.30,181.34,280.47,246.36,244.63,L5
