,dates,usa_CA_0275-0000,usa_CA_0275-0001,usa_CA_0275-0002,usa_CA_0275-0003,usa_CA_0275-0004,usa_CA_0275-0005,usa_CA_0275-0006,usa_CA_0275-0007,usa_CA_0275-0008,usa_CA_0275-0009,usa_CA_0275-0010,usa_CA_0275-0011,usa_CA_0275-0012,usa_CA_0275-0013,usa_CA_0275-0014
0,1984-04-14 18:24:49+00:00,199.69774449942364,205.67194934381857,216.40871190984126,190.73900962664024,198.01126659182222,201.19290698995047,209.13646738473506,207.5727265720451,204.0334593428097,210.52799804278948,204.6163228211081,198.8602932561107,211.39515042858403,222.2111489962869,229.1128048063704
1,1984-05-25 18:19:21+00:00,199.50597189348116,207.8171249865439,212.12648240452728,211.11385639472977,217.7824426607049,197.06299548588098,208.53972687281325,208.6102575031201,200.94091240105914,198.89786055603733,188.4179613180911,193.2220537589817,195.45166255535824,205.4223940684777,212.28237157339268
2,1984-06-10 18:19:41+00:00,201.8697542546959,215.32955392353244,218.47863983945905,215.49295228043218,211.44838296017537,208.01776705274884,210.9478878737017,212.47844115529665,196.06245254817009,190.5136357616182,185.30093884567168,187.66949052804466,198.67815261039135,203.1504131070852,213.45102294423523
3,1984-06-17 18:25:59+00:00,217.84363447371695,229.45291146920525,221.5224388312788,205.86930576526456,211.22772327644265,204.504721917771,210.8528985803497,202.03266901783732,198.29749489351957,202.83525837551855,192.96053415287855,194.01173578747193,208.43486049125403,208.3106492863957,214.53694429703313
4,1984-06-26 18:19:55+00:00,225.57710995797854,233.29728415841768,225.66345057418852,210.84470670891258,208.6936636734244,212.1641287150309,210.03490984957975,208.45087114443552,205.87433490730982,202.79149214095176,192.42930429922595,181.52490028587656,188.61303859762535,202.1733409403256,211.179330941526
5,1984-07-03 18:26:10+00:00,203.67506331295928,206.10947309687063,211.67405062011744,207.69601951541645,209.30315692724508,195.5724008464335,207.62025122516354,210.7058451996795,,,,,,,
6,1984-07-28 18:20:39+00:00,222.05004546877683,224.28374516626351,230.675852457061,221.3244876904766,220.40882636362525,208.38206892177098,211.32317779887586,208.3553313591849,194.71956130237055,189.44186321714977,183.27057375816466,193.42066055829653,201.40961439343488,203.91690913395834,221.67068422692833
7,1984-08-04 18:27:04+00:00,238.53644675530288,247.3893514073008,245.56552163432127,231.48180450543975,226.96137406935037,220.90339674317423,218.15943820021607,213.49812921122566,205.81953678801258,201.90654246826583,197.97327766204768,193.8216907031255,207.32449889281585,210.83714868656227,219.30227431689582
8,1984-09-21 18:27:45+00:00,224.8743596796258,233.52700363584583,234.0488450269561,228.71244577933481,226.14741515881,221.0205696956835,224.14505963666346,213.70649294441918,197.10435687047462,194.32954977269793,193.5368481017101,196.99648659643827,203.54320970789428,212.72314332434746,226.47252961906568
9,1984-10-23 18:27:40+00:00,202.5445905851367,226.87981424478508,230.71453424174757,224.71589104984665,232.05925097079972,230.01096649534435,220.46265131893057,211.95880816864005,201.42167984711742,209.32984151338752,207.79148111121313,197.3668959797157,209.05873540922087,222.1910146073928,236.98584240254277
10,1984-12-03 18:21:24+00:00,,,,170.0050115807043,,173.67800010248223,172.13155985164224,168.4694703538304,,,,,191.74142695918908,207.95727192017384,214.34887126199212
