,dates,chi0056-0000,chi0056-0001,chi0056-0002,chi0056-0003,chi0056-0004,chi0056-0005,chi0056-0006,chi0056-0007,chi0056-0008,chi0056-0009
0,1985-03-28 14:12:49+00:00,176.89984719954873,180.64462363375839,,209.35492394678846,193.12085306240067,211.60642214378075,,,,186.1249363629911
1,1985-08-03 14:12:13+00:00,,,,199.6731021900043,165.54254982987544,206.00514910014695,156.17942300310523,,143.59246426946643,169.81755230978808
2,1986-03-31 14:08:11+00:00,180.21116077152536,171.06219991040095,184.2670149290502,203.24566293029758,192.7048918177148,211.7015337337146,181.51022466748066,160.33982408316876,172.62887639028642,175.74967699629346
3,1986-09-07 14:03:13+00:00,173.83812752655007,175.86890305023704,193.49364218675126,204.01308125657707,192.042307321638,209.13642040023012,184.1194543368841,183.99047795536273,173.06703247294246,174.33062549988003
4,1986-10-25 14:01:41+00:00,188.7307842937186,187.99431841315786,202.71349608592342,215.56758399411305,203.10569701493685,218.74803484179324,205.2446378877792,201.78937327570986,193.87815722816921,197.1457304781171
5,1986-11-26 14:00:41+00:00,192.24747187301955,189.78313729243567,201.72660682366222,210.33448696467488,197.72182870377944,214.92253463290012,196.85644870160874,195.93390479942988,194.94218199835825,195.8605180943698
6,1986-12-28 14:01:38+00:00,185.94243443326448,182.84850756570822,197.4784166137919,207.75237271983852,199.83783462404733,211.02066828521075,194.07700059711712,187.9975014145302,187.8825064256544,196.60907131119686
7,1987-01-13 14:02:06+00:00,184.43802391049914,186.96962787761166,201.49580403127595,209.0379462554758,201.28235333524668,219.41366415393196,202.3058032727353,194.5789673568782,194.4287585938401,197.46793622962497
8,1987-01-29 14:02:34+00:00,184.31755840800437,185.31958726152948,196.59958274511618,206.16914547303347,201.27680986904502,213.3594613192473,196.54503453180357,190.79917990809662,189.21325078658955,199.9522205451959
9,1987-03-18 14:04:25+00:00,194.86721544232265,188.70285921502608,202.1861247817669,212.39367409177427,203.76780163559403,215.80001060010963,199.68155948700067,190.36137998014203,188.57776850554052,198.02359696198567
10,1987-11-29 14:10:45+00:00,183.447105234939,181.1122660366965,193.47019909521728,202.86317040244137,194.55060576935222,207.3878176166268,192.27314163116824,189.72411492229236,192.96705318308116,195.7911759779708
11,1987-12-15 14:10:59+00:00,185.92615994168818,181.92049852908664,201.82452961408077,209.54728303972797,193.38459411528368,213.17669674313996,194.96540165709337,189.26074124126524,189.61460482681545,197.51177828314727
12,1988-02-01 14:11:50+00:00,187.32100342482332,188.46334036885463,201.94178570772098,213.66206171133283,203.04753931597142,221.58947720093067,202.1395378075939,194.2261949384248,196.82893947702595,200.59281253750876
13,1988-02-17 14:12:05+00:00,186.5890443560759,184.40741756550455,201.4017162340951,212.86314960287257,199.93313894440877,213.30761708658721,200.94014722849926,199.8045817032525,197.18774573331763,202.64848920714303
