,dates,per0023-0000,per0023-0001,per0023-0002,per0023-0003,per0023-0004,per0023-0005,per0023-0006,per0023-0007,per0023-0008,per0023-0009,per0023-0010,per0023-0011,per0023-0012,per0023-0013,per0023-0014,per0023-0015,per0023-0016,per0023-0017,per0023-0018,per0023-0019,per0023-0020,per0023-0021,per0023-0022,per0023-0023,per0023-0024,per0023-0025,per0023-0026,per0023-0027,per0023-0028,per0023-0029,per0023-0030,per0023-0031,per0023-0032,per0023-0033,per0023-0034,per0023-0035,per0023-0036,per0023-0037,per0023-0038,per0023-0039,per0023-0040,per0023-0041,per0023-0042,per0023-0043,per0023-0044,per0023-0045,per0023-0046
0,1985-03-27 15:04:03+00:00,,260.7973243536581,291.9548006513967,293.9906293080418,282.5214343884369,285.4361323205984,298.5649118907079,313.4236796636354,330.2966871119516,,,,,,,,,,,,,,,,,,,,,,,,,335.88278312596697,298.99772593707667,,,,173.08112148706613,155.47816860206308,141.62063501218068,116.55755317923187,98.8068876047277,,,,
1,1985-09-03 15:03:06+00:00,,259.0323856394556,280.6664168102896,282.3493233642401,275.1258682926757,273.69604942974547,275.6263550175198,280.5915083871644,292.6715718846558,309.7407702600126,330.92852680932754,343.00572040194953,337.89346893980326,333.248945430179,331.87583602571,346.5245197039288,378.0836819802164,394.32001556616143,,,,,,395.4407782481302,391.2998676568014,396.08100679426997,399.03502834394203,401.06890193911676,393.52653314921554,391.81845820884126,390.6601398973049,,,,,,169.5708781455786,153.39711419323666,143.31992946606684,138.78220170067144,142.04384759563794,137.17773471511492,131.52856962937716,135.98179877609437,139.46402864482567,140.7235978339507,147.3567715433986
2,1985-10-05 15:02:44+00:00,,,,,,,,,,,,,,,,343.55899037449177,370.27617135717884,381.54666632553227,,,,,,399.43688976168875,395.79673452770163,392.234932830736,382.6373093790186,362.8332600113134,360.55349357618303,364.1621509439674,359.34702462385667,,322.3393662760314,,,,,,,,,,,,,,
3,1985-12-08 15:01:45+00:00,,249.8436285946197,270.40282331840405,268.3119968986014,260.2031623828488,259.94346282026044,266.9442738479423,274.42953135755664,283.9122645365732,297.02308100481156,318.2488209183331,322.55055141757407,318.48806296584837,318.0112113052263,300.5667465765638,326.62750976340897,347.39670846397223,362.9438727642351,373.9664840430125,375.2755914144141,381.7545458489359,379.9040681265493,389.0341252547189,393.509280315609,399.15500446703186,387.94312722432744,389.1565308695065,384.6801929642662,373.3646943378541,364.6557528627128,353.0306299276494,336.4066241584797,317.1745358487229,,,,175.62098502880582,162.25250067994693,143.81276380223912,140.88917826095513,141.41014836921173,133.30937768030046,122.83267513352078,123.34072009979388,125.94641272213461,122.29584265485256,126.41859000760414
4,1986-01-09 15:01:10+00:00,,274.7006980869677,294.0736608020568,292.7364774820784,289.3582936999983,287.41977391460716,291.3103597868114,306.03034684088425,319.41490358715225,334.77097780924714,351.37593405366835,358.5407432305842,350.81965451308895,346.40108808558466,335.56245691764514,351.1597411275776,374.00809867305384,389.30683307911494,,,,,,,,,,,,394.4588307308436,381.80546526553434,366.17654191896634,347.9559389435446,326.4957421455965,289.51517115395563,261.70502787201406,227.64585720094178,210.220587056711,188.2838763266148,177.94868390760826,182.15070358466343,168.77518032811952,160.36479402134333,158.4731788506281,151.05266601812997,147.32197859710283,152.1808777776536
5,1986-03-14 14:59:46+00:00,261.375261000867,284.49697723883753,306.3169554031289,305.4758198562721,294.60466570655103,291.2681290772723,297.29034971926495,305.73664086182123,313.33022180336036,328.8486776305804,347.55773398486326,351.6104056519216,346.76709500758716,345.0831197805825,329.0026299158307,341.4920922358506,361.1704122061335,378.8419381023323,390.9060188452944,,,,,,,,,,,396.21122432944287,390.02186081552003,380.34720290171936,352.1760107859515,325.5859031914577,295.55832985447205,262.3229966791681,231.49415635249326,205.84755744672745,186.17672999411127,169.6512435767411,164.0955268525322,136.61390522947167,120.97238237077818,,,,
6,1986-05-17 14:58:17+00:00,259.5260562295639,274.1366526385403,296.3688377547954,289.39997045305813,283.0522321801685,276.13873923682746,275.0458899856788,281.6718994829082,287.6721349837261,304.61198984193555,323.14113686662506,328.1771421264276,322.85818955803586,319.20379489317884,310.6932318213967,329.1446416957699,353.93156564953495,377.5053359995236,389.1637083078182,395.69186355044366,,,,,,,403.4649798691254,393.7737922482196,384.12694925988563,373.40012218758073,355.9691977996282,,,,,247.0067532437108,212.63752213060135,181.03213949242294,156.79745366699197,138.59832898554944,125.31300866554508,95.2358222197345,73.93372646749604,,,,
7,1986-07-04 14:56:48+00:00,264.50509480602113,278.91661203933376,306.51021132055115,305.8760626287486,299.75985632145705,294.57358119847515,295.7641840631766,298.88728473365086,304.6061578346955,317.41749003193405,337.8837704606326,346.2823237264783,341.2901739076976,339.0216516697459,324.3286878437033,341.15008600760234,365.9344711328068,382.270983786962,,,,,,,,,,,,,,,,,,241.36214386399246,209.229184613061,180.56029437062907,161.47206940753014,146.29424235599714,135.7558775818755,128.94902507009888,113.92235556471609,111.40449472753969,111.8143050921337,127.37752080069443,135.91706625561469
8,1986-07-20 14:56:15+00:00,312.06750900999145,277.3690873423219,298.0897508476688,299.0066963379653,296.0464147199667,,,,,,,,,,,,,,,,,,,,,399.64624160808944,388.3332757377485,383.0075590100322,377.76635967977097,366.28170008565024,355.203811065059,,,,,245.36644093939043,207.15203609933147,173.33575830065757,156.49738731245216,141.91997776419942,137.44404160227657,128.24718008042143,114.58419562079533,112.08454730349501,115.20032927319521,120.12896468439136,137.39075310930863
9,1986-08-05 14:55:41+00:00,296.8951839542906,275.318317014305,294.89883289552057,291.9918855598421,289.17990022596223,285.88466868716534,280.72857575814675,281.7102320072704,287.2915829316632,298.012222244486,309.5245699526512,324.1529182852896,310.54191521576894,308.5554680694521,303.8822893837108,321.4282494889977,348.97213560895295,359.0744529104045,375.823206323739,376.8262038416844,381.71846143760683,384.1962450350336,386.6938825832601,380.060961623707,377.1452145781739,388.83068131596804,383.2389442285855,372.50315117471223,360.7233074556702,357.2690804984857,348.0307222653421,,,,,237.11707344243183,206.56707826146814,174.6161798271974,145.82414240831787,138.78160415928608,130.48903167929097,110.03523067812124,105.58055434277385,106.02369245609688,108.03691018931703,114.90102598998494,131.2219839751453
