,dates,jap0245-0000,jap0245-0001,jap0245-0002,jap0245-0003,jap0245-0004,jap0245-0005,jap0245-0006,jap0245-0007,jap0245-0008,jap0245-0009,jap0245-0010,jap0245-0011,jap0245-0012,jap0245-0013,jap0245-0014,jap0245-0015,jap0245-0016,jap0245-0017,jap0245-0018,jap0245-0019,jap0245-0020,jap0245-0021,jap0245-0022,jap0245-0023
0,1984-08-07 00:51:54+00:00,242.73875478026798,,,,,238.97050338109239,221.6846751992,219.72428458700293,218.5006776042877,,231.2189676434019,,,,,,,,,,234.9617695847075,240.69082638896973,240.26350827276153,241.87925389313114
1,1984-10-10 00:52:30+00:00,216.3942023363515,205.72097334892368,205.67808124177967,206.12597637231826,209.88176615488052,216.56577544487956,208.26478251990238,204.5508878020072,196.36386691820576,197.84789635478617,,181.19345680101816,183.14294237148928,187.14256311551742,198.38153641276662,187.8577514238972,173.02807121233778,145.45329956952762,184.69295278914777,,218.43015285367795,217.60894039030103,211.73892496436204,209.31018874624428
2,1984-11-27 00:52:18+00:00,,203.04773374909473,217.35305928381737,,220.79730215258851,218.20179373033457,219.28061233905635,,212.8884622734223,210.5222513492077,,215.37939265920815,208.99751754695814,204.00512955169276,216.04258287169614,220.6686237819639,206.50198671293938,,218.37587603080365,,231.8530486239652,234.24628615690574,233.0645076320711,234.21068168685565
3,1984-12-13 00:52:28+00:00,230.39437091941164,215.94544976833296,209.00745655926272,199.27400626178675,212.5328228031322,212.72881313214614,215.29348386414034,,209.03232760487137,207.06614383204868,,212.16618717139434,207.29565981970106,,214.02162870573682,,202.09677637388347,197.59846252470302,208.24450089926432,,222.6525642176001,222.9533415990993,223.5692328400485,225.783155261342
4,1985-01-14 00:52:44+00:00,231.69540130558056,234.13231233532417,227.59604430216564,215.5399681857947,212.8367633225139,214.65751352880585,218.19063335059238,,210.5025016240273,221.22851634501012,220.50842103126058,220.91520266458735,209.11683231416987,213.69747493135498,229.9863278593206,,203.49200437722754,,217.1086662948706,,237.41974826943564,237.30596800195642,239.69971897075743,241.40918780934174
5,1985-02-15 00:52:50+00:00,231.68093152235534,228.55440977456058,216.24014948870447,206.57975016350844,202.34603055819326,210.3397523340913,203.29031785232664,,204.44255634612804,210.17051215224325,197.18011805342093,198.04376421822892,199.38676788167223,,207.92422248861476,,191.93031176802583,,214.1369229309984,,222.82898117134025,221.59728126389987,229.66408430593518,232.44909322001013
6,1985-08-26 00:51:56+00:00,214.6458018264015,,211.00186268698351,219.07788439465978,208.8434743256045,216.25309010763002,202.94475539861844,214.10825500508707,224.7661243176454,211.30634583547783,204.7428769072362,212.47084200634083,209.72637021474267,210.16274807366796,225.29635455182668,233.65348162554912,,,222.2439548028799,,247.28888009312473,235.34651516595954,225.88808474586375,230.6091306303117
7,1986-01-17 00:49:45+00:00,,246.88015864775235,232.26763834019806,224.52186950807297,227.7572477566244,236.65243025905764,230.4122039415866,222.58921704128758,214.40528437426113,218.67903347148928,,215.9196754972645,213.35228871797565,210.00599693313154,217.73103212771562,,194.5611299285568,,220.68409700648775,,225.72569948237904,224.78315072761268,234.10901002070253,227.29181885666287
8,1986-06-10 00:46:19+00:00,,251.67033104103865,254.70674242357518,,193.549882243184,192.2217008043806,188.30241365968115,194.402698411672,192.62136515945673,204.0665600225052,,196.89804371429068,195.8037896914245,,200.06581531952767,,179.60722310249497,163.26855637044395,164.25323580095116,,,,,
9,1986-06-26 00:45:48+00:00,235.75195348278618,241.2704343397448,235.32996862525218,222.18855191134432,217.61420176190776,200.2468141679003,194.68456208216605,188.10047458812573,191.2604241231446,198.66528753396264,198.73572137698997,197.9213947985181,187.8893525543255,187.8117988993887,197.31809939579045,,189.59864933394144,,194.74247193696218,,202.7082972849449,,208.65229831219642,210.2403804919033
10,1986-10-16 00:41:58+00:00,253.28466542664324,240.8762781253105,229.49631047608494,229.89491882649835,224.6680178144851,233.8194608980152,,,227.2752997206374,,,218.48506495274563,,205.0565037046094,,239.54057651862647,225.20139335010052,,218.72426845459876,215.68797914756945,226.95418324523936,230.4363358638364,236.85976977329577,235.55394815661415
11,1987-01-20 00:42:14+00:00,240.17177960704072,246.334875878452,240.7187199763892,230.31309345024158,223.46619624630486,217.2798678442404,202.808929024367,205.3187778222949,206.11715124995519,200.83768398867582,204.61033645227766,192.24182986328685,194.7657103551048,192.59518458575633,207.32115340731204,,202.01413227184207,,223.5837486817758,,217.2164503861933,,223.21560743068449,219.55335052706474
12,1987-02-05 00:42:47+00:00,242.0687289814027,242.97620031142935,231.9973225893145,217.8606309510036,229.4232492975282,219.16666462120853,210.8209377513428,204.8758956102172,202.15865356452326,199.46591429967347,200.28942521351095,195.92944093361498,192.63151889551622,190.2384386242889,197.3244824567652,,204.06543579285514,,212.64790345767025,,220.3496201847913,,224.6052054820113,222.08697668828523
13,1987-03-25 00:44:37+00:00,229.06916992011708,232.06601556893335,218.08194384457502,217.84506070430177,211.3528644159924,208.30516158505048,187.44591130443158,184.20236593247907,190.83754027549062,186.22646625443812,175.75733069621026,182.25214385362352,183.3000839899657,173.0136200515951,184.75123285938102,,181.0780273887174,184.2192159944979,199.56963771235425,210.43474373509102,207.0467053346984,,218.33979587036995,214.77427502203648
14,1987-12-22 00:51:03+00:00,226.16588873515292,230.00612006882454,228.01971599924164,224.81820591782744,224.80362380638573,233.81208028019583,,223.58566547513774,218.30887157649676,,233.38332481206942,230.85771632780933,219.38852000188217,219.48191892081317,221.27877755571976,,211.6150800489684,,218.1334818399885,,223.58346155959867,228.67838186986606,231.31012489201441,222.4934526921265
15,1988-02-08 00:51:54+00:00,232.82333971299622,227.57838575671428,216.49817528098285,208.591477819206,211.1401835343208,215.02812710320944,208.3311760862082,211.49357384742945,207.33301013719225,215.96758370001868,,205.06266425379513,195.3488243460221,189.55477752823012,198.49057144856835,,183.16553771700967,184.0210302643594,205.47677538432796,,211.01327129304696,208.2512169343963,217.07787885610958,216.5435240523968
16,1988-03-11 00:52:17+00:00,257.67849031643624,241.14974845402148,230.32842612029802,224.9038386108296,212.76600688111316,216.37283036578347,215.6972947617144,,208.85295038667553,208.5817200255717,221.01582375911926,219.60471552109013,201.25189192816705,,209.95735666198132,,201.9175859224326,191.6886281927643,212.24950202010737,215.5604453296532,214.99550120456408,,220.44629636570758,217.04818371624154
17,1988-04-28 00:52:35+00:00,244.46055350340342,244.9880378846701,230.89739855545236,220.22601294406078,217.74180469019407,224.78870398532558,219.14301325292342,218.3303252562576,224.7114716734598,241.6056068238148,235.68529293554326,224.32953245449764,209.1545840125637,209.19844490263662,220.52045092114795,229.3396739293006,220.70837434434185,,215.62299737876893,,221.87030790532134,224.5171448141679,222.3157897524407,231.97894621627375
18,1988-06-15 00:52:58+00:00,236.5528181129164,224.6060909264061,215.83767120821113,217.60498881829247,210.76014795878774,222.97048508973876,216.51878508767345,223.55572070522146,,240.9894231825652,220.83614524061534,212.99557824295994,,210.96084734731136,225.68528188053767,237.81398006604226,233.45512226211324,211.20352426008867,234.3488135032578,,220.41228902689278,222.57815704067445,218.064135367325,216.51863047425311
19,1988-07-01 00:53:03+00:00,225.578670425639,208.72709028861885,204.43216511298965,193.2091431596377,196.95526243764382,199.7487677959759,199.9370846936299,200.52647903168514,220.93142283297303,223.29411593246144,201.39352238510247,195.66823275706773,190.42278245788987,188.90541811352523,203.88926211637897,,211.50876233460167,196.74925124842662,211.64583602367566,,206.27863939324118,,206.67878177949086,202.4969239897599
20,1988-11-22 00:53:00+00:00,235.4255914934742,235.61049873177123,226.8444288363104,217.1253754384337,221.1053081023542,234.13353683801503,225.09179077116832,216.96961032692246,215.68094025072287,,215.6215844674785,217.9354536559917,,219.58697114617368,230.4171368832946,228.07841759060094,211.96194750841374,222.60145960641893,216.20750075835497,,224.28672388999203,224.9531413822818,221.16831196129237,219.47580698319567
21,1988-12-08 00:52:51+00:00,238.8213411048659,241.26121717226084,238.58034018013493,228.98726555176657,225.09098509438678,237.11694906765706,230.13543916678165,230.56176003016918,226.90270136393957,,218.51278805356603,224.65142575526954,218.56631235390353,215.5541281104226,226.95100322399077,,215.68959971581285,,212.63354768893322,,219.4699036332892,218.8795125067817,220.26885294153112,221.40595167894284
