,dates,aus0259-0000,aus0259-0001,aus0259-0002,aus0259-0003,aus0259-0004,aus0259-0005,aus0259-0006,aus0259-0007,aus0259-0008,aus0259-0009,aus0259-0010,aus0259-0011,aus0259-0012,aus0259-0013,aus0259-0014,aus0259-0015
0,1987-05-22 23:08:32+00:00,180.96022282595607,205.77628445550394,188.4377519349002,177.4617355405716,165.60335993522867,159.41461746306723,165.95473955713052,168.3613734706623,185.3579697473726,184.13742598394876,186.26533914034192,190.1719011459281,171.4933562154899,168.9250923315353,165.96350074361632,170.12887787833924
1,1987-09-02 23:16:50+00:00,159.852900197418,183.67465010289646,175.81064066496413,166.2181552780786,161.16419003645748,159.98658067606874,165.46412130686463,171.31817226991737,161.44100069496048,186.72314083205399,195.38459656925735,182.4194049348678,175.14820769781542,155.52479543303184,159.81107530855158,160.27050248252928
2,1987-09-18 23:17:14+00:00,200.07806601144998,206.70670572976474,197.30946650943167,180.53428940779827,185.3153302282134,181.223056888093,175.40680532987568,181.75808298502133,176.37391314901535,190.4791286694845,203.66225971959562,179.26046987198438,187.49535488164918,175.6943654724996,176.3937496023352,178.80273483916565
3,1987-09-27 23:11:15+00:00,205.58423127322078,213.46966605613244,199.27628893941602,183.44294548925714,187.91131612512316,187.83633150549653,170.44833803202908,184.30103956505778,182.4842367392058,199.74321240905536,202.80713357879316,192.66113004222893,192.34832388908606,179.1147331726329,182.1957693965987,189.05412856525467
4,1987-10-04 23:17:34+00:00,192.8958614610757,198.62689778594194,191.52450130021023,166.573129620018,170.22852004043565,171.00296471809756,166.72999527236735,164.49979749299692,168.68352609286617,186.36137383057337,185.78790764226866,172.59500518160175,174.28062337592496,158.5091271463959,158.83839493209288,157.8080469970369
5,1987-11-14 23:12:11+00:00,201.597836428454,208.80153143921416,198.75128887716772,186.58925238266036,173.7255686213792,181.88911519533127,179.60949015189522,186.4717961358462,173.0170523672099,196.64230585941442,200.6059480849971,203.01863954422905,185.47700160953192,180.13480223771796,177.63687956451787,168.51432667016903
6,1987-11-21 23:18:29+00:00,193.2368271143628,202.12483420959194,192.7835191711765,179.1620214044067,175.51863669423759,182.81232875781097,178.08852941052746,179.9552643043329,175.3367263790259,200.43137558867707,202.21300894317017,192.28420248175587,185.28747857397158,163.88821902349986,167.64550183146346,162.7784215188119
7,1988-01-08 23:19:14+00:00,209.69626269572223,208.80325657195658,199.22537002904892,190.6901661473062,178.93687358526262,178.27141580250276,202.71340515679432,193.87744353437716,199.06457684188712,209.1827706106537,209.49319058913065,200.55347239560032,192.05113394367768,195.41758145474685,181.95533372787756,174.09955267493075
8,1988-01-24 23:19:32+00:00,182.46326098345074,201.60692328147388,182.80950267090108,177.57727353581498,166.84377561364548,162.8543209149357,185.65707559827754,185.668702070814,181.24700254707292,195.72642663736417,191.84901228662065,190.35175172810534,175.0822263147451,176.70707013429282,177.72030685116027,167.97312073658304
9,1988-02-25 23:20:02+00:00,187.50729544824335,204.7164719096788,187.2988181961748,169.21635226405846,178.05205497239288,175.94238844852688,180.02776952827634,181.03925521863508,198.74978107780748,201.14731895682002,188.59219330544158,188.48261362970106,183.33500492115218,174.6141325171921,160.81287774254073,162.7972792249076
10,1988-03-12 23:20:12+00:00,184.54936886153226,201.91067803990447,195.65499254956418,183.82403782441622,179.0071931583769,181.81990084152974,175.13117612539665,177.089412919831,190.72578970393624,189.14530014149886,184.74374057982143,184.51679480560253,183.24919630435738,175.85236842441722,161.87816996921612,155.58498461212818
11,1988-03-21 23:14:05+00:00,215.2906975370469,207.93253705616553,199.30675943774384,181.16290091255655,182.35644670023555,180.36833003059746,186.0740322410248,192.129930368068,192.12984963837053,209.7421042394088,192.18036265989278,195.43408022023254,191.97003347122154,186.34373805001937,170.8687113786427,162.83917537706645
12,1988-03-28 23:20:19+00:00,213.34103824403738,205.23090993751134,194.68767784889377,187.8615172793833,176.59080142886947,169.85081275442667,184.50486688937363,182.95211347431524,178.99604251418867,204.9589269753605,188.11055031014638,183.78670270338446,191.51746434953503,179.94509665194374,170.68513350960475,170.35387757545988
13,1988-04-13 23:20:23+00:00,187.23069823749339,205.60080188574335,190.9406334156187,178.5381924095223,173.3303544149704,164.4468776493621,172.50132604942385,189.51530532266287,186.7025988092523,193.6243313978898,195.751954592803,184.0931240473923,184.69065398492427,178.60130922703345,175.36865846118792,165.40374842000978
14,1988-04-22 23:14:16+00:00,184.2599633481391,196.95508920241474,183.33791894844748,181.59795067911793,167.652752736901,165.85321768122625,170.71612207277568,178.8017648518391,179.10091697758878,190.81951644543574,183.74597461179135,186.41263224343905,183.6612782330822,174.11943345832074,176.73114148511564,172.62940487566834
15,1988-06-09 23:15:03+00:00,176.56676663708137,191.67964800733773,188.82476299360118,166.96209962561855,152.8800239070597,144.43457302838462,161.44647322281847,171.30340274568672,172.62226573287356,179.8261477578835,180.3965069272931,185.5902981428725,174.58311190471252,169.19055284350443,161.03840643589137,167.97548309412574
16,1988-06-25 23:15:08+00:00,183.9584770354807,206.91066273869714,184.26622876808392,169.84829475171745,165.70077191248316,154.00780084188776,149.28352955358213,175.4261963539974,183.51819439534248,195.18316066242124,186.48180582293008,186.46377826591274,178.50988767033934,171.22196993860146,167.52383177092747,166.47901912329723
17,1988-07-11 23:15:12+00:00,188.24124639238326,196.6272393560984,178.49212691677351,173.33778758976186,164.27628918997615,149.4657775817927,149.66429666324694,172.1589683921248,188.85936222935723,199.0025468519209,188.77297358593628,190.60189459299215,190.5886009267842,177.43923533121128,164.9880604785245,156.99045385998093
18,1988-07-27 23:15:14+00:00,175.76730221138249,190.26854476932584,191.05387154651243,168.90647277599928,165.35339530585588,142.5204174549437,153.59802736470738,175.71987163832029,184.36887456733467,197.29475785466164,197.26852821303413,192.0512850065729,180.0000620580073,175.66948891226602,155.63107153951086,156.86638188251436
19,1988-08-03 23:21:01+00:00,200.84293634591637,195.466271696509,188.3331566127414,176.62654670539158,169.94550943327562,146.69346702483008,167.54947001196962,189.10507548759895,196.24288546481543,212.25622463412887,210.58996432988522,213.12830082842387,197.97199814038004,182.7506184743658,176.10726581822152,164.5005781952588
20,1988-08-12 23:14:49+00:00,170.94262045352937,202.0690025446926,184.48353248612963,169.17000524575934,154.96034184965984,149.21011784567105,165.1899640029517,169.76386629792594,178.0754641584823,191.5661727235762,192.19714345420866,194.09220210937733,174.2690273344787,169.65158605629338,157.4288366772175,155.44115632888617
21,1988-08-28 23:15:18+00:00,191.22977635429663,202.20934637908493,196.17022628408543,172.56619631124656,163.79825372217883,163.34381565066045,167.44946022447735,173.95352697055395,184.56941772623102,202.94174493548513,201.6993560345085,202.80808921575047,194.01187130090202,180.507640539713,168.15414109213387,164.82485452360572
22,1988-09-04 23:21:05+00:00,190.35739693322873,205.3433521758158,196.170408755898,174.17205564380205,169.6805561422824,163.49205420195457,174.7498277733829,182.49645762181163,185.38901100485563,200.50763539408575,199.18755237419774,202.90272723701534,191.7176610999061,192.1409333258969,177.35183115173797,174.6865344421144
23,1988-09-29 23:14:45+00:00,210.0413363589431,214.70313987544066,194.5889312271192,183.80792065737728,180.98426535199707,170.45786726099024,175.65059356652057,187.7904805106034,199.48989412878973,210.58005973789705,210.39859037742755,211.09202437111628,199.30288555497188,188.69058071667263,177.86132792662238,179.4721348176739
24,1988-10-06 23:20:56+00:00,209.91672261597057,211.6834116377409,192.70809091053957,185.7433054410016,182.8645386684237,182.52596476726066,169.60404555741187,181.57353991299797,189.58726760926712,201.5574379316525,202.50245933387887,209.92353040466446,204.33064940680205,186.45812915876908,180.096389663443,177.99346164634045
