dates,satname,sar2429-0000,sar2429-0001,sar2429-0002,sar2429-0003,sar2429-0004,sar2429-0005,sar2429-0006,sar2429-0007
1984-04-13 09:26:43+00:00,L5,419.16,179.96,200.02,464.01,429.46,382.93,372.78,324.96
1984-05-06 09:33:03+00:00,L5,403.60,176.70,198.51,463.07,434.80,388.11,386.29,326.17
1984-05-31 09:27:59+00:00,L5,,,,,,,,
1984-06-07 09:33:54+00:00,L5,,,,,,,,
1984-07-18 09:28:46+00:00,L5,424.66,182.24,205.41,462.42,429.42,384.39,379.62,314.92
1984-08-03 09:29:20+00:00,L5,427.28,174.17,195.85,465.93,444.41,382.40,370.80,313.54
1984-08-19 09:29:27+00:00,L5,402.91,177.96,204.82,466.20,444.42,388.18,382.09,312.41
1984-08-26 09:35:45+00:00,L5,186.99,167.15,179.63,461.43,435.91,412.88,410.79,346.18
1984-09-04 09:29:37+00:00,L5,403.65,177.42,195.35,464.45,432.90,387.43,381.18,319.40
1984-09-11 09:35:50+00:00,L5,386.98,175.64,199.35,206.02,,,,
1984-09-20 09:30:04+00:00,L5,426.83,178.79,204.45,461.35,429.41,385.28,384.75,310.70
1984-10-13 09:35:49+00:00,L5,179.56,175.49,199.01,466.84,459.41,391.86,386.15,317.38
1985-01-17 09:36:05+00:00,L5,403.32,178.30,199.29,462.22,429.45,388.86,382.44,324.64
1985-03-15 09:30:22+00:00,L5,170.45,166.76,183.27,471.58,459.59,390.22,387.65,315.31
1985-04-23 09:35:59+00:00,L5,186.14,182.45,200.48,468.18,459.46,392.88,388.54,315.71
1985-05-02 09:30:07+00:00,L5,403.10,179.31,201.44,465.38,429.46,386.23,382.63,320.16
1985-05-25 09:35:51+00:00,L5,173.06,164.81,185.85,467.57,459.44,391.19,384.91,326.56
1985-06-03 09:30:04+00:00,L5,176.53,171.54,188.17,465.81,444.40,381.13,369.15,327.75
1985-06-10 09:35:50+00:00,L5,180.90,167.58,184.25,475.10,459.72,387.57,386.22,327.96
1985-06-26 09:35:47+00:00,L5,388.26,171.26,196.06,467.32,459.43,386.55,374.53,328.27
1985-07-05 09:29:57+00:00,L5,403.70,161.64,180.00,473.09,459.64,380.89,367.52,329.75
1985-07-12 09:35:41+00:00,L5,418.91,172.23,190.65,466.11,444.44,386.51,382.21,329.14
1985-08-13 09:35:25+00:00,L5,174.04,169.64,190.57,466.04,444.45,390.70,384.10,327.75
1985-08-22 09:29:32+00:00,L5,402.89,181.25,201.11,466.14,444.42,383.30,375.00,319.03
1985-10-09 09:28:59+00:00,L5,175.38,157.79,177.52,475.86,459.74,378.73,371.48,329.72
1985-11-10 09:28:33+00:00,L5,182.44,171.20,199.38,462.89,429.46,389.22,385.48,315.93
1985-11-26 09:28:17+00:00,L5,,,,471.00,459.57,394.89,387.89,325.48
1985-12-03 09:33:55+00:00,L5,423.74,179.43,199.41,463.25,430.69,383.87,379.42,312.58
1986-01-13 09:26:58+00:00,L5,419.07,179.30,199.77,468.11,459.46,388.10,381.81,313.82
1986-02-21 09:32:17+00:00,L5,419.10,170.85,186.40,465.90,444.40,387.81,380.37,325.20
1986-03-25 09:31:37+00:00,L5,402.27,171.14,185.28,470.99,459.57,391.86,385.46,311.09
1986-05-12 09:30:29+00:00,L5,434.27,181.71,203.01,468.92,459.49,391.06,384.87,313.93
1986-05-21 09:24:03+00:00,L5,185.91,178.35,202.94,466.74,459.41,390.31,384.27,328.44
1986-06-06 09:23:59+00:00,L5,164.56,168.95,185.51,470.91,459.56,375.17,365.05,335.64
1986-06-22 09:23:04+00:00,L5,403.38,178.02,193.32,468.06,459.46,394.23,388.50,311.35
1986-07-24 09:21:59+00:00,L5,181.23,176.20,199.30,465.79,444.43,389.10,380.86,329.41
1986-07-31 09:27:55+00:00,L5,182.19,175.45,194.07,466.84,459.41,388.77,386.94,324.48
1986-08-16 09:27:20+00:00,L5,185.63,177.71,194.31,465.22,444.41,392.36,386.41,313.05
1986-09-17 09:26:13+00:00,L5,422.81,180.89,204.75,468.42,459.47,386.50,382.45,310.90
1986-09-26 09:19:45+00:00,L5,,,,,,,,
1986-10-12 09:19:14+00:00,L5,418.83,187.83,203.41,464.06,429.49,392.47,385.83,308.92
1987-01-07 09:25:13+00:00,L5,172.75,166.89,186.68,472.31,459.61,394.09,387.08,327.17
1987-02-08 09:26:15+00:00,L5,403.59,178.55,200.57,465.56,444.42,393.47,387.41,315.69
1987-03-21 09:21:38+00:00,L5,425.16,181.07,200.51,462.96,430.12,391.60,386.42,310.46
1987-04-06 09:22:36+00:00,L5,403.38,178.53,198.07,467.61,459.44,378.95,367.84,325.57
1987-04-29 09:29:06+00:00,L5,425.15,179.62,198.33,462.67,429.49,388.02,382.58,314.83
1987-05-15 09:29:33+00:00,L5,403.78,173.70,198.17,471.32,459.58,390.24,379.99,
1987-06-09 09:23:59+00:00,L5,423.76,176.50,199.11,465.82,444.43,387.10,383.32,327.02
1987-06-16 09:30:19+00:00,L5,173.32,165.96,185.61,474.37,459.69,396.53,392.29,325.21
1987-06-25 09:24:20+00:00,L5,424.00,184.83,205.92,465.61,444.40,379.88,379.65,319.29
1987-07-02 09:30:39+00:00,L5,180.30,173.88,198.12,469.06,459.49,395.67,387.52,316.52
1987-07-11 09:25:03+00:00,L5,185.12,183.66,200.07,465.51,429.41,383.96,381.44,318.01
1987-07-18 09:30:57+00:00,L5,188.47,176.00,198.56,466.69,459.41,387.60,386.94,312.96
