dates,nzd0493-0000,nzd0493-0001,nzd0493-0002,nzd0493-0003,nzd0493-0004,nzd0493-0005,nzd0493-0006,nzd0493-0007,nzd0493-0008,nzd0493-0009,satname
1999-08-17 22:13:13+00:00,,321.90,312.26,313.10,315.44,313.03,321.19,337.39,339.78,340.64,L7
1999-08-26 22:07:32+00:00,,326.87,316.27,318.23,322.63,324.43,330.13,339.99,343.15,348.67,L7
1999-10-13 22:07:36+00:00,,326.87,315.41,318.71,321.83,325.88,332.70,340.61,340.96,345.64,L7
2000-02-18 22:07:16+00:00,,332.29,317.25,318.90,327.52,332.17,338.31,341.73,341.49,346.71,L7
2000-02-25 22:13:25+00:00,,332.74,315.74,317.85,324.77,324.40,332.01,337.14,334.25,335.80,L7
2000-03-21 22:07:12+00:00,,327.40,313.42,315.75,324.25,325.19,331.63,336.06,333.44,335.20,L7
2000-05-08 22:06:44+00:00,145.40,330.56,320.07,319.87,329.50,327.65,331.91,336.26,334.43,336.44,L7
2000-05-31 22:12:42+00:00,152.68,330.56,312.59,318.25,326.79,326.86,331.18,335.99,334.43,336.03,L7
2000-06-25 22:06:19+00:00,152.96,330.56,312.59,319.37,329.00,328.73,332.68,337.77,334.43,338.18,L7
2000-07-27 22:05:48+00:00,154.04,330.56,313.82,319.49,329.13,329.70,334.25,338.62,337.42,339.61,L7
2000-08-03 22:11:31+00:00,152.83,330.56,313.16,318.56,328.35,329.90,334.68,338.70,338.21,340.01,L7
2000-09-20 22:10:50+00:00,180.19,336.14,314.84,320.56,327.74,334.04,338.23,341.43,343.73,344.78,L7
2000-12-18 22:05:01+00:00,221.21,339.36,319.60,320.83,328.46,335.00,340.25,342.83,344.34,347.55,L7
2001-01-03 22:05:00+00:00,256.26,339.77,321.10,321.84,327.00,334.17,339.61,341.30,343.71,345.88,L7
2001-02-20 22:05:00+00:00,329.82,342.07,329.75,329.45,332.10,337.71,340.84,342.09,343.49,346.18,L7
2001-03-08 22:04:56+00:00,332.62,340.51,328.37,327.70,333.05,338.03,340.84,342.09,343.49,346.18,L7
2001-03-31 22:10:31+00:00,331.15,340.88,329.53,330.05,336.49,337.45,340.40,342.38,343.48,345.50,L7
2001-04-09 22:04:41+00:00,324.81,340.02,327.21,328.52,333.92,335.96,338.87,340.68,342.32,345.12,L7
2001-06-28 22:03:56+00:00,323.72,339.36,327.05,325.61,333.75,336.26,337.84,339.33,342.16,342.78,L7
2001-07-05 22:10:09+00:00,322.46,339.06,327.04,325.69,334.85,337.81,339.17,339.41,342.48,345.09,L7
2001-07-14 22:03:57+00:00,322.46,339.06,327.04,325.66,334.03,336.86,337.69,339.10,342.48,343.98,L7
2001-08-15 22:03:26+00:00,322.46,336.15,327.42,326.41,334.11,336.90,336.74,338.45,341.15,342.87,L7
2001-10-02 22:02:52+00:00,302.76,326.31,319.19,322.82,330.38,334.03,334.90,337.18,340.21,342.10,L7
2002-02-23 22:03:31+00:00,317.12,323.81,314.87,316.62,323.50,333.20,335.94,341.26,342.05,349.60,L7
2002-03-11 22:03:31+00:00,311.56,322.47,312.56,317.31,325.17,332.29,334.94,341.51,343.66,350.38,L7
2002-03-18 22:09:09+00:00,310.06,319.29,314.18,317.91,325.17,330.20,333.28,338.69,342.15,348.09,L7
2002-04-12 22:03:25+00:00,281.52,319.52,313.05,317.52,324.44,328.00,330.66,337.03,339.02,345.72,L7
2002-05-14 22:03:19+00:00,253.71,319.52,315.34,320.31,327.15,329.38,333.64,339.05,340.60,345.45,L7
2002-05-30 22:03:13+00:00,235.00,319.52,312.18,322.14,328.55,330.57,333.68,339.69,340.20,344.17,L7
2002-06-15 22:03:07+00:00,222.03,319.52,312.18,323.61,329.42,331.18,333.70,340.13,340.20,344.15,L7
2002-08-18 22:02:45+00:00,213.27,317.32,311.08,320.54,327.47,329.76,332.17,338.69,337.55,342.05,L7
2002-11-22 22:02:45+00:00,145.87,322.25,306.73,320.95,328.63,329.82,329.64,336.85,332.65,336.56,L7
2002-12-24 22:02:57+00:00,151.91,324.36,314.45,311.94,322.12,325.28,326.97,333.23,331.25,335.19,L7
2003-02-26 22:03:16+00:00,,337.64,323.28,321.74,329.79,332.26,334.25,339.00,338.42,340.98,L7
2003-08-05 22:02:59+00:00,,348.39,331.29,330.31,334.07,340.61,343.15,345.58,344.54,346.26,L7
2003-08-13 21:51:32+00:00,130.85,339.77,328.11,326.77,334.21,339.00,342.60,344.73,344.51,346.39,L5
2003-10-07 21:58:11+00:00,130.85,331.15,326.69,342.96,332.90,338.10,342.23,344.14,345.22,347.23,L5
2003-10-16 21:52:31+00:00,226.69,338.10,330.52,341.60,336.73,338.15,340.40,341.97,346.65,347.33,L5
2003-11-17 21:52:57+00:00,258.53,337.55,330.65,340.62,337.57,339.96,341.59,344.15,348.21,345.04,L5
2003-12-10 21:58:53+00:00,258.53,337.55,330.65,330.20,326.51,329.49,331.83,335.45,348.21,345.04,L5
2003-12-11 22:03:21+00:00,258.53,331.80,326.41,328.20,325.53,327.90,331.09,334.23,344.54,343.24,L7
2004-01-12 22:03:31+00:00,277.80,334.32,326.74,328.44,327.82,330.66,333.17,334.23,344.54,343.24,L7
2004-02-05 21:53:28+00:00,286.10,333.12,325.22,326.70,327.57,330.17,333.42,335.05,346.39,346.76,L5
2004-02-29 22:03:45+00:00,324.54,333.49,324.04,326.23,325.67,328.99,331.78,333.45,346.88,345.00,L7
2004-04-01 22:03:52+00:00,324.54,333.49,324.04,326.23,322.18,327.35,330.83,332.53,344.33,344.53,L7
2004-04-24 22:09:55+00:00,325.04,331.17,321.22,315.88,318.27,325.79,329.99,331.51,343.04,343.93,L7
2004-04-25 21:54:35+00:00,321.42,331.17,321.22,315.88,318.27,325.79,329.99,331.51,343.04,343.93,L5
2004-05-03 22:03:47+00:00,290.04,331.55,322.11,315.88,318.27,325.79,330.01,332.31,340.99,343.90,L7
2004-05-19 22:03:47+00:00,283.60,330.57,317.92,312.64,315.87,323.33,328.83,330.36,338.09,345.11,L7
2004-05-27 21:55:30+00:00,261.93,330.57,317.92,313.00,316.58,323.32,328.95,331.95,337.97,344.44,L5
2004-06-11 22:09:50+00:00,261.93,334.58,319.61,319.33,320.90,329.83,334.34,338.97,339.58,346.43,L7
2004-06-12 21:55:59+00:00,245.00,334.58,319.61,319.33,324.12,332.04,336.22,342.12,343.19,348.63,L5
2004-06-28 21:56:28+00:00,233.64,334.58,319.61,319.33,324.57,331.88,335.82,342.43,342.59,348.85,L5
2004-07-06 22:03:36+00:00,223.77,334.58,319.61,318.40,325.64,331.88,335.82,342.43,342.32,348.59,L7
2004-07-14 21:56:54+00:00,209.79,329.76,322.24,314.55,321.89,329.69,330.02,342.43,341.97,347.83,L5
2004-07-29 22:09:38+00:00,202.49,329.76,322.24,314.55,321.89,329.69,330.02,342.43,341.97,347.83,L7
2004-08-15 21:57:37+00:00,182.67,327.51,321.19,312.80,321.45,328.96,328.50,340.77,340.74,346.05,L5
2004-08-22 22:04:00+00:00,182.67,327.51,321.19,312.80,323.60,328.96,328.50,340.77,340.74,346.05,L5
2004-08-31 21:58:03+00:00,163.86,316.27,313.98,306.18,323.85,329.20,328.31,340.77,340.74,346.24,L5
2004-09-08 22:03:17+00:00,175.55,319.67,315.64,306.18,323.85,329.20,327.36,340.46,341.53,346.16,L7
2004-09-24 22:03:12+00:00,187.28,320.40,316.49,306.18,324.46,328.32,327.50,340.73,341.43,346.02,L7
2004-10-10 22:03:07+00:00,187.28,320.40,316.84,308.79,327.34,330.45,328.98,342.00,341.54,346.17,L7
2004-10-18 21:59:11+00:00,198.58,322.74,317.95,311.97,328.28,331.49,329.99,342.31,341.47,346.47,L5
2004-12-29 22:03:56+00:00,226.92,323.47,318.43,310.55,329.76,331.15,326.56,339.35,339.59,343.84,L7
2005-01-13 22:06:52+00:00,248.20,324.24,316.17,311.91,331.46,330.04,330.95,338.52,339.52,344.02,L5
2005-02-14 22:06:57+00:00,283.43,324.65,314.74,312.20,329.27,328.36,329.78,336.45,336.23,343.70,L5
2005-03-03 22:04:17+00:00,312.14,332.37,320.76,321.22,328.57,331.05,332.11,337.97,338.19,345.15,L7
2005-03-11 22:01:31+00:00,317.29,331.24,320.95,321.99,328.43,331.08,334.32,338.02,337.22,345.08,L5
2005-04-12 22:01:42+00:00,315.81,333.35,322.79,322.64,329.36,333.16,335.34,337.87,337.18,344.53,L5
2005-04-27 22:10:21+00:00,314.40,332.79,321.79,320.64,328.55,333.06,335.81,337.79,337.59,344.91,L7
2005-05-05 22:08:01+00:00,314.40,332.07,323.98,323.02,330.09,334.46,337.28,339.12,339.31,346.28,L5
2005-05-29 22:10:21+00:00,314.40,332.07,323.98,323.02,330.09,334.46,336.76,339.29,339.68,346.19,L7
2005-06-07 22:04:06+00:00,282.85,332.07,323.98,323.53,331.28,335.28,337.07,339.77,339.68,346.19,L7
2005-06-14 22:09:50+00:00,263.33,332.07,323.98,323.53,331.28,335.28,337.07,339.77,339.68,344.36,L7
2005-06-22 22:08:22+00:00,246.14,332.07,323.98,319.52,329.64,334.23,337.12,339.67,339.23,343.80,L5
