dates,nzd0493-0000,nzd0493-0001,nzd0493-0002,nzd0493-0003,nzd0493-0004,nzd0493-0005,nzd0493-0006,nzd0493-0007,nzd0493-0008,nzd0493-0009,satname
1999-08-17 22:13:13+00:00,,321.90,312.26,313.10,315.44,313.03,321.19,337.39,339.78,340.64,L7
1999-08-26 22:07:32+00:00,,331.84,320.29,323.36,329.82,335.83,339.08,342.59,346.53,356.70,L7
1999-10-13 22:07:36+00:00,,,313.67,319.66,320.24,328.78,337.83,341.84,336.57,339.57,L7
2000-02-18 22:07:16+00:00,,332.74,317.80,313.68,332.50,331.90,338.01,340.76,341.38,343.86,L7
2000-02-25 22:13:25+00:00,,,,320.20,321.57,312.52,320.20,328.83,324.79,323.96,L7
2000-03-21 22:07:12+00:00,,322.07,308.78,309.47,322.71,327.58,330.49,332.83,331.01,333.42,L7
2000-05-08 22:06:44+00:00,145.40,336.88,333.63,336.13,341.22,338.61,338.95,342.64,340.52,344.52,L7
2000-05-31 22:12:42+00:00,159.96,,290.16,311.77,315.93,323.71,328.25,334.90,,334.38,L7
2000-06-25 22:06:19+00:00,153.51,,,324.94,340.05,338.05,340.19,346.64,,348.95,L7
2000-07-27 22:05:48+00:00,157.29,,318.72,320.26,329.95,335.50,343.66,343.72,349.39,348.15,L7
2000-08-03 22:11:31+00:00,147.98,,309.87,312.03,322.84,331.36,337.68,339.25,342.17,342.86,L7
2000-09-20 22:10:50+00:00,316.97,335.40,321.80,318.25,316.45,336.98,340.65,341.45,342.84,349.80,L7
2000-12-18 22:05:01+00:00,330.30,343.32,328.02,328.69,333.01,333.10,339.07,343.10,342.96,347.97,L7
2001-01-03 22:05:00+00:00,328.75,340.60,327.08,329.98,332.74,333.91,336.98,338.99,341.19,340.62,L7
2001-02-20 22:05:00+00:00,343.27,348.98,342.09,340.89,346.19,346.84,346.66,344.83,346.96,346.32,L7
2001-03-08 22:04:56+00:00,343.79,334.23,322.86,320.71,336.87,339.30,,,,,L7
2001-03-31 22:10:31+00:00,309.64,337.25,327.60,329.96,333.65,334.11,338.88,342.60,342.79,347.08,L7
2001-04-09 22:04:41+00:00,293.14,335.76,315.61,320.89,321.06,328.49,332.76,333.89,337.68,343.59,L7
2001-06-28 22:03:56+00:00,,,,311.26,331.99,334.93,333.90,336.33,,336.31,L7
2001-07-05 22:10:09+00:00,,,,330.44,339.37,343.22,343.64,,,352.15,L7
2001-07-14 22:03:57+00:00,,,,325.46,329.05,331.13,330.28,337.86,,338.43,L7
2001-08-15 22:03:26+00:00,,324.52,328.95,331.66,334.71,337.20,331.03,335.18,337.16,336.20,L7
2001-10-02 22:02:52+00:00,312.38,318.66,313.01,317.21,326.13,329.19,337.80,342.65,345.79,345.95,L7
2002-02-23 22:03:31+00:00,321.87,328.96,316.72,316.04,320.88,337.21,334.09,339.88,338.30,353.25,L7
2002-03-11 22:03:31+00:00,300.43,319.80,307.94,318.68,328.51,330.47,332.93,342.01,346.88,351.95,L7
2002-03-18 22:09:09+00:00,305.58,309.74,319.03,319.70,325.15,323.93,328.29,330.21,337.65,341.21,L7
2002-04-12 22:03:25+00:00,198.19,319.57,308.51,315.67,323.21,320.38,327.33,336.02,333.26,336.46,L7
