,dates,aus0184-0000,aus0184-0001,aus0184-0002,aus0184-0003,aus0184-0004,aus0184-0005,aus0184-0006,aus0184-0007,aus0184-0008,aus0184-0009,aus0184-0010,aus0184-0011,aus0184-0012,aus0184-0013,aus0184-0014,aus0184-0015,aus0184-0016,aus0184-0017,aus0184-0018,aus0184-0019,aus0184-0020,aus0184-0021,aus0184-0022,aus0184-0023,aus0184-0024,aus0184-0025,aus0184-0026,aus0184-0027,aus0184-0028,aus0184-0029,aus0184-0030,aus0184-0031,aus0184-0032,aus0184-0033,aus0184-0034,aus0184-0035,aus0184-0036,aus0184-0037,aus0184-0038,aus0184-0039,aus0184-0040,aus0184-0041,aus0184-0042,aus0184-0043,aus0184-0044,aus0184-0045,aus0184-0046,aus0184-0047,aus0184-0048,aus0184-0049,aus0184-0050,aus0184-0051,aus0184-0052,aus0184-0053,aus0184-0054,aus0184-0055,aus0184-0056,aus0184-0057,aus0184-0058,aus0184-0059,aus0184-0060,aus0184-0061,aus0184-0062,aus0184-0063,aus0184-0064,aus0184-0065,aus0184-0066,aus0184-0067,aus0184-0068,aus0184-0069,aus0184-0070,aus0184-0071,aus0184-0072,aus0184-0073,aus0184-0074,aus0184-0075,aus0184-0076,aus0184-0077,aus0184-0078,aus0184-0079,aus0184-0080,aus0184-0081,aus0184-0082,aus0184-0083,aus0184-0084,aus0184-0085,aus0184-0086,aus0184-0087,aus0184-0088,aus0184-0089,aus0184-0090,aus0184-0091,aus0184-0092,aus0184-0093
0,1987-05-22 23:07:44+00:00,169.9101637886019,181.30275769357274,183.81402799048945,182.10848310400198,209.57542488987323,200.9850609066266,191.9942059655275,194.23056701216717,199.23645240376658,207.79892474649935,204.98782696802908,206.28177799363905,200.4185200503595,195.02903010671693,192.45064209439013,198.39346699341178,199.77744833948418,188.15049168337399,185.36098719732303,182.72716902760467,182.02855930189716,189.11702545638138,197.03439147951124,197.62015967351962,197.49056160141618,196.97108604444483,208.07407239103864,203.13704109918294,218.69041118427268,231.86201841823657,217.21527771722728,211.29078365045606,206.912448760555,205.2575195236367,212.7873603618825,214.25609417031538,212.15697088495284,202.65864589348885,204.8899701718152,216.89471211409136,204.13625446121208,213.93138512373773,216.71720305563082,217.98534617356273,216.46850311457393,220.74316518076964,220.02553457167068,225.6073348254245,224.38031030889522,222.20790672306316,216.89755933095446,219.9063212830773,213.9401637312009,217.60492690661292,220.22892486399778,224.94677720050456,223.79669443809863,216.15713384801953,221.11488659881888,226.9132819167407,223.06276231974476,227.36242421862448,223.93335275354283,220.78612157819484,217.52904890911125,224.1959051043357,222.15806141832692,215.89049072268605,225.65143680707243,219.954246778646,210.56646385552716,209.50732626179888,212.22171345330005,193.69952330881466,199.8332518788969,206.78221168092253,217.34187692775566,214.33813787776444,209.84168307924827,226.26169513321807,223.36762815926122,223.27123366457658,218.601869676168,212.67053045823565,210.33193905884553,211.73714248412446,218.06517223674004,214.3031708491034,213.43170952363565,220.8640454149432,223.4212209324887,219.9462365074833,215.9166757159509,207.46756054648347
1,1987-09-11 23:10:29+00:00,217.82545046502165,211.08270416825442,199.73256973216797,203.77657061862772,229.10409403823132,220.48620363228522,212.40378197694034,212.05412924763115,217.27025138875067,214.51690953606473,210.81737857865565,206.52264989585396,208.96530993160243,213.38051186831433,210.09367477461782,207.8164395840948,206.70975781120555,196.54022230306512,195.7752897058408,195.0810488664073,201.12000792099445,208.4369798456046,214.9629850138458,214.01295645057658,213.04225450666982,211.4348360135605,228.55616452199015,224.24813266624213,245.75042618235028,252.39582853627775,236.11273048649528,224.6608798954005,218.08861524277802,212.03032933812517,216.18347826763642,211.5106627644714,213.17289391099087,204.90787538577345,209.31745633664488,223.74549134966895,225.18880213320278,214.63226260927158,222.67337775922798,223.37700854458154,232.20093513130595,232.16351356740597,230.2822232757114,231.94735333514308,235.68049898539473,237.16914468789176,236.92790305523485,238.66962042386743,229.57493685169553,226.0394503730394,234.03907267801975,233.51027007043322,235.94886161291865,228.1015677203865,236.6477748599792,235.64613604049296,237.33468213280227,244.18036088526222,243.11767401324838,227.7027378666588,225.60532289136884,230.41104896802517,227.10681529179718,233.8491884711993,241.3150684519581,223.7434136386643,220.3355456431449,221.44018117420262,219.7218495806307,204.3779243557047,205.45953101932082,202.93984301335942,216.76931089939413,205.22715400111656,210.38681820089417,218.01361522170887,222.64902399187747,216.32433738834348,210.7666512769463,205.82501679950647,215.80381256638887,219.34886505506392,216.895128505509,214.05980301620494,211.5834517252832,214.83327377989218,220.9894039484357,215.06556144968937,207.61689645649548,203.81838204736002
2,1987-09-27 23:10:51+00:00,232.80666630925617,247.28821135877718,,243.47442435794056,259.4244138584601,254.21211586834409,238.39334383869803,240.23192146206617,232.87681188343646,223.98728849144288,228.65272436219422,237.2668068232768,229.2679860643351,224.72523422131184,221.3805967466497,222.013727846093,223.659778211895,218.8117077370117,209.43094997532327,210.70964586633323,218.03732848717033,222.8824899169034,229.2121582763328,232.21829459755656,221.8974001312158,228.80232930013148,237.63607945030552,239.6638187841605,261.411708054688,269.89189213430643,245.09012527936744,239.98325266447915,232.11751263137992,228.14480418629782,226.1761069123572,229.5039610827909,223.4365251807839,214.7823518604726,223.72993828148327,235.05121151983502,234.41003739116528,238.78821384252055,237.21675078581492,246.7473088618654,241.0947592619089,240.4922458658068,239.9708287036871,250.08931608393667,249.93874053251184,246.01225180279516,248.51070745722814,249.1135320371136,246.52181919929123,238.05579677615606,234.92893000840965,243.12894569014819,239.09968402323545,238.58042418314182,240.91333201425442,251.08327162898945,246.91832894789937,256.3682031608244,254.92981780974378,251.44939647296775,248.93135114259405,251.20025861501392,250.17259620447413,253.22912355013875,273.4611779253489,265.2207211262326,250.08995259519725,246.85934211899865,241.80670824049247,231.46237686335627,219.09060022504164,220.8358617872827,228.3565971189633,223.0517002919265,212.48348329663034,223.73685611650941,222.76233890134966,225.2702190776716,222.9350517136861,222.46596971342902,229.60532469515599,231.85111964972793,230.668903381784,223.86683605626752,213.70507977481077,215.65111276194955,219.93743837547004,222.71343756889235,211.56879209545673,215.85584974452823
3,1987-11-14 23:11:47+00:00,226.68474306047415,208.93176788260527,,227.2106127425192,230.69299256951066,219.86462960739516,216.23072638241757,208.5116487331021,213.65264765921475,220.41900797644007,208.11129802253805,202.8381223972657,203.3246277211285,207.19303498244545,216.60749121868233,213.6671430335368,208.22029948430404,194.8205288967613,194.52371690380005,198.11705379363767,198.88989519333558,203.55222277363822,202.75461285568937,202.36169548770056,201.74626910011244,199.89891202316943,221.36859598116746,221.75576720029733,240.22034303961217,252.6437078135629,231.02406569176634,222.70982379154364,215.07167795222847,203.60372245626047,208.52954803237157,208.347145483926,206.84985009607723,203.35545333046386,205.85642140482088,217.22818774286102,220.0787856302639,221.34177151698228,221.04927196986196,221.26222426903206,229.1333627931978,219.1567502816721,219.4257868161323,227.49118219446757,234.4121217396248,228.67505747918491,231.51734824291663,228.49102918111677,227.20875441587364,228.04906081536052,222.33897423648284,231.19189039555624,226.04764351707365,221.81710279210452,220.23150777542833,231.50292706924523,231.97590159838606,235.60836562561153,236.5805971536273,226.10950612748837,229.95554100282723,225.87694770948335,228.5508458747945,224.74975000481655,236.7178213919747,222.926633368476,214.7858069457425,215.75403962886628,208.91252640912742,200.25151731017786,198.9013218016696,189.9130977108096,205.2436602145054,193.2554653500763,194.93434871017166,206.10874851770856,208.96871992951222,217.32888389793936,211.17971644208887,215.82901953586253,207.98330845738724,213.4603498690751,204.47724399378419,199.96306834562318,193.15559089590377,206.33884056157532,213.05036962014773,210.8739511347938,203.87708904432836,198.17210054068335
4,1988-02-18 23:13:23+00:00,237.28579987510423,219.34116986414804,212.15471386522722,208.3948403875035,234.49977951065318,231.72628510860375,222.79759615523304,218.25055623367487,221.84112934708165,211.85723255352264,205.18191850773937,204.37691737749319,212.1956142569765,216.45282419916413,216.91392100146442,216.97892022698,214.5843136985937,207.51680810868962,211.72570540453236,207.9176403034656,202.39780486254142,201.7434308268862,206.01745675368196,202.45806521328728,200.31466178597074,204.1456041784727,221.72806626210965,221.24749204119905,240.43222664458895,250.29683632963054,242.24671107777706,234.14719466033858,214.48056311937893,211.83391164719674,211.90102620893748,204.5046260014935,210.38542771130312,210.0442146174046,208.8929561824028,221.28264942517515,221.2394467973013,226.31789889674195,230.54996731804303,234.94789822957702,240.042186441267,238.68703718617576,241.21492918221242,238.1521272733001,238.29079808310814,238.52885985407042,243.05332728897213,246.53860915386343,238.67115191027312,236.9143821773784,242.54760420132914,243.18988416628278,243.25916688328624,241.3516732720657,227.75224004884308,230.89284206423582,237.0425905467775,244.73275267588375,243.7074527147825,238.08150989358268,242.2455757455551,240.7849533990024,223.53792649198436,229.65960695307461,240.8368630092251,225.48115563018723,218.67141093165512,220.2569139127019,210.63285931983253,195.12974735544498,204.0524939548635,192.9710508953603,204.06667981832314,201.0469110997306,189.620518019539,208.57545179699525,207.18557579709707,215.85538608665166,208.9545498190941,212.10156935639318,212.0029468205442,217.13905142158396,203.15179752439911,201.04063170053075,199.19527671211245,209.1768352158116,212.84296014028703,216.81437601372045,204.1538819187579,198.82949497390976
5,1988-04-22 23:13:52+00:00,178.97843603613356,183.63893826038856,192.08838963957118,182.06771350617473,224.40490595010615,213.85026404823583,217.47131132860378,217.53189448127443,211.99587854177105,216.73141877894466,210.71634489339718,205.94680219932252,205.05075867341648,199.4181680554386,192.71977976626633,190.4485255798607,189.0368628104989,188.54439816083166,193.03943701145977,199.89430950496185,210.53551101652394,210.02249546450057,199.94786739120707,197.63578954054972,202.01776502295667,214.0315816750769,231.73546528903904,207.94590248610362,221.12339495553937,225.2367038148459,212.1252742722911,202.51101371906714,207.4126569637339,200.76067274213412,211.87732240026102,210.2491360307907,219.16834730284734,215.0728113806898,208.7705182225982,209.3845237973967,204.74373551285402,222.90021107770312,234.0972346251251,220.84916856851868,222.8272324539914,217.3615766145772,220.49440468479838,241.5451400104124,221.19372085723765,216.74033650830188,241.2939933818767,226.69330780293726,223.30392107618746,221.83288605800678,232.65904654520426,236.53806774681055,214.1782202951681,209.83696328713918,217.10211897033196,237.95601993263716,228.06980912646011,239.5142040678001,214.53086537741063,214.52974932245445,216.194825953719,220.5927858531029,220.53511445344995,221.8442407210207,230.34427996638777,213.42930938625693,215.87781795562157,215.34477785917076,206.3005655735554,199.21050089643828,200.72758923820567,189.22371622074854,214.94728289945002,202.6453639244468,189.65871376773012,195.87856924504163,198.52140961364287,204.72556758191342,204.70344964251618,207.88313274293571,200.51265429663556,213.43383017367722,208.54437690399817,184.3010852451013,198.5859521907144,200.85431620074118,216.66384982666074,216.34568769868972,202.727678942922,200.70919149967276
6,1988-06-09 23:14:15+00:00,,,,175.2785283301565,204.86784979400403,211.76760192446014,194.39983055303193,190.51030891333866,193.38131536239578,207.5534439423341,215.1971552810761,203.01612554593132,194.30134640683724,194.3955646074412,204.9082482299958,206.89053003939628,203.6101237545067,193.33350486461396,192.21796234489972,196.4638517626137,191.45659037403803,211.27838214810956,212.94155689482218,212.10109142925242,215.7799270602005,199.28099689737712,204.96854327514797,201.64948157151764,218.21004945027587,242.83182889063943,227.64471780994722,206.4887550781491,202.79661020408884,193.7087536031588,191.96122611013996,211.40964334741852,227.02766942396667,211.94876454345348,202.65750021126618,219.35151287056357,202.00953890354248,198.79669698819322,205.58624113214654,233.87321913975313,226.7124096012696,218.28722723542876,223.2309288745392,215.42616049530903,225.56111547441344,226.65035720911413,207.77805478923264,214.9295668808155,229.96426450411528,224.979818096472,226.37799307307534,230.34120743878265,225.05779570649582,236.41853550197897,218.72416102074692,212.16038336345875,218.88775227455073,230.7486351854112,232.19562782447449,221.46592107237865,226.42193450961406,218.9057809796215,220.68031222619146,223.07151925259143,230.74370322650407,229.63602181399864,219.2848299997416,210.86593095220508,205.67145993761838,195.09218222312933,207.0970115710671,206.3576344309438,214.54523225317263,198.02303211335692,195.99530287568,207.01020633570818,213.61190213408736,202.57972261527442,197.30187567165476,192.39405207456977,202.20532952481338,214.51707505330694,215.55226310728503,201.68625711947183,208.90996504145548,219.47626595579297,223.92958375157465,210.31375340853052,209.63429764068545,206.7215354389221
7,1988-06-25 23:14:20+00:00,,,,,213.75540586140812,213.57820053957266,200.53225018335377,200.01974521404506,202.901983908014,212.1087940170787,216.17502551676017,202.5139371230176,198.8502353783424,205.17245085103986,207.4003431849783,210.18176667110478,210.7187373487447,201.49470079988177,195.82356943011874,198.8211027415408,200.77553518216058,215.05838942465311,216.41914251284842,211.39822161772906,220.27645354018594,206.22919237308582,209.279801097139,203.22523938014626,219.80808482906008,248.11316164725713,233.57774124445706,219.6155697911681,210.84199678609167,211.71426368484003,197.24686698010794,203.81612845006808,227.18106749092672,212.81583788129853,213.62742561014733,223.618119829228,213.13573145265013,209.90305581828403,212.5113091513954,234.06179743552016,229.14991442737352,225.7581033885239,227.15400455159846,219.0562026041062,224.10832998272926,235.24173673363802,223.5150706746826,209.53649415270178,231.29160026112692,229.12114003267865,226.9285240650554,225.09445838351303,226.41666579852102,236.09447647596915,233.35247293826964,219.05553790773678,225.8483469496155,234.38467311183177,238.91176219337322,234.101017070045,230.03054701423434,223.3179501916617,223.1237462753408,225.73308201679882,233.41530987868794,237.4109410035795,236.88872151716066,227.3346443848392,206.77036108778597,196.1476601251033,200.93337468028656,209.26537044900573,218.2282728380638,199.11737999348574,193.52884003502598,209.21236297753435,224.58573709228267,220.1167718493042,196.9086727089725,198.29682103115013,207.9471173853584,217.28766873978608,219.84254816647314,214.57399256795932,218.76500717646542,225.96761415030352,229.3703122650591,220.00860432242507,213.1534166639552,208.20926851089905
8,1988-07-27 23:14:26+00:00,172.75691548765542,,,173.9312675988046,208.14818402691947,214.55117770739133,199.7897035816634,192.02399904710936,194.3413006660429,213.3635135128603,208.680245427421,193.82653972743972,196.4567887443353,196.21675256771667,200.48146939479165,205.54491521992495,205.78074520615797,205.60317871793984,203.07014619481873,202.05148635897683,202.70012835722878,207.18036829136548,202.37048575861644,201.66408542016183,207.83458800880925,211.6338019428431,214.4950307608916,198.7551037615904,216.1539683911398,240.09680640453826,235.05066276083684,220.4766366522532,207.47442952816897,204.1575356043259,197.533866680877,200.62459743147477,209.23285547452932,218.7261510913495,202.8088811761057,215.78514434322332,215.34092705967967,216.0484307980205,204.83126777372254,225.51135739237895,219.48465468572851,219.52493800277077,221.43761931692913,219.2816288699545,214.2293330672279,230.441902929744,215.63953759292605,217.93569659081024,219.9799958163324,221.1462271628266,231.9871304097825,227.39438100432434,218.64351940404543,213.05709949814081,231.35904182515947,229.88271687035348,223.37220940832074,229.53581421564735,233.95607058806252,229.25882199736702,230.07719471430295,228.75798909964743,223.8756578279009,226.53256979531005,227.2338691579433,224.39615577944548,224.32060805140094,219.86717019235377,211.40104269192528,197.65922651068811,201.29429846795864,207.8019287797211,218.11807139306435,196.7689426734767,193.0230963326961,195.37010782338,205.39812625322458,191.42652837032696,181.93139696569804,189.01124265266188,203.8438176737984,214.5418575066007,201.4140631892477,204.47002953982414,199.55819406335695,210.78172004897507,218.83696393520933,210.5429411449279,201.15820679208719,196.56871057522778
9,1988-08-28 23:14:30+00:00,213.12236581467553,201.11657668759813,208.33071290789184,205.61275405531762,229.09846055374692,220.4541908442746,210.11768848580263,215.6351206483192,218.72951926215146,221.49897248631453,211.43289361008462,203.03243541412436,211.69554444955116,207.2272974999882,211.80412956358094,213.05615384802365,214.90890593117186,214.35826068111513,213.9875099126657,213.41012944603054,220.83851799804316,217.40589212225424,212.64056413318409,210.29902055936682,213.7555670658662,213.90508772263962,221.44082599422464,213.2124343989602,233.2286258507082,239.7854618211055,224.419198736724,214.8347506028011,210.87687436192508,207.1968705444165,205.3031080611325,209.83796358628504,212.78257638084446,209.10180675045333,213.02968071306213,224.99572969178527,227.22517857823647,225.6323847822065,224.74863946033005,222.00084899198006,228.96909803917063,226.103352701906,228.21142895223338,233.43453786058353,239.66624620573666,237.16405865510797,240.82947501924244,233.293306431591,229.50771704438145,226.1109287146039,228.8783263540958,236.5507141004034,237.4034786425956,234.51137906374987,237.84787282580862,235.96615775982335,231.63203200352666,240.14021268080853,242.65963987884317,232.9429645856134,236.84507316872535,231.85713436080053,231.5807302120731,231.46177493907376,239.2856344794572,221.48181783162627,212.6266660023878,226.55742903851956,219.82364772368223,205.74143500612004,201.51459154279877,197.43113825120417,220.82928622362317,201.826382020676,192.8207229347622,205.40374464553508,203.86670738345416,198.8344587773851,187.06155126324356,201.27973143074698,207.85372307644727,215.45904859373425,215.20043453545037,218.22381003756445,207.98871027512533,221.2859060373361,226.21488171140686,214.65738082208165,203.8464223804626,203.61499424745497
