dates,satname,nzd0026-0000,nzd0026-0001,nzd0026-0002,nzd0026-0003,nzd0026-0004,nzd0026-0005,nzd0026-0006,nzd0026-0007,nzd0026-0008,nzd0026-0009,nzd0026-0010,nzd0026-0011,nzd0026-0012,nzd0026-0013
1999-07-25 22:04:15+00:00,L7,335.45,363.98,342.73,359.74,370.91,364.10,358.30,354.49,354.09,343.04,344.85,344.07,346.45,377.37
1999-08-17 22:10:26+00:00,L7,349.14,355.44,349.98,357.59,364.23,357.78,352.33,355.66,348.15,345.92,347.63,344.30,347.90,406.03
1999-08-26 22:04:21+00:00,L7,365.20,365.53,364.15,368.81,381.61,373.53,364.71,362.11,354.20,355.64,356.29,352.94,356.18,398.88
1999-09-27 22:04:25+00:00,L7,345.20,358.52,355.11,362.39,371.96,365.34,356.05,356.87,358.61,344.80,346.77,346.51,351.05,345.73
1999-10-13 22:04:24+00:00,L7,344.61,360.96,357.20,366.43,371.47,365.41,360.89,357.86,359.72,351.85,349.33,349.36,350.74,349.76
1999-11-14 22:04:18+00:00,L7,355.85,363.85,358.43,364.45,373.38,369.20,365.22,364.60,371.07,355.70,361.25,353.52,,
1999-11-30 22:04:11+00:00,L7,,,,,,,,,,,,,,
1999-12-07 22:10:30+00:00,L7,344.11,357.16,356.56,363.55,369.64,363.34,356.10,359.93,355.62,355.66,354.66,355.33,352.18,388.21
2000-01-01 22:04:13+00:00,L7,,,,,,,,,,,,369.36,372.87,408.37
2000-01-17 22:04:11+00:00,L7,,,,,,,,,,,,,,
2000-02-09 22:10:19+00:00,L7,362.43,361.89,360.32,366.59,369.86,362.11,360.42,358.75,359.93,355.40,356.64,350.32,358.81,388.45
2000-04-29 22:09:53+00:00,L7,382.28,388.92,388.55,399.38,404.00,392.37,378.13,381.85,380.07,383.90,390.29,385.87,382.22,415.09
2000-05-15 22:09:42+00:00,L7,368.04,374.34,375.64,374.69,372.98,366.65,358.33,360.11,356.63,358.94,363.56,365.44,363.92,404.53
2000-08-03 22:08:44+00:00,L7,323.74,350.24,352.45,358.54,368.66,359.83,358.05,355.87,355.77,345.07,354.96,348.22,346.50,372.80
2000-10-06 22:07:59+00:00,L7,380.03,373.06,364.79,372.20,375.53,367.54,364.59,363.51,366.34,,,,,
2000-11-07 22:07:53+00:00,L7,359.32,364.04,357.76,363.10,372.18,366.26,360.32,358.29,357.90,357.48,364.66,360.73,357.40,406.29
2001-01-03 22:01:48+00:00,L7,,,,,,,,,,,377.51,380.90,377.48,410.17
2001-02-27 22:07:54+00:00,L7,,,351.28,355.99,364.29,359.60,351.71,352.12,355.71,345.61,352.27,345.60,353.77,345.38
2001-03-08 22:01:45+00:00,L7,353.32,361.81,351.79,357.73,368.28,358.79,351.50,354.43,349.37,353.52,353.44,,,
2001-06-03 22:07:16+00:00,L7,371.87,377.72,373.56,369.09,374.45,369.51,361.26,366.27,360.47,360.90,364.43,370.57,371.08,407.46
2001-06-12 22:01:01+00:00,L7,,,,,,366.84,362.59,362.58,362.81,358.35,360.49,361.55,361.82,393.66
2001-06-19 22:07:05+00:00,L7,363.99,379.15,368.17,371.73,377.08,374.25,364.56,365.37,361.52,364.36,365.64,369.10,366.63,404.57
2001-09-16 21:59:53+00:00,L7,,,,,,,,,,,,,,
2001-10-02 21:59:40+00:00,L7,,,,,,,,,,,,,,436.20
2001-11-19 21:59:56+00:00,L7,339.02,352.78,353.55,358.55,363.19,356.09,350.09,356.53,349.94,353.53,360.71,352.77,357.71,383.86
2001-12-05 21:59:55+00:00,L7,,,,,,349.31,,,,,,,349.35,388.94
2001-12-21 22:00:05+00:00,L7,,,,,,,,,,357.95,362.44,356.44,360.68,397.39
2002-01-22 22:00:16+00:00,L7,382.21,375.44,364.06,368.25,381.91,374.45,366.34,371.31,371.12,369.83,375.24,378.37,384.83,409.77
2002-01-29 22:06:21+00:00,L7,322.23,338.68,341.02,345.46,357.19,351.73,345.86,346.19,347.30,346.81,349.03,343.95,348.97,345.08
2002-03-27 22:00:13+00:00,L7,,,,,,364.44,355.70,354.01,358.75,358.51,363.73,357.24,358.05,385.84
2002-04-12 22:00:13+00:00,L7,364.07,364.13,355.63,362.63,366.48,359.17,353.35,355.40,355.87,357.78,354.77,356.20,363.16,398.67
2002-04-28 22:00:14+00:00,L7,329.68,,337.11,344.53,349.82,346.18,342.69,343.50,342.14,351.19,351.99,351.68,355.90,381.27
2002-06-15 21:59:55+00:00,L7,,,,362.25,367.39,356.68,355.62,352.33,351.07,345.55,346.92,347.73,347.11,337.28
2002-08-02 21:59:37+00:00,L7,,,,,,,,,,,,,,
2002-08-09 22:05:46+00:00,L7,328.27,349.82,346.93,349.33,359.87,358.95,353.19,355.63,350.91,344.08,348.72,343.17,348.48,372.83
2002-08-18 21:59:33+00:00,L7,392.54,375.46,359.58,364.56,381.01,378.64,371.92,364.78,367.38,363.35,374.71,365.63,369.53,408.86
2002-09-19 21:59:11+00:00,L7,,,,,,,,,,,,,,
2002-12-08 21:59:39+00:00,L7,354.92,363.70,365.34,370.63,384.57,377.81,364.06,367.03,359.97,358.14,361.51,356.23,360.32,353.21
2002-12-31 22:05:56+00:00,L7,369.32,374.17,372.80,378.54,382.06,376.50,365.56,367.97,364.95,364.02,364.66,366.71,373.46,403.96
2003-01-09 21:59:45+00:00,L7,,,,,,,,,,,,,,415.87
2003-02-26 22:00:04+00:00,L7,,,,,,,,,,,,,,
2003-03-30 22:00:07+00:00,L7,,,,,,,,,,,312.46,,,616.60
2003-04-06 22:06:21+00:00,L7,,,350.32,355.01,363.04,361.38,354.87,357.59,350.97,351.70,353.94,347.04,351.92,346.43
2003-04-22 22:06:19+00:00,L7,,,356.34,365.33,372.46,367.58,364.51,364.33,366.58,364.98,365.45,368.32,376.77,415.80
2003-05-08 22:06:20+00:00,L7,343.73,357.10,350.66,357.22,369.91,365.32,358.91,358.30,355.51,351.63,356.22,360.68,363.78,404.12
2003-05-24 22:06:17+00:00,L7,351.04,361.71,356.29,367.13,372.76,363.08,363.14,363.41,361.35,357.14,360.71,362.11,368.57,404.62
2003-07-28 21:48:04+00:00,L5,350.08,367.18,359.02,366.47,377.65,377.13,364.69,368.34,364.60,359.77,362.12,361.28,364.69,386.38
2003-08-28 22:05:57+00:00,L7,329.97,,,,361.25,355.80,348.20,346.09,348.97,343.05,350.21,342.63,348.79,373.74
2003-08-29 21:48:38+00:00,L5,342.21,359.67,357.01,364.31,373.09,368.25,358.47,360.87,354.11,356.08,359.21,355.39,358.80,385.48
2003-09-30 21:49:06+00:00,L5,353.28,362.39,359.95,368.26,378.83,372.67,362.58,359.61,355.62,354.74,356.74,353.42,357.64,400.88
2003-11-25 22:00:05+00:00,L7,,,,,357.77,349.80,345.24,343.01,341.23,338.65,343.09,341.32,336.60,346.98
2003-12-26 21:56:18+00:00,L5,343.03,361.80,354.79,375.26,384.34,378.63,370.20,370.67,365.35,359.40,363.14,363.42,365.62,366.69
2004-02-05 21:50:17+00:00,L5,364.61,373.55,367.54,377.84,392.91,383.83,379.59,381.24,365.49,372.41,375.21,377.60,376.68,400.91
2004-02-13 22:00:31+00:00,L7,,,379.86,386.32,395.08,385.93,376.83,378.11,373.04,370.71,374.42,373.82,371.28,408.47
2004-02-28 21:56:35+00:00,L5,347.54,349.90,343.83,345.00,352.29,343.28,343.25,339.00,344.18,341.92,365.16,340.24,339.83,
2004-04-16 21:57:19+00:00,L5,367.06,383.08,378.01,383.08,382.13,376.54,370.36,372.14,368.20,364.41,367.47,369.84,373.75,397.78
2004-04-17 22:00:33+00:00,L7,,,,,,,,,,,,,,187.82
2004-05-03 22:00:35+00:00,L7,,,360.67,365.31,366.68,362.60,354.49,359.06,352.72,353.48,357.07,356.04,361.06,394.90
2004-05-18 21:58:14+00:00,L5,363.52,368.43,364.17,364.84,371.26,366.27,365.46,361.92,362.86,361.27,362.50,363.35,364.82,411.03
2004-06-11 22:06:38+00:00,L7,371.52,383.97,372.98,381.83,390.43,380.53,369.27,369.99,366.93,365.62,368.82,372.94,375.15,407.99
2004-06-12 21:52:47+00:00,L5,381.40,387.76,380.82,389.43,389.93,380.64,368.58,372.22,366.67,366.80,372.68,372.90,376.46,415.62
2004-06-20 22:00:26+00:00,L7,,,,,,,,,,,,,,
2004-07-06 22:00:24+00:00,L7,347.72,366.24,362.98,370.19,372.31,,,,,,,,,
2004-07-13 22:06:34+00:00,L7,360.88,367.87,363.02,368.36,372.53,363.60,,,,,,,,
2004-07-14 21:53:43+00:00,L5,,265.05,306.59,316.02,344.74,350.88,349.53,,,,,,,494.16
2004-07-22 22:00:20+00:00,L7,,,,557.29,588.94,,607.67,640.72,653.77,652.64,650.68,,,
2004-07-29 22:06:27+00:00,L7,375.31,373.79,375.81,374.91,,,,,,,,,,
2004-07-30 21:54:04+00:00,L5,375.34,379.57,374.07,373.41,380.73,373.07,371.41,369.99,364.06,360.77,367.72,360.84,364.73,376.74
2004-08-06 22:00:22+00:00,L5,350.99,360.93,357.47,362.54,375.75,369.18,361.27,363.55,357.48,357.51,356.34,355.58,352.67,395.79
2004-08-15 21:54:25+00:00,L5,359.22,361.96,358.08,361.53,373.68,364.59,353.81,356.09,352.36,353.80,356.48,349.09,354.02,385.61
2004-08-23 22:00:11+00:00,L7,,,,,650.46,389.35,383.49,371.70,368.96,367.17,367.76,371.22,368.73,595.21
2004-08-30 22:06:20+00:00,L7,359.87,367.25,361.20,371.75,381.08,371.98,361.24,366.17,359.53,359.61,355.21,357.93,357.05,366.26
2004-09-16 21:55:17+00:00,L5,318.76,347.52,359.00,365.10,378.80,372.73,361.17,363.34,355.47,358.65,364.16,357.71,359.26,400.24
2004-11-11 22:00:21+00:00,L7,363.30,366.23,365.39,368.78,377.05,372.38,362.83,365.00,365.30,361.90,370.90,362.78,361.38,396.04
2004-11-19 21:56:31+00:00,L5,398.44,401.66,394.71,393.64,395.61,383.39,372.94,374.74,372.46,376.24,385.11,376.43,377.48,417.04
2004-12-04 22:06:44+00:00,L7,346.58,358.11,355.49,362.36,368.60,360.63,355.91,355.49,355.72,354.94,358.26,358.97,361.03,388.13
2004-12-13 22:00:36+00:00,L7,340.18,358.95,,,,,,,,,,,,
2005-01-13 22:03:41+00:00,L5,371.25,379.70,373.07,376.83,381.38,376.05,368.32,367.15,376.14,371.53,380.07,364.13,378.93,375.74
2005-01-14 22:00:49+00:00,L7,359.96,364.54,,,,,,,,,,,,
2005-01-21 22:06:59+00:00,L7,379.55,383.11,382.12,387.36,,,,,,,,,,
2005-02-22 22:07:14+00:00,L7,357.83,359.06,355.10,361.92,368.15,,,,,,,,,
2005-02-23 21:58:07+00:00,L5,363.60,367.58,363.38,370.38,376.29,374.79,365.61,363.10,365.55,365.94,369.43,368.11,366.18,400.55
2005-03-03 22:01:06+00:00,L7,,,,,382.59,379.23,370.26,366.86,368.57,363.52,373.10,368.42,372.09,408.23
2005-04-03 22:04:40+00:00,L5,391.97,398.94,405.06,415.59,420.28,411.74,400.60,400.68,396.55,396.95,403.40,399.59,402.28,401.86
2005-04-04 22:01:03+00:00,L7,,,,,,,,,389.20,389.62,398.83,395.33,393.86,400.02
2005-04-12 21:58:31+00:00,L5,,,,,376.21,378.76,368.52,364.08,363.42,363.00,368.73,364.60,364.93,364.92
2005-05-06 22:01:01+00:00,L7,,,,,,,,,,368.22,376.88,370.14,373.17,408.18
2005-05-22 22:01:00+00:00,L7,378.85,393.66,389.27,,,,,,,,,,,
2005-05-29 22:07:09+00:00,L7,332.78,350.39,353.31,364.84,368.36,366.16,,,,,,,,
2005-06-06 22:05:05+00:00,L5,364.69,377.91,371.50,376.62,384.29,383.19,374.25,374.96,374.16,372.16,379.96,373.88,375.35,410.77
2005-06-14 22:07:02+00:00,L7,359.09,364.09,361.40,367.08,377.31,371.15,361.97,359.70,,,,,,388.14
2005-06-30 22:06:59+00:00,L7,,,,,398.20,386.50,374.43,369.69,365.19,353.36,354.86,351.14,,260.32
2005-07-08 22:05:15+00:00,L5,341.45,351.16,349.45,359.33,363.67,372.82,359.73,363.44,356.12,358.40,355.47,358.86,356.92,382.77
2005-07-17 21:59:11+00:00,L5,377.80,381.45,380.45,386.84,384.02,375.26,365.83,359.93,362.98,357.34,355.64,355.84,364.22,400.99
2005-07-25 22:00:49+00:00,L7,439.39,,,,,,,126.34,115.33,101.74,,,,
2005-08-10 22:00:46+00:00,L7,362.41,,,,,,,,,,,,,
2005-08-25 22:05:41+00:00,L5,360.15,366.88,363.35,366.00,372.01,369.39,361.41,358.15,362.45,355.95,356.98,356.33,364.44,397.92
2005-08-26 22:00:39+00:00,L7,,,,,,,,,,542.14,528.61,534.78,541.75,623.46
