dates,nzd0026-0000,nzd0026-0001,nzd0026-0002,nzd0026-0003,nzd0026-0004,nzd0026-0005,nzd0026-0006,nzd0026-0007,nzd0026-0008,nzd0026-0009,nzd0026-0010,nzd0026-0011,nzd0026-0012,nzd0026-0013,satname
1999-07-25 22:04:15+00:00,325.67,357.21,335.96,355.11,367.08,360.96,353.67,350.49,350.26,338.15,339.67,337.30,339.12,,L7
1999-08-17 22:10:26+00:00,353.81,358.67,353.21,359.80,366.06,359.28,354.54,357.57,349.98,348.25,350.10,347.53,351.40,414.43,L7
1999-08-26 22:04:21+00:00,369.42,368.45,367.07,370.81,383.26,374.89,366.71,363.84,355.85,357.75,358.53,355.86,359.35,406.48,L7
1999-09-27 22:04:25+00:00,367.64,374.06,370.65,373.02,380.74,372.55,366.68,366.05,367.39,356.02,358.65,362.05,367.88,386.13,L7
1999-10-13 22:04:24+00:00,361.50,372.65,368.89,374.43,378.08,370.84,368.89,364.77,366.33,360.29,358.27,361.05,363.41,380.16,L7
1999-11-14 22:04:18+00:00,361.85,368.00,362.58,367.29,375.73,371.13,368.06,367.05,373.42,358.70,364.43,357.67,,,L7
1999-12-07 22:10:30+00:00,352.33,362.85,362.25,367.44,372.86,365.98,359.99,363.29,358.84,359.77,359.01,361.02,358.35,403.01,L7
2000-01-01 22:04:13+00:00,,,,,,,,,,,,361.36,364.20,387.57,L7
2000-02-09 22:10:19+00:00,382.21,375.58,374.01,375.96,377.60,368.47,369.79,366.84,367.67,365.29,367.11,364.01,373.64,424.05,L7
2000-04-29 22:09:53+00:00,369.39,380.00,379.63,393.27,398.96,388.23,372.02,376.58,375.03,377.46,383.47,376.95,372.55,391.89,L7
2000-05-15 22:09:42+00:00,358.48,367.72,369.02,370.16,369.24,363.58,353.80,356.20,352.89,354.16,358.50,358.82,356.75,387.33,L7
2000-08-03 22:08:44+00:00,344.18,364.39,366.60,368.22,376.66,366.40,367.73,364.23,363.77,355.29,365.78,362.37,361.83,409.60,L7
2000-10-06 22:07:59+00:00,370.70,366.60,358.33,367.78,371.88,364.54,360.17,359.69,362.69,,,,,,L7
2000-11-07 22:07:53+00:00,346.21,354.96,348.68,356.89,367.05,362.05,354.11,352.93,352.77,350.92,357.72,351.65,347.57,382.69,L7
2001-01-03 22:01:48+00:00,,,,,,,,,,,374.22,376.59,372.81,398.97,L7
2001-02-27 22:07:54+00:00,,,363.59,364.41,371.25,365.31,360.13,359.39,362.67,354.50,361.68,357.91,367.10,377.38,L7
2001-03-08 22:01:45+00:00,357.54,364.73,354.71,359.73,369.93,360.15,353.50,356.16,351.02,355.63,355.68,,,,L7
2001-06-03 22:07:16+00:00,360.31,369.72,365.56,363.62,369.93,365.80,355.79,361.54,355.95,355.12,358.31,362.57,362.41,386.66,L7
2001-06-12 22:01:01+00:00,,,,,,367.13,363.01,362.94,363.16,358.79,360.96,362.17,362.49,395.26,L7
2001-06-19 22:07:05+00:00,353.77,372.07,361.09,366.89,373.08,370.96,359.72,361.19,357.52,359.25,360.23,362.02,358.96,386.17,L7
2001-10-02 21:59:40+00:00,,,,,,,,,,,,,,452.20,L7
2001-11-19 21:59:56+00:00,355.91,364.47,365.24,366.55,369.80,361.52,358.09,363.44,356.55,361.97,369.65,364.46,370.38,414.26,L7
2001-12-05 21:59:55+00:00,,,,,,354.17,,,,,,,360.68,416.14,L7
2001-12-21 22:00:05+00:00,,,,,,,,,,359.28,363.85,358.29,362.68,402.19,L7
2002-01-22 22:00:16+00:00,376.21,371.29,359.91,365.41,379.56,372.52,363.50,368.86,368.77,366.83,372.06,374.22,380.33,398.97,L7
2002-01-29 22:06:21+00:00,340.90,351.60,353.94,354.30,364.49,357.73,354.70,353.83,354.60,356.14,358.91,356.87,362.97,378.68,L7
2002-03-27 22:00:13+00:00,,,,,,365.30,356.96,355.10,359.79,359.84,365.14,359.09,360.05,390.64,L7
2002-04-12 22:00:13+00:00,374.74,371.51,363.01,367.68,370.65,362.60,358.40,359.76,360.04,363.11,360.42,363.58,371.16,417.87,L7
2002-04-28 22:00:14+00:00,350.57,,351.57,354.42,357.99,352.89,352.58,352.05,350.31,361.63,363.05,366.14,371.57,418.87,L7
