,dates,chi0228-0000,chi0228-0001,chi0228-0002,chi0228-0003
0,1985-07-27 14:08:05+00:00,216.30059911853374,176.205577209712,179.69406840731966,178.9763652910541
1,1986-02-04 14:05:11+00:00,184.92861263300068,178.8067753838647,186.49150346023833,186.59699873261448
2,1986-07-30 14:00:28+00:00,219.08862940887695,178.24696915894143,183.28056403418134,180.7169314112198
3,1986-08-15 13:59:53+00:00,218.93948847873617,182.70922812359623,183.76865433391387,187.14855328350916
4,1986-08-31 13:59:17+00:00,222.73459945227756,173.29902624079074,180.0025602915464,178.4926128708039
5,1986-09-16 13:58:46+00:00,227.69877666470117,183.02257892456262,184.92931591098198,188.7362060900654
6,1986-11-03 13:57:10+00:00,224.4732941771252,178.66109311614753,184.0752874449369,185.44086945952856
7,1986-12-21 13:57:14+00:00,201.27961170191307,173.41462690358998,173.7919640061306,177.60981536306733
8,1987-01-22 13:58:10+00:00,175.70215626064325,176.66004436537273,178.4617809775356,173.8059422817956
9,1987-10-21 14:05:49+00:00,217.94260868058342,179.75839761582606,180.70070352868242,184.54532028032028
10,1987-11-06 14:06:08+00:00,223.45370123252584,182.33559357847471,182.09061761949764,190.1723020511699
11,1988-06-01 14:08:45+00:00,217.4061236277729,183.37590262126176,181.93966148811074,188.68281272541523
12,1988-08-20 14:09:00+00:00,219.83458578985832,187.9295024818919,197.67293962612715,190.76248713278207
13,1988-09-05 14:09:03+00:00,203.21476193592707,174.3729590121281,173.14749256673431,175.9049483770522
14,1988-09-21 14:08:58+00:00,218.95499061224822,179.7416675483802,177.58474547515132,181.19734576876667
15,1989-05-03 14:07:01+00:00,223.19742568667397,178.60255710334778,187.2490050906931,184.15646793760766
16,1989-08-23 14:04:47+00:00,207.63629740727393,186.31132984851402,186.68102499017238,189.8454650805649
17,1989-09-24 14:03:59+00:00,219.55595802101786,182.60887660123888,194.3567448072534,193.68591337472657
18,1990-11-14 13:57:45+00:00,221.8678145555581,183.37774545580658,192.64791918995886,190.39907460503423
19,1991-01-01 13:58:07+00:00,213.24647667151888,186.9928020302592,196.29165055257556,193.28630181628992
20,1991-02-02 13:58:48+00:00,221.0407188745709,179.28622932033736,189.0128410367015,185.07075346359855
21,1991-08-29 14:01:55+00:00,222.1100801219419,175.7338896617042,182.84623100987864,183.0982630801071
22,1991-09-30 14:02:13+00:00,217.08510924386596,180.802289387289,184.09246411446455,186.88611338856435
23,1992-02-05 14:02:28+00:00,207.24902088914902,173.3983889449445,175.62755755995806,178.03953469662207
