,dates,aus0255-0000,aus0255-0001,aus0255-0002,aus0255-0003,aus0255-0004,aus0255-0005,aus0255-0006,aus0255-0007,aus0255-0008,aus0255-0009,aus0255-0010,aus0255-0011,aus0255-0012,aus0255-0013,aus0255-0014,aus0255-0015,aus0255-0016,aus0255-0017,aus0255-0018,aus0255-0019,aus0255-0020,aus0255-0021,aus0255-0022,aus0255-0023,aus0255-0024,aus0255-0025,aus0255-0026,aus0255-0027,aus0255-0028,aus0255-0029,aus0255-0030,aus0255-0031,aus0255-0032,aus0255-0033,aus0255-0034,aus0255-0035,aus0255-0036,aus0255-0037,aus0255-0038,aus0255-0039,aus0255-0040,aus0255-0041,aus0255-0042,aus0255-0043,aus0255-0044,aus0255-0045,aus0255-0046,aus0255-0047,aus0255-0048,aus0255-0049,aus0255-0050,aus0255-0051,aus0255-0052,aus0255-0053,aus0255-0054,aus0255-0055,aus0255-0056,aus0255-0057,aus0255-0058,aus0255-0059,aus0255-0060,aus0255-0061,aus0255-0062,aus0255-0063,aus0255-0064,aus0255-0065,aus0255-0066,aus0255-0067
0,1987-05-22 23:08:08+00:00,202.05124271172488,183.67586100984894,176.47564661936514,182.17052911249155,177.35759671879998,178.30990799541095,181.0658523555804,190.86428214904245,191.96021389113713,187.349936677322,181.61727606897287,193.15929113739418,195.6579981712785,190.7627294178655,182.72944202054958,183.18142238962884,188.749036735934,193.74768781502615,185.08549708397555,184.83628652480667,189.43991862001764,197.45551498170352,181.92409673170158,185.19405761044254,192.5569414144615,192.19300690975928,188.65264573001662,196.98897368190507,198.76592273007066,202.59381917474786,196.09116735566937,195.07595377272594,187.09467098165803,186.24761105814324,191.41772947796386,185.41972505565724,187.5421445072744,195.8402554973335,199.01391986095254,203.6403220211024,198.30585531287602,197.80932958991204,200.95310189247255,194.24965255412667,197.9039017608785,204.77273382422334,205.56122281521868,215.40007504584287,215.70874232207063,217.17384488831456,214.31448352140168,212.7755631824526,211.31542797705578,203.970047347432,204.4645045797001,210.46412655908856,,,210.20292756502263,220.08700720146174,232.3412613918867,232.05673094282656,229.8021902255381,222.30931482799386,227.8968993463555,226.27893466620085,234.6003993302861,254.74248287290584
1,1987-05-29 23:14:29+00:00,,,,159.57590877874028,156.10791692105448,156.238829049633,158.12169903079064,165.18200098340557,165.97614081415918,166.35566828269646,162.4949205291201,174.2516951840213,174.84628829008886,166.85751551867267,169.82009941213335,166.95702005777525,168.22933505548335,166.94975539163784,164.2249531758435,160.90846301045838,169.1432701299205,177.9181707144051,162.3651472289339,160.45924113746315,171.98409756075995,174.69152855710328,164.1194958892219,174.58833948057656,171.3485246487187,181.2961057043033,179.81869836491353,185.20353100212975,171.1089872133183,172.96446850116,171.48456045653552,178.90678694504857,169.54544510240694,178.52293554497643,175.5994002016476,179.59230504340553,178.15444316931251,172.71140599381408,184.8337332621904,181.49232728959907,180.88357471029656,185.52727373255397,191.92748660699516,190.7193229550008,197.3947718756109,201.93742494781276,197.30272374957872,187.97945513648943,184.7764164190975,172.04308705412683,174.8963155802172,173.08052622007273,,,179.21492628093475,185.27452991980533,202.5278964854262,207.5514561719478,203.32317765088158,204.93343708188524,,,,
2,1987-09-02 23:16:50+00:00,186.45090915176036,176.45244543198362,183.86189054397067,180.43603892788758,175.91968308701394,171.3939765782905,172.66685831013382,175.1098702757049,179.25182837286155,182.71735191539108,183.90420936580512,189.46534430984815,190.59751169841007,187.17176759214522,184.57621759995894,181.84225449205329,180.26710319110674,177.41004808428377,180.21694777384548,177.67202226625267,185.00283863208483,187.29138969830328,186.10184258550956,188.29603362375863,183.23425155506933,183.63571284931982,185.09205106137378,189.14589359966766,194.7237748304641,189.7495252851408,193.8470381417102,192.97691858357678,191.59999092265156,192.66689673152433,193.25805793479432,195.25811725726066,195.42228515605598,197.1313806749094,203.63931891977035,190.4985918025651,189.37030823828775,191.67263019373138,195.66292244142903,196.25534014309926,199.71293778948356,199.08298542715835,204.9930685043285,207.20684295587319,211.0907384626453,217.74546811374637,218.55662347300412,214.62453237253592,212.06566731902484,210.15265793476192,214.6512156798947,215.15355075208524,212.58423022277924,215.13937161044495,211.78144702850076,217.2418136893482,233.50956733436198,226.44562848554335,225.34196272281264,228.67058103853543,224.6864351892581,229.07675947873906,231.05880143431406,240.93732019175192
3,1987-09-18 23:17:14+00:00,194.31306001154502,186.71733190787745,194.95523298866203,182.03116502270012,179.7332015540785,181.59408156633685,181.07374669136186,189.6232918163385,185.3875803743432,189.36791356003732,186.50735507160715,188.09111122131094,193.61936010043155,198.30927479565378,185.0912921721685,180.65127796150364,190.1136550849708,196.49389075957734,191.04792309082603,188.93505374649584,187.1185964414459,200.2674581708859,202.5582928367447,194.41457290553467,195.3666258414414,196.44850976717134,175.3912016723577,201.666500829062,206.28432058070769,210.48112374535685,204.38345113368985,199.9983564942388,196.18933374756395,200.05499063718355,190.80863259659918,199.11524121088544,202.12432685808955,199.85428941208892,198.42093315175777,205.30662874890209,197.76064612266038,202.60552446787028,203.3168884436908,205.10808112129362,204.74616051714642,205.2069107184032,210.2240808025569,214.13244272045637,223.3995692207605,229.42099303217964,228.38293317527982,213.79578846877973,217.73411445237946,220.42452670058256,215.16737984996502,216.95217615478387,221.83789179702148,227.40050566914428,225.14241337403612,231.9365300729517,237.67633246788023,234.3593222643213,238.24728853750005,236.59608328745753,229.31039665644252,229.01901113824135,242.1211216626541,245.0160853967131
4,1987-10-04 23:17:34+00:00,173.4046007899498,170.16430751991132,167.55080813820797,163.04018393928553,164.2826474626084,157.81293570714473,166.63391283478074,174.07718002495878,171.13212382565823,174.72497765448574,177.10897084604508,176.32209519419536,178.79973388512997,177.43185643604977,168.32261689907875,166.99373127536705,179.56301735561368,182.6610020425138,175.4076345849743,175.2803372560649,183.31528456056424,191.1471944580327,186.22670905527977,183.3779352256877,175.22380139122723,173.1364391739929,164.35047540720535,186.8234869774392,184.06295016244187,193.71061640083872,189.19355041421414,188.2283084015628,189.22692688097334,187.6004237168545,187.72579478332239,186.86646159159488,188.96560593911275,189.07506658790652,191.26844862993536,185.6777162601121,186.18992121179218,193.35924517612176,195.21454788888434,195.33949585371903,196.1211844416832,193.9649804922759,194.478873483827,204.28774718493182,206.33275247013364,213.17845514942482,214.0193551889059,217.2962982534503,211.3875230235612,208.0347610684022,208.8122093766063,203.3385738587566,208.93076039074373,212.18274554156002,217.39713758577136,225.55193456325878,224.4447997701988,220.79138922634638,219.42422319136261,224.25951320856802,220.26550826228686,221.77498332643992,223.85257344861577,237.01080966090575
5,1987-11-14 23:12:11+00:00,196.7034453846759,183.44395134555006,188.9448686840734,192.15502975802286,191.532717416321,190.88539821292227,191.85418485396946,188.75356211175733,195.63213062225446,196.41907309882254,201.3980271936324,202.10516959611462,201.39828645562767,202.52618721877644,198.99168074986466,195.9353799819326,195.30884399396783,188.4276067670143,193.89414072046742,195.73390470652103,198.4840179298686,202.26232410728787,202.60501033066646,205.80083404336585,207.70615454177195,200.07967309714394,202.28050151568556,194.51976809180815,198.46347736338245,204.49232137394753,211.6929113912641,198.04758242782884,199.24422117461995,201.93882797436638,198.47962190636716,202.17461369443805,204.64104645972992,204.94899945613838,201.32790750252175,204.72941686395825,206.1179828789173,209.71451133735212,208.53771652678432,210.17941586065768,213.9467818579024,215.67702376789526,212.39333478579857,218.98763185746117,228.47334523468768,236.4146885574097,233.27271950456293,232.1310700935422,229.9323959138714,227.65639342531563,220.00084535227347,220.2185764585294,219.29156002127627,228.16102111669136,232.49912767075116,236.21933326126737,245.2841001807814,231.2057808890404,240.39565380238218,250.3427726546871,235.1203882328158,237.85361795726124,238.60420501073008,254.00019907042102
6,1987-11-21 23:18:29+00:00,176.1160912066756,165.6300355271099,165.24363814900883,159.251976643461,165.4145519231841,162.66778567683704,168.9235982639669,168.4490165009325,172.68193660227007,163.33232476271365,165.52256699590424,172.6622638589111,170.05744428747062,170.10248373424236,172.49123625125938,166.7119998583137,170.26753558776537,167.6987565275904,169.08269194798874,172.49143607530084,175.09939906625567,178.8172323760547,179.71942278255455,178.96273210604974,180.34405514959516,178.88293957600297,176.8891746414394,183.98045997709318,185.7963448983487,193.88098753851685,189.5776351654501,182.83196217728894,188.7372833352007,185.62016536245795,186.31689041885096,177.36685960309973,178.2571919269247,182.84326980758883,179.27273085181162,182.99426915155644,186.54625080995834,187.56559069792849,186.55453194701076,185.9446809414955,190.6323174044524,193.402401973007,192.47535694695307,204.7047308604445,209.49234421256807,213.93529711257878,215.10467280845677,210.48814520671317,209.4847695475478,196.52278634979243,192.4591664027766,194.5919408344938,196.64519300097544,201.60058350077975,200.8353039468358,207.55824392754067,218.5731631267867,207.98936204788797,215.1395301551405,223.54186772017425,220.3530863688574,219.08165156922308,218.98358049206053,223.77792018673907
7,1988-01-24 23:19:32+00:00,192.89113914997404,185.40786796846578,188.8912067759461,180.68217678826423,187.4267709050055,182.1955723619383,194.25875036597884,193.00181641764667,188.5749591659678,196.1916946692895,192.6674543670468,202.33387989094498,203.16798410745633,201.6309257895532,204.59710833213063,200.2865077790962,195.5184984283377,194.06535760825037,205.3023785708927,199.09123440805942,192.1179387484545,190.23277828483356,201.32233316218338,195.43630726559238,193.79516851970436,196.01869264311657,200.03622889513392,193.09185997365154,197.1098670409325,198.8521060315158,200.27279925966204,200.95408006206893,197.61343178418053,196.57015090502662,196.37135068699354,197.8577272976064,202.14945904093435,203.50002559748123,208.52012179183305,211.6468961945833,209.64287453507188,207.81692994720365,199.45445643042433,196.66502964754523,196.45928149050326,202.74800210587614,205.9625356589356,212.86995224959557,217.21096377330377,221.03434478390403,221.86503323694643,220.2373507756804,217.6195512805054,211.38906424520064,212.32295328670372,221.05962166969152,222.16816719807494,224.8587205558059,218.26451827473235,218.5394714643076,224.1071970182756,228.74535872307536,229.0885227723038,238.43905271881138,243.6382818871309,231.62870004041181,226.89989438013924,237.49611884288174
8,1988-02-25 23:20:02+00:00,189.81451211489204,187.69914537833375,188.44947083874905,180.2518200522511,176.50741615119725,179.53905694482032,185.1763935670713,182.05763394096118,190.42382583228755,197.75904567892255,198.73763178904522,193.84025010109957,194.4797347307252,196.5808150306688,188.5267679578251,191.232485390517,196.7736191397609,181.17650817476675,189.3597864571027,189.24565815804473,184.89049237681775,185.79415287589438,197.85043729581463,201.42960359022175,200.32653013336503,189.09297135044883,186.77480671317971,205.0048204842049,194.57285197325973,192.85443476526405,196.6185332135571,186.9003113186117,196.43275477068812,196.6947136111549,205.47617418535953,187.16646883926498,190.47829361143306,202.31963872680197,210.39368641234353,209.2705760902227,197.35160450347493,196.0066495225176,198.07107865025586,193.7639086941564,197.6115418634464,202.18732456958728,210.33339480030827,211.38567325611902,220.1120267075034,222.36382755717025,223.88491327657766,226.00797858278986,208.31984836777386,212.43867783092395,212.62464205824097,210.28491790996006,215.17918784233535,215.45129848112612,214.6280020779205,219.2471210976058,223.97128642916527,224.92937193005793,225.07872191724226,234.87567494823637,234.9706290352999,235.4110614836161,231.9945834988612,229.80513824917412
9,1988-03-12 23:20:12+00:00,193.09740710399655,189.03332484805756,190.39887002194877,182.29800551052818,181.61911615878208,188.7092649412554,186.16307666218273,191.77406360841442,191.39072544957116,197.71121899400742,197.39301530902299,189.0458709763048,193.93124030676114,190.50115150511533,185.53290427090286,195.32188132537425,193.33915014221026,191.4180843062174,190.0441050797782,194.74448328012605,196.49374676188043,197.21259791832864,207.2670367680788,201.19428042354994,199.0772905627418,191.0450101338754,197.36827366264276,193.2098459049024,198.40094931208432,201.71705022946026,198.18361531876099,186.5057439237294,189.77565930555997,197.6828317686165,199.45604620311894,200.318075659616,198.28860622374538,203.2025140257891,204.84821909261734,200.26853527316206,197.21660006209066,201.83131866319877,209.06851523223816,206.79239827952813,205.28052408118947,217.80186707474041,215.50535827993585,214.91790090268944,217.9967605934259,227.05993482699117,224.89503816744488,218.6672152306673,217.36722161034967,215.01584125286723,206.5212642204329,206.43641485666853,212.94455060976887,222.59776102081074,221.76085393642094,225.94832482160788,239.43935720482722,234.82923264285526,235.7318959264301,252.27169002776606,232.32899980101067,237.26565203081844,232.00709524054096,232.30517415514663
