,dates,mex0427-0000,mex0427-0001,mex0427-0002,mex0427-0003,mex0427-0004,mex0427-0005,mex0427-0006,mex0427-0007,mex0427-0008,mex0427-0009,mex0427-0010,mex0427-0011,mex0427-0012,mex0427-0013,mex0427-0014,mex0427-0015,mex0427-0016,mex0427-0017,mex0427-0018,mex0427-0019,mex0427-0020,mex0427-0021,mex0427-0022,mex0427-0023,mex0427-0024,mex0427-0025,mex0427-0026,mex0427-0027,mex0427-0028,mex0427-0029,mex0427-0030,mex0427-0031,mex0427-0032,mex0427-0033,mex0427-0034,mex0427-0035,mex0427-0036,mex0427-0037,mex0427-0038,mex0427-0039,mex0427-0040,mex0427-0041,mex0427-0042,mex0427-0043,mex0427-0044,mex0427-0045,mex0427-0046,mex0427-0047,mex0427-0048,mex0427-0049,mex0427-0050,mex0427-0051,mex0427-0052
0,1986-04-02 17:01:12+00:00,,,,200.2925397750455,185.0158998550628,174.44976024763068,166.08958434804887,160.06022301003853,157.52236577511962,151.65814341886252,160.4756701859972,167.4177000909399,172.73697565222307,183.1254801820395,188.72389301018592,198.62302192581978,201.22731332497528,204.77192151362226,199.52898135897675,202.3856585412937,201.96125778685703,205.65208940732765,209.10116655887214,209.96380644228265,207.6146186282811,205.1289504383585,200.60344505533362,200.39077643937418,202.10567851915198,201.26285795949943,205.9614753000161,205.48064771534874,217.35196197919038,219.76777105721726,227.41743516769702,227.91778374374064,230.8499616014135,233.82891054656767,240.5229016723677,242.04363271110597,249.32142624231892,249.0525547340246,249.6220630643071,250.84120574766158,248.4180352348646,248.99779266228904,242.64739028876397,243.71680843448996,242.52372127300714,246.16228940378517,240.07201739132037,244.9675600797006,259.5203291094311
1,1990-03-12 16:56:08+00:00,332.8824548169423,,,223.04891266570675,199.74972841756983,183.39282282598666,166.7228299044692,160.29750222395631,154.55831271092433,148.92255791784973,150.68472857189602,159.32169307646802,169.19620024118458,180.2625929825963,190.61498639308942,194.15073468181424,196.5727375301981,193.0970292520325,196.23007825375817,197.4232803348902,198.6642535399445,199.457096776882,197.11963151010542,192.8750550010045,194.78191670832157,183.80427930560748,182.78019948961355,185.30154928337976,185.72815469435403,190.78233928648137,194.48730813882136,197.80373424365564,199.83100075926518,209.05050293416446,208.15625685339785,213.78704299544452,219.43209050223123,224.15971333704522,224.63818112079008,223.2853561384759,225.6033974047252,229.74304777912602,226.85961451809723,227.2275835900295,232.34648710438876,239.5791102166757,238.69066549613422,239.41435637732707,242.24743750302764,238.23154759261934,236.27622925535803,231.2828231630142,244.98252267503017
2,1991-03-31 16:57:31+00:00,354.5648234254319,,372.4948278063201,314.6172414156981,269.74654987699023,245.62344419966604,214.0049357819662,181.65850148415234,160.0635120757977,149.1963251170015,143.3653145972706,149.0040485391224,156.59932496599544,160.79094102476066,164.71102451269743,163.71545938502908,160.2258870401834,159.29334509137004,160.42332154490228,170.17927467563706,170.2758882882118,175.54168745522193,172.81489667516263,168.5970259033972,172.07427916315908,175.07803834963266,168.7088935784913,168.14210106089507,175.04693505061016,179.9388363382646,180.82133729200734,180.06442271828675,185.30986866547588,185.88319617900066,192.08798439657264,193.6689856587621,203.24048823614189,208.99147796821558,211.5178201318078,217.2882498796161,219.92955638288052,221.13032512066684,220.80718369560236,220.78207418848535,226.57129500528683,229.14042497464777,227.19160284670835,225.52483173928476,224.1354704979895,223.43648258930216,217.25775849930503,209.76706621574004,226.71267555317485
3,1993-01-15 16:57:31+00:00,,,378.8583704943478,350.9608950846521,324.97924507565017,309.5277617940053,283.4296773898509,269.6649727121259,258.0599512733112,245.40874538423333,229.34219008894254,227.35986613656553,228.822560216227,224.34746203565263,229.79645253549705,217.5249382745577,208.04685501234803,203.68404560139038,203.33897376887433,195.1842578236009,197.88413332984936,193.05124296950422,194.66085911987432,192.89584245555653,188.52685826702017,187.64038508905938,181.24380302889602,175.76119306770357,186.26082615124665,183.190767923912,191.1983372399014,188.02071385594616,190.60431605532048,193.55763565718212,200.13885214931975,201.0420132047937,206.5303276582278,205.5229405140695,212.3553794104072,222.10549661445685,225.4834388810247,226.2033379896936,228.58115734260917,219.68551402835018,224.77431989507917,223.23539993410276,221.8674036854951,226.99327003848717,229.43850484516489,225.8784232706147,224.63889486037243,215.54771074053252,236.4750278496028
4,1993-02-16 16:57:50+00:00,,,,349.521768968241,334.51151193015244,309.80688685033834,288.46969808618024,265.57469859058057,255.1951946910298,241.92659252113015,229.5506900117981,225.03478342818778,225.67103562379154,226.10692596161175,225.9537765696174,213.16586301014485,209.6862012499047,205.17550608317288,204.13863732952976,199.13686584445577,197.14425876733293,195.65609840244758,197.43207728010702,194.02582759030332,193.7752524145359,191.8075135908853,185.4723224129334,180.76710797305827,182.48767453301468,182.84406788753645,185.3885495333207,185.92841668060805,184.77078915313675,187.43799317300838,200.043233517744,201.17465279143212,205.76503988749585,206.4892478671307,212.77397129430173,216.10253018378086,216.2402941980814,217.3694971595346,221.75852622582573,221.29806287183453,217.3183492361041,216.53947763959945,214.41009659353722,223.8945135748852,219.73807152905704,220.72980039902916,214.27101773798503,211.50267184866112,228.37262605121637
5,1993-03-04 16:57:59+00:00,,,,349.1570965644228,325.27863285864976,304.733336502372,286.2500576951982,268.67045365680747,257.74269427795525,242.84282842106262,228.8966603672979,226.37231611073975,224.36601801682937,228.26677690498124,227.59462608503065,214.11022868354416,210.14195177364897,200.7026920828145,192.89008485433237,191.12267272124194,191.83211763358847,194.45159161010673,194.9645417178751,191.140994326555,183.16159358225707,181.79378824229917,175.8322466817233,171.6903271735583,168.925991769382,183.97666926570344,182.9654934295146,181.33017588596027,182.68277721542998,188.74201142917053,193.97203061095968,199.14591895057853,200.9410090456797,205.49960788053198,211.52907198256355,217.1850574994936,215.63426019050218,218.5956397517596,220.68406323909028,217.74133087822378,219.55263585611408,218.62744249018888,224.89054026153815,224.83254745034523,225.00081463815798,219.7479542416501,216.4942171008684,209.4972930199381,221.1989520526775
6,1993-03-20 16:58:04+00:00,,,,346.9344783816164,328.0601285578869,309.89962996591305,288.49851847310345,269.9143778287483,255.87131625353038,247.5230815781411,237.8861852137881,237.22704691303866,234.70043044275047,235.70053201387543,232.8121188205937,220.73456249999242,212.2202481627994,211.75608025660915,204.1238763525031,196.93610544605383,199.21670379355322,200.59889659589498,188.16209954786183,197.8129957350928,190.2419936779669,183.47877342923533,179.7178404352644,178.24478897556983,187.03403001447185,187.9153686097444,191.09216318138604,184.33284486031667,188.0800126069445,188.91019779913577,194.49847275259475,199.03617511760535,200.27869255487786,207.90348656581827,214.1708379373281,217.7740766566518,215.1497031996421,217.09782435477817,217.30047797587883,219.85246214161873,216.96659142366659,223.66182584306756,225.13435404837537,223.71499264000812,224.994734869431,217.5642474716905,214.72420479544914,214.01411620626834,225.14919048138057
7,1993-04-05 16:58:08+00:00,400.3671453301778,,365.45378200452296,341.84332231193764,313.39322234645886,302.74021831324865,283.0109628098331,265.78826486952414,245.86238335142906,241.23647320110396,237.39763659232082,234.09159918794023,234.80940994050385,230.18661701060768,230.54592359171468,219.24525055836256,209.28260837763105,210.1012501837471,198.03311289994292,192.72419506088983,191.70067468490024,195.04377625738596,187.98126703744921,183.61073988628982,179.058795517865,177.53515811642788,173.83467771181353,173.99379883164286,176.46724011356616,178.41654833450465,182.6593958631891,180.06645973358818,181.61759920722892,195.8719656452547,198.47664603486805,203.1591782569221,202.42162106586298,204.5219199697753,210.8133721192773,212.58242264340342,211.1771411899319,218.81610426113417,218.89885854728465,218.6156453861413,221.6036094519822,221.1215723151164,216.5228284963584,216.6426861100854,216.76324050419908,215.10556697842696,216.2265791451617,213.0439826675523,226.96579452939085
8,1993-05-07 16:58:20+00:00,367.3188102787285,,,313.8362108950972,304.74669482925896,283.1140954786184,266.5560590326812,251.39976929900237,245.73003410173732,242.02128613069317,235.05221807027272,219.21163592280075,216.0506302848316,217.98090026841425,220.38336840809367,207.34677021062856,201.1748304119534,204.2294833852821,203.02700534764602,200.6254078167872,193.63201400388897,192.708288236239,191.42675357426202,185.04121560405983,177.14449764446206,175.8213828312468,177.9433829109573,173.36591610746603,172.39123133716924,171.6229866450223,170.90856921873745,174.73483487082854,173.29688698620953,178.79103845875966,188.91570113506435,191.89630925424933,198.1181563433529,202.56629193214167,199.82805645020397,212.2482351819869,210.326561601619,206.30253301462523,207.90517521742353,210.04702243491056,208.01586500332132,211.47255984758675,213.54037917978803,209.8496275537287,207.22502742500146,202.48247524402063,204.65263884772645,210.70643056783967,225.92346016542098
9,1993-05-23 16:58:24+00:00,375.70645486885735,,,324.78016979895887,304.8128373592044,288.56559592562246,275.7371369258533,258.61802361025167,248.43489294639895,245.50486679329373,237.90435896016533,230.19577855795538,224.8380228793895,223.01515607006337,220.17016683913727,215.189603828489,208.48922804733783,200.05183493088452,196.87068339001257,204.0147709254232,202.02841262634422,198.33005853491704,197.60484462747507,191.69402658823964,188.0434290870163,183.30484678450432,177.08884781299776,185.2947508669232,179.11681012657417,177.8037097719863,179.2642296602765,181.20363940001437,186.7809370808729,183.99404148615844,186.89352609451555,194.14272349067215,205.15738662998137,203.39167833124307,205.69953704663365,209.52328381900256,212.33545813026132,212.4528668901213,214.98873938789652,211.25270204469456,209.67159451843702,208.52845321369546,212.3534398469644,209.0402390706289,208.7281704434028,213.60430697647314,212.12184787731766,208.49201754084362,223.17726442366472
