,dates,aus0148-0000,aus0148-0001,aus0148-0002,aus0148-0003,aus0148-0004,aus0148-0005,aus0148-0006,aus0148-0007,aus0148-0008,aus0148-0009,aus0148-0010,aus0148-0011,aus0148-0012,aus0148-0013,aus0148-0014,aus0148-0015,aus0148-0016,aus0148-0017,aus0148-0018,aus0148-0019,aus0148-0020,aus0148-0021,aus0148-0022,aus0148-0023,aus0148-0024,aus0148-0025,aus0148-0026,aus0148-0027,aus0148-0028,aus0148-0029,aus0148-0030,aus0148-0031,aus0148-0032,aus0148-0033,aus0148-0034,aus0148-0035,aus0148-0036,aus0148-0037,aus0148-0038,aus0148-0039,aus0148-0040,aus0148-0041,aus0148-0042,aus0148-0043,aus0148-0044,aus0148-0045,aus0148-0046,aus0148-0047,aus0148-0048,aus0148-0049,aus0148-0050,aus0148-0051,aus0148-0052,aus0148-0053,aus0148-0054
0,1987-05-22 23:07:20+00:00,,,,,,,,,,59.90358082884735,76.7965505980033,90.86529193460987,92.07960914343852,92.85775120231445,98.99125858518524,103.79790520047538,101.87800494706855,98.27093744277427,86.90143487051259,95.38472248816471,102.05016469351531,104.81844596031773,89.46248421864412,92.81413192772568,103.25448487221463,111.68491214395199,106.48159006718775,93.38780967649551,95.24887081660145,102.65821385129009,104.4953968552222,105.2004030725917,103.33899414935753,107.51588555461556,113.7054787118669,115.41219325417241,121.34962544145212,124.94144838030668,113.0410073903593,108.41322801700305,108.97871963831479,115.93173622401032,125.90818942552023,129.52323904006124,135.85230628165772,140.35516370359895,145.8993789307807,157.88689338628842,176.9826823065165,186.04830717564903,183.57049249715757,196.36085592383455,200.43652136514075,206.23793808660463,217.9099519173788
1,1987-09-11 23:10:05+00:00,,,,,,,,,,66.50806735493359,84.07274429888109,95.0632694816157,100.29242633405593,95.30608693695288,102.44995720231658,97.10740163744053,103.37442830594317,101.26553240736706,101.08873579598813,101.8006979759316,106.0369488678027,104.50606333854269,111.43196715874366,107.40826119005192,112.75911663838022,109.67268370838163,112.41318323303982,106.39953644451482,106.97403287513342,105.75049113519815,100.60047069832622,100.06062841667485,109.08026920431703,114.64965141981929,115.71947529957687,110.95162544104794,119.85251975472428,122.93853283272828,128.69702523481487,138.09111417596029,140.84533951950203,148.1992723260105,153.85069939459996,147.25719900872235,150.85207439597775,159.98771583906114,163.82506843702902,171.1386297446072,174.44601985447838,180.2636006169588,179.73038782658955,186.61574665909654,192.0581011857774,194.66291451359288,208.01562354814382
2,1987-09-27 23:10:27+00:00,,,,,,,,,63.891566003991095,84.40738428487052,105.73079836707046,110.51579077844568,119.1759936709525,120.2664033173385,126.93935361562566,115.65969139833891,115.87336358039889,118.94596718609642,118.12174088331957,118.75686464388451,119.41696671543502,125.13517792107868,123.71923924465358,127.44880090727828,129.84901363695917,135.38887720945937,129.50539479275415,135.42068603935135,128.6873604183218,123.85165140003858,127.83731190234833,131.1371802614054,133.66349091967945,132.91498993803788,133.37221850914725,144.47205596494504,151.24935628494904,159.72249763936838,163.2776170295621,166.7547547355913,172.97194569250823,176.00043137628066,178.998359955619,182.50843504687325,178.38742069500572,183.67348251174246,187.08937465252112,193.23240433502457,197.93342192202945,197.31133973008886,199.42467667139402,203.35277059032438,206.60856070720143,210.1123108449478,213.58099287043802
3,1987-10-06 23:04:27+00:00,,,,,,,,,,76.3105810392571,95.86672976048285,105.2971265362717,108.56123667120443,105.9817548395216,112.43076479682097,118.07302346380797,109.98239082289643,115.73903647888422,118.29680552960515,114.22979735049438,115.65976336531241,118.98855213594325,119.79272424664723,121.08422844877468,121.46705928861516,124.13238021029946,127.82018624749185,124.60588525773221,123.4845892109212,125.28861679525247,121.23410257656664,126.31766125303778,132.97175313074277,135.38596925032616,139.81078859681566,138.9880595328795,144.60006930389181,148.9905456994248,149.98060215989645,157.08829699944226,166.1465493621143,171.27949700681566,174.52080542167815,170.54631679877025,177.54593470643232,182.94977394649177,184.90890496225882,186.9318305886473,193.83200954622768,200.24581554972377,200.57927062043035,196.7192752144011,203.55363987548452,207.01701830155662,217.7947268761003
4,1987-10-22 23:04:43+00:00,,,,,,,,,,,87.70374105400674,99.04802535083377,103.44938869245667,106.87793103898356,116.74342658061659,112.47269651125104,114.29785244589635,119.22873153003914,114.76194188628315,109.76690437531126,117.94761545507185,121.38024659152298,123.19667741405104,124.07215032322267,123.00001477450996,126.40383937368408,130.86507423405618,127.18539484048982,132.33206866521667,127.62806532688604,128.44698060108368,129.47500327175842,126.30819705003209,125.69132843032527,132.14204015762016,129.4947816291485,135.43145160585203,143.49700808140412,141.47912155301722,153.39904561410506,158.53521786863385,161.78494118639304,169.99020830826717,175.45718369211292,171.43008381423388,166.77180172780564,169.24267970428102,173.07676831465997,177.68817774458324,179.88187156470445,184.52259781700448,188.77958025877672,192.00151958352157,199.24648299912272,215.2867278962348
5,1987-10-29 23:11:01+00:00,,55.27080362718769,77.84399844221474,78.89590032465085,79.06028495749196,65.19473899685875,56.4114990729094,57.83548515773513,63.1715145118127,80.37292969405644,96.27110692992679,98.20659980878845,100.23992147433037,111.39072080740615,119.13270812523312,110.02798971849727,114.78766784655392,110.92055643255985,111.70762170157566,120.76536185891078,129.795309473548,129.9994225892035,121.28380846383864,123.97733940375328,133.59970312393216,133.33529519921612,134.52379468132503,134.13754803165546,131.8904343671132,127.87587191333421,125.45322362721771,129.09084062946133,123.85251305506519,117.56009914649346,126.28093878777261,127.11855284060906,127.96435959093927,134.90934557260707,139.89133453864775,146.88470909446573,155.18204120820175,153.78580091368045,155.30292550766927,165.54466749965346,170.9530931566687,162.0602413935083,159.95630061233334,160.35309397754196,172.00189553877837,175.04525262761823,177.47121478527032,185.80352422693448,188.2116763587246,193.5700825482925,198.4338125652427
6,1987-11-14 23:11:23+00:00,75.86036446830987,76.33539623253743,79.21037782114333,85.37169700054496,76.55690151937465,69.61022899625695,63.99684676148276,60.588692558501535,67.17075422168372,74.8397912213749,90.44947082754939,94.12190526731733,96.72638835371393,105.18012647009833,119.37924013822779,115.57165363328808,113.20423975646217,117.06404581957885,119.21881357895172,123.92424708781589,127.61402114768923,139.18820913346585,,,131.76782512650433,131.72202235065487,126.47547408248467,126.4014531264373,128.95561286272996,124.4375061049702,127.99799045638957,124.36781074241803,123.89138796563664,124.89691626867953,127.94586850816965,128.95162067907518,134.82121276505066,139.30552780558017,141.0845959400912,141.00624957846313,142.11538333412204,146.45676759908892,153.9928645932892,165.7001285789587,160.09667723057225,157.10918775968204,158.1958164073494,162.48904612774155,175.3339370468651,179.8418960876209,190.69870678723663,188.47425777865973,189.52816317631815,195.54522424101881,201.47619043812188
7,1987-12-16 23:11:53+00:00,110.50001711497082,104.19679846216478,100.52853340351503,99.72514332887012,91.00594370875605,72.36537331946232,69.63278144930858,67.26264794880257,84.06338491172222,87.95567898321494,101.71862289188535,110.0621594181153,121.69128482625625,115.29282759045132,126.80827919628128,137.13563904558103,126.33844100374242,137.52127430162653,138.75334358693888,132.0194006551708,135.32968973790324,146.7554125412317,145.1896356433491,150.2203675654766,141.3898509824124,149.80402851717943,147.35170502452516,150.58599193805154,152.58171463983524,149.5604451487745,149.78000049210226,148.86405850758953,140.57687713433782,144.61325072203562,147.06530736050516,148.83223340601523,159.61303773264086,166.51898872806285,166.30682204342185,166.63412454935514,163.31657182615655,,,,,,,,,,,,,,
8,1988-01-17 23:12:26+00:00,,,,,,,,,,,,85.2537246266151,96.64161838904377,100.5046873337113,106.95902850296063,98.55795540564097,96.9742579869611,98.62260595167044,95.60577879635589,98.02164923638189,101.50234199299561,103.35357048953341,109.52379098142956,108.31171488608479,101.85874561732788,101.37428573693023,107.30645873531599,104.88346852868273,106.90568832839239,108.64979523436887,103.9020150710218,101.27044374754746,103.49420621857303,110.04655553810626,122.20163690251722,123.77058481999413,128.87174965411504,119.94093489711057,116.05768960482723,121.51360804800933,132.86568004376232,149.26759317697235,153.54340484452922,141.01468950196664,138.63274219295903,143.79995880954405,154.0060266054116,173.18084162204423,190.9353335091413,,,,,,
9,1988-02-18 23:12:59+00:00,,,,,,,,,,,85.46419469599957,102.6804779100536,109.4594615177599,111.66706997291134,113.66728834837022,103.38125461535301,105.28261499807232,102.63803574180879,104.30959200708014,103.03557394167618,105.84220790802372,109.43451563864733,111.95527235750082,113.72654530047411,117.10241873286076,114.58473465224682,122.75667836713177,121.20163711937332,111.77835254865796,109.31939246631556,104.70647980387857,103.29221823789274,104.42121187620775,109.82098382591042,127.54613642996316,133.2939008196847,133.9170862761293,131.05620424833188,126.16283630500756,132.16609621975772,144.38827969678874,144.27829061120676,149.5976504792995,138.0961851277863,131.14152483634427,132.53133209351844,147.58906128986945,165.5707663182276,173.26024365566795,177.90283921166468,175.60835880450222,175.09871796712017,187.62330554815708,194.4911296480927,214.261563737359
