,dates,aus0267-0000,aus0267-0001,aus0267-0002,aus0267-0003,aus0267-0004,aus0267-0005,aus0267-0006,aus0267-0007,aus0267-0008
0,1987-05-22 23:08:32+00:00,188.31269781033055,195.97791522048766,188.09457599893994,196.33161527075137,199.08052257554854,194.8091419098857,183.00248651146265,170.7808383509052,170.9514003985703
1,1987-09-02 23:16:50+00:00,186.0059623430469,196.242426263634,187.968069004139,186.6149925589665,191.94151740798299,193.0784928524626,186.54453472837378,180.58917390212807,171.60677863322337
2,1987-09-18 23:17:14+00:00,207.6725081547523,211.7777171780956,197.65524276691048,206.57968788703207,206.1863617979837,201.2255192677568,202.7273494986149,197.0291431218048,179.4667576422379
3,1987-10-04 23:17:34+00:00,195.92304331851608,199.6220902638844,190.94646191411977,202.64374426862628,202.1341236881772,187.35342491806884,186.4632377681244,176.6055874531185,172.06734761676069
4,1987-10-29 23:12:13+00:00,218.2647195514895,204.8757230367818,195.05417979285076,216.08095862861185,209.34543450112966,201.8585919420231,204.39456840122267,186.53594097649625,186.35583077177844
5,1987-11-14 23:12:35+00:00,220.6198118404901,215.3643874016378,205.16119713183326,216.1012606747808,213.35491878744565,191.06555667889728,191.55816432654976,201.75575991497774,174.10046387644945
6,1987-11-21 23:18:29+00:00,195.19442221251012,201.4258125037856,197.58787007379334,210.53275556174785,205.06042454282215,191.68521906314524,198.94479832878335,193.65240002198692,176.1283176816827
7,1988-01-08 23:19:14+00:00,207.90630592875985,218.14918846255165,231.72976197682277,220.95326859803072,197.04750374950135,202.65462972496618,208.72872236865348,204.83382216688057,189.85227962916423
8,1988-01-17 23:13:38+00:00,182.28625404591784,192.68678159053394,208.63157268221232,200.45411364792187,193.50198641841922,186.89714584030702,195.95407775358817,191.8614043832215,181.2851087069979
9,1988-01-24 23:19:56+00:00,194.9992195751785,210.35476398521658,221.20134552337655,214.13145918276837,195.04184838345546,192.93803962430678,203.18669726621795,196.3088930021582,183.80533953430918
