,dates,chi0240-0000,chi0240-0001,chi0240-0002,chi0240-0003,chi0240-0004,chi0240-0005,chi0240-0006,chi0240-0007
0,1985-07-27 14:08:05+00:00,220.589020544817,211.08057646618843,191.10029085920334,196.15241140477747,204.7023167660127,208.76069495853378,208.0387008036292,217.38415435591844
1,1986-02-04 14:05:35+00:00,251.7389925222255,227.45582060017333,202.44705877249166,181.97315738870998,187.21307226889337,208.23326273984313,209.0329908381781,225.9368667677747
2,1986-07-30 14:00:28+00:00,209.59823005721606,211.00249951940813,202.48169393755882,210.16550954779564,213.3785874540641,212.91139115847614,219.3710636201055,218.6844890316417
3,1986-08-15 14:00:17+00:00,210.50664883722175,202.4359690546801,199.34658401764835,204.0440319023305,210.6828654643234,221.53506178485824,223.20795311516022,230.16687196018995
4,1986-08-31 13:59:17+00:00,195.82534878420373,193.1859237589296,178.86007980263673,182.62806131932243,188.22591424811503,191.07960804033254,199.19005013287213,219.50442465000677
5,1986-09-16 13:58:46+00:00,202.69921006363964,203.46950941016576,191.03495491189847,204.7730171693217,212.2247016545106,215.3346514377245,211.15532846983453,223.66381810776988
6,1986-10-18 13:58:08+00:00,197.7388535343444,187.6024161539553,195.33367675554817,194.65347715893577,194.42373717973894,196.9975725726117,203.51197436134126,219.34103898427824
7,1986-11-03 13:57:10+00:00,219.46051629985183,213.9744754298639,206.47732470407024,202.73048512938718,210.09919208744344,213.84095245619352,215.0149931253526,225.71672638806598
8,1987-01-06 13:58:06+00:00,234.8949892591413,218.16455027632304,194.78552160035179,177.66939839608975,180.48843930022292,193.31604298676285,199.24094711890552,206.77392932752653
9,1987-02-07 13:59:09+00:00,246.66228390849656,215.05316483051996,195.59650895388236,165.57778986629114,184.44623157301825,200.96105408706563,203.97430922487732,215.044477071814
10,1987-03-27 14:00:57+00:00,264.86693371935627,233.4512404567976,202.48152175568197,179.08114926499707,194.75992901529338,212.24015639650275,219.67269137623413,225.0191946287816
11,1987-11-06 14:06:08+00:00,204.32197061656225,195.98536809714528,192.00579156079496,198.69640621432404,200.71929197994487,207.95699660051267,206.28849352648948,220.171247007952
12,1988-04-30 14:08:28+00:00,221.0193844649179,213.4658505572517,201.79261773373653,183.91077144764262,194.6444357170201,201.47784368347533,202.8026519561074,210.74984990208995
13,1988-06-01 14:09:09+00:00,195.29071372203524,196.40134008732323,183.70105474528256,,192.77842176391601,204.36350096854653,210.88402323158672,213.4078187287844
