,dates,nzd0198-0000,nzd0198-0001,nzd0198-0002,nzd0198-0003,nzd0198-0004,nzd0198-0005,nzd0198-0006,nzd0198-0007,nzd0198-0008,nzd0198-0009,nzd0198-0010,nzd0198-0011,nzd0198-0012,nzd0198-0013,nzd0198-0014,nzd0198-0015,nzd0198-0016,nzd0198-0017
0,1999-09-13 21:52:41+00:00,,207.8587039780497,201.6316638466372,196.23458336976495,195.40961189745892,196.63439485131448,202.3846001072136,212.56585403702198,207.8833097124604,203.68338601768923,,,,,,,,193.3287142937309
1,1999-09-29 21:52:52+00:00,224.38779590113134,230.19621550153317,227.14073334319457,227.79896823549657,230.87280164398103,233.308617103948,238.455875099217,244.59894116336505,236.03426487545474,236.8614749083301,228.65175209489036,229.45775553360653,238.1712076336064,238.73740167210883,234.64377618399752,226.59479455710334,223.59238972318724,224.95972146766744
2,1999-10-15 21:52:49+00:00,218.47274521821402,227.35604000831037,218.44582672618188,220.3776232286714,222.25124415531803,221.46860239328757,228.2975511879223,231.31795372682825,221.23700625194203,223.0945342569453,210.81461262065176,212.30067031092167,216.9913003059172,225.31725348125357,220.87131884609758,209.07295293199812,209.6924404746733,217.85152440036364
3,1999-12-25 21:58:52+00:00,194.49626884950635,194.03542076502114,202.77914888617002,199.8870617235463,210.77326501983103,215.07611373143254,217.2702468204924,218.85964064538246,204.5993799754728,206.03116644574766,198.20830354954455,203.6596110579924,210.85472295605447,204.77251767891113,208.10348405093802,200.34718404205984,210.86244141689752,221.05497018255016
4,2000-01-19 21:52:37+00:00,228.11250303344917,220.81199114627435,212.05506575948687,216.77050028820673,223.18561693223091,226.60069544708887,226.88806032024024,229.27764157397706,224.17265379814745,226.20624301090592,220.18185675932097,219.55851768058082,224.2447854885772,224.836473262473,224.520816065005,217.17430087787824,212.01526646046466,222.31589036844753
5,2000-02-04 21:52:37+00:00,246.8637418259582,232.87930305200527,235.22356947351497,235.5373393645381,238.60170477548243,244.64140276461123,246.23833405630245,251.3717498508229,243.7817076570045,245.72815925301134,237.90982206866224,243.56377106678661,239.69214540532474,242.6080282969338,241.83815451986078,233.81778330292084,231.65722857078805,241.16398575888604
6,2000-02-20 21:52:29+00:00,238.2299356778849,218.03231601070843,216.5369281311777,226.30526319033802,230.84438173964836,231.55203864621024,237.41668527890553,238.35234150390494,230.31839290856215,233.95460044064396,224.13475552371983,228.67803448492668,233.56289610002787,240.74293203564784,238.3919787028275,230.03790746774024,226.73271208608514,235.78152556630053
7,2000-03-14 21:58:35+00:00,232.26910006144965,226.25230206195587,222.52397461063794,224.18376098199707,233.48861308868817,236.09517200057925,234.94240236193465,245.2243888938215,237.3717632265798,241.14058177436675,234.15041628950684,237.13026047085842,233.90965162862685,236.73063284524227,235.03939900176414,223.50535430198485,216.7027473895449,217.73790359766707
8,2000-03-30 21:58:33+00:00,244.17897934380247,226.3036380523678,220.12920651000132,220.67330889141698,221.41648691833427,224.13315674637147,229.88042284589164,234.73626155970268,230.91627185436005,234.24064493610058,227.17347337797995,224.88838430033826,234.5729275415419,238.92467504656895,237.4066859528878,228.6985791673916,222.10575318284177,219.23008329128734
9,2000-05-01 21:58:18+00:00,263.76572444939256,250.61137098779545,234.65067827256286,227.60247458545612,229.95647958279818,236.2751317776583,241.41123125535808,239.21226683329263,239.75755275634253,236.1278379696796,229.96130526554157,234.69737139839023,239.95281371450596,242.48942485624312,233.36432821567334,216.54011316233186,211.81828178258743,221.8722026338727
10,2000-05-17 21:58:07+00:00,,221.4646694132777,,223.98604012914072,225.655371316218,228.30129879752332,229.31247193397644,236.20693711717985,233.81173863077512,234.09966898232375,225.37048676404677,227.68744907904662,229.7337828865873,226.52226009132224,224.2306357344969,220.30688680313054,210.13464965576065,216.97302840899331
11,2000-05-26 21:51:48+00:00,235.5802540069949,235.34457485329824,222.6290127313782,224.25090147781157,225.61347479096213,226.8894970608328,232.5733329332654,239.45572886279368,227.17594771352768,232.59489711768904,227.05773468309445,229.61248981351224,226.26807300282627,229.23772736309922,220.91130207468075,216.19975789587005,205.53978797566586,208.7798770790049
12,2000-07-29 21:51:02+00:00,230.4174694389357,215.51519775900059,214.2682943674616,213.44050339828732,220.8391483685719,218.12568888426335,207.91617976150346,228.87852410164186,246.40803519938265,251.93229703816579,219.38399946063677,200.2343211474856,202.9593197715795,218.81219141459377,204.35840704048067,190.64927080735384,177.71131632784014,190.88054108242824
13,2000-08-05 21:57:08+00:00,210.51763852848373,187.55045684687428,194.28654280803687,185.35301600899638,202.7379794504671,,200.34507071976617,219.80349376908774,209.49315907034625,210.42826905273836,193.89995369353454,187.3480293327408,185.86567861223227,199.4462172250991,194.0661559965985,183.3687396028812,163.0891515233869,179.68150391196673
14,2000-08-14 21:50:56+00:00,238.56381931924707,220.73740597792354,211.58621352619576,215.92024594245694,221.79148643521626,218.10960425090286,220.1439659384033,235.9188537925481,226.55286036603815,236.64838895760343,220.6373237578538,214.29345846039297,216.06073450219168,220.7873880390087,219.74913493951803,197.53781193862733,186.89784387022002,198.82887424682107
15,2000-09-15 21:50:25+00:00,217.54222324769967,197.78950709045006,196.34945722851597,205.30275089352986,211.97516362955318,214.00581445146432,216.7575271856208,221.97413773698253,215.75072877693978,219.48545604125997,212.63185839052807,213.32485309736208,203.00889566429436,201.3888692484937,192.83176786319245,187.6769546019782,191.64794849314694,198.8142342875301
16,2000-10-17 21:50:01+00:00,221.88510851783212,201.42187153356502,194.85287166274858,208.07384942311208,215.4887818291769,223.84882086550502,221.4364300196235,228.42039200266555,223.04298578530114,231.00100608852975,221.6003818934175,221.74170253354367,221.28324607765856,208.88487767132284,205.36585812226042,199.63061674068993,205.9205505416192,211.35847833904387
17,2000-10-24 21:56:17+00:00,219.54403564069972,196.03229049727597,186.08120127159168,189.2257118325555,191.04692677201933,206.160013779367,206.472953329791,210.6416595434964,205.61158279376517,208.88332777172857,197.960286986154,200.7699098042367,201.67692929668735,201.8809549103171,186.61697757103747,180.36345907069727,175.41938276101362,187.961781626897
18,2000-11-09 21:56:21+00:00,221.8487701646197,204.1272055211548,194.27299401680776,191.81771569766644,199.0114343058362,207.02185660410808,203.4708160170416,209.4891210866936,,200.1336049266942,194.8654913881025,191.84820770223823,193.32270193355865,192.99447766305568,178.75162752999384,171.5561531301303,165.19940987260244,155.6819176610503
19,2000-11-18 21:50:10+00:00,228.79872724517554,212.76995999512198,203.11467547305455,196.24829535553184,203.8435480835144,202.6844360861501,209.661771322308,214.20609969252038,206.38651879343598,207.2745968494876,202.59666717852738,207.76301844132357,204.78139204678845,203.48523706901886,198.9171029483179,180.56287121927068,177.6969605335711,172.34011609289743
20,2000-12-11 21:56:24+00:00,204.82515131291683,194.2472299609656,191.96080888145065,195.07205586288333,201.6338394636782,191.83024866444563,196.8434798050849,203.8874361365374,197.83010737678018,187.71677405293602,187.20919074844855,178.98615019148048,186.17483676654635,189.0410076834027,173.93906049925806,167.90880798664668,161.65937228439793,154.95975415749353
21,2000-12-20 21:50:16+00:00,220.4055043943554,218.4288483450679,214.616251611153,216.89774799700294,221.2692147310674,211.637886037254,223.87645390007611,214.44635632844484,221.15440385048439,212.09528706793554,217.20572623862583,192.78976504606936,211.97118389004748,204.99655344520752,186.95941769283647,189.7667097212703,178.37104726319424,180.52213913248448
22,2001-01-05 21:50:16+00:00,222.96616853977227,220.09417569968718,221.6392470500217,217.6459537544334,227.48265172615487,222.29391049272073,225.15467534724033,224.77789341155747,216.17739915896865,220.4821795922411,215.08567615668912,212.63369325143196,219.05338181540716,217.92310141567495,203.06255487721182,195.5336450319389,189.2663994238495,198.16148783338414
23,2001-01-12 21:56:30+00:00,,,197.82233668492285,189.696968585863,207.25141480582462,201.8666703362504,,,,190.81184638273643,182.73581059953563,186.20307107781397,195.53269126825953,,178.80802298001262,185.4440278925726,184.16966244529632,188.71970661874704
24,2001-03-10 21:50:10+00:00,245.07392944224063,226.92989727671215,222.77884748803575,221.98904770747237,222.58680935671083,227.36365525174068,230.04125544637176,227.90158293317702,219.85760957913925,219.0391444358373,210.69147940811175,210.96899495321256,215.3273933615973,221.74993605839924,210.90867246811212,202.8541836524237,204.60513143750453,201.68396701918357
25,2001-06-21 21:55:29+00:00,238.24364806398242,230.0777042678821,,216.2978588214653,219.99044804183092,219.84053249966098,226.53110130364226,222.82627828232356,217.5440084419139,223.67374832007664,214.55639135816924,209.15353712344802,210.39766571684868,212.65431051427896,210.17276328080706,199.99073662350114,195.9449774384939,200.02855935329958
26,2001-08-24 21:54:48+00:00,,,,,,,,,,,,,,,,,,
27,2001-09-09 21:54:36+00:00,230.78702171219356,217.38503510594956,208.13412352330366,210.26846986995798,214.79161756834196,221.30637061532317,221.61097402038448,232.47903219749156,223.0136039137077,220.7077105941828,209.4253184901627,212.3877034433321,214.66003818225656,216.07788520280334,207.67805375787495,204.70393150974292,192.07432149071028,199.62136976778848
28,2001-09-25 21:54:28+00:00,228.52012295335194,223.1824130464399,214.35969430472323,220.02843684965111,221.3629309346718,223.594593057596,223.6241502716211,226.2024758137983,217.27394086226766,217.50904799013645,211.21537314020114,210.12467008145242,215.80649767714786,211.98527960275763,203.92043372087483,196.09445653325147,188.6728996446575,195.28720512326174
29,2001-10-11 21:54:09+00:00,227.9799663336772,215.4335350374553,209.3311638548291,209.91723026796362,212.13071055189965,217.30237662894453,220.3846396060863,219.86493790047794,214.2764620929233,215.45111298502465,210.22926686816362,211.70033532956398,210.90941318436552,212.14770367608295,206.31204222193904,202.26735652881908,198.01151968200782,200.0481732257161
30,2001-10-20 21:48:09+00:00,226.78692399809407,213.244866595914,208.4153501663134,211.24382334647234,218.77334618625824,230.74449022426077,233.68692386205186,230.63561523215196,219.15091917268927,227.16974241890983,224.51134882118313,222.38639618201313,223.55671239293918,221.7607337801315,214.19349836407142,207.88264576022948,196.86202352543853,212.32554201583466
31,2001-11-05 21:48:14+00:00,218.48367005722736,207.7578266739562,204.29306638344536,201.73687999604653,203.5596579276277,205.96289311256552,209.76463452269877,210.24408003418864,207.68121929288068,210.29179007382697,203.4649680043807,203.39516186630007,206.84911897340402,209.43789124349314,203.9163073138891,197.82468177123658,191.5612280445303,198.1129699913812
32,2002-01-24 21:48:42+00:00,238.31817039514317,235.99289312785604,233.86698721764284,237.8822672953974,241.66547556519535,242.9971341997653,249.4781859063004,251.50999364023815,239.40999316977923,241.60607647206203,234.68654230203387,236.6750298256114,242.4118729432095,245.65872129891508,237.95162824920294,228.6010389529658,227.7412051403298,240.14769689806047
33,2002-02-09 21:48:45+00:00,226.45682614975848,218.25961676482808,212.4585160534622,216.31958141980303,219.85684022511649,221.98515885700076,224.3301962414417,227.8482037412105,222.68342430744954,226.34071872639413,217.45167146644124,217.821803506452,221.65782674951672,226.4233713980181,221.65230030908205,215.3810904796498,206.1552693618396,205.4309048867968
