,dates,aus0300-0000,aus0300-0001,aus0300-0002,aus0300-0003,aus0300-0004,aus0300-0005,aus0300-0006
0,1987-05-22 23:08:32+00:00,223.04744984133924,228.04685977664624,231.51859708364415,218.58413887577484,216.7727463119666,221.58498432113777,217.3465955297917
1,1987-05-29 23:14:53+00:00,216.04511046876343,222.75637286074604,225.22335927960083,211.5621836321113,216.97242368622022,217.04678370822052,209.20334463326242
2,1987-09-02 23:17:14+00:00,220.2489063237805,232.18356335951822,229.05538450558348,223.9311546103364,218.12720179306675,221.4783274333277,202.43945991080324
3,1987-09-18 23:17:38+00:00,233.6405029073384,240.86430153873235,240.4460573594303,230.50813712560787,224.13815986147728,225.02443464518547,207.97054604519116
4,1987-09-27 23:11:39+00:00,237.4157605474624,236.177871337864,232.43505383559173,224.48037579010102,225.2792780730813,223.75368961475044,202.56096362441096
5,1987-10-04 23:17:58+00:00,232.14885728554057,237.34852795029332,239.2166478048886,227.42322418490744,219.53651245452,229.12773937484144,207.69530171093564
6,1987-10-13 23:11:57+00:00,241.93013503230708,248.79627047875553,242.3293217622283,229.99469715503366,225.6675591079989,230.04596633959324,214.73709831728127
7,1987-10-29 23:12:13+00:00,235.40030601163443,236.32386949618757,234.05160478651837,223.65128310299792,227.7392698296127,224.74302021816558,207.67554930258774
8,1987-11-14 23:12:35+00:00,225.42337339525272,232.71206568041407,229.83528999754407,221.73967631372378,223.30737250957912,219.93579860570807,210.35317634770195
9,1987-11-21 23:18:53+00:00,215.47168794694772,227.5655276031688,228.32136501700887,217.38796551808065,212.2337096289706,211.59154823889924,197.7482361991249
10,1988-01-08 23:19:38+00:00,217.90331652267295,226.56224617600185,226.22574332032897,215.6110614771476,207.76731548611843,218.0584032028597,199.04890668018504
11,1988-01-24 23:19:56+00:00,219.1651253378882,219.89927778690407,224.03405936869902,228.80522363258729,216.84357618941624,215.12127971149903,205.31314989019455
12,1988-02-25 23:20:26+00:00,214.86156294566152,230.1274552666017,231.4878315906167,226.46717172596567,221.71488905550657,222.07930213096813,209.1517523013758
13,1988-03-05 23:14:21+00:00,205.3533873112697,220.44653664067042,215.6031319284537,217.0775628689011,204.23634516382435,208.8162496796328,196.15341241176628
14,1988-03-12 23:20:35+00:00,207.28620364429082,214.64550117885224,218.7390879110837,215.9767817361453,213.95413442140404,218.9846484648138,203.86169641688232
15,1988-03-28 23:20:43+00:00,211.3954867124595,222.24861021591119,220.87431909823113,211.6431647637018,216.12833681058294,214.21173333652916,203.51476307684072
16,1988-04-13 23:20:47+00:00,202.75991897195115,209.40557848558822,212.17469873772365,207.8262282575232,202.91392573512292,210.92233017023233,198.96487112849132
17,1988-04-22 23:14:40+00:00,217.2472112042375,222.66157705321797,226.01053993628688,225.4128333449571,214.78187922771903,220.86226936573627,205.19543069557454
18,1988-05-08 23:14:50+00:00,206.62772385149586,211.47296809474426,219.37312522326314,209.07835436985857,203.81426860410988,211.20990624091922,205.87935919852868
19,1988-06-09 23:15:03+00:00,207.44459297913338,221.33181925153133,217.15152465407579,212.2992511101562,212.0760802277194,216.950889128686,205.9479306084349
20,1988-06-25 23:15:08+00:00,218.32270752386523,218.45953033017025,217.79275125270036,213.27418325431688,206.71037644574426,213.1592137783323,219.75002765036604
21,1988-07-11 23:15:12+00:00,217.44328520845787,216.36159284335565,222.83562950194155,208.73268608555742,205.58535073572818,212.77762872650686,203.54333946552651
22,1988-07-18 23:21:24+00:00,215.86694561922332,218.38556559913977,217.66800993051498,207.28581314296054,203.7179344119054,,
23,1988-07-27 23:15:14+00:00,216.60151689490195,216.02418819162565,221.25926177772385,206.70666625102282,204.57142323790353,216.11304807241117,204.49623675828803
24,1988-08-03 23:21:25+00:00,218.9097639498218,224.2380929728552,218.59846861034964,210.1610207944911,204.89507779813738,211.3284060950898,193.80551976599094
25,1988-08-12 23:15:13+00:00,215.05612308808776,212.08424257980505,206.31338987867147,201.403686430335,198.82038384148868,203.629562477955,201.81236248201304
26,1988-08-28 23:15:18+00:00,209.09348111025315,202.4434095648285,196.8639472505347,189.99977220029007,191.3489306298448,195.5325065990719,188.41559002050144
27,1988-09-04 23:21:29+00:00,223.75436874499408,222.96796597940096,217.6811228881681,209.72568505111582,208.78237791382114,211.24242948362095,201.6323847995472
28,1988-09-13 23:15:16+00:00,209.24099634628882,211.27835186813826,206.63714514301427,197.46641128728476,195.58596262831642,197.42456000925472,186.10298338018396
29,1988-10-06 23:21:20+00:00,216.203537341076,216.9763084043646,216.19047886804378,212.0446410930727,208.2564745925613,207.77798340805222,193.37538039962095
30,1988-11-23 23:21:17+00:00,178.61982715838587,193.94021680488652,191.48091329040216,184.13426329048252,180.96713198508635,186.80967744079862,172.97287298195928
31,1989-01-10 23:20:55+00:00,191.6281213442619,210.10950105291153,208.766549937559,182.39505542368545,187.91726980884658,202.99319329237352,193.48071991360226
32,1989-01-19 23:14:30+00:00,198.73216079030266,212.62602816306213,211.76614148987255,189.81387876598686,194.79608358722587,203.23054499893482,187.40203716002645
33,1989-01-26 23:20:39+00:00,,216.70104416049725,214.90411913496558,202.8992832096424,195.9677420964627,198.00536699038304,176.6575684719552
