,dates,nzd0302-0000,nzd0302-0001,nzd0302-0002,nzd0302-0003,nzd0302-0004,nzd0302-0005,nzd0302-0006,nzd0302-0007,nzd0302-0008,nzd0302-0009,nzd0302-0010,nzd0302-0011,nzd0302-0012,nzd0302-0013,nzd0302-0014,nzd0302-0015,nzd0302-0016,nzd0302-0017,nzd0302-0018,nzd0302-0019,nzd0302-0020,nzd0302-0021,nzd0302-0022,nzd0302-0023,nzd0302-0024,nzd0302-0025,nzd0302-0026,nzd0302-0027,nzd0302-0028,nzd0302-0029,nzd0302-0030,nzd0302-0031,nzd0302-0032,nzd0302-0033,nzd0302-0034,nzd0302-0035,nzd0302-0036,nzd0302-0037,nzd0302-0038,nzd0302-0039,nzd0302-0040,nzd0302-0041
0,1999-08-05 21:47:23+00:00,129.70908712078858,140.3780646574068,156.72584779469267,151.40124869806908,147.2056035659289,136.9106462089664,150.98348142898757,155.25077768020768,152.62605742501916,128.05093773464858,116.70611777302156,121.26297050532096,127.22953520268516,115.20381059013276,105.61955409156548,99.20292824672566,91.8149366223823,83.69251360995496,98.83471102218218,110.26059448783552,159.03441946065263,169.65194933706533,161.8806365788438,142.39855013614002,142.20977511597533,147.836329371438,162.0079298546219,164.0941079448098,,,,,158.93708258297028,150.84397446891666,148.78295318946158,151.77902227615402,163.67258306689757,153.0978293925934,154.3950014824798,155.95969274626066,161.39139102007277,155.38958638615486
1,1999-08-12 21:53:32+00:00,169.4211088259819,177.61507617087122,182.0900933378618,172.3583281438285,171.8514225926946,161.01460403424676,159.85890633229266,158.5240083419979,150.80709601788485,124.28314115036748,112.7162577408666,145.72636256678007,159.727875003419,135.72480099006455,143.4182645000634,143.49448587139443,143.35028348275074,132.61369198734434,127.89008716805348,156.030329235419,179.80280141744657,186.97828577618077,182.84383259757453,168.6648315296777,172.109576338247,172.1431235768827,178.25797512752618,175.48215842648133,189.4961181906932,185.06825167800957,165.25585650691016,163.46799662919315,167.385715446436,171.11141071449242,170.65168926915362,184.17801295519763,187.5698590116372,178.23657924737904,178.0844242724361,182.50008992216237,192.79631795194624,182.14587315546328
2,1999-08-21 21:47:20+00:00,178.01629137740196,188.2875641083154,202.62803655832704,181.3988713374795,178.59892969738436,174.59293717148051,173.40777215902008,181.5234221965125,174.21037171190503,140.7506028700464,135.2134011890718,152.52935095163855,156.474126963428,140.24434106504518,140.08994406170626,140.88060273503123,138.60248935150858,139.34322796597152,134.38824637372,155.1365074140395,179.0270884066304,182.37847899262317,179.98737171837658,162.68024410584383,159.20997282589332,164.93404259400765,171.17894713463542,171.43439706788251,185.16996201244584,176.21360877805836,163.5775052765381,158.42185052037956,169.12105714915523,170.12802580754015,161.54998865328122,176.16337172319,182.56782208449928,174.96288692768502,167.01297112821442,177.0193871209054,188.05901434260173,173.17664881043964
3,1999-09-22 21:47:24+00:00,,,,,,,197.0121462493545,203.8518946208032,228.17156564216103,171.86285584682005,166.89608683503985,188.5537793753097,194.33184015722463,,144.38944797963893,139.63082010491638,136.45822704924183,148.09404238870434,151.73721936156272,177.7936514907801,207.253988486694,237.0361246690615,190.5751854501752,170.6410815596282,167.6722802379627,178.52509826474193,183.89293852867647,184.9680615950897,194.6079754869422,194.83740407039917,175.43112789827762,170.39777628902945,180.6968089480981,182.3122770768701,182.5769433834808,202.2203450490403,209.3003470926272,201.89618128846476,183.3196428764312,193.6313308088552,211.23055638458857,
4,1999-09-29 21:53:40+00:00,150.55528444263314,154.9000238378993,167.87391463756958,164.07939465176284,161.71158153810745,152.43607224449408,149.683171948723,154.42965871494837,140.5564375053318,118.29338643844588,116.83840704938352,123.66761294413496,127.22470311390768,110.46674551953684,105.20883595529337,105.21796368001498,102.14149259634792,107.74603786557157,114.37819391819856,142.31409421653558,164.03692295484382,173.1483590424425,157.81478885094575,140.1874682469866,143.679486276589,147.73101522133254,145.88930255806287,150.16116985567135,157.29003344404603,150.6833089556632,134.37775449102935,141.84742858201392,153.1229989805233,149.86278228902745,144.698071805263,156.9095304996892,161.42692498712867,155.7981269481769,150.54499703452896,161.13356474574994,175.13487310599095,159.91289784047214
5,1999-10-24 21:47:20+00:00,,,,,,191.23850490201235,183.6035651940901,213.80478831916,223.42236067492576,171.634910285772,165.1661862613567,174.6860074928452,175.2136614116649,165.52657600360473,145.61450466983274,148.7034971435512,146.72901794905954,158.33451888801733,154.9485225489269,178.14808527790942,197.95122026867665,206.2499029265168,183.9480998625984,166.99826193303272,165.71841544119488,180.5589770886276,174.9607996775053,178.92160785702742,189.594406498566,183.0652116115649,164.81144624585158,166.0821306380364,179.16781595982093,181.73521101885115,183.56883498667477,197.74925049379928,199.9276972250624,196.6151479197636,192.52140337608475,197.37985893989804,196.3956309018035,180.61685834277665
6,1999-11-16 21:53:32+00:00,,,,175.3665995684379,171.25045441973376,168.50326062707686,170.33996613160036,175.49032738216616,161.17045150810938,130.54207363689244,127.82338265825392,138.98080492702704,147.34209688576257,132.87499823170282,122.98565781263456,117.12089183252844,110.08813754764208,121.80130474223368,134.09663623682042,150.35822755933793,178.7162779375372,180.93708056452996,168.402106090681,158.97847533655755,150.83806320193978,157.70919025448302,153.49663907498137,167.24442067978063,165.80040574993694,159.14570754344336,147.62813223320495,152.51435880784942,161.59934545851524,167.00207722558827,163.33962801185993,176.9673815785456,183.22727189749256,174.0048255680262,158.7532876301774,165.18690489262133,174.4212328819028,160.5563619573805
7,1999-11-25 21:47:14+00:00,,,,,141.18642649953244,,,,,,,,,,229.8972800177437,,,,84.64808552922018,75.6577060825178,,161.80691057689597,133.96008008870768,,,128.63707143543127,,,126.4700313206974,117.11431495356383,,,137.0485820503826,151.4024820236544,121.01828927921126,127.39824269092148,145.46992648826426,155.19094199741133,169.02477825974913,,158.1153515324113,138.82452256156515
8,2000-01-19 21:53:25+00:00,,,,,227.8342361222341,195.1809481054989,186.59627560659996,225.97543889755315,,163.8875755976187,166.6179274026747,177.19081988653863,179.32612387238555,157.98204013402213,146.85937350294984,156.93277190971435,160.69854361112928,158.71960873601293,156.2119635271892,181.56064843385752,197.78933370093625,207.0212282910945,182.39325427325755,166.77024575729672,168.59564817946807,179.38538143709718,176.6219714480814,178.78129569990895,187.9266059253948,184.95291836843444,162.54179508592946,166.56202090530414,180.56375174431903,185.1823323318748,181.0370095720152,202.0517071788631,200.40955981424813,197.31402547199863,202.63768179353883,205.84808666505117,207.43813554525,187.1535042816857
9,2000-02-20 21:53:17+00:00,160.81889980452314,173.51130189391233,180.7771626404523,178.8037764181101,179.96869321615165,173.93253744079763,173.67854520918917,187.79241558852695,162.81277622877263,135.7843473919853,134.9399488496732,142.1709293119692,145.5308478216975,127.45701626880196,123.7534610333177,125.08265569919789,123.32871572242034,130.1112186725614,145.7980759316388,156.11569878129794,171.72962324206668,181.6464032231437,170.7166330386431,158.74076204618893,152.80837363228534,157.17642222488655,161.2435240592422,161.4832102798107,167.9041055032311,158.60839369885755,146.35602166300887,152.23305858534138,165.63926414428104,169.4979413621992,162.96214373347695,179.23617684750997,176.44301461435313,174.0954488033035,168.6484323622035,175.3340776770525,179.56003726891407,162.8289980243711
