dates,nzd0302-0000,nzd0302-0001,nzd0302-0002,nzd0302-0003,nzd0302-0004,nzd0302-0005,nzd0302-0006,nzd0302-0007,nzd0302-0008,nzd0302-0009,nzd0302-0010,nzd0302-0011,nzd0302-0012,nzd0302-0013,nzd0302-0014,nzd0302-0015,nzd0302-0016,nzd0302-0017,nzd0302-0018,nzd0302-0019,nzd0302-0020,nzd0302-0021,nzd0302-0022,nzd0302-0023,nzd0302-0024,nzd0302-0025,nzd0302-0026,nzd0302-0027,nzd0302-0028,nzd0302-0029,nzd0302-0030,nzd0302-0031,nzd0302-0032,nzd0302-0033,nzd0302-0034,nzd0302-0035,nzd0302-0036,nzd0302-0037,nzd0302-0038,nzd0302-0039,nzd0302-0040,nzd0302-0041,satname
1999-08-05 21:47:23+00:00,338.41,351.07,,,,342.77,356.66,362.06,361.20,333.86,322.26,328.94,334.76,321.28,,,,289.39,303.14,317.43,365.23,375.53,366.54,348.00,347.98,353.29,366.29,368.70,,,,,365.23,356.05,353.99,359.01,370.05,359.67,359.26,360.83,367.55,360.54,L7
1999-08-12 21:53:32+00:00,350.95,360.18,374.30,366.54,367.24,349.96,356.24,357.74,354.40,327.15,315.82,335.21,344.90,321.28,,,339.43,309.03,313.79,335.01,368.90,379.17,373.11,356.65,358.44,361.08,370.24,370.54,384.97,382.01,361.06,360.35,364.35,362.09,360.69,368.79,377.88,367.12,366.32,369.94,377.84,370.88,L7
1999-08-21 21:47:20+00:00,355.45,365.03,381.60,369.70,368.88,355.65,360.25,362.93,358.73,329.48,319.98,338.30,346.30,327.43,333.36,333.95,335.65,317.14,319.09,339.81,369.65,378.02,373.38,356.55,356.74,360.62,368.64,369.06,381.43,375.74,358.90,356.61,363.92,362.97,359.19,367.66,377.27,367.71,364.39,370.53,378.84,369.59,L7
1999-09-22 21:47:24+00:00,355.45,381.46,404.44,369.70,368.88,355.65,368.61,369.93,358.73,337.01,328.41,347.11,354.85,327.43,331.38,331.27,332.23,321.98,325.90,346.84,375.66,391.15,374.91,357.28,357.06,362.20,369.85,370.04,381.65,378.31,360.15,358.09,365.94,365.45,362.37,369.69,382.54,373.34,366.80,373.79,384.50,369.59,L7
1999-09-29 21:53:40+00:00,363.45,386.26,407.38,380.11,377.16,360.68,369.66,372.79,361.64,338.03,330.88,348.35,355.23,329.70,330.87,330.53,330.85,323.83,327.18,350.69,378.27,392.26,375.52,357.96,358.38,363.38,369.25,370.15,381.44,377.33,359.55,359.05,367.43,366.17,362.72,372.91,383.23,374.20,367.67,375.39,387.44,372.43,L7
1999-10-24 21:47:20+00:00,363.45,390.88,411.78,392.62,377.16,364.07,369.34,377.11,370.68,341.24,333.96,349.57,355.43,335.51,330.78,331.27,331.10,326.92,330.12,352.84,378.75,392.21,374.68,357.15,357.67,363.70,367.89,369.27,379.97,375.44,357.22,357.52,367.22,366.53,363.95,373.90,384.12,375.73,369.62,376.97,386.83,372.35,L7
1999-11-16 21:53:32+00:00,363.45,390.88,411.78,392.19,378.79,366.42,370.79,378.47,371.12,341.17,334.40,349.65,355.72,337.08,331.08,330.07,329.19,327.23,331.67,353.68,379.98,391.92,374.99,358.59,357.85,363.92,366.82,369.91,378.91,374.27,356.99,357.97,367.53,367.56,365.00,375.98,385.34,376.67,369.10,376.33,386.31,371.74,L7
1999-11-25 21:47:14+00:00,363.45,390.88,411.78,392.19,378.79,366.42,370.79,378.47,371.12,341.17,334.40,349.65,355.72,337.08,331.08,330.07,329.19,327.23,331.67,353.68,379.98,391.92,374.99,358.59,357.85,363.92,366.82,369.91,378.91,374.27,356.99,357.97,367.53,367.56,365.00,370.23,380.15,373.11,365.74,372.19,386.31,371.74,L7
2000-01-19 21:53:25+00:00,373.37,393.31,412.50,397.31,386.26,367.50,370.31,380.68,373.76,341.40,335.53,349.84,355.90,336.74,329.97,330.81,330.48,328.32,332.84,354.77,379.40,391.88,373.64,357.22,356.90,363.44,365.63,368.61,376.98,372.62,354.45,356.32,366.85,367.37,364.60,369.83,379.86,373.75,367.57,373.80,386.10,371.07,L7
2000-02-20 21:53:17+00:00,400.26,405.75,417.99,411.12,392.78,375.45,375.48,390.36,380.24,346.46,342.92,354.07,358.67,338.28,328.13,329.03,327.28,333.96,341.67,362.24,382.78,396.86,373.30,357.57,356.07,363.45,363.12,366.91,373.75,369.25,351.33,355.29,367.88,369.68,366.81,371.47,380.22,376.22,368.84,375.02,388.39,370.07,L7
2000-04-01 21:46:58+00:00,413.06,397.52,407.86,414.52,392.47,370.17,368.21,384.51,376.06,341.85,338.32,349.39,353.69,339.29,327.38,329.13,327.90,334.00,342.84,359.85,378.56,388.48,370.58,356.32,353.69,360.79,359.89,364.47,372.53,364.42,346.89,354.65,366.48,369.49,366.05,368.39,375.45,373.14,367.33,371.95,382.42,367.35,L7
2000-05-03 21:46:43+00:00,399.94,389.27,397.38,403.48,391.98,369.53,369.52,384.53,368.90,340.00,337.45,349.70,353.37,336.59,326.86,328.20,326.76,331.12,342.17,360.62,377.34,387.26,371.10,355.82,353.94,360.46,359.86,365.21,372.57,363.37,348.35,355.36,367.37,369.88,365.77,368.83,377.30,373.15,365.53,369.93,382.90,367.08,L7
2000-05-19 21:46:31+00:00,384.89,382.49,392.58,398.43,389.88,366.97,366.88,380.72,365.74,338.50,335.52,347.42,349.06,331.80,323.38,327.72,327.08,330.46,342.30,359.04,373.64,383.82,369.08,353.03,351.83,358.25,359.56,361.48,372.01,360.81,345.42,353.07,365.43,367.87,363.11,365.79,373.96,370.98,365.27,368.32,381.22,364.81,L7
2000-05-26 21:52:36+00:00,380.96,383.38,393.09,396.05,389.35,368.67,369.08,381.38,366.74,340.08,336.11,348.83,351.05,333.08,323.38,327.72,328.76,332.79,343.67,360.59,375.05,384.39,371.28,355.20,353.38,360.06,360.93,363.69,374.12,363.00,348.46,353.89,366.83,368.93,364.81,375.35,383.94,377.85,372.33,375.78,382.16,365.64,L7
2000-07-13 21:52:07+00:00,383.99,386.96,394.92,398.73,389.76,369.20,369.49,379.59,365.48,340.67,335.98,349.76,354.24,334.26,321.40,324.87,328.46,333.05,342.02,357.70,375.45,384.08,370.82,355.76,353.48,360.23,361.16,363.66,373.37,364.29,351.57,353.39,365.76,367.11,362.67,374.21,381.98,376.06,369.33,373.53,382.31,366.68,L7
2000-07-29 21:51:50+00:00,376.72,390.15,390.68,392.68,384.48,368.41,374.52,377.27,364.35,339.41,336.32,352.24,356.84,334.10,325.07,328.93,330.86,338.75,341.19,360.55,381.78,382.58,373.88,358.61,354.35,360.84,363.80,365.24,375.28,368.11,356.54,355.60,367.89,368.86,365.80,376.10,384.03,376.03,364.95,372.98,383.83,366.61,L7
