,dates,jap0024-0000,jap0024-0001,jap0024-0002,jap0024-0003,jap0024-0004,jap0024-0005,jap0024-0006,jap0024-0007,jap0024-0008,jap0024-0009,jap0024-0010,jap0024-0011,jap0024-0012,jap0024-0013,jap0024-0014,jap0024-0015,jap0024-0016,jap0024-0017,jap0024-0018,jap0024-0019,jap0024-0020,jap0024-0021,jap0024-0022,jap0024-0023,jap0024-0024,jap0024-0025,jap0024-0026,jap0024-0027,jap0024-0028,jap0024-0029,jap0024-0030,jap0024-0031,jap0024-0032,jap0024-0033,jap0024-0034,jap0024-0035,jap0024-0036,jap0024-0037,jap0024-0038,jap0024-0039,jap0024-0040,jap0024-0041,jap0024-0042,jap0024-0043,jap0024-0044,jap0024-0045,jap0024-0046,jap0024-0047,jap0024-0048,jap0024-0049,jap0024-0050,jap0024-0051,jap0024-0052,jap0024-0053,jap0024-0054,jap0024-0055,jap0024-0056,jap0024-0057,jap0024-0058,jap0024-0059,jap0024-0060,jap0024-0061,jap0024-0062,jap0024-0063,jap0024-0064,jap0024-0065,jap0024-0066,jap0024-0067,jap0024-0068,jap0024-0069,jap0024-0070,jap0024-0071,jap0024-0072,jap0024-0073,jap0024-0074,jap0024-0075,jap0024-0076,jap0024-0077,jap0024-0078,jap0024-0079,jap0024-0080,jap0024-0081,jap0024-0082,jap0024-0083,jap0024-0084,jap0024-0085,jap0024-0086,jap0024-0087,jap0024-0088,jap0024-0089,jap0024-0090,jap0024-0091,jap0024-0092,jap0024-0093,jap0024-0094,jap0024-0095,jap0024-0096,jap0024-0097,jap0024-0098,jap0024-0099,jap0024-0100,jap0024-0101,jap0024-0102,jap0024-0103,jap0024-0104,jap0024-0105,jap0024-0106,jap0024-0107
0,1984-05-30 00:29:04+00:00,145.52437270823324,,,134.87020753888288,,120.20505997071064,138.0817736965052,,,144.2676216983954,152.31555446007133,155.24731677053092,,164.0061452051891,157.79400117977485,149.17606918498024,124.51148349233073,105.57762663679223,90.70085357188057,94.0268841252294,95.90636131064446,102.92457565105784,113.76902871313699,107.03232941677102,109.31224030074254,105.53469579426667,93.3373869069912,116.09145993594139,,115.3152698619951,103.96616030079603,,93.93145519043604,126.87232612350805,144.04460369449902,150.50351205639666,153.4422749549512,177.61622381264272,193.8598764856804,203.2745198591724,,174.71308578538066,162.82799006631416,149.69326690948995,137.13896229671587,131.87743699001217,146.9926078245245,154.07308168844853,164.2176571730639,158.5974805176374,144.89480721143713,132.69506051141326,140.82486135611413,146.84361624964788,151.87975798670226,150.06983523392785,155.6747655936885,,152.32723121056682,146.37401296851908,142.05053564080418,144.42207713484484,133.55070364701027,127.27386274057314,131.45835808970816,135.7640428809533,,143.66918582880098,154.8193521551531,157.77362176699688,165.31384481477738,170.17462469986683,171.50967513929513,173.0532214514692,179.5322430688214,184.14672425486333,186.8540798023805,183.97144627620986,177.41247552987858,165.4208983754319,159.47528975806273,155.34236513676828,,146.1198310853987,132.35729282634972,138.71441146908327,147.66012176396288,140.03860495431815,130.96521982960428,137.87893160823452,147.24247217121962,158.8188180245544,152.69217278589016,162.99632597115755,157.4279135363949,158.78990295014154,159.4720698458586,165.92067346355515,168.81753353425557,156.36786048125379,163.46991696665214,161.52939434164605,151.10320141029905,147.28654431870382,146.4075881651712,141.2524450462213,136.62646720873045,
1,1984-08-18 00:30:55+00:00,155.62784875410858,,147.20290984435778,156.04477560390382,,,154.99312448224822,163.80063628058903,163.97538137526104,,,161.30163528156166,,169.96020197366857,164.4914912649433,,124.75675908806592,116.11162985955401,115.16464193532637,114.96770801426779,119.07765300090703,121.81363560478142,135.78825580785872,136.50123646781827,133.90002723771315,130.65867630765243,117.46096714971932,139.06193259185022,,139.97562971744563,142.5335469742564,96.20667989615389,123.58166664509497,141.67444514846085,159.24517273189676,,184.1241818700129,201.31845006299267,222.91659720158702,226.93852664650046,224.1678575353232,208.10545154944265,188.78910175902186,169.21014647030933,158.04618312395058,157.24520917480007,175.2703216129949,,175.4867725066164,166.82450483989754,154.5875904860001,143.24042966161568,160.96153088605894,166.4413478508879,171.03319539369465,173.4793667379122,176.4115958352786,177.36051715935866,174.77102916556515,170.59576867630133,167.3718628624282,164.20201978049528,157.16216719682484,151.84101308114114,158.11967883083054,153.62474357427314,153.77749180603908,160.0725988906584,171.3109146987301,174.64228877630592,179.1462623882167,190.45529781274405,190.8473959325388,196.4908121453709,201.5877825640162,200.54320434293112,203.79170337185684,203.48694640549994,195.3410761846252,192.30078063711903,180.82927242074214,174.81383555972485,,171.6112656519594,168.41411118351664,173.90887170133107,176.73843620365722,172.1379226197634,171.49440573852922,171.0132875566195,176.99861405749908,189.76171329031473,188.7752281630987,193.10371647791945,191.52086329799238,181.82292533877734,184.28150627896906,187.15943015984922,194.52515179863448,192.7507309524479,192.19812590936465,194.7953881206705,187.11275213474363,180.03488739490732,177.5128570763965,169.9801579619413,171.845500663098,
2,1984-09-19 00:31:11+00:00,,,,144.08570907119997,,146.26270633535682,143.11363718429902,160.6857333096066,161.2242370488937,153.07713258521727,160.36875544245206,163.76993543474205,,168.4122634799882,162.13656253857175,143.51343197483794,,111.73165251118854,118.48176624442549,117.00455040471674,114.51277816503021,,,,,63.558018903215775,,,,120.24719838788647,132.00992833283146,91.49405224148983,,157.42040084156622,161.81287314972803,160.36694898534984,180.13239861893484,202.90127822645624,220.24193210107023,229.58649538110615,221.2228352805836,206.13411076838418,180.0350222405582,154.78099233526058,143.13323292556578,144.43585373061137,163.17871297235757,174.55788829590546,165.72528073059914,162.94518916135104,153.61400174713935,130.40238081129007,136.5445653562914,,157.60307926355543,165.29374794510701,172.02932982368213,177.2805404983251,167.49715009996828,162.48831205911728,161.07702009350123,156.13288708897454,146.7575441960892,145.5006791249431,152.6821444037663,156.51783943770937,,,,,,,193.77030446585954,192.24252833461065,188.76581063371003,194.93446353312953,194.91926137937617,195.72079600219323,187.1876495296128,181.31207701428792,168.32786245745538,155.67651394108213,,154.90899453315473,158.73542007378407,155.011161155512,170.40685230490962,163.67421197688472,156.0942384420884,154.70605836753597,160.2531990036194,171.54125499668822,175.0305120621153,179.09558790928833,171.86010387911725,173.26583307567995,173.0190071622439,185.77845570450887,185.30784864993979,187.4185473888803,186.3082897771244,184.34171213305808,178.96273717531744,176.36376758960978,165.49322210406328,161.79537111182128,164.02828876855483,
3,1984-11-22 00:30:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1985-08-14 00:24:34+00:00,,,169.18927749179252,,164.48034703517627,164.0354230876052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-11-25 00:29:25+00:00,,,,,,,,,,,137.86433661030628,,,147.91741725200214,,127.52685756795279,111.06868282853445,78.51299535537255,,,74.87770721174836,81.4896227494974,,,,67.82820230653795,,,,,,,,,,,,,,227.74473700199354,,,,,,,,,150.4446624684086,,,,,,170.55095920516575,162.83599533008513,164.89145158540737,,,,,150.576566532249,144.11042371938643,130.95191366001092,149.33983315461026,154.56149146275564,151.1346183857094,155.33814297153057,154.35474059012583,173.4383196740643,170.1028207105443,181.30801881394524,189.1419257864696,203.42436283571837,179.8175764181914,205.22254372420414,,,,,,,,,,,,,,,,,,132.2021608262369,169.27774256274725,176.34775061284992,,156.4068472306721,,,192.60675738184835,,,,141.550352523183,,,
6,1986-02-06 00:21:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-02-13 00:27:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-03-26 00:20:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-05-13 00:19:38+00:00,152.40103635853347,143.77693091825333,143.59920529963622,150.54046603953404,,151.5103747293876,155.06104604783837,158.93045010177735,159.49870711637303,155.12707053200293,,164.77668589441257,169.6297576643753,173.9139732549548,165.8906633403065,154.87887339551844,122.34484957759786,99.70530892572478,111.4305286732787,,,83.20237587535165,91.84218868421918,,,66.7368570479914,,,128.26310772322464,,,,,,,,183.49499971953549,,,,,,175.70635416298097,155.53739763897684,141.6207105004263,135.17511761827473,150.76702543067296,170.9040198378916,177.28537183725882,172.85047910881704,160.03384877556158,147.2017040918256,163.6222675339742,171.05676533802392,172.47269372522715,170.13144550661855,165.6216079167224,163.34120397775308,159.87690193777718,157.64262490489386,156.2859248106485,149.942970254185,,135.433547830043,145.6105536017141,157.66621450319153,162.3094451311363,162.44110448124258,186.8342893073018,212.68045447931542,186.09223373180697,188.58691668448375,176.07385000691033,178.63674669845886,182.77609328226418,187.8614479801065,172.7052536618653,180.81340259767893,161.44187716966826,171.38367266992404,164.868351168573,161.17781320350804,167.9258228455736,192.09730724348748,,,170.15598872543478,159.75812824143392,141.6337007823457,147.57767211124212,151.72413433444444,159.46847902901627,160.0969674884561,159.21461924855504,,172.17406772997427,175.23194922605063,166.65089037076604,180.73671763588231,183.50068215012595,192.21533766869476,186.76532967816038,162.57437570070138,160.32058173859696,,160.47134477168638,145.3827653431807,154.22398586128335
10,1986-09-02 00:15:52+00:00,151.02315144222925,143.06231626429366,140.66402111399373,151.21235793209655,,,153.21237643562145,157.90243969061274,158.70798358432353,,,160.91824602230457,,169.20648335311796,152.72046445865274,145.82385881419242,124.54266318739661,109.42376182029594,107.35722854255452,111.48669681931001,109.91376427195976,114.50318503738842,125.64094773707998,120.52851964751851,,120.18817711057432,,134.0420317760482,132.83303715397145,135.84607818088529,138.14321637811463,92.33959052302396,121.12347514720584,130.89750530318221,145.2750476969838,156.53350541245896,168.76515066871056,188.14674743309476,212.0793022790935,218.47184394789474,215.7213950155033,202.06769980794317,181.25672220210444,160.37501849220888,146.1128897831525,151.6932057726177,169.97638933330475,180.56707680592734,174.438478794739,158.34481783766338,,138.02530628696206,155.75651574825596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
