,dates,aus0203-0000,aus0203-0001,aus0203-0002,aus0203-0003,aus0203-0004,aus0203-0005,aus0203-0006
0,1987-05-22 23:07:44+00:00,208.69532296814168,205.05014977584267,202.60380398820652,196.59995272145463,186.50684507226762,180.39935636331498,196.69829864791657
1,1987-09-11 23:10:29+00:00,227.4101502612835,224.3480376631493,217.6625223167583,207.52736129099677,201.20188908276194,192.72823288891118,194.49297457732496
2,1987-09-27 23:10:51+00:00,238.56300573022602,239.43446696150122,237.88945641592386,229.3452675705188,217.04320581690192,199.2150266152866,212.54269385599497
3,1987-11-14 23:11:47+00:00,,,,,,,
4,1987-12-16 23:12:17+00:00,212.68741383470737,211.8449010175093,206.92428235123893,202.69660337038033,199.02067493647093,190.98300312470317,190.96897183212457
5,1988-02-18 23:13:23+00:00,208.99242001434868,216.13604495774072,217.9723292731045,201.88177139864317,194.4898199625359,194.9770872655272,203.46749750197938
6,1988-06-09 23:14:15+00:00,201.4845835232966,205.14334844624327,192.2117636525574,198.90087134471696,197.27565100623377,178.79960354106274,178.55969734804947
7,1988-06-25 23:14:20+00:00,217.11515808646627,223.57803476137124,208.22932746954206,213.1960281234022,210.0952986619874,187.18875148973117,195.80493812355076
8,1988-07-27 23:14:26+00:00,209.84608682636346,212.6734631534719,211.73412527314548,198.076158283771,190.97188602646204,185.98236310561916,192.20637119710787
9,1988-08-12 23:14:25+00:00,216.0274508454099,215.588219467558,198.44012697755892,194.24447530513746,190.46190810072616,187.05137548412625,192.35059197956565
10,1988-08-28 23:14:30+00:00,212.80849658383892,216.11505162463226,210.19771667083293,201.0168688005325,198.41452507271245,193.65075143666797,200.59744766928046
11,1988-09-29 23:14:21+00:00,209.05328731669593,221.252231752043,211.51647534724998,203.50504509686107,211.00314033082802,202.71955789515488,203.90519687979855
12,1988-10-15 23:14:16+00:00,223.7219909932251,220.0630077126548,215.58213905632283,202.26198636513075,209.55957650811095,198.9394510430003,205.81676290877752
13,1989-01-19 23:13:42+00:00,203.7666725508182,214.8268431584475,218.34751796629,215.5350333178111,216.54251629764929,208.3345739896783,218.05304447771067
14,1989-02-20 23:13:39+00:00,204.210879133308,206.94595539005138,211.8658885214235,211.1413102541646,211.7418440330893,196.0593268584251,195.09673170254402
15,1989-03-08 23:13:15+00:00,194.5107699618997,209.20444237011571,217.7684668052275,213.1916005751779,212.45329983954855,204.6476203485193,197.24002866713366
