,dates,per0162-0000,per0162-0001,per0162-0002,per0162-0003,per0162-0004,per0162-0005,per0162-0006,per0162-0007,per0162-0008,per0162-0009,per0162-0010,per0162-0011,per0162-0012,per0162-0013,per0162-0014,per0162-0015,per0162-0016
0,1986-05-05 14:36:17+00:00,193.68197049484414,188.8633578635631,187.42083378213133,192.56991719443343,197.348757753099,191.16906000589307,189.43065345738682,194.98429120554408,203.8259529331046,200.50339980745923,191.74662647794412,182.52303596137114,177.63286094586087,178.65199987727317,182.08989990601538,176.20217846683272,171.2321496153608
1,1987-02-01 14:31:36+00:00,,,,,,,,,,,,,,,,,
2,1987-03-05 14:32:51+00:00,193.40969930851563,191.8869391091114,178.4674927750783,161.71038619695457,168.02288012553686,173.44175794140682,182.9317369041069,190.58482626253928,197.08686608716704,198.64396454532493,196.21011514973074,201.04693170216868,196.8874988470629,198.71733880671167,201.135904512636,205.07357339592744,207.46933806617494
3,1987-05-24 14:35:24+00:00,201.7432361624505,200.07377861168928,193.87549767585583,191.19761380423162,181.92735801701264,187.68861078046575,187.13772781071012,191.21534861146938,206.39246169817224,200.37220782036673,189.98072308563394,187.16007952032135,181.27325506337283,180.6656347841694,188.95905066056199,193.01317620841073,193.2547990074931
4,1987-12-18 14:39:56+00:00,198.83480706482038,191.94192399006545,191.35394166422407,185.05262162387564,182.63332572317972,184.82567891857167,187.0924154881614,190.82312677167045,202.37578352320799,199.29822882668617,195.2125147999274,195.9871425894152,195.26549645749995,194.5861306769579,195.13958479187482,198.7886477345267,197.47162460348406
5,1988-02-04 14:40:48+00:00,,,,,,,,,202.57479556775024,196.23435771527153,194.00032580476625,195.5298343428167,198.51454652514727,197.2027201044092,199.20681289695312,197.14679970614662,194.88093361070779
6,1988-03-23 14:41:20+00:00,190.5368163737842,185.64277927959915,191.21187711419665,188.39629896525187,185.26127277015945,188.60083968278525,185.80170301792225,189.86053265941416,197.0296073783861,197.78370495820366,194.99764542128645,196.14842033170763,193.8651556798602,191.50617357701293,191.26314835965695,191.55875876806863,187.11658882778005
7,1988-04-08 14:41:26+00:00,205.94600177825043,201.15532892068524,202.5284094373103,197.87541447058274,191.5151952332643,194.82334243167452,193.2195291342933,200.8969799752769,210.40426823801494,208.27745311616178,201.7954040710676,200.06073992072845,203.4898658954786,205.08747706856235,202.2576036383743,199.78209038265956,202.65071825850504
8,1989-05-13 14:39:54+00:00,192.68896046480523,192.7483198101258,192.50186294115156,193.32315511541506,188.86776347222593,193.0014280243921,190.08149563919665,202.3567221552766,210.75607266769043,207.0285015983543,203.03611613603192,198.75375221107362,197.7725450085304,196.23000718408116,193.40348479005004,190.55817498522117,189.42636071554188
9,1989-10-04 14:36:59+00:00,198.11950615357546,194.50806720844628,192.9381121108082,190.03567535842836,189.51408360289372,189.86511365539167,192.3813628607588,205.55415826449524,209.4576603729671,207.65722714404615,206.00843635546602,201.96448839116817,200.5859286610995,199.5130081767599,202.72273540905428,202.23582975701595,202.22006089523745
10,1989-12-23 14:34:34+00:00,208.31160580705705,199.87138552194511,197.2715052891981,190.99043315571652,186.95252230812304,191.15084846079196,189.72160063614683,199.99999784122275,205.62090905987736,201.22686910583155,195.99214999886766,202.57072007904037,204.44854714385474,197.88709227368136,204.720363562145,208.00330035625143,210.66288420459472
11,1990-01-08 14:34:00+00:00,212.63444138285774,209.79616308161565,205.17963124626976,205.63128074521347,204.16553294558213,207.40913501123453,213.10952453918128,209.87357369418237,221.89918043101653,218.42396111938484,217.24155884024577,221.688609489567,220.8400072411826,216.9827855416582,216.3030179614462,217.88019812029802,215.39028262836382
12,1990-01-24 14:33:32+00:00,197.4039010634211,189.140896983598,184.24848340821995,182.05182068716073,179.94037713751226,180.4369915425783,185.73966401624955,194.7530748156195,201.39229699259806,194.867727095235,187.44760766887003,183.66465014944407,185.0827881522863,188.52091623755283,194.36087210785425,194.5011245130223,195.8893337440341
13,1990-03-13 14:31:57+00:00,192.00682539342313,190.58932125502386,189.8876277175596,183.93095941369384,178.49240650144912,181.38400859295248,184.98428392270267,194.85532834564384,201.61940433746767,197.72397241702964,191.93617690722158,189.22125721112087,185.72511062846067,182.27130202831177,182.16841677933948,193.04891802750984,192.46125478190234
14,1990-03-29 14:31:26+00:00,193.84959835705803,194.10625943632465,191.87927782202465,184.70284156025707,179.41814981510876,184.63164202264232,190.17267897504615,199.37693174654106,205.07222941175667,197.52500598382593,190.3507490280091,191.61363647963083,192.33325813632632,198.85764731703264,193.923866160371,195.89719069294523,199.4394500703254
15,1990-04-14 14:31:34+00:00,200.04566912132807,191.35261485713903,190.95165591467446,183.30174466077156,182.37741172312633,182.826791621883,184.47432352673212,195.36624194206468,209.7592175880602,203.89393349575113,200.415390590921,202.23013063899566,203.3853245878883,202.37449562357014,204.8451393385135,210.93970037241073,217.51926336305988
16,1990-04-30 14:31:25+00:00,193.40274315150842,183.7370631064939,182.2723275893416,178.2750889357579,176.9348603244406,181.93963042813044,186.50034960269574,190.4082798940139,198.1165490591364,199.68372583173385,199.20997632154155,198.8381661531053,197.83760249790166,198.94807879536097,202.68564403421072,205.69767572013228,207.39184213103746
17,1990-05-16 14:31:37+00:00,,,,,,,,,,,,,,,,,
18,1991-01-27 14:31:54+00:00,197.20666942499952,197.36141983456105,192.84498098463752,185.50786830859073,185.92487934597676,192.29847014033152,193.60783630357162,204.89578720214715,212.4381678607159,207.59164487498907,205.63507430723,199.23066587505355,199.4600796685512,205.4297590647858,224.55147340671144,206.16983373080393,206.51134294760294
19,1991-02-28 14:32:23+00:00,194.29764447765123,194.79801167751222,188.87654917740093,182.16167790835158,181.2139799139846,185.55391431938247,184.7428229906412,193.99746825510954,200.28033113904712,193.69082383283515,192.6663026215425,190.22775433746304,193.0953001192284,194.60285491654625,197.48777077154892,202.1894403258584,200.26172107411975
20,1991-03-16 14:32:44+00:00,193.89646343390055,189.57149835290824,183.3485019790479,172.8845578236062,168.56914915411352,176.26699822801783,180.63187950329666,190.29854839287356,197.0096169852297,195.81156679797277,197.28584575651485,186.5586069006964,188.94398133063862,193.8500018481056,197.95349169714837,206.1850612100459,209.68079218345798
21,1991-04-01 14:32:59+00:00,195.28794909081458,192.6489296436149,190.1987577759562,182.37913467487655,181.34213194323527,190.95206080600946,191.58555398417462,197.05474515357054,210.47588263682633,206.26220398932952,202.7084575077422,199.22271428294113,199.69445213276964,201.27211350673167,208.21778555049488,213.00620680370886,213.02385052239003
22,1991-04-17 14:33:17+00:00,188.43484361790513,184.18428812359238,184.16814963185496,173.36780443364083,167.8053708806483,167.03869900258664,167.29121728840343,178.96219735326767,183.22605658692885,181.76955276666587,179.9114936130003,179.46469860344894,175.64468708553972,175.62571406007999,179.23758080812553,182.24944681330845,187.3004879148479
23,1991-05-03 14:33:36+00:00,,,,,,,,,,,,,,,,,
24,1991-10-26 14:35:29+00:00,,,,,,,,,,,,,,,,,
25,1992-01-30 14:35:41+00:00,186.7027330879181,177.14441330949174,177.62667802670958,177.45810192300718,176.0156914502917,175.75164948187037,175.50949507037566,183.02013452523198,187.3569025858884,181.71130895978447,179.0056936809039,180.61346340197719,182.01233497928314,179.3423494167108,179.3145770753533,177.1292677700745,177.39351043326747
26,1992-03-02 14:35:30+00:00,,,,,,,,,,,,,,,,,
27,1992-03-18 14:35:32+00:00,196.65461746947327,189.7401916538263,192.82587384313194,188.4623614568344,185.87174173143853,188.126269610787,188.93478584797123,200.71682087468804,212.78045146888604,209.42627368185947,206.0608104063424,203.65471060919037,201.42551128199773,199.63848733282487,200.51667938212785,205.4649504835021,210.9605475145982
28,1992-05-05 14:35:07+00:00,172.94919445832005,167.70051106850465,170.03279385118293,150.74282394421783,151.44295759818593,152.9747785930354,155.9528011802985,,,,168.9099485009878,171.13236585767453,176.30987007128806,181.63485295614538,180.9828836505863,183.60679689492716,185.0461500589346
29,1992-05-21 14:34:57+00:00,,,,,,,155.84699920547615,,,,,,,228.15556831788808,,,
30,1992-06-22 14:34:37+00:00,,,,,,,,189.26897922886013,234.050061196501,,,,,,,,
31,1992-11-13 14:32:23+00:00,198.95217608186329,196.54603307262823,187.4362738930173,172.9905856412389,168.82647003242664,173.74088799554835,182.23453485051039,192.69455430103898,202.56646354169385,206.40389873646043,209.8296246688115,207.08236150216806,211.76256947589437,218.85779421771008,,,
32,1993-02-17 14:33:18+00:00,184.69347518866698,179.5922915507356,183.64544871784915,169.45425254520092,168.47001631065285,168.37222233984247,168.22621316117045,172.61322632596904,182.09816493300576,181.5043340064772,182.24854614799779,184.90504943359036,188.8052428378915,186.10353622308872,185.5224840701573,184.81429736598403,190.37712578802274
33,1993-03-05 14:33:27+00:00,189.86454443530016,187.14118898981366,186.4193491881753,183.095585941448,180.51168061007508,184.87559113701832,181.96606930005908,190.34220379750056,196.51839041334543,193.28414124655802,198.5925753193402,196.81277469892092,198.24706809799216,203.61718711982027,205.96310399371657,201.72541282312437,198.3978183736716
34,1993-03-21 14:33:30+00:00,,,,,,,,,,,,,,,,,
35,1993-04-06 14:33:35+00:00,,,,,,,,,,,,,,,,,
36,1993-07-11 14:33:45+00:00,,,,,,,,,,,,,,,,,
37,1994-01-19 14:32:39+00:00,,,225.81511859808745,176.0174476898258,176.7925117171556,192.89187253950126,,,,,,,,,,,
38,1994-03-08 14:32:03+00:00,189.83140868046738,183.65543996307036,183.27184866953547,166.48254367379542,166.94791873580212,166.4976322773426,174.0140561245213,194.00331818278448,201.05331168182872,199.0836300221027,201.9066827477458,196.74395144477927,186.77462511179985,185.8601690027462,184.49419233029283,182.8291824999538,189.80515113798225
39,1994-04-25 14:31:14+00:00,193.4730910812231,194.12427792294957,186.9375204414746,180.79545146470718,187.01413279170677,188.58278927678856,195.49434674991065,192.69479182022718,190.658574691566,192.43269224108985,190.2390878381177,187.54063785093717,188.0323812016136,185.95740408436507,186.19178773058692,192.05389420934335,190.3838544516779
40,1994-05-27 14:30:39+00:00,182.31376921328012,178.57765465707277,181.05632565463154,168.63235044443363,171.57551961564252,173.90578401342594,174.71173271278914,179.46288495323813,184.77876941189822,184.98699178867923,184.4672883241073,187.7480874718779,187.4948239901048,185.905145046263,189.47039292820216,194.1391496673018,193.43195797583112
41,1994-06-28 14:29:57+00:00,,,,,,,,,,,,,,,,207.3821051968048,
42,1994-12-05 14:25:18+00:00,192.44853428691502,176.69163021354387,174.0413374355997,171.030049633218,175.7003593699609,175.89764484243267,174.5839953741512,175.5678109136518,189.7244288223438,181.593962035468,170.221115810139,156.36487544789094,154.6043247669339,153.3824605151113,169.48533074459272,170.3103854434278,165.4139560917163
43,1995-02-07 14:23:01+00:00,190.52099207146594,177.48547539559502,171.42611873378894,172.6675412249374,175.3423992435838,176.870217997169,177.72596700475697,180.03852867647043,185.8892663988891,172.9004883537846,174.3128563071784,176.48731756702085,171.0089721271022,164.20535810241253,170.89847988561397,171.46439460959687,155.14316309956945
44,1995-03-27 14:21:04+00:00,198.48134879103492,193.2131182159212,191.12600579159096,193.36151618483967,192.19768415129477,188.6275308697358,192.07287359616305,192.68208666097848,193.69514986004845,188.6828747613779,180.2078493321562,174.81598252770124,180.02422997635156,181.25762314787698,185.9475916751134,187.87101315813135,180.1776034238431
45,1995-05-14 14:19:00+00:00,194.47791018487558,193.53368869508583,187.5561602911268,188.19240582112593,188.80328279256884,187.07742249023931,184.34059714152744,191.8044466111822,197.0684034830928,195.89613779050703,194.19083769248857,194.2594310582462,189.53808544681783,188.8993874335065,186.0363807675074,185.38878476372497,187.3156005376859
46,1995-06-15 14:17:31+00:00,,,,,,,,,165.04365429539814,,,,,,,,
47,1995-07-01 14:16:48+00:00,,,,,,,,,,208.74188595159836,,,,,,,
48,1995-07-17 14:16:04+00:00,,,,,,,,,,,,,,,,,
49,1995-08-18 14:14:37+00:00,,,,,,,,,,,,,,209.28070270363793,,,
50,1995-12-08 14:11:54+00:00,187.41501922461217,181.98196615139847,182.2119475083881,178.7319101194835,193.28000762954298,192.49450616055697,193.57513995403826,197.91141950460337,204.1908118729392,202.12337442738396,197.6281263872238,193.88163669624697,190.77250381170214,187.1073275757215,188.14289591142216,188.75865586309928,193.16897075370633
