,dates,chi0298-0000,chi0298-0001,chi0298-0002,chi0298-0003,chi0298-0004,chi0298-0005,chi0298-0006,chi0298-0007,chi0298-0008,chi0298-0009,chi0298-0010,chi0298-0011,chi0298-0012,chi0298-0013,chi0298-0014,chi0298-0015,chi0298-0016,chi0298-0017,chi0298-0018,chi0298-0019,chi0298-0020,chi0298-0021,chi0298-0022,chi0298-0023,chi0298-0024,chi0298-0025,chi0298-0026
0,1985-07-27 14:09:17+00:00,207.73147754710357,200.69393315761158,194.70644873172571,178.20462494772718,190.65762942281464,218.40764398365388,228.54308337320055,206.45300364831246,178.62603678581172,206.72136381696222,216.62528386342416,183.02054977053322,163.14181469421393,180.1026825456979,205.85446657676655,,171.7329904487941,184.4839589411485,206.1255915862665,175.27938391785133,,172.03677136833764,156.9314417656504,151.74173108066736,162.11918566808347,161.85174160763992,176.6863417059376
1,1986-02-04 14:06:23+00:00,209.27550593632347,188.88335514253978,202.96586943668146,207.73124033192298,188.12668063358274,205.8998446010518,227.0205302064058,226.310138158385,211.84027630884646,211.61217200183705,209.57594806005076,178.23800515646667,161.09965313582765,174.69382153588958,167.6902233131556,,165.9962279845503,199.86512379094998,187.42330330855566,191.12398765487205,,203.7709616880237,183.96113307911833,171.17177314974876,157.91775330877542,173.99848237720067,185.69301020253624
2,1986-07-30 14:01:40+00:00,193.0273241215286,186.07099174942147,163.14285223015472,171.7445053798072,188.3221123442172,195.46759618988483,173.79864492586964,164.32671251216595,183.3933236540958,208.9640235293553,194.80232126375208,183.58207127550818,199.5149805576854,187.40899994654845,211.26495700695284,218.085611639936,195.29196543949476,199.95047642572797,205.92903196548326,177.51802816592337,161.37599886445497,173.49506761989466,169.99001020045898,153.11267489170655,169.75081730017604,176.8137558175483,175.18684675964772
3,1986-08-31 14:00:29+00:00,199.94077477740078,184.917733705624,179.57937939455616,177.82685378983214,195.5516125009869,196.42359443718024,192.60194068907296,190.90767863160147,207.52394812922603,202.8024482681612,202.14171268149224,195.72901936683675,210.60499241272814,199.81119984948003,197.63495076765702,211.5091583169135,204.16888143242616,203.7291070283331,208.51630033110533,203.04114863501857,180.50828974599733,172.5970325428961,168.0606845034339,169.93235163328848,184.53081470938443,185.47737660758733,193.46330747717116
4,1986-11-03 13:58:22+00:00,204.70049734414835,196.94076152073143,191.91976868297684,188.48177517032659,193.15830787828622,191.72839115411833,187.12671620154921,200.47576430808851,215.15723327009133,221.36111112284985,194.16922799732848,188.76681881848896,205.74341847136387,208.0211308396923,204.2238512121993,212.68554200716687,203.95214930071373,207.6449585133692,208.09767880771827,204.5063121375463,190.2567042686302,175.92493760786047,163.90572523106337,171.33200195604996,185.37654886879798,176.45113385139567,183.29677655272008
5,1987-01-22 13:59:22+00:00,202.3464658270483,185.63024849385616,171.821172129507,177.43530104482068,175.06919301491274,176.1709906219089,214.47088420655788,197.9113244303132,206.08227658483528,190.7836647280729,180.22856180638416,162.5346870473157,177.76838333719718,164.06423305224277,184.1478646417619,211.57760805918804,192.76961276944377,168.0737961724709,187.24359461942436,191.55967779250798,192.8203662685128,206.89113706118653,181.13895107441013,150.87649683628578,152.61925827959922,163.7197363195431,184.91183287743266
6,1987-02-07 13:59:57+00:00,201.91321976685146,190.73471501476484,178.73993380014582,189.52146078046792,189.7614538435453,177.79096690873962,221.1200449607029,203.54982051248635,228.4105554937387,196.4927358754751,197.4748207221028,220.43292951324574,205.9770212256647,185.02636981610632,190.94668143934882,216.03010207037568,193.0228126877127,171.20325101347387,189.25596714363897,193.79222798854104,197.02971045422004,211.40656012938774,197.27841494796488,177.18395546767218,152.67237972873914,158.70103257966034,197.13776831942863
7,1987-03-27 14:01:45+00:00,222.5001340101293,200.43268766187143,204.5169311618731,201.2917485350784,202.04480732745884,211.76411722503371,219.01211750122056,225.58496938120967,219.6307066722016,220.68565647029763,226.2098649124727,230.90157062281347,235.5120163712141,209.82838217572203,201.41432096186463,201.76905288287188,175.15128746459706,187.16278402075437,223.27603144777783,224.09923717962715,221.1006393680722,219.98674729187124,210.47461503316362,199.42566233574544,197.92046829605496,198.05326345052273,193.86185539412958
8,1987-11-06 14:07:20+00:00,225.99145296508974,248.45191089566134,250.34181754313875,270.43773008616694,265.48843813023893,289.14837278385323,311.19705025902675,286.3802931434042,281.48115703669396,262.60695014861585,253.0495912533107,261.4827720606045,247.67487096944873,226.7804609966354,222.92659864166882,223.47747320240526,216.29859741781402,206.22480317502266,202.69704662395398,180.41701764386306,175.95847932993516,,172.23157030696612,172.94962535123366,179.70982989172708,176.66829878244621,193.5916022007811
9,1987-12-08 14:07:53+00:00,272.11096095340946,253.4360598098138,251.67756337015788,272.0172767925346,280.3015884643508,281.78434576787146,279.70162160384723,268.7656042721149,272.2465272644425,275.90002770088535,233.18204939831145,247.5036675846409,254.77350199331934,232.0394099944789,225.69650631035776,213.32457211340648,207.97874532623166,224.70753316413357,213.62983606544427,197.12363051197502,176.86324031758681,,155.29596277715464,167.3074934502112,183.5676041445766,178.55941244228052,182.650497395731
10,1988-02-26 14:09:12+00:00,276.06577722700024,268.12364798505934,263.2192852403976,273.51291035044966,287.9813133853522,297.0694639694978,311.5229015323354,291.1172953086607,299.54708826909297,283.5023606545959,288.5521099302553,254.54868082220491,244.47602489299487,265.61409477754364,232.41292634953572,206.43098458816962,235.38800545625773,258.353377427013,238.53274515175676,201.53124191326293,198.30205445578787,219.0243288574981,204.9756850935218,181.11480761332984,176.6387570935355,178.38168046109735,
11,1988-03-29 14:09:29+00:00,275.11645712802016,250.92682778135028,265.57466401003137,263.4830776528194,278.541938866216,289.81675299515456,296.47811369205147,283.7839779218865,292.90008010079634,305.2547592584229,270.27082383250274,246.70781380264,256.0103240024689,234.97981068986957,218.46547612034487,225.94460645144952,252.33997728620807,233.9063268127589,205.81558733574394,203.3462431463832,222.47039493422253,230.04171322819528,224.2015615718418,200.5779054902827,184.42970879110638,196.6816331179608,194.60490170609168
12,1988-04-30 14:09:40+00:00,273.47281254791665,260.8948962606932,254.40991583319413,275.12037974460185,290.29123189416043,287.75054468577235,305.3095564093049,296.22659717126766,285.4752106346399,293.11558155006213,279.2217083367349,257.9026252027846,254.8886344819222,245.50079717047515,213.059850181456,218.26158484737175,248.9312237402824,229.54333183144325,216.73036126583776,206.87951211719792,204.35401227101178,221.49488105858055,209.3979236081122,211.12192446438874,200.15393683340926,185.9382929616298,202.657546289713
13,1988-05-16 14:09:51+00:00,253.05095866444339,255.74975402185072,244.779302102283,271.71758224596687,287.7616644414921,290.7336830833106,299.46441807109693,294.79498685102607,285.5846555201294,290.7854690765024,280.03402335189475,256.4668460950457,249.7571821072597,233.70125617687543,204.75267035411588,218.2829654609406,244.92019690449308,229.7599048891247,217.0022960562526,203.17935149364752,206.68702938722708,220.10427977107184,212.03659859002977,209.98526071496886,192.08331959333438,193.47169370029712,199.98613956335592
14,1988-06-01 14:09:57+00:00,,249.1359027833811,253.4700731495836,265.0273914502148,282.08592738824046,282.7211489119423,294.47479709152395,281.20544392114624,284.77485160246226,288.2045513172252,277.6385574951491,253.09064113163453,237.03790478440632,238.12225713105454,218.33514900973555,201.8876248412157,227.56751494527663,253.59996422356664,221.78693319810776,195.51151100026766,203.0052716231864,221.9975759509485,226.2914616322815,214.42400412718436,192.1725536490254,198.78121448909826,203.30999369214956
15,1988-07-19 14:10:09+00:00,237.36572306558392,232.65583759481967,231.5848687399934,219.0783815393613,241.3447618106106,254.37593713275197,264.67340673308746,262.80190080358943,257.17504843420033,244.70660294486842,238.4228987855529,249.17755853001123,253.34620694147512,238.67559006967377,221.06877961206337,214.68532256122836,218.76984619927845,231.8251509567998,225.66286482304042,194.4921211286932,185.42956432596003,200.56244455909274,219.47973951290595,219.5513464347377,203.0276211499634,187.2196266595352,199.9084680590039
16,1988-08-04 14:10:11+00:00,235.12046292243286,229.98619839968782,241.2916186121996,240.31910973052638,234.50205202448527,260.17155940642226,267.70561801574456,258.70899482994287,261.06659621833916,258.02071050480254,250.7014382767319,252.25031896211266,262.7309105963701,259.9563785635844,245.0553479679608,217.46543577024045,210.19622818862447,248.88595620177622,226.8690548322209,183.11627641589257,185.5931616951219,226.04150530929462,233.528141894295,217.39985272481084,203.58158860591107,194.4588401656669,215.5923922932005
17,1988-09-05 14:10:15+00:00,225.4738903947793,218.86779738529378,233.19228902683645,229.4323438924407,227.414057506771,247.9380538680984,253.75463372408137,259.50888743356694,270.0687120964514,278.1810188494823,247.280980576818,250.09321527684335,263.7268125675702,248.02428692059894,256.00204457438304,248.9438295869164,225.1284623239097,226.96343982161315,223.55335938047412,207.88586802070162,205.42816294154417,224.7113685758716,222.14232224800398,222.28008874929668,210.58259161306285,204.80862249975075,220.34670270877373
18,1988-10-23 14:10:00+00:00,224.99677262902813,217.47081532916405,203.0261108313897,207.18195556164198,228.17565956561324,244.19971991746206,244.05148303502537,254.33124524194665,243.76700643228028,237.65263634801894,249.03535966668835,222.9292273662247,201.58729758078724,214.48843643526033,233.9123853835671,200.27265867970837,191.4704395901747,216.80806999459523,232.92758586735553,211.78830101966776,192.68396880118925,192.3896291901983,,,,,
19,1989-06-04 14:07:41+00:00,235.7199412231684,232.2761515047486,222.17508803462653,212.78464340444327,233.17717502984559,240.56713421302408,250.03416160749597,248.85337592700003,251.17760023103284,242.70199019079843,202.16724586073315,194.42215854314458,202.15049586143152,213.62879583439783,221.8099961074462,209.53106404495415,199.24216371473503,212.8922646056236,207.3930799393398,,185.78276257603608,,209.283083848283,210.40582384731434,192.4831332907537,185.33164387822262,191.14855551347483
20,1989-09-08 14:05:36+00:00,217.35420192571743,194.7425691350801,201.8289808664948,201.87812845926402,216.0696381964533,235.25457259123996,249.88881899990307,247.79065855090118,238.04110431403058,237.12058822239456,208.4669556997598,207.48529142379894,229.11808525089822,211.79657819886296,163.76545298358283,161.98876505455516,193.7249510617255,236.07087878164077,233.05924546710784,242.82133705920606,235.63730456239654,214.89397425564727,189.8690176170612,171.07683207900723,176.61635622406925,203.0055689307902,194.44752316865862
21,1990-05-22 13:59:40+00:00,231.69733706558367,224.26608340336043,216.09640163329416,200.13023527244334,239.78246929223525,224.6295821094931,218.66000493733748,225.90725357618507,245.93531175037268,241.02704986133773,231.4357824372608,226.04195261480507,198.03632879753476,186.1439018706889,201.3967342217885,206.95388459603942,203.4241132919616,214.26549633514335,220.73499012383664,214.26050414312292,207.88498277062996,200.51998113457148,198.1997708995191,210.65200694841928,209.34325417233407,194.5759128633256,200.81124445924794
22,1990-06-07 13:59:38+00:00,231.76993254715273,222.34588345251439,214.01265972702694,199.20317517300828,228.15710711029095,224.6510511629603,212.22723910753018,239.75366199261885,246.50908738129894,243.59866473767977,231.02793680033272,219.27283378722248,198.88410065767044,190.02747183642623,205.10171782337846,209.54409704155879,200.84924909409798,218.37487457543875,222.41533019000252,218.4874463431363,203.00470021513405,195.43504280870002,201.4080499567271,208.00555085103116,208.2799158752352,203.05870603752504,196.80581804501355
23,1990-07-09 13:59:35+00:00,245.92742038386467,237.47427757420954,228.65505742509782,226.33324872467463,232.52792953986975,235.11994662685524,223.03358035687634,243.94217685432756,257.16474218197055,260.8801610190312,242.54772721595185,220.3639762525261,197.42964581466265,196.33480665266114,218.68222487286172,221.14324836601077,225.77374017927147,231.4684726446954,240.17153511505103,223.90551711599855,212.5206584977447,187.12146553023481,205.56868119515494,211.67593426651075,218.45681597676446,213.61348283509378,215.3028285622924
24,1990-07-25 13:59:31+00:00,227.47114000064363,213.0791656216269,207.21957228988794,189.8261908419554,212.3575383165629,222.17246498363792,218.96010296514635,230.05487827150884,239.94865603838383,248.26944167602815,232.24666215916903,211.44198243710193,181.14791021656927,176.6864007320384,208.0144845134772,217.0084144534304,227.70054582291164,222.25639369054744,234.4663344649405,229.8585335548856,199.35854448265346,182.81299628558986,188.6338296161764,188.56954200795218,211.51613178838548,210.24103357173092,212.005644795857
