,dates,nzd0243-0000,nzd0243-0001,nzd0243-0002,nzd0243-0003,nzd0243-0004,nzd0243-0005,nzd0243-0006,nzd0243-0007,nzd0243-0008,nzd0243-0009,nzd0243-0010,nzd0243-0011,nzd0243-0012,nzd0243-0013,nzd0243-0014,nzd0243-0015,nzd0243-0016,nzd0243-0017,nzd0243-0018,nzd0243-0019,nzd0243-0020,nzd0243-0021,nzd0243-0022,nzd0243-0023,nzd0243-0024,nzd0243-0025,nzd0243-0026,nzd0243-0027,nzd0243-0028,nzd0243-0029,nzd0243-0030,nzd0243-0031,nzd0243-0032,nzd0243-0033,nzd0243-0034
0,1999-08-21 21:46:33+00:00,122.20272226873799,120.01397768362992,122.27087325532135,132.71405916633324,134.88458560792907,139.29490906439594,144.97434472050915,149.740895406885,141.58554310591032,144.42377815878777,148.5007983533032,157.86736461998387,153.15252588209216,164.0544464436469,166.6506280787753,154.8580290228159,157.67954383262665,155.7187813720553,158.64592009038546,163.01583616814034,171.88765834802686,173.53003388516743,164.16795890776658,162.8137760365264,164.01831152744862,162.67084528991253,172.11145279165717,168.01279368719045,165.57657529005505,156.0229828046296,154.93645893664862,156.12132579801894,159.94116491585328,173.4320800442368,175.14921272839157
1,1999-09-06 21:46:35+00:00,121.41590189143855,118.0122112099434,119.6690666292829,132.12426794310804,138.07750780610465,138.36328699027183,148.66143262372984,146.37081487738004,146.1890996161833,139.03155089350489,144.27888969878342,157.45623135062965,152.64884942435648,155.8139031343442,153.49764878345474,150.3185557344878,160.19029339722118,157.06979463316313,161.66238267467705,161.40579964804544,169.01100860758578,175.71589297208553,167.74810247301713,161.98335559721397,163.54082155991324,163.17294181182308,166.98341806847034,165.50394427274972,159.85121617011035,155.1132337101587,150.01297827963094,147.50255618494583,155.5510727070028,168.54701133107736,169.64006474361747
2,1999-09-22 21:46:36+00:00,125.62834455515295,123.09401400677908,132.7798008686617,136.00955318544226,143.89797058660503,143.13667945778914,152.47898775182864,149.80073363534032,149.32947197512408,148.81940032810593,154.58718783502943,159.8587739035743,155.61658336302347,156.70666283034015,155.34603093013487,155.98145333084585,163.15538016678926,157.57721888076168,162.32178752553446,164.29805246449223,169.4298708622649,177.8518352574369,173.08120115242008,164.02917863209575,170.65958128002984,168.37600705056406,168.77331505210023,168.9632891620487,163.81964208600672,156.6857763570098,153.66107730232883,150.16631568419857,161.47503596125597,173.57775969942276,179.13096329620677
3,2000-04-01 21:46:10+00:00,128.53206520387997,122.01685697388812,118.20242671193884,127.64396788647463,129.67205931226687,133.4361550785842,144.68038136091783,144.1457121368083,143.31620158279475,146.49847195842713,143.4171431532636,144.97896488667314,151.6351604702548,158.09749635903688,161.18686507314,160.85016652557584,155.98180938598222,155.88263648151812,162.46930654405782,160.5749767427624,165.0338999329024,176.51611549890848,165.02986177572063,164.55478931522848,164.54799649370457,158.39896434751262,163.24128737880548,167.07230616999553,164.9895147792431,157.02881297002648,156.50250201940426,154.93348325600036,169.43630024139773,174.1250387281051,176.79377388732536
4,2000-05-19 21:45:43+00:00,141.87160718477492,137.14428445782377,133.65173816282075,131.90144711164646,142.1555396722174,144.54926702673694,153.7650835949913,151.74822137698285,149.63458074734226,151.49175917880402,152.14900227191814,153.32469668885588,159.59282951168933,171.11274143074704,166.70344115836,162.1222509625357,159.61387334927073,169.68851114327728,163.35592198981175,164.67082340336196,171.1756466605707,180.09742921019534,169.79181361123065,168.64487870989296,160.95682981870306,161.85843000462836,167.71572732916343,168.5560580596688,164.90351492302116,161.9179634797192,159.89188339885118,170.26695808185775,163.85436955288782,182.29784792326456,176.48484203007575
5,2000-06-04 21:45:32+00:00,127.64707496830263,113.91976393553422,128.55025353590278,105.79097653673031,129.00725467166893,130.5390066871982,142.87203070227585,147.6068191487487,146.16716894813942,149.9372986637617,152.90031136762966,153.89397180394295,159.15160056411634,165.24524020667585,166.80904238555866,162.1128587671331,161.95300955533418,157.55300802244648,154.12616119892644,154.4876836577047,168.62283246150787,176.4652060257584,168.81197171768162,163.74273091104075,163.1638409258499,159.27294404690483,168.35648087704035,168.60400751196005,170.35456284445416,160.7791003880711,156.59151147857847,166.23129442218382,163.3415479349303,182.26111312110322,178.36188721990118
6,2000-08-07 21:44:45+00:00,136.25699134211985,120.46760376005336,121.07222322915709,130.59029005289912,129.4788198107407,127.22947574435969,141.83333830182497,140.42977167514692,138.23880649897993,141.03471924900197,148.22533600112016,152.8669616509331,157.6394840409456,163.00959736433572,162.9100783837868,155.26816267009818,156.7548408764494,152.56827382889935,151.97312251984374,160.7212376274483,165.35433798579515,172.05291157727788,164.58047342441705,161.1457277491188,158.77666160109553,160.4709404885546,165.23776638149886,168.01016687813473,165.9912261892645,158.75337082678863,156.53655771598116,161.94725051347837,163.00527269126684,179.09512804336867,173.9687185773844
7,2001-01-14 21:44:09+00:00,,,,,,139.9464316165861,144.24092017965432,155.1058415752033,153.25091447722244,152.00052348112376,144.45964695574213,151.38801003867363,160.914989226784,171.62016076297058,174.59753387653257,163.8584621164397,162.59300527235962,160.71030214194124,170.48268993289597,178.90620397237436,175.06139287624393,176.24497799357263,167.6389283754734,158.0315554482569,157.94381768867396,159.41161038740134,160.76977311339235,160.42632517662122,160.79357241551995,147.3272260976059,138.83754554984552,154.17434018655618,151.69869430423265,172.18171939698644,162.7622542227047
8,2001-04-04 21:43:43+00:00,130.8985456505744,124.82244902695847,129.0184702355614,134.2555076904494,132.83861416874103,135.77847270079747,146.32261073650596,146.84393628181687,147.61427163677232,146.20157872791896,148.5840538656357,147.1687217108456,159.59911006319612,157.8755195725693,162.95146967401556,160.08732985211248,167.23760777461365,158.8981184200083,156.50451249277785,162.1022421332618,164.45932309048806,175.7381525239851,167.6991466801942,164.38822651861886,161.56370533688127,166.59603989512428,167.96078502276148,164.52424333196717,162.87530503954304,157.13170626719173,151.66514681644392,152.64642818944233,156.8679152724006,169.8428720843182,171.19806307504504
9,2001-04-20 21:43:46+00:00,139.86865861689384,131.33005281746844,139.3636566700764,141.8810003704179,142.96950487300487,139.09266886901082,151.36830006582844,154.7824039555855,153.88505088824616,149.17085221178502,154.8002053404689,152.5342579478072,164.99758495595083,166.86174875047016,165.05209065677906,171.04607088120719,175.6670809240187,161.68978120715667,162.3638135815424,168.76680771682325,167.74762477916676,177.42665471120938,170.85503746982974,168.46834478481682,170.51572614097213,169.13387000452266,168.04463958282912,169.0204521773897,168.9239065729595,159.84046423381452,155.74648818324815,154.26511899773422,161.7464533210628,172.81424974955254,174.04665259801567
