dates,sar2489-0000,satname
1999-08-12 09:58:37+00:00,214.93,L7
1999-08-21 09:52:25+00:00,218.60,L7
1999-08-28 09:58:41+00:00,219.41,L7
1999-09-22 09:52:29+00:00,220.61,L7
1999-09-29 09:58:45+00:00,219.18,L7
1999-09-30 09:36:28+00:00,221.31,L5
1999-10-08 09:52:59+00:00,221.48,L7
1999-11-09 09:52:52+00:00,220.10,L7
1999-12-02 09:58:32+00:00,219.59,L7
1999-12-11 09:52:29+00:00,218.81,L7
1999-12-18 09:58:40+00:00,219.08,L7
1999-12-27 09:52:45+00:00,218.02,L7
2000-01-03 09:58:33+00:00,218.28,L7
2000-02-04 09:58:30+00:00,218.08,L7
2000-02-13 09:52:17+00:00,218.20,L7
2000-03-07 09:58:18+00:00,218.42,L7
2000-03-16 09:52:31+00:00,218.06,L7
2000-04-24 09:58:03+00:00,215.25,L7
2000-07-13 09:57:13+00:00,215.93,L7
2000-08-07 09:50:38+00:00,217.71,L7
2000-09-08 09:50:41+00:00,213.03,L7
2000-09-15 09:56:19+00:00,214.99,L7
2000-09-24 09:50:24+00:00,216.18,L7
2000-10-17 09:55:53+00:00,215.20,L7
2000-10-26 09:50:15+00:00,216.61,L7
2000-11-11 09:49:53+00:00,217.12,L7
2000-11-27 09:49:55+00:00,216.35,L7
2000-12-13 09:50:21+00:00,215.83,L7
2001-01-21 09:56:15+00:00,217.54,L7
2001-02-06 09:56:08+00:00,217.16,L7
2001-02-22 09:56:07+00:00,216.27,L7
2001-03-03 09:49:53+00:00,216.14,L7
2001-03-19 09:50:10+00:00,216.98,L7
2001-04-04 09:49:36+00:00,217.05,L7
2001-06-07 09:49:12+00:00,218.41,L7
2001-07-25 09:48:48+00:00,217.93,L7
2001-08-01 09:54:52+00:00,217.44,L7
2001-09-02 09:54:23+00:00,218.50,L7
2001-09-11 09:48:07+00:00,216.32,L7
2001-09-18 09:54:11+00:00,217.19,L7
2001-10-13 09:47:44+00:00,216.92,L7
2001-11-05 09:54:07+00:00,216.98,L7
2001-12-07 09:54:17+00:00,216.89,L7
2002-01-17 09:48:21+00:00,217.24,L7
2002-02-02 09:48:47+00:00,217.26,L7
2002-02-09 09:54:38+00:00,217.42,L7
2002-03-13 09:54:38+00:00,221.01,L7
2002-05-09 09:48:46+00:00,222.68,L7
2002-06-17 09:54:14+00:00,225.94,L7
2002-08-04 09:53:55+00:00,226.90,L7
2002-08-20 09:53:52+00:00,227.60,L7
2002-08-29 09:47:32+00:00,226.28,L7
2002-09-05 09:53:43+00:00,225.19,L7
2002-09-21 09:53:30+00:00,223.04,L7
2002-10-07 09:53:26+00:00,222.76,L7
2002-10-16 09:47:17+00:00,222.39,L7
2002-10-23 09:53:32+00:00,221.94,L7
2002-12-26 09:54:05+00:00,218.46,L7
2003-01-27 09:54:14+00:00,218.23,L7
2003-02-05 09:48:10+00:00,216.08,L7
2003-02-12 09:54:24+00:00,216.17,L7
2003-03-16 09:54:27+00:00,214.24,L7
2003-04-01 09:54:27+00:00,214.90,L7
2003-04-26 09:48:18+00:00,214.24,L7
2003-10-10 09:53:47+00:00,219.21,L7
2003-11-04 09:48:20+00:00,208.80,L7
2003-12-13 09:54:30+00:00,212.55,L7
2003-12-22 09:48:48+00:00,211.03,L7
2003-12-29 09:54:38+00:00,210.69,L7
2004-01-30 09:54:48+00:00,211.20,L7
2005-03-14 09:49:39+00:00,227.27,L7
2005-04-22 09:55:16+00:00,224.66,L7
2005-06-02 09:49:30+00:00,222.52,L7
2005-10-31 09:55:04+00:00,220.33,L7
2005-11-16 09:55:14+00:00,217.21,L7
2005-12-18 09:55:21+00:00,215.56,L7
2006-01-12 09:49:24+00:00,218.83,L7
2006-01-19 09:55:39+00:00,216.67,L7
2006-07-30 09:55:25+00:00,214.44,L7
2006-08-15 09:55:24+00:00,214.94,L7
2006-11-03 09:55:31+00:00,215.95,L7
2007-01-06 09:55:57+00:00,224.59,L7
2007-01-23 09:54:52+00:00,228.61,L5
2007-03-04 09:50:03+00:00,233.52,L7
2007-08-02 09:55:51+00:00,221.09,L7
2008-02-10 09:56:02+00:00,198.61,L7
2008-02-19 09:49:49+00:00,213.05,L7
2008-02-26 09:55:57+00:00,215.74,L7
2008-03-13 09:55:52+00:00,213.81,L7
2008-08-04 09:54:58+00:00,214.38,L7
2008-08-13 09:48:43+00:00,218.66,L7
2008-08-29 09:49:00+00:00,218.59,L7
2008-10-16 09:48:15+00:00,220.99,L7
2009-03-16 09:55:54+00:00,216.06,L7
2009-04-10 09:50:16+00:00,218.41,L7
2009-05-03 09:56:09+00:00,217.99,L7
2009-10-03 09:50:04+00:00,217.86,L7
2009-10-26 09:56:03+00:00,216.30,L7
2009-11-04 09:50:25+00:00,215.08,L7
2010-03-28 09:52:08+00:00,214.36,L7
2010-04-20 09:57:56+00:00,216.15,L7
2011-04-07 09:59:21+00:00,248.41,L7
2011-08-13 09:59:08+00:00,235.66,L7
2011-08-29 09:59:06+00:00,228.65,L7
2011-09-30 09:58:59+00:00,228.69,L7
2011-10-09 09:53:10+00:00,218.78,L7
2011-11-10 09:53:28+00:00,219.14,L7
2011-11-17 09:59:20+00:00,218.75,L7
2011-12-03 09:59:29+00:00,219.36,L7
2012-02-14 09:53:41+00:00,218.90,L7
2012-03-08 09:59:49+00:00,220.30,L7
2012-04-09 09:59:47+00:00,219.88,L7
2012-09-09 09:55:21+00:00,218.93,L7
2012-09-16 10:01:10+00:00,219.96,L7
2012-12-30 09:56:07+00:00,224.51,L7
2013-01-06 10:01:54+00:00,223.18,L7
2013-01-22 10:01:55+00:00,218.43,L7
2013-02-16 09:56:09+00:00,217.87,L7
2013-05-07 09:55:50+00:00,217.23,L7
2013-07-01 10:01:15+00:00,214.23,L7
2013-08-02 10:00:59+00:00,218.55,L7
2013-09-03 10:01:15+00:00,219.94,L7
2013-11-06 10:01:52+00:00,215.18,L7
2014-01-09 10:02:10+00:00,215.10,L7
2014-03-07 09:56:45+00:00,213.39,L7
2014-04-08 09:56:32+00:00,215.58,L7
2014-05-10 09:57:13+00:00,219.40,L7
2014-06-02 10:03:08+00:00,218.41,L7
2014-07-13 09:57:04+00:00,218.74,L7
2014-09-06 10:03:23+00:00,218.26,L7
2014-10-08 10:03:40+00:00,219.05,L7
2014-10-24 10:03:49+00:00,219.32,L7
2014-12-20 09:58:05+00:00,218.14,L7
2015-01-05 09:58:06+00:00,218.39,L7
2015-01-12 10:04:18+00:00,217.21,L7
2015-02-14 09:59:45+00:00,217.65,L8
2015-04-02 10:04:49+00:00,216.50,L7
2015-06-14 09:59:10+00:00,219.96,L7
2015-06-30 09:59:12+00:00,225.60,L7
2015-09-25 10:05:42+00:00,231.97,L7
2015-10-11 10:05:51+00:00,234.26,L7
2015-12-14 10:06:54+00:00,226.07,L7
2016-02-25 10:01:27+00:00,218.64,L7
2016-03-12 10:02:01+00:00,217.72,L7
2016-04-20 10:08:02+00:00,214.79,L7
2016-05-22 10:08:10+00:00,215.15,L7
2016-08-03 10:02:34+00:00,215.97,L7
2016-08-19 10:02:11+00:00,217.70,L7
2016-08-26 10:08:24+00:00,219.42,L7
2016-09-11 10:08:26+00:00,221.41,L7
2016-12-09 10:02:02+00:00,223.61,L7
2017-02-27 10:02:01+00:00,222.16,L7
2017-03-06 10:07:51+00:00,223.04,L7
2017-04-07 10:08:01+00:00,221.26,L7
2017-07-28 10:08:23+00:00,219.85,L7
2017-08-13 10:08:20+00:00,218.97,L7
2017-08-29 10:08:21+00:00,218.97,L7
2017-09-07 10:02:33+00:00,215.36,L7
2017-09-14 10:08:19+00:00,216.34,L7
2017-10-16 10:08:22+00:00,221.85,L7
2017-11-01 10:08:22+00:00,221.96,L7
2017-11-17 10:08:19+00:00,223.73,L7
2018-01-20 10:07:37+00:00,221.40,L7
2018-03-02 10:00:55+00:00,222.29,L7
2018-03-09 10:07:01+00:00,224.30,L7
2018-08-09 09:58:38+00:00,224.29,L7
2018-08-16 10:04:17+00:00,223.27,L7
2018-09-26 09:57:37+00:00,222.36,L7
2018-10-12 09:57:13+00:00,221.54,L7
2018-11-13 09:56:30+00:00,222.44,L7
2018-12-31 09:55:12+00:00,221.77,L7
2019-01-07 10:00:46+00:00,223.75,L7
