dates,sar2489-0000,satname
1999-08-12 09:58:37+00:00,214.93,L7
1999-08-21 09:52:25+00:00,222.27,L7
1999-08-28 09:58:41+00:00,221.03,L7
1999-09-22 09:52:29+00:00,224.2,L7
1999-09-29 09:58:45+00:00,213.48,L7
1999-09-30 09:36:28+00:00,231.95,L5
1999-10-08 09:52:59+00:00,222.5,L7
1999-11-09 09:52:52+00:00,210.48,L7
1999-12-02 09:58:32+00:00,215.43,L7
1999-12-11 09:52:29+00:00,211.82,L7
1999-12-18 09:58:40+00:00,221.84,L7
1999-12-27 09:52:45+00:00,206.28,L7
2000-01-03 09:58:33+00:00,221.49,L7
2000-02-04 09:58:30+00:00,215.36,L7
2000-02-13 09:52:17+00:00,216.67,L7
2000-03-07 09:58:18+00:00,227.93,L7
2000-03-16 09:52:31+00:00,213.46,L7
2000-04-24 09:58:03+00:00,207.02,L7
2000-07-13 09:57:13+00:00,215.13,L7
2000-08-07 09:50:38+00:00,226.07,L7
2000-09-08 09:50:41+00:00,203.45,L7
2000-09-15 09:56:19+00:00,223.28,L7
2000-09-24 09:50:24+00:00,222.12,L7
2000-10-17 09:55:53+00:00,209.31,L7
2000-10-26 09:50:15+00:00,216.93,L7
2000-11-11 09:49:53+00:00,220.67,L7
2000-11-27 09:49:55+00:00,210.18,L7
2000-12-13 09:50:21+00:00,211.12,L7
2001-01-21 09:56:15+00:00,232.32,L7
2001-02-06 09:56:08+00:00,222.23,L7
2001-02-22 09:56:07+00:00,207.34,L7
2001-03-03 09:49:53+00:00,214.71,L7
2001-03-19 09:50:10+00:00,219.85,L7
2001-04-04 09:49:36+00:00,222.84,L7
2001-06-07 09:49:12+00:00,216.9,L7
2001-07-25 09:48:48+00:00,221.67,L7
2001-08-01 09:54:52+00:00,213.98,L7
2001-09-02 09:54:23+00:00,215.74,L7
2001-09-11 09:48:07+00:00,203.27,L7
2001-09-18 09:54:11+00:00,225.93,L7
2001-10-13 09:47:44+00:00,220.98,L7
