dates,satname,nzd0119-0000,nzd0119-0001,nzd0119-0002,nzd0119-0003,nzd0119-0004,nzd0119-0005,nzd0119-0006,nzd0119-0007,nzd0119-0008,nzd0119-0009,nzd0119-0010,nzd0119-0011,nzd0119-0012,nzd0119-0013,nzd0119-0014,nzd0119-0015,nzd0119-0016,nzd0119-0017,nzd0119-0018,nzd0119-0019,nzd0119-0020,nzd0119-0021,nzd0119-0022,nzd0119-0023,nzd0119-0024,nzd0119-0025,nzd0119-0026,nzd0119-0027,nzd0119-0028,nzd0119-0029,nzd0119-0030,nzd0119-0031,nzd0119-0032,nzd0119-0033,nzd0119-0034,nzd0119-0035,nzd0119-0036,nzd0119-0037,nzd0119-0038,nzd0119-0039,nzd0119-0040,nzd0119-0041,nzd0119-0042,nzd0119-0043,nzd0119-0044,nzd0119-0045,nzd0119-0046,nzd0119-0047,nzd0119-0048,nzd0119-0049,nzd0119-0050,nzd0119-0051,nzd0119-0052,nzd0119-0053,nzd0119-0054,nzd0119-0055,nzd0119-0056,nzd0119-0057,nzd0119-0058,nzd0119-0059,nzd0119-0060,nzd0119-0061,nzd0119-0062,nzd0119-0063,nzd0119-0064,nzd0119-0065,nzd0119-0066,nzd0119-0067,nzd0119-0068,nzd0119-0069,nzd0119-0070,nzd0119-0071,nzd0119-0072,nzd0119-0073,nzd0119-0074,nzd0119-0075,nzd0119-0076,nzd0119-0077,nzd0119-0078,nzd0119-0079,nzd0119-0080,nzd0119-0081,nzd0119-0082,nzd0119-0083,nzd0119-0084,nzd0119-0085,nzd0119-0086,nzd0119-0087,nzd0119-0088,nzd0119-0089,nzd0119-0090,nzd0119-0091,nzd0119-0092,nzd0119-0093,nzd0119-0094,nzd0119-0095,nzd0119-0096,nzd0119-0097,nzd0119-0098,nzd0119-0099,nzd0119-0100,nzd0119-0101,nzd0119-0102,nzd0119-0103,nzd0119-0104,nzd0119-0105,nzd0119-0106,nzd0119-0107,nzd0119-0108,nzd0119-0109,nzd0119-0110,nzd0119-0111,nzd0119-0112,nzd0119-0113,nzd0119-0114,nzd0119-0115,nzd0119-0116,nzd0119-0117,nzd0119-0118,nzd0119-0119,nzd0119-0120,nzd0119-0121,nzd0119-0122,nzd0119-0123,nzd0119-0124,nzd0119-0125,nzd0119-0126,nzd0119-0127,nzd0119-0128,nzd0119-0129,nzd0119-0130,nzd0119-0131,nzd0119-0132,nzd0119-0133,nzd0119-0134,nzd0119-0135,nzd0119-0136,nzd0119-0137,nzd0119-0138,nzd0119-0139,nzd0119-0140,nzd0119-0141,nzd0119-0142,nzd0119-0143,nzd0119-0144,nzd0119-0145,nzd0119-0146,nzd0119-0147,nzd0119-0148,nzd0119-0149,nzd0119-0150,nzd0119-0151,nzd0119-0152,nzd0119-0153,nzd0119-0154,nzd0119-0155,nzd0119-0156,nzd0119-0157,nzd0119-0158,nzd0119-0159,nzd0119-0160,nzd0119-0161,nzd0119-0162,nzd0119-0163,nzd0119-0164,nzd0119-0165,nzd0119-0166,nzd0119-0167,nzd0119-0168,nzd0119-0169,nzd0119-0170,nzd0119-0171,nzd0119-0172
1999-08-26 22:04:44+00:00,L7,334.73,325.60,337.14,338.40,349.69,360.09,361.14,358.43,365.18,369.10,368.60,369.10,368.63,369.11,368.82,371.33,373.29,365.73,358.10,357.45,352.70,349.87,347.95,346.38,351.62,351.23,353.27,348.21,349.60,359.82,364.96,374.26,371.13,368.41,363.85,358.74,352.83,352.67,360.28,352.03,355.00,358.30,359.83,360.42,363.75,361.91,361.76,367.17,364.71,356.39,359.59,357.58,344.43,346.45,354.85,355.42,355.64,357.71,361.61,362.01,366.67,365.42,361.30,366.97,357.96,366.21,366.99,372.43,372.45,366.02,355.50,357.52,358.58,354.40,356.00,361.68,361.83,366.91,358.60,345.84,347.35,349.03,347.16,348.98,349.52,353.29,357.36,355.35,358.28,361.25,363.62,360.77,365.93,369.04,374.96,377.96,371.19,366.45,356.86,365.20,366.59,362.19,365.70,363.68,359.65,368.01,368.07,369.28,373.34,374.04,367.81,358.40,356.29,357.30,358.50,362.41,359.30,361.18,362.15,356.82,354.91,349.66,350.36,358.29,354.46,345.70,347.07,356.36,360.87,373.40,373.85,369.48,367.49,367.38,371.72,367.05,342.59,340.02,335.54,336.37,342.72,360.50,368.76,382.59,390.36,392.10,390.94,384.83,380.94,372.57,370.37,372.95,373.63,375.01,373.14,374.27,376.94,380.81,382.10,394.45,392.34,394.99,393.50,390.30,391.53,387.79,386.87,388.92,390.80,386.18,389.01,388.48,373.48
1999-09-27 22:04:48+00:00,L7,,,300.98,308.57,322.37,333.41,337.72,335.60,,,,,,343.85,340.99,345.55,350.10,345.27,341.08,336.64,331.70,334.38,339.91,342.50,338.44,344.26,349.23,339.21,333.71,337.85,345.64,356.91,359.94,352.88,347.66,338.88,,275.14,,340.12,341.69,337.91,345.35,349.67,,,,,,,,,,,,,,346.39,339.86,344.05,350.09,,325.54,349.28,349.18,347.75,349.07,352.45,350.44,357.26,357.80,354.45,353.83,351.57,350.70,346.05,346.14,337.57,341.18,341.40,340.62,343.00,343.10,338.01,339.41,341.21,342.87,344.79,345.95,346.71,347.87,352.24,358.95,355.71,359.73,357.62,364.62,366.07,360.27,352.84,355.18,354.52,350.49,352.97,352.43,349.40,356.88,360.84,357.69,356.16,357.74,352.43,351.18,352.67,349.32,350.38,352.00,343.06,344.91,345.69,345.74,344.80,338.85,337.55,342.83,346.88,347.15,347.90,350.48,356.34,359.06,354.76,349.81,,348.52,308.08,310.84,327.61,320.02,322.84,327.50,339.51,358.84,367.26,378.96,376.64,368.08,367.40,369.15,362.45,357.69,359.25,367.94,362.72,360.04,363.63,363.61,365.30,368.58,373.25,375.18,374.35,368.18,368.94,356.88,355.99,348.00,342.66,355.27,361.10,363.26,367.72,357.28
1999-11-14 22:04:42+00:00,L7,314.84,302.29,311.56,303.60,315.16,321.31,330.04,334.73,338.37,339.44,345.26,341.67,344.28,338.57,347.99,345.46,340.12,346.32,345.03,337.70,335.01,333.94,334.93,328.69,325.05,326.92,334.49,336.02,346.32,355.85,362.87,369.52,368.56,354.87,339.85,326.75,332.16,337.44,335.44,341.30,340.55,353.18,351.62,351.39,347.45,350.80,348.04,340.23,335.21,338.53,336.53,341.82,350.33,355.29,346.89,344.58,351.41,339.70,335.94,343.29,349.93,351.81,346.44,347.91,364.11,361.79,356.71,338.96,337.58,341.65,345.51,347.79,357.06,349.96,349.39,340.28,338.25,337.23,330.00,328.72,329.23,336.37,338.29,333.22,336.28,337.05,334.06,338.71,342.08,344.00,349.89,348.61,347.49,352.16,357.14,350.04,351.22,351.87,346.25,354.51,357.89,355.54,355.61,347.62,347.69,353.07,355.56,344.21,344.71,355.09,352.14,342.29,349.28,342.96,340.34,352.43,349.91,339.92,336.48,341.91,337.91,345.42,345.18,339.98,336.49,330.66,337.70,354.44,348.33,353.83,352.02,355.05,337.39,334.59,333.58,328.47,306.86,319.46,320.42,316.91,320.36,332.35,354.86,373.28,367.06,360.23,361.88,361.95,354.85,353.26,341.33,349.25,352.67,356.00,358.81,350.51,354.46,360.71,354.65,350.47,357.83,361.23,364.95,360.95,358.79,358.32,356.01,352.29,355.21,363.64,366.77,371.78,358.47
2000-03-30 21:58:09+00:00,L7,,,,,,,,367.14,366.84,367.73,372.15,369.15,371.73,374.20,371.47,367.81,367.89,375.47,374.46,367.06,,,,,,,,,,,,,,,,,,,,,,,,371.96,369.11,377.89,,,344.66,587.08,366.83,365.29,365.92,367.41,366.76,366.15,366.29,366.15,361.06,357.79,368.09,365.33,367.65,374.11,372.80,379.44,379.57,374.72,374.50,377.17,370.62,371.02,361.56,360.01,363.50,367.10,366.16,362.88,360.21,355.54,357.84,357.17,358.86,357.08,353.43,361.94,363.57,365.24,370.69,371.76,370.32,376.60,375.27,375.47,376.15,376.80,380.14,379.41,373.90,370.66,372.71,373.73,375.09,371.33,372.23,377.54,381.05,378.08,370.73,368.74,370.43,373.55,370.79,369.12,369.32,368.56,372.43,364.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.47,374.75,377.29,371.55,372.89,366.15,378.20,388.50,389.81,387.55,389.40,387.73,388.92,383.45,386.19,384.90,383.53,388.63,395.51,400.28,391.93,381.93
2000-05-24 22:03:46+00:00,L7,314.04,319.67,332.53,334.13,336.68,333.59,,354.10,354.66,357.99,,356.26,358.32,359.23,358.02,356.43,355.40,356.59,356.13,352.49,345.58,342.92,,,344.30,345.49,346.31,347.80,352.47,358.97,365.21,369.24,367.55,,,350.52,351.15,350.73,352.46,351.59,352.56,351.88,361.08,362.84,,357.90,361.02,,360.15,356.01,352.73,347.80,355.73,363.41,,,354.93,352.99,,353.07,353.95,349.36,360.44,362.45,364.07,365.62,364.89,364.21,361.22,361.00,355.47,360.58,359.77,358.56,353.53,355.48,350.62,346.14,343.67,342.09,342.50,348.50,344.66,347.29,351.09,351.04,350.87,353.47,355.85,358.21,364.40,368.95,362.81,365.72,366.22,362.28,363.70,360.98,358.07,357.61,365.98,358.38,357.69,365.59,363.48,359.45,362.44,361.16,360.40,362.09,359.56,360.16,362.14,358.26,356.09,356.90,355.88,350.83,349.39,348.15,346.25,346.66,344.68,345.32,347.85,,347.29,354.49,361.65,362.23,360.81,,,,,,,,,,,,,376.05,385.80,381.54,371.89,365.36,365.61,359.43,361.66,362.15,360.55,359.86,362.74,365.31,366.30,365.39,364.53,371.69,376.55,375.93,371.29,369.46,363.59,371.92,370.81,370.40,377.00,373.64,381.56,381.79,366.25
2000-07-11 22:03:17+00:00,L7,,,,,,,,334.31,337.16,339.48,,,,,,,,,,328.98,,,,,,,,,,,346.61,349.76,347.54,,,327.34,,,321.77,,,,342.50,344.05,,,,,343.53,345.30,335.27,,,,,,331.88,317.44,,316.37,312.38,299.98,338.44,338.45,345.09,,,,348.49,,,345.94,348.25,,342.26,343.68,336.33,332.51,330.41,326.35,324.92,329.37,332.44,329.38,335.31,335.80,329.49,336.46,343.28,345.51,346.04,340.06,343.85,345.58,352.41,355.24,349.47,349.20,345.47,343.07,338.92,343.13,342.48,347.04,349.87,349.23,349.98,348.54,338.47,347.11,358.04,351.61,,,,,338.02,334.50,334.71,332.05,329.81,330.87,,322.79,324.04,,,343.75,345.86,345.41,340.74,339.73,342.90,,317.25,291.23,265.79,297.15,300.46,,,,,360.15,363.39,356.18,,,342.14,343.26,342.73,343.42,343.23,345.54,348.83,346.45,341.61,344.72,348.37,356.13,349.54,349.14,351.05,345.41,341.17,343.33,341.26,341.24,354.77,370.61,,377.90,365.38
2000-07-20 21:56:59+00:00,L7,300.70,294.59,,,,,,320.71,327.71,326.68,,,,320.34,322.85,320.08,,,322.74,318.16,311.96,310.15,,,313.50,,,,,,325.41,328.34,329.37,,,316.57,312.45,313.36,318.62,,,328.09,327.61,331.22,,328.44,,,325.96,321.53,320.71,,,,,,313.96,302.39,,303.99,293.39,292.10,316.55,322.73,322.83,327.45,330.47,332.03,332.26,330.73,326.68,335.05,332.43,326.72,327.21,320.35,321.38,313.47,311.52,309.27,303.99,310.76,313.86,314.77,310.65,316.21,316.46,320.34,326.53,328.62,330.23,325.18,327.05,334.40,340.79,337.09,335.85,328.97,324.75,326.73,325.50,329.48,325.94,328.53,327.55,334.76,334.23,327.11,323.61,330.66,335.72,336.85,331.83,332.72,329.97,326.47,325.21,316.89,317.48,315.24,319.15,316.21,,306.09,316.23,,319.32,322.18,314.67,325.99,334.98,331.81,314.70,,285.73,256.23,234.67,274.73,282.44,,,,,348.68,349.67,344.22,,,328.15,333.26,329.99,,,335.85,332.68,331.00,326.27,332.03,335.88,336.38,324.06,337.30,317.25,323.01,328.40,316.12,325.42,330.13,325.56,348.10,354.86,359.02,345.86
2001-01-03 22:02:12+00:00,L7,340.27,325.83,338.41,343.62,328.82,343.04,356.92,346.03,343.24,352.26,357.67,351.71,352.42,347.98,346.75,348.58,352.01,350.75,346.46,338.70,345.79,335.53,339.30,341.86,338.87,334.66,334.60,338.24,345.34,351.37,351.99,360.88,354.48,352.94,342.83,341.00,340.17,352.74,352.16,348.05,349.39,357.86,356.87,349.06,364.15,364.29,359.34,346.18,346.36,351.05,349.53,346.14,344.22,354.04,352.84,353.83,340.58,343.99,335.66,349.46,361.80,358.38,358.41,369.23,370.12,361.13,363.90,360.01,353.76,351.96,356.49,351.67,353.42,358.45,349.56,347.04,356.18,349.26,339.50,348.28,344.17,333.99,346.07,344.20,348.46,349.67,346.97,347.97,349.70,359.70,361.54,359.44,361.96,360.82,365.83,363.72,363.41,361.60,361.96,354.83,347.99,351.21,358.66,349.81,350.55,356.41,363.25,361.80,357.73,350.82,352.94,365.78,357.87,360.48,358.15,354.34,359.15,350.45,337.34,337.11,336.60,333.95,336.08,340.58,332.14,328.57,335.61,347.69,356.62,361.10,359.36,352.40,342.71,350.08,348.63,331.96,322.03,333.26,332.91,324.51,337.38,351.26,360.07,366.77,375.96,367.20,364.24,365.61,365.25,362.81,353.61,356.98,356.56,355.57,363.57,364.95,360.04,362.59,369.47,366.13,367.93,371.41,371.89,370.43,369.98,373.70,371.63,365.35,368.27,373.01,375.97,379.80,368.34
2001-01-28 21:56:08+00:00,L7,322.49,316.65,331.61,322.23,324.54,327.93,329.88,330.86,332.62,337.06,342.96,334.30,338.36,339.20,340.16,343.37,337.59,341.41,334.73,336.09,332.35,327.39,328.22,330.49,325.16,326.07,326.57,327.74,324.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.45,358.59,359.69,355.90,357.62,352.33,350.99,350.88,336.13,328.33,338.54,337.01,334.85,337.70,333.73,335.96,340.75,337.66,343.86,352.92,346.49,345.08,344.26,341.37,334.85,344.50,353.37,347.98,345.80,351.11,355.08,351.24,355.10,347.65,342.19,341.34,350.56,347.58,350.76,354.92,359.04,357.05,351.05,354.10,352.34,356.20,354.30,348.29,347.86,340.17,341.98,341.61,336.80,333.35,336.17,333.20,,,,,,,,,,,,,,,,,,315.15,320.15,334.33,354.13,364.33,366.70,364.78,351.60,357.32,355.68,357.94,351.78,344.85,348.63,348.96,349.10,350.42,346.01,347.77,350.36,349.26,352.24,356.61,354.56,354.46,352.16,353.70,349.81,341.41,346.37,356.66,365.89,367.95,353.68
2001-03-01 21:55:57+00:00,L7,322.44,315.78,326.33,328.40,328.14,329.75,343.67,341.63,342.73,344.79,347.28,345.31,344.33,344.23,345.54,345.10,341.05,339.57,340.04,339.94,336.08,333.20,335.95,333.85,331.04,330.98,329.68,331.57,337.15,346.38,349.98,356.31,352.62,347.75,339.66,338.78,336.52,337.07,342.25,347.49,347.50,350.09,349.53,353.52,354.36,349.40,349.58,346.86,344.64,342.88,341.14,340.94,340.31,343.64,342.93,345.92,342.22,340.51,341.96,344.19,339.78,348.17,357.96,356.77,356.72,355.81,349.37,350.86,348.98,345.43,348.15,346.37,346.31,347.05,344.37,340.82,338.75,334.93,338.43,332.70,330.24,337.56,339.05,335.84,340.24,339.67,342.64,346.30,345.69,352.44,357.10,353.09,355.90,355.69,354.11,356.73,353.32,349.64,353.96,342.52,347.62,350.80,344.98,345.44,346.60,349.26,352.08,351.78,347.41,351.03,352.58,352.89,351.31,348.79,349.91,346.46,343.83,341.50,333.90,330.71,328.56,327.75,327.73,325.53,323.14,328.60,332.07,339.26,347.48,351.72,349.77,351.35,344.06,340.20,334.84,294.76,323.71,325.82,324.28,317.30,321.04,337.87,347.42,360.87,371.28,361.83,355.91,359.03,349.37,349.43,349.56,353.26,355.46,350.16,352.43,351.61,350.68,356.92,357.10,355.45,358.84,357.50,360.64,355.17,357.50,352.97,348.77,346.84,341.91,361.28,364.94,369.88,361.08
