dates,nzd0119-0000,nzd0119-0001,nzd0119-0002,nzd0119-0003,nzd0119-0004,nzd0119-0005,nzd0119-0006,nzd0119-0007,nzd0119-0008,nzd0119-0009,nzd0119-0010,nzd0119-0011,nzd0119-0012,nzd0119-0013,nzd0119-0014,nzd0119-0015,nzd0119-0016,nzd0119-0017,nzd0119-0018,nzd0119-0019,nzd0119-0020,nzd0119-0021,nzd0119-0022,nzd0119-0023,nzd0119-0024,nzd0119-0025,nzd0119-0026,nzd0119-0027,nzd0119-0028,nzd0119-0029,nzd0119-0030,nzd0119-0031,nzd0119-0032,nzd0119-0033,nzd0119-0034,nzd0119-0035,nzd0119-0036,nzd0119-0037,nzd0119-0038,nzd0119-0039,nzd0119-0040,nzd0119-0041,nzd0119-0042,nzd0119-0043,nzd0119-0044,nzd0119-0045,nzd0119-0046,nzd0119-0047,nzd0119-0048,nzd0119-0049,nzd0119-0050,nzd0119-0051,nzd0119-0052,nzd0119-0053,nzd0119-0054,nzd0119-0055,nzd0119-0056,nzd0119-0057,nzd0119-0058,nzd0119-0059,nzd0119-0060,nzd0119-0061,nzd0119-0062,nzd0119-0063,nzd0119-0064,nzd0119-0065,nzd0119-0066,nzd0119-0067,nzd0119-0068,nzd0119-0069,nzd0119-0070,nzd0119-0071,nzd0119-0072,nzd0119-0073,nzd0119-0074,nzd0119-0075,nzd0119-0076,nzd0119-0077,nzd0119-0078,nzd0119-0079,nzd0119-0080,nzd0119-0081,nzd0119-0082,nzd0119-0083,nzd0119-0084,nzd0119-0085,nzd0119-0086,nzd0119-0087,nzd0119-0088,nzd0119-0089,nzd0119-0090,nzd0119-0091,nzd0119-0092,nzd0119-0093,nzd0119-0094,nzd0119-0095,nzd0119-0096,nzd0119-0097,nzd0119-0098,nzd0119-0099,nzd0119-0100,nzd0119-0101,nzd0119-0102,nzd0119-0103,nzd0119-0104,nzd0119-0105,nzd0119-0106,nzd0119-0107,nzd0119-0108,nzd0119-0109,nzd0119-0110,nzd0119-0111,nzd0119-0112,nzd0119-0113,nzd0119-0114,nzd0119-0115,nzd0119-0116,nzd0119-0117,nzd0119-0118,nzd0119-0119,nzd0119-0120,nzd0119-0121,nzd0119-0122,nzd0119-0123,nzd0119-0124,nzd0119-0125,nzd0119-0126,nzd0119-0127,nzd0119-0128,nzd0119-0129,nzd0119-0130,nzd0119-0131,nzd0119-0132,nzd0119-0133,nzd0119-0134,nzd0119-0135,nzd0119-0136,nzd0119-0137,nzd0119-0138,nzd0119-0139,nzd0119-0140,nzd0119-0141,nzd0119-0142,nzd0119-0143,nzd0119-0144,nzd0119-0145,nzd0119-0146,nzd0119-0147,nzd0119-0148,nzd0119-0149,nzd0119-0150,nzd0119-0151,nzd0119-0152,nzd0119-0153,nzd0119-0154,nzd0119-0155,nzd0119-0156,nzd0119-0157,nzd0119-0158,nzd0119-0159,nzd0119-0160,nzd0119-0161,nzd0119-0162,nzd0119-0163,nzd0119-0164,nzd0119-0165,nzd0119-0166,nzd0119-0167,nzd0119-0168,nzd0119-0169,nzd0119-0170,nzd0119-0171,nzd0119-0172,satname
2009-07-29 21:55:52+00:00,,,,358.79,347.54,,,361.74,367.72,366.52,362.74,360.19,,,,,,,,,339.65,334.48,340.72,345.55,349.89,346.75,343.79,341.75,,,,,,,,,340.87,338.30,,,,,355.59,354.78,352.45,346.28,,,,,,,,,,,,,,,,,,,,,,,,,,,350.54,345.41,346.65,341.75,332.17,337.67,344.95,342.47,341.03,341.00,339.76,,,,,,,,,357.70,361.14,354.43,355.12,354.53,350.68,356.47,362.47,358.82,355.08,351.73,351.48,,,,,,,,,346.64,358.11,358.07,352.98,350.66,343.27,345.18,347.76,342.27,337.37,332.00,329.87,328.35,,,,,,,,,,,,,,,,,,,,,,364.48,,,,,,,,,,,339.41,352.40,349.46,349.44,354.72,360.29,357.26,349.73,348.54,350.54,355.33,351.10,346.47,362.93,374.08,377.03,371.04,L7
2009-08-05 22:02:01+00:00,,,,,,,,366.84,371.59,372.03,,,360.16,363.83,363.81,,,,,,,,,,,,,,,339.69,357.80,377.14,,,,,,,,,,,356.51,361.24,,,339.39,345.71,348.82,,,,,,,,,,,,,,,,,357.09,362.84,,,,,,371.54,350.03,347.87,349.25,343.23,340.35,346.78,344.69,346.16,335.94,332.79,328.17,334.48,348.63,,,,,,,389.21,367.07,362.83,362.43,358.82,362.45,364.86,361.65,355.69,350.01,351.68,353.47,352.28,,,,,,,362.96,362.84,363.98,363.00,355.79,352.20,352.94,352.29,344.16,339.43,334.62,333.08,327.54,328.89,332.99,,,,,,,,323.88,332.38,326.43,313.35,285.72,315.33,316.93,320.71,338.25,349.90,369.44,374.17,363.21,363.21,,,,,,,,363.71,350.75,353.72,356.57,360.32,365.20,366.68,370.34,363.17,355.74,355.62,359.78,356.87,354.75,353.66,370.89,385.13,393.68,376.36,L7
2009-08-21 22:01:59+00:00,335.16,332.94,346.98,343.79,339.39,345.21,349.62,,,,,351.08,351.81,357.51,355.61,349.65,345.62,346.56,348.57,345.43,337.38,334.98,,,,,,334.22,340.01,344.03,353.67,363.51,358.60,350.40,343.40,336.08,333.82,335.76,333.23,,,,,,344.95,346.28,348.76,341.65,336.25,337.74,337.16,336.81,334.76,337.53,341.25,341.74,339.79,,,,,350.67,350.10,354.54,353.90,355.85,354.94,351.70,351.34,351.11,348.13,345.69,346.30,345.49,339.63,,,,,,340.38,329.82,337.68,327.75,327.84,340.34,337.94,338.70,347.02,353.06,352.25,355.42,356.08,354.21,,,,,,,345.90,352.47,351.27,346.68,350.12,353.17,355.04,353.90,351.93,352.59,344.65,350.33,356.32,354.79,,,,,,,343.07,327.85,325.36,327.79,329.97,328.77,335.63,337.31,351.61,351.71,341.17,343.36,340.22,334.76,333.56,,,,,,,337.47,349.49,363.55,372.23,364.03,357.69,342.09,348.41,348.76,347.02,348.94,348.13,347.80,350.58,349.23,346.66,,,,,,,,359.72,337.31,330.90,341.16,346.32,364.57,372.22,369.08,364.30,L7
2009-09-06 22:01:59+00:00,,,,349.55,345.16,353.97,360.09,359.82,361.39,363.54,361.26,363.34,367.31,367.77,366.04,,,,,350.30,342.20,336.20,343.79,345.56,337.91,340.63,339.70,340.55,341.24,349.33,360.47,,,,,,337.57,340.65,341.19,344.80,345.57,349.29,352.67,355.10,347.19,349.49,353.72,348.69,,,,,,359.23,344.56,343.11,339.74,327.75,315.59,,324.70,349.82,358.80,362.15,362.00,363.27,,,,,,,347.74,350.50,344.55,342.65,345.34,335.46,339.13,336.09,336.29,338.72,337.76,338.18,340.70,,,,,,,358.58,358.09,360.14,353.99,356.61,355.63,361.06,361.51,356.41,356.67,357.84,357.63,353.49,,,,,,,360.60,351.83,361.83,361.67,358.37,357.45,350.54,346.03,341.21,337.47,340.25,336.26,331.00,333.11,,,,,,,351.57,344.93,339.26,337.66,337.68,331.10,324.75,288.96,311.51,319.71,325.55,336.24,352.50,371.51,378.67,368.56,,,,,,,,346.95,353.71,354.42,346.80,354.96,358.64,354.64,349.10,357.14,350.17,354.43,353.05,351.30,348.77,347.05,353.67,371.99,,,,L7
2009-09-15 21:55:47+00:00,312.38,,,,,,,352.33,341.72,335.66,,,347.33,346.27,344.28,333.59,,,,,,,,,,,,,,324.77,333.39,345.87,337.00,,,,,,,,,,333.94,333.29,,,336.44,329.57,323.87,325.66,319.79,,,,,,,,299.27,,303.32,,,332.01,340.06,338.74,338.43,333.69,331.21,,,,,,,,,318.15,314.04,312.52,307.66,317.12,318.87,318.23,321.86,324.32,321.19,325.30,327.14,,,,,,,,,338.57,334.71,334.15,332.45,335.98,339.24,333.94,330.26,341.95,339.59,340.21,335.74,,,,,,,,,319.69,316.72,316.60,317.43,315.42,312.84,311.27,316.54,315.54,311.11,324.40,333.14,333.62,,,,,,,,259.43,278.52,296.90,294.32,315.93,332.60,343.86,351.99,341.06,335.08,326.10,328.84,326.68,325.47,326.72,,,,,,,,,,,334.81,326.69,323.82,315.44,316.69,318.23,318.21,343.99,352.31,359.99,345.28,L7
2009-11-25 22:02:33+00:00,348.11,350.47,352.39,356.97,,,,,390.14,367.48,365.93,373.43,380.72,375.60,374.69,368.63,362.51,363.24,362.52,,,,,,340.52,337.08,336.67,341.10,345.98,352.19,361.36,365.18,354.88,350.69,345.15,336.93,,,,,,363.31,348.79,351.39,349.17,347.23,346.16,342.43,342.42,341.39,341.32,336.55,339.16,342.40,,,,,345.91,357.73,374.33,375.45,370.10,372.95,371.02,366.64,367.09,355.00,346.10,346.46,348.49,343.97,,,,,,341.81,336.34,331.92,333.99,337.52,335.76,338.32,339.00,343.44,341.81,339.33,344.02,349.52,353.66,,,,,,,356.81,349.86,354.64,356.75,354.08,351.58,354.89,352.65,356.78,353.59,355.95,359.40,358.15,,,,,,,,347.77,336.72,333.23,328.71,327.98,327.95,328.19,330.81,333.31,333.65,341.54,348.56,351.69,348.02,,,,,,,234.73,,360.36,330.30,333.45,344.32,366.07,373.61,371.47,365.90,358.93,353.13,355.99,357.25,358.13,355.36,,,,,,,,364.01,360.94,362.01,363.30,363.37,358.27,358.54,359.96,370.82,379.72,380.83,376.38,372.23,L7
2010-01-05 21:57:00+00:00,,,378.59,382.37,377.43,375.52,389.06,396.62,397.82,397.16,396.83,,,,,,,388.42,389.06,384.08,378.73,363.39,362.35,364.79,363.81,362.71,366.09,,,,,,,,362.24,358.26,363.46,364.76,366.34,370.32,371.93,375.67,373.81,371.19,,,,,,,,359.87,359.60,361.41,362.08,359.74,358.50,367.36,372.65,369.32,372.04,403.51,404.86,,,,,,,,374.31,371.99,373.02,372.56,365.62,366.42,368.01,362.56,359.01,358.08,356.78,358.21,,,,,,,,,382.70,382.51,378.33,381.93,380.38,380.67,378.29,380.40,381.91,377.05,376.12,,,,,,,,,,392.54,388.18,383.39,376.96,371.11,370.69,376.16,375.02,368.03,353.58,353.46,352.05,,,,,,,,,377.59,372.88,368.13,365.89,364.12,362.53,371.51,356.08,327.39,340.05,347.83,356.73,372.82,385.30,,,,,,,,,369.66,379.21,379.10,381.83,383.87,378.22,386.45,387.17,392.89,396.88,398.34,389.30,388.82,388.35,390.30,386.68,402.96,,,,,L7
2010-01-20 22:02:37+00:00,372.62,368.48,370.44,375.45,376.93,373.42,368.53,379.81,386.71,380.78,383.97,386.42,381.97,380.79,379.27,378.06,378.65,373.65,374.34,372.87,366.34,356.89,358.26,350.19,353.26,354.54,353.35,352.94,352.46,368.16,372.32,381.04,375.70,369.19,362.68,358.83,354.74,355.32,357.13,362.33,367.88,370.07,367.01,368.11,366.84,359.06,357.37,363.02,359.57,357.36,353.74,357.31,355.63,361.30,360.78,359.49,359.03,359.33,364.72,359.72,364.50,386.59,389.29,381.68,376.34,372.04,369.74,371.73,375.21,369.38,372.79,365.94,362.38,361.49,363.17,362.35,359.67,354.17,351.76,346.20,349.37,348.12,351.90,356.07,353.82,349.30,358.56,362.03,364.23,370.42,371.11,369.34,369.67,374.12,372.41,372.71,373.16,371.91,368.92,368.77,367.54,364.72,365.89,367.37,363.31,380.24,373.78,372.82,372.18,380.38,377.09,372.53,372.25,367.53,363.57,366.70,360.07,357.28,355.22,348.58,348.78,343.54,342.75,342.44,338.33,353.81,355.28,360.52,365.84,375.01,363.60,362.98,365.07,357.13,350.14,355.80,362.48,354.41,326.73,336.03,345.91,357.25,366.23,378.83,385.58,378.39,377.98,387.01,372.38,367.77,369.43,364.98,362.69,363.88,363.32,368.31,370.09,366.92,365.74,373.10,381.33,377.29,378.26,374.77,372.42,374.92,375.09,374.63,378.17,383.17,379.08,364.27,375.58,L5
2010-01-29 21:56:29+00:00,357.05,348.78,356.31,360.62,360.54,356.34,359.90,377.95,381.80,372.81,378.02,376.11,373.97,375.13,374.98,372.86,366.47,364.60,361.90,359.56,352.44,348.23,348.54,349.68,350.16,348.04,346.60,349.18,355.08,361.73,368.00,374.31,373.67,363.11,354.67,349.52,348.78,350.14,351.65,353.03,356.71,360.05,359.32,364.32,363.19,358.05,357.52,357.16,354.90,353.02,352.95,353.44,352.04,354.24,357.96,353.99,352.88,352.88,,,346.13,358.24,369.18,370.85,368.04,366.15,364.81,363.57,366.93,366.11,363.14,359.06,361.66,356.06,355.50,356.02,352.47,352.20,349.26,345.36,347.09,345.54,346.75,347.84,345.78,347.13,347.80,349.20,357.72,363.83,367.67,365.16,366.39,367.30,367.54,367.19,365.34,364.65,364.11,361.95,363.64,367.99,365.83,361.66,361.12,362.94,360.36,359.71,367.41,366.47,368.72,365.74,362.90,364.19,361.89,360.25,356.18,352.93,354.02,346.51,344.66,347.88,343.05,343.35,336.63,339.38,349.00,354.58,363.64,369.30,361.72,360.80,354.73,,345.59,352.65,347.58,340.82,318.80,332.97,340.61,354.56,366.49,380.03,382.40,377.05,372.34,371.35,364.01,359.93,359.03,358.24,358.35,354.72,363.01,363.19,364.48,365.92,362.01,365.27,359.79,368.37,361.01,368.25,373.40,368.80,368.31,368.51,372.37,378.88,378.77,379.99,364.44,L5
2010-02-21 22:02:44+00:00,363.53,347.46,352.95,355.39,356.31,360.24,363.20,381.52,392.65,384.76,376.59,377.68,381.36,383.33,382.15,364.90,363.69,366.54,367.43,361.07,356.85,352.71,357.83,366.49,363.82,359.45,353.55,355.67,358.59,366.85,379.91,384.89,373.38,366.09,360.58,354.64,356.69,354.97,357.57,360.70,367.18,368.30,376.25,373.80,370.51,372.97,370.96,367.69,363.85,363.46,358.39,355.04,360.91,364.70,358.76,352.52,353.25,361.64,363.28,356.91,370.69,377.76,381.88,381.00,379.36,380.31,378.64,378.02,369.08,365.08,369.36,363.46,365.29,364.31,359.49,358.94,365.29,362.99,360.81,358.25,354.20,355.52,356.02,355.83,362.01,364.23,365.35,359.71,356.93,364.05,366.87,365.26,366.97,367.16,365.49,373.74,378.11,376.13,376.06,371.81,370.42,372.68,371.54,370.03,369.84,375.17,369.29,362.49,366.48,368.87,366.38,366.98,367.63,363.12,361.60,368.85,369.09,367.84,356.82,351.84,350.75,351.37,347.45,349.40,349.68,348.35,350.54,359.03,365.70,369.85,368.00,361.72,353.64,347.50,349.00,344.90,352.49,336.83,322.90,343.38,345.06,359.41,375.02,384.53,389.93,388.29,384.90,381.70,371.52,367.29,360.96,356.77,361.64,360.64,360.39,361.79,362.87,363.51,365.85,375.43,383.14,381.35,379.51,376.60,375.16,377.70,373.87,367.28,375.94,380.36,381.96,384.56,373.45,L5
2010-03-17 22:03:57+00:00,,348.49,350.51,355.00,352.65,355.11,363.76,367.72,377.99,373.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.39,351.79,354.56,360.98,361.19,359.30,,,,,,,342.41,345.25,345.59,352.87,348.82,346.86,349.87,350.15,350.75,337.58,352.05,371.34,,,,,,,360.03,358.30,356.94,356.14,351.89,351.15,352.38,353.95,351.47,347.68,347.05,342.47,341.28,,,,,,,348.59,351.07,353.34,359.35,357.85,356.91,360.49,363.56,362.77,362.12,363.57,363.13,363.32,,,,,,,366.71,360.55,361.14,360.92,363.94,359.40,364.69,363.82,367.96,365.45,362.66,361.29,351.86,350.05,351.94,,,,,,,349.71,355.16,362.18,355.20,354.71,354.73,350.77,353.76,349.43,345.41,331.37,309.97,327.49,332.43,,,,,,,,365.80,357.74,354.77,352.23,354.39,356.24,357.03,354.58,357.94,363.90,364.57,363.00,368.73,373.11,370.94,368.67,,,,,,,,,,L7
2010-05-13 21:57:45+00:00,337.23,329.76,339.26,340.24,344.17,,,,,,,,362.18,359.71,358.56,353.77,350.06,351.61,351.91,345.86,342.49,,,,,,,,351.88,345.82,355.04,356.81,354.25,346.81,343.47,343.22,340.58,343.11,,,,,,,,,346.22,337.65,338.36,339.38,339.09,331.12,335.74,344.86,340.67,341.12,,,,,,,,,358.52,353.41,350.69,352.64,347.63,349.59,351.89,353.49,348.66,348.13,347.25,,,,,,,,,332.30,337.43,338.49,335.91,335.63,339.39,346.01,351.00,354.15,350.52,350.78,354.74,,,,,,,,,350.13,348.89,353.69,350.71,347.41,348.90,352.38,351.98,356.04,350.52,351.02,352.15,,,,,,,,,346.29,326.62,329.28,337.96,338.11,,,,,,,,,,,,,,,,,,375.02,356.83,348.74,354.77,344.60,345.75,347.18,346.00,349.39,347.19,350.70,344.70,350.32,351.16,347.52,,,,,,,,,,,,379.40,359.75,L7
2010-05-29 21:57:45+00:00,355.62,357.09,354.84,,,,,,,,371.76,369.46,369.68,367.57,369.41,364.86,369.85,363.87,367.39,,,,,,,,356.63,351.02,352.90,,368.50,379.58,379.73,360.97,354.18,356.48,,,,,,,,375.93,,360.96,358.34,,355.12,353.49,351.96,346.85,350.12,361.63,,,,,,,,,361.81,362.68,365.19,366.46,367.38,366.39,366.51,363.37,363.32,363.31,364.46,,,,,,,,,350.12,347.28,347.93,352.11,352.05,346.46,354.20,356.39,359.97,365.33,370.51,366.33,,,,,,,,,358.04,364.65,364.20,362.82,367.88,370.49,366.71,364.15,364.99,363.08,369.91,364.28,,,,,,,,,339.29,341.54,340.92,337.50,,345.28,354.19,362.08,367.95,361.88,360.76,352.01,,,,,,,,,,382.73,379.23,384.95,380.01,369.86,362.49,366.11,356.90,358.88,357.96,361.45,361.58,357.89,362.64,359.46,,,,,,,,,,,366.60,362.36,380.76,,387.53,375.36,L7
2010-06-30 21:57:49+00:00,,,,,,,,377.44,382.62,385.55,,381.70,372.76,,,,,,,,,,,,,,,350.85,353.61,,,,,,,,,,,,,,368.86,368.27,363.75,366.31,362.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.20,359.49,355.89,355.38,353.13,348.88,347.80,353.39,350.99,354.57,355.45,,,,,,,,,370.73,371.29,375.52,370.62,370.42,368.24,367.38,366.33,367.50,363.41,361.77,370.10,,,,,,,,,,,,357.50,354.73,353.52,349.12,344.28,343.58,344.07,345.07,340.88,,,,,,,,,,,,,,,,,,,,382.23,378.00,375.24,,,,,,,,,,,380.46,361.10,364.44,366.79,367.52,374.95,365.05,358.18,357.97,365.12,365.91,369.53,380.51,385.09,388.44,378.92,L7
2010-07-07 22:04:01+00:00,339.04,342.07,355.87,355.68,355.13,348.84,358.10,,,,,386.43,376.82,364.22,361.05,358.03,363.45,358.82,367.56,352.97,359.28,372.00,356.29,,,,,346.24,343.03,348.26,364.66,376.82,376.51,,,,339.62,346.13,352.00,344.08,,,,,,384.42,353.68,351.18,355.68,353.12,355.11,355.43,343.81,391.55,390.15,391.32,384.97,,,,,,,373.36,370.55,380.79,357.53,354.48,359.51,355.77,355.84,359.24,359.92,357.11,351.32,353.66,376.48,,,,,,349.19,344.43,345.04,349.84,354.00,348.22,349.48,351.35,357.48,364.90,363.60,362.14,359.28,,,,,,,358.12,358.20,376.21,373.92,363.97,360.43,361.41,359.50,354.96,361.16,354.89,359.05,352.21,353.39,,,,,,,336.28,339.45,341.27,334.99,341.64,343.99,345.64,352.98,363.23,361.05,353.15,346.61,339.13,338.24,,,,,,,,,,,363.98,363.97,354.74,358.12,362.83,352.54,355.21,361.63,374.78,357.43,350.19,352.24,352.47,,,,,,,,,352.52,360.95,360.20,379.90,376.82,378.34,369.99,L7
2010-07-16 21:57:51+00:00,336.83,339.03,,353.67,351.06,352.61,,,,,,,363.17,359.05,360.84,359.72,,,354.09,352.82,352.08,,,,,,,,,,361.25,371.57,367.97,,,,348.38,353.26,,,,,,,,,,,347.54,345.37,345.16,,,,353.93,356.46,,,,,,,,,359.88,359.07,360.17,359.15,355.99,354.33,359.36,358.35,357.80,359.64,354.75,,,,,,,,,347.99,345.77,344.09,347.35,352.94,348.05,352.36,360.88,363.59,362.31,367.01,366.37,,,,,,,,,355.48,357.88,357.58,359.33,362.72,354.63,357.55,360.04,361.76,359.71,360.82,362.73,,,,,,,,,324.37,,,,,,,,,,,,,,,,,,,,,,390.92,362.15,350.49,357.41,354.17,349.32,347.19,350.04,354.07,354.20,355.23,351.80,358.76,354.76,358.41,,,,,,,,,,,,394.30,372.45,L7
2010-07-23 22:04:02+00:00,338.89,336.15,356.27,364.32,365.25,353.87,374.87,374.91,385.09,367.03,,,,,370.44,367.87,358.60,,357.99,357.75,361.02,357.60,353.75,349.62,343.55,337.61,,,,,376.67,375.90,379.13,,,345.31,358.27,,355.21,,349.61,352.29,362.95,,,,,,361.89,359.54,361.07,,,,,,,,,,,,,,,,360.01,356.43,354.62,357.64,357.70,356.40,361.15,354.03,362.69,349.91,349.37,344.79,341.20,,,,,,,348.58,345.79,351.62,353.73,353.17,359.52,361.43,363.51,355.62,360.33,359.63,358.82,355.15,355.06,,,,,,363.07,360.96,364.37,368.04,356.40,357.70,359.36,362.67,362.26,362.02,357.16,355.68,350.62,349.30,346.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.05,355.41,362.51,352.87,360.49,,,357.56,350.57,364.76,352.33,361.31,353.72,364.80,353.40,359.26,,,,,,,,,,,356.41,L7
2010-10-04 21:57:53+00:00,318.66,305.20,324.46,332.19,339.19,343.36,349.44,,,,,,,,340.03,341.45,336.56,335.62,335.15,336.40,332.49,330.56,329.54,329.51,,,,,,,,349.24,349.68,339.17,334.49,331.19,332.95,338.46,339.77,342.27,342.59,,,,,,,,336.34,330.94,330.70,330.24,330.87,331.50,343.01,344.51,337.68,319.95,,,,,,,,,335.93,334.79,333.56,331.29,334.87,334.75,334.22,338.00,335.98,334.13,331.94,329.40,,,,,,,,336.90,328.87,331.31,341.43,348.47,344.79,340.81,347.76,351.61,356.29,356.50,352.06,351.85,,,,,,,,363.17,343.71,344.23,344.38,345.58,341.13,341.24,345.51,339.39,338.76,339.12,339.00,334.74,,,,,,,,,340.79,336.10,341.63,353.43,350.03,337.82,330.98,326.50,332.22,332.85,317.66,324.50,333.03,,,,,,,,,,,339.08,337.47,342.64,337.09,336.42,334.19,334.46,340.17,346.66,342.93,344.48,339.06,344.52,340.71,337.45,,,,,,,,,,L7
2010-10-27 22:04:18+00:00,,,351.00,351.03,348.69,354.33,360.83,365.78,368.96,370.78,370.01,369.86,366.81,,,,,,367.00,355.78,351.38,348.22,350.66,348.62,348.14,344.17,344.50,343.45,346.90,353.89,,,,,,347.50,348.18,351.92,350.35,350.72,350.71,352.44,356.53,360.90,359.17,353.89,355.15,,,,,,354.25,358.42,357.32,352.29,349.88,337.56,317.25,,340.42,370.55,368.47,367.02,365.58,,,,,,380.00,354.61,355.94,355.43,352.84,353.56,353.98,348.79,348.22,342.14,343.90,338.02,338.37,347.93,,,,,,359.68,360.20,356.00,363.58,365.91,359.27,359.77,360.86,357.94,356.28,356.26,356.98,352.80,357.72,,,,,,,367.16,361.24,361.99,362.11,354.98,353.75,352.31,354.97,350.97,338.95,335.78,336.35,336.95,338.24,,,,,,,374.36,354.38,347.76,350.80,349.07,341.04,344.12,349.86,333.65,281.85,,326.38,340.90,354.12,370.24,,,,,,,,,350.94,353.05,351.70,349.32,353.84,355.24,354.58,358.72,357.67,365.10,364.45,347.38,354.94,356.29,356.50,363.08,,,,,,L7
2011-01-07 22:01:44+00:00,378.29,,377.16,384.67,380.24,384.99,397.23,396.42,402.33,403.66,399.54,398.54,398.55,396.88,392.08,390.33,394.55,388.32,382.56,379.57,377.29,373.73,377.49,375.61,372.33,372.38,375.23,378.21,382.21,379.94,385.78,397.96,391.43,385.30,379.42,379.03,372.74,379.02,377.61,380.83,383.06,385.05,386.39,392.81,395.66,395.47,393.80,388.62,,380.50,376.41,373.71,375.50,386.21,379.52,379.05,385.95,380.88,371.40,366.61,,404.74,,,402.70,395.63,394.49,387.34,380.60,376.11,373.48,374.25,375.33,374.54,371.67,372.51,369.98,362.77,357.49,356.98,358.58,365.91,364.50,367.72,359.38,365.64,367.93,367.61,369.88,372.99,369.07,375.15,372.16,374.45,372.03,373.37,372.78,371.20,371.63,370.47,373.64,374.47,381.17,375.49,376.20,379.53,373.74,374.94,375.77,371.52,378.40,376.19,373.16,367.25,370.58,366.15,360.64,357.05,350.13,347.14,354.48,353.75,352.81,348.98,352.72,354.70,360.91,368.78,368.86,377.85,378.08,374.61,372.30,369.11,368.23,361.03,369.74,354.98,313.17,,351.06,365.64,384.85,398.92,395.38,388.32,387.94,386.14,377.37,370.08,367.55,367.66,364.99,366.18,372.91,367.58,367.52,373.25,369.38,372.80,380.77,379.99,380.80,375.11,372.51,382.80,381.85,380.66,386.08,391.87,393.30,393.17,378.73,L5
2011-03-28 22:01:38+00:00,,,,,,,,,,363.39,362.47,368.01,372.08,364.14,355.41,352.66,,,,,,,,,,,,,,,,,358.52,355.14,352.98,344.00,349.19,350.32,352.04,354.53,350.42,355.15,355.35,363.64,370.02,364.93,355.23,344.36,344.03,343.18,346.37,347.05,346.31,346.51,350.36,351.99,348.53,346.15,336.22,327.60,327.13,352.18,366.21,361.22,364.17,361.43,355.26,349.50,345.08,343.31,347.33,348.80,349.65,344.49,343.40,342.97,334.53,334.84,340.36,338.06,338.77,339.38,340.83,335.52,339.77,341.24,344.28,346.04,343.56,341.79,343.35,347.51,342.56,345.98,351.04,342.24,346.88,355.28,355.26,355.16,353.21,350.51,349.20,349.92,347.73,348.72,354.68,352.23,350.61,351.77,355.88,351.67,342.93,342.50,340.44,342.73,341.14,339.29,340.40,340.71,332.42,328.97,332.47,330.77,327.96,330.08,330.52,337.19,345.88,352.30,345.29,345.67,338.90,335.98,332.90,,,,,,,,,,,,350.91,340.98,347.77,348.41,346.17,347.49,343.46,347.22,343.91,346.69,343.88,342.28,345.30,340.48,340.28,350.40,344.68,345.48,344.00,327.24,332.56,334.76,337.11,354.18,363.62,367.56,351.40,L5
2011-04-13 22:01:34+00:00,339.69,330.43,343.91,354.49,358.73,355.23,356.42,363.17,374.31,369.57,365.32,372.44,372.30,364.60,358.58,358.82,356.15,353.98,357.81,358.40,359.93,358.04,362.22,358.95,353.47,348.16,348.67,352.59,355.61,352.32,356.02,365.81,363.16,358.71,356.55,355.77,362.87,364.44,362.47,367.30,364.33,360.14,362.71,369.51,371.81,372.08,359.62,353.62,350.13,346.16,348.48,349.34,350.65,360.86,359.84,358.40,354.04,353.75,354.06,358.70,357.02,363.19,370.44,370.75,369.85,371.76,370.59,360.99,350.99,349.61,354.63,359.40,359.62,361.41,359.27,356.53,350.52,345.41,344.38,342.47,342.93,339.34,345.01,342.99,346.64,344.04,348.07,347.73,346.97,351.11,360.29,362.73,360.84,361.86,362.36,365.11,365.54,373.15,362.89,363.19,359.01,360.02,359.85,355.95,354.73,358.52,359.58,357.06,354.00,362.63,362.71,361.38,359.98,354.55,352.15,352.87,352.10,344.51,345.27,340.01,339.48,340.87,340.77,337.48,338.77,332.74,343.96,349.75,356.01,359.26,362.30,359.39,356.64,351.91,351.04,345.20,328.79,,,,322.70,339.50,358.02,368.18,374.81,372.87,373.34,369.07,354.99,354.27,354.24,350.54,353.71,357.76,355.49,359.51,352.05,355.57,357.61,358.13,358.31,353.87,353.26,352.39,349.33,352.06,351.24,346.48,353.26,367.95,374.01,371.99,362.22,L5
2011-05-07 22:05:25+00:00,,,,,,,,355.32,355.46,,,,,,,356.63,350.76,344.18,,,,,,339.22,338.13,,,,,,357.48,362.34,356.86,,,,,,,,343.39,343.38,,,,,,,345.21,347.34,342.79,,,,,,,328.36,315.74,,,,,,,358.79,,,343.78,339.50,,345.48,353.47,,344.58,342.14,333.87,334.40,,,,,,,,,,,,,,,,,350.34,353.15,350.50,,,,,,,348.76,353.67,357.04,355.80,356.19,353.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.40,378.39,375.83,363.92,L7
